variant,family,file,gate_count,rank_mean,rank_median,rank_min,top1_count,top5_count,top10_count,score_mean,score_std,pred_mean,pred_std_mean,gate_rate,top1_rate,top5_rate,top10_rate
e362_graft_donor_s1_e360_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e356_halfs3_amp__learned_free_mixture_subjective_he_611665e7.csv,70,59.75714285714286,67.5,3.0,0,2,12,3.410610250405332,0.44158272599303355,0.0002780688170452786,0.00014292683811659496,0.8333333333333334,0.0,0.023809523809523808,0.14285714285714285
e362_scale_g1.03_q11.08_q20.90_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s11_30_58916996.csv,84,28.904761904761905,24.5,4.0,0,1,31,3.8493533447426893,0.6173485736159153,0.00032027357785586335,0.00015574514044416947,1.0,0.0,0.011904761904761904,0.36904761904761907
e362_graft_donor_q2q3_e361_e351_robust_center__learned_story_nonmonotone_s1_co,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e361_e351_robust_center__learned_story_nonmonotone_s1_co_102144c1.csv,84,37.083333333333336,16.0,5.0,0,1,12,3.759955788746772,0.6984166949222487,0.0003199422704951041,0.0001609254812671974,1.0,0.0,0.011904761904761904,0.14285714285714285
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_b4dcdce7.csv,84,62.976190476190474,67.0,5.0,0,1,2,3.41456681979223,0.8063611655930243,0.00028708345844267124,0.0001301071746909318,1.0,0.0,0.011904761904761904,0.023809523809523808
e362_scale_g1.00_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s11_00_6b534dd4.csv,83,18.602409638554217,15.0,10.0,0,0,3,3.976643902216685,0.33655778872825065,0.0003165331856958069,0.00015513117577140506,0.9880952380952381,0.0,0.0,0.03571428571428571
e362_scale_g1.00_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s10_90_7376bcc9.csv,80,20.8875,17.0,10.0,0,0,1,3.968485182849937,0.29913817026760925,0.0002878782491503318,0.00014249212089137095,0.9523809523809523,0.0,0.0,0.011904761904761904
e362_scale_g1.06_q11.04_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_45_s11_00_e0688e7d.csv,80,21.0625,23.5,6.0,0,0,27,4.0611313839848675,0.23950588043492166,0.00028785930402530467,0.0001412014535245415,0.9523809523809523,0.0,0.0,0.32142857142857145
e362_scale_g1.00_q11.08_q20.90_q30.75_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s10_70_fe1c7c0a.csv,72,25.11111111111111,17.0,10.0,0,0,3,3.943265727896875,0.21866355252497055,0.00020450768812117632,9.963267258646216e-05,0.8571428571428571,0.0,0.0,0.03571428571428571
e362_scale_g1.03_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_75_s11_00_6c19969d.csv,83,27.662650602409638,22.0,17.0,0,0,0,3.884101475257904,0.35893010772781647,0.00031717832097087286,0.00015493981875160687,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.00_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s10_90_bac251d6.csv,82,28.609756097560975,24.5,13.0,0,0,0,3.829046458339741,0.47235583742834186,0.00030667419137759996,0.00015186593782517648,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_75_s10_90_c4f296a9.csv,80,28.9625,26.0,14.0,0,0,0,3.8931474621689786,0.3189153711988966,0.0002885128061881479,0.00014230556955300598,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s11_00_f41e5150.csv,83,30.843373493975903,24.0,18.0,0,0,0,3.860912882298425,0.37684200853098854,0.00031773833022372876,0.00015481046324823496,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q30_75_s11_00_17a39501.csv,82,31.70731707317073,32.0,22.0,0,0,0,3.8500915018607937,0.3332425497765366,0.00030800136882705984,0.00015128697337707993,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s10_90_d7d5210b.csv,82,33.96341463414634,34.0,17.0,0,0,0,3.7743079691200445,0.4892356522449752,0.0003072740391831708,0.00015171278522753276,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.00_q11.04_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q20_90_q31_00_s10_70_76374f34.csv,73,34.76712328767123,38.0,6.0,0,0,11,3.772138921038539,0.3984681507302542,0.00021536591431795782,0.00010747168315915612,0.8690476190476191,0.0,0.0,0.13095238095238096
e362_scale_g1.00_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q20_90_q31_00_s10_90_56274376.csv,82,36.01219512195122,35.5,13.0,0,0,0,3.757109079445145,0.4748271814195986,0.00030890195993284376,0.0001534312493427009,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q30_75_s10_90_1bbcbaf0.csv,80,36.2125,36.0,18.0,0,0,0,3.818358291298865,0.28569801910996595,0.00028850519492361023,0.00014337017086048752,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q30.75_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_75_s10_70_e950ab30.csv,72,37.15277777777778,40.0,13.0,0,0,0,3.7760692517864647,0.2349501758725986,0.00020519897284889652,9.934267553709906e-05,0.8571428571428571,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s10_90_41baf44a.csv,80,37.45,35.0,18.0,0,0,0,3.8124988177805803,0.33202057568849824,0.00028917874678864195,0.00014211280481000004,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s11_15_31e02c1f.csv,83,38.204819277108435,47.0,13.0,0,0,0,3.7496771448973703,0.598610849498074,0.0003129618985926292,0.00015168322269401674,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.00_q11.08_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s10_70_2abdcc8c.csv,73,38.42465753424658,40.0,17.0,0,0,0,3.722154899894626,0.39834412378252576,0.00021530664120828502,0.00010608261447522009,0.8690476190476191,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_75_s11_00_a9da6502.csv,82,38.96341463414634,38.0,27.0,0,0,0,3.794278058007566,0.35052169200158845,0.0003086161674245386,0.00015111850755474422,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s10_90_ad9423da.csv,82,40.21951219512195,43.0,20.0,0,0,0,3.722239950173777,0.4985503956202139,0.0003079159776640523,0.0001515525257580804,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q20.90_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s11_30_50acaf80.csv,84,40.404761904761905,40.0,7.0,0,0,1,3.748895844592566,0.6364187685874604,0.0003206799807807273,0.0001563852878307913,1.0,0.0,0.0,0.011904761904761904
e362_scale_g1.06_q11.08_q20.90_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s11_15_5ddee5fb.csv,83,41.903614457831324,35.0,19.0,0,0,0,3.7627622722921954,0.4383972090194895,0.0003139112883706578,0.00015172312184926105,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_75_s10_90_50483c8f.csv,80,43.7625,46.0,24.0,0,0,0,3.7447269073139977,0.29790693667013646,0.0002892353124138071,0.00014316344144992273,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s11_15_c0911ad0.csv,84,43.964285714285715,46.0,8.0,0,0,1,3.708123911607519,0.5827835289653462,0.0003241086296218531,0.00015873624887498177,1.0,0.0,0.0,0.011904761904761904
e362_scale_g1.00_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s11_00_8aa25f54.csv,83,44.036144578313255,42.0,26.0,0,0,0,3.692414044576794,0.5114225486276885,0.00031548215435056056,0.0001550256539643868,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q31_00_s10_90_28f07558.csv,81,44.81481481481482,41.0,26.0,0,0,0,3.6822809147945756,0.4836995692405995,0.000297957125726828,0.00014798022445646926,0.9642857142857143,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s11_00_10ba6bef.csv,83,45.1566265060241,52.0,22.0,0,0,0,3.683546544310913,0.5417071298053243,0.00031671431908584065,0.00015469161193459408,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q21.00_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q30_75_s11_15_7b1d3eb9.csv,82,45.28048780487805,48.5,20.0,0,0,0,3.7228262541137394,0.2675462885233106,0.00031003240251853404,0.00015131215077473042,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.04_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q31_00_s10_70_7b17df56.csv,72,45.958333333333336,46.5,18.0,0,0,0,3.6137614719069635,0.39953991287481516,0.0002048267907952239,0.00010124563041491066,0.8571428571428571,0.0,0.0,0.0
e362_graft_donor_q2q3_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_9f03f032.csv,83,49.2289156626506,60.0,11.0,0,0,0,3.6045009799601937,0.5276561823158649,0.0003194709113642907,0.0001575463785432624,0.9880952380952381,0.0,0.0,0.0
e362_scale_g0.96_q11.08_q21.08_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q21_08_q30_75_s11_15_980b9d5c.csv,80,49.2625,49.5,13.0,0,0,0,3.649270964691046,0.09421339302035368,0.0002912642595263446,0.00014491406639338542,0.9523809523809523,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s11_00_c69b0fd7.csv,83,50.81927710843374,58.0,28.0,0,0,0,3.65017889970981,0.5283218141488738,0.0003161444407750145,0.00015482249520986955,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s10_90_67b2a1bc.csv,81,50.97530864197531,47.0,37.0,0,0,0,3.6298771659427396,0.48962773585465774,0.0002986087524678794,0.00014782703611598922,0.9642857142857143,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s10_70_12da2af7.csv,73,52.78082191780822,51.0,30.0,0,0,0,3.5612745944825446,0.40939789511662145,0.00021599832536183558,0.00010579836364299467,0.8690476190476191,0.0,0.0,0.0
e362_scale_g1.00_q11.04_q21.08_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q21_08_q30_75_s11_30_bac86e93.csv,83,52.78313253012048,60.0,18.0,0,0,0,3.610187787720871,0.1972748403078498,0.00031931818811045643,0.0001576274093514511,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q21.00_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q30_75_s11_15_51fdd7e4.csv,82,52.8780487804878,55.0,24.0,0,0,0,3.6490903638544583,0.28575039457389284,0.00031122554979852197,0.0001509435129763828,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.06_q11.00_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q20_90_q31_00_s10_90_32a346b0.csv,82,58.1219512195122,54.5,35.0,0,0,0,3.551627810414296,0.4748793203619049,0.00031014374057935395,0.00015405347214135804,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.08_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q31_00_s11_15_2f8d0edb.csv,82,58.18292682926829,57.0,37.0,0,0,0,3.551074185710332,0.4367432794887219,0.0003091606584301792,0.00015130262443067538,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.00_q11.08_q21.00_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_00_q31_00_s11_00_b9e4a1d1.csv,81,58.617283950617285,58.0,45.0,0,0,0,3.5307458782868624,0.3376691929928119,0.00030198058842282824,0.00014981500403811674,0.9642857142857143,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q31_00_s11_15_ae893e8c.csv,82,58.792682926829265,57.0,32.0,0,0,0,3.541108556577369,0.4421494030749565,0.00031040714445227134,0.00015092124897013684,0.9761904761904762,0.0,0.0,0.0
e362_graft_donor_q2q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_d317b7b0.csv,81,59.24691358024691,77.0,6.0,0,0,9,3.4522978842650978,0.6389954975504231,0.0003315383633924016,0.0001668831102145247,0.9642857142857143,0.0,0.0,0.10714285714285714
e362_scale_g1.03_q11.04_q21.08_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q21_08_q30_75_s11_30_2a235ba3.csv,83,59.265060240963855,68.0,22.0,0,0,0,3.550217262492594,0.20652267782556347,0.00032040613031843066,0.00015726984742581195,0.9880952380952381,0.0,0.0,0.0
e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_cf55259a.csv,83,59.397590361445786,59.0,14.0,0,0,0,3.4710379981464317,0.6134655226536281,0.00031658237914144376,0.0001597678601565838,0.9880952380952381,0.0,0.0,0.0
e362_graft_donor_q3_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e360_e356_halfs3_amp__learned_anti_bad_cluster_compact_q_575cbb0c.csv,82,60.0609756097561,67.0,16.0,0,0,0,3.489092439947098,0.48584757435222653,0.0003098680632612064,0.00015684406502873403,0.9761904761904762,0.0,0.0,0.0
e362_seed_selected,seed,analysis_outputs/submission_e363_cellrobust_e362_seed_selected_6f3b746b.csv,80,60.325,67.0,13.0,0,0,0,3.4795684899117276,0.3549842029028104,0.00029080526747278713,0.00014621857963746792,0.9523809523809523,0.0,0.0,0.0
e362_graft_donor_q3_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e360_e349_compact_core__learned_pc_episode_s1_counter_11_881f9d5f.csv,82,60.46341463414634,66.0,19.0,0,0,0,3.48531472026574,0.41662281437892074,0.0003098900763986882,0.00015710222881782596,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.03_q11.00_q21.00_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_00_q21_00_q30_75_s11_00_a1e6e0ed.csv,78,60.62820512820513,56.5,12.0,0,0,0,3.501181815242344,0.12399341550447326,0.0002723077570777241,0.00013597969557322445,0.9285714285714286,0.0,0.0,0.0
e362_scale_g1.06_q11.04_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s11_00_10abc89d.csv,83,61.325301204819276,68.0,37.0,0,0,0,3.5466461052279734,0.5375145833787829,0.000316686199367431,0.00015564780663869155,0.9880952380952381,0.0,0.0,0.0
e362_scale_g1.00_q11.08_q21.08_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_08_q30_75_s11_15_9953ffd6.csv,79,62.924050632911396,78.0,20.0,0,0,0,3.500347582485993,0.13059519777797557,0.0002910997572251519,0.00014307332342659623,0.9404761904761905,0.0,0.0,0.0
e362_scale_g1.06_q10.94_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q10_94_q20_90_q31_00_s10_70_0b3560bf.csv,73,63.342465753424655,73.0,8.0,0,0,2,3.4100386083711935,0.40012798016795176,0.0002171445243834272,0.00011132049256318144,0.8690476190476191,0.0,0.0,0.023809523809523808
e362_scale_g0.96_q11.08_q21.08_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q21_08_q31_00_s11_15_2509d791.csv,82,64.46341463414635,63.5,44.0,0,0,0,3.454153338664534,0.27917769380329266,0.0003105707246527796,0.00015566874046160113,0.9761904761904762,0.0,0.0,0.0
e362_scale_g1.06_q11.08_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s10_70_857f6118.csv,73,64.82191780821918,66.0,46.0,0,0,0,3.455967023095925,0.41957467334273585,0.00021649901623373895,0.00010564756593686648,0.8690476190476191,0.0,0.0,0.0
e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_6ad26f4b.csv,83,65.98795180722891,67.0,23.0,0,0,0,3.4056381895805163,0.5719578562768617,0.0003176030424081777,0.00016041859795229115,0.9880952380952381,0.0,0.0,0.0
e362_scale_g0.96_q11.04_q21.08_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_04_q21_08_q31_00_s11_30_01f58cad.csv,83,66.1566265060241,68.0,22.0,0,0,0,3.452491681733238,0.3608068238806465,0.0003165210651362899,0.00015794907663061096,0.9880952380952381,0.0,0.0,0.0
