basename,source_path,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,null_p90_q20,null_p90_median,null_p90_best,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,train_policy_id,train_support_gate,train_gate_splits,train_actual_delta_mean,train_min_dominance,public_lb_if_known,public_delta_vs_current,known_public_worse_than_current,final_governor_decision,public_free_submission_ready,dateblock_p90_dominance,dateblock_null_strict_rate,dateblock_best_null_p90,row_p90_dominance,row_null_strict_rate,row_best_null_p90,subject_p90_dominance,subject_null_strict_rate,subject_best_null_p90,experiment,source_governor_file,strict_promote_gate,promotion_decision,final_decision,target_norm,family,story_axis,selector_visible_strict,selector_visible_soft,selector_visible,null_rare,null_common,p90_ok,mean_ok,worst_mode_ok,edge_ok,old_ready_rule,readiness_defects,readiness_distance,outcome_quadrant,failure_mode,candidate_id,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,e237_score,action,fraction,rule_family,row_count,e247_overlap,e256_overlap,e284_overlap,sum_smooth_gain,mean_amp,mean_app_state,mean_app_story,mean_state_amp_z,target_task,feature_set,score_variant,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,policy_id,top_frac,train_actual_delta,train_dominance,train_min_mode_dominance,test_available_cells,test_selected_cells,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,target,view_id,rep,delta_mode,scale,delta_mean,delta_std,delta_p90_abs,delta_max_abs,label_mode,gate_group,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,block_scheme,cv_group,block_frac,contrast_policy_id,parent_policy_id,rule,base_block_frac,train_selected_null_max,test_selected_blocks,test_null_mean_rate,test_null_max_rate,test_contrast_score,parent_actual_delta,parent_dominance,parent_min_mode_dominance,selected_blocks,selected_rows,selected_null_mean_rate,selected_null_max_rate,selected_score_rank,selected_rarity_score,selected_contrast_score,delta_l1,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,balanced_rank,episode,source_delta_logloss,source_robust_gate,source_dominance,source_min_mode_dominance,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,info_sensor_gate
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s030_8582e4d0.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s030_8582e4d0.csv,promote_candidate,True,-0.0007000593719604,-0.0010108991680374,-0.0003227824484456,0.9411764705882352,-0.0051714283501696,21.0,1.0,,,,0.6666666666666666,0.0476190476190476,0.5714285714285714,,,,,,,,,,,False,,,,,,,,,,e297,analysis_outputs/e297_episode_state_materializer_governor.csv,True,promote_candidate,blocked_by_matched_nulls,S1,bedtime_arousal,e297/S1/bedtime_arousal/topabs64,True,True,True,False,True,False,False,True,True,False,3,1.685714285714286,visible_but_null_common,matched_null_hallucination,,,,dateblock5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,raw_human_context,,,0.3,,,,,,,,,,,,,,,,topabs64,,,,,,,,,,,,,,,,,,-0.0007000593719604,-0.0010108991680374,-0.0003227824484456,0.9411764705882352,,bedtime_arousal,-0.0069148643143257,True,0.9947916666666666,0.984375,64.0,0.0348586342558999,0.195,1.7409878667475764,False
submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s050_09f712a2.csv,analysis_outputs/submission_e289_lifeslice_Q3_family_jepa_context_subject5_cluster6_raw_s050_09f712a2.csv,promote_candidate,True,-0.0006738819934856,-0.0008623790721435,-0.0004174271326008,1.0,0.0068092829484322,15.0,1.0,,,,0.4666666666666667,0.7333333333333333,0.0,,,,,,,,,,,False,,,,,,,,,,e289,analysis_outputs/e289_target_specific_lifestyle_slice_governor_summary.csv,False,promote_candidate,blocked_by_matched_nulls,Q3,family_jepa_context,e289/Q3/family_jepa_context/raw,True,False,True,False,True,False,True,False,True,False,3,1.7833333333333334,visible_but_null_common,matched_null_hallucination,Q3_family_jepa_context_subject5_cluster6_raw,,,subject5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0034369192882864,0.9444444444444444,0.9444444444444444,,,250.0,9.183468435370544,,Q3,family_jepa_context,cluster6,raw,0.5,0.035864915400921,0.0662740815208916,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_698ee75c.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_698ee75c.csv,promote_candidate,True,-0.0002979018443176,-0.0005472202575218,-8.310071927662771e-05,0.9411764705882352,0.0015144931537832,15.0,1.0,,,,0.4666666666666667,0.9333333333333332,0.0,,,,,,,,,,,False,,,,,,,,,,e292,analysis_outputs/e292_contrastive_lifestyle_governor_summary.csv,False,promote_candidate,blocked_by_matched_nulls,S4,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70,e292/S4/S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70/contrast_third,True,False,True,False,True,False,True,False,True,False,3,1.7833333333333334,visible_but_null_common,matched_null_hallucination,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70_raw_s050,,,dateblock5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0128075726293265,0.9861111111111112,0.9583333333333334,,,,,,S4,family_jepa_context,cluster6,raw,0.5,,,,,strong35,,68.0,0.0068891147659863,0.04,2.4068143852755517,subject_lifestyle_bin,subject_cv,,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_third,0.7,0.9166666666666669,13.0,0.7542735042735041,0.9337606837606836,0.0510063736235795,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,analysis_outputs/submission_e292_contrastlife_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarit_548129b5.csv,promote_candidate,True,-0.0003283613460971,-0.0005881450051019,-7.080913831806004e-05,0.9411764705882352,0.0034054201339875,15.0,1.0,,,,0.2,0.9333333333333332,0.0,,,,,,,,,,,False,,,,,,,,,,e292,analysis_outputs/e292_contrastive_lifestyle_governor_summary.csv,False,promote_candidate,blocked_by_matched_nulls,S4,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,e292/S4/S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70/rarity_third,True,False,True,False,True,False,True,False,True,False,3,2.05,visible_but_null_common,matched_null_hallucination,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70_raw_s050,,,dateblock5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0084551668729361,0.9305555555555556,0.875,,,,,,S4,family_jepa_context,cluster6,raw,0.5,,,,,strong35,,63.0,0.0063841716609951,0.04,2.3105312496132218,subject_lifestyle_bin,dateblock_cv,,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,rarity_third,0.7,0.7115384615384617,13.0,0.4508547008547008,0.702991452991453,-0.2699674312948568,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,analysis_outputs/submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,block_or_reject,False,0.0017318933715081,0.0016542645914285,0.0017384961957681,0.0,-0.1995602648224247,21.0,0.0,0.0017880682649877,0.0019653380163066,0.0017044652763543,0.9047619047619048,0.4761904761904761,0.8571428571428571,False,,,,,,0.5779449757,0.0017860263,True,blocked_known_public_worse_than_current,False,0.8571428571428571,0.0,0.0017044652763543,1.0,0.0,0.0021077494030189,0.8571428571428571,0.0,0.001710125871045,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,block_or_reject,blocked_known_public_worse_than_current,multi,unknown,e279/multi/unknown,False,False,False,True,False,True,False,True,False,False,3,2.5123057195776237,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,jepa/submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,block_or_reject,False,0.0012047108986196,0.0011680338230706,0.0012668754238387,0.0,-0.17477025470145,21.0,0.0,0.001278648926205,0.0013652592886359,0.0011186820932294,0.9523809523809524,0.0,0.8571428571428571,False,,,,,,0.5775263072,0.0013673577999999,True,blocked_known_public_worse_than_current,False,0.8571428571428571,0.0,0.0011186820932294,1.0,0.0,0.0012704079730417,1.0,0.0,0.0013506030815675,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,block_or_reject,blocked_known_public_worse_than_current,multi,unknown,e279/multi/unknown,False,False,False,True,False,True,False,True,False,False,3,2.5168754238387,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,analysis_outputs/submission_hybrid_0p578_logit_after_subject_final9_strict.csv,block_or_reject,False,0.0018665937304127,0.0021086175266772,0.0021979828328112,0.0588235294117647,0.2684463279382325,21.0,0.0,0.0023212079503439,0.0026906754085827,0.0021309745434409,0.9047619047619048,0.5714285714285714,0.7142857142857143,False,,,,,,0.5784273528,0.0022684034,True,blocked_known_public_worse_than_current,False,0.7142857142857143,0.0,0.0021309745434409,1.0,0.0,0.0027505990276757,1.0,0.0,0.0023212079503439,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,block_or_reject,blocked_known_public_worse_than_current,multi,unknown,e279/multi/unknown,False,False,False,True,False,True,False,True,False,False,3,2.8765542613826285,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_lejepa_targetwise_strict_best_scale0p5.csv,jepa/submission_lejepa_targetwise_strict_best_scale0p5.csv,block_or_reject,False,0.0039947681607293,0.0039401234705105,0.0040221959104621,0.0,1.076310500904741,21.0,0.0,0.0041607381552107,0.0043077430950234,0.0040635524125805,1.0,0.2857142857142857,1.0,False,,,,,,0.5802468192,0.0040878697999999,True,blocked_known_public_worse_than_current,False,1.0,0.0,0.0041541334963411,1.0,0.0,0.0043271275515371,1.0,0.0,0.0040635524125805,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,block_or_reject,blocked_known_public_worse_than_current,multi,unknown,e279/multi/unknown,False,False,False,True,False,True,False,True,False,False,3,4.986481624747814,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_jepa_latent_residual_probe.csv,jepa/submission_jepa_latent_residual_probe.csv,block_or_reject,False,0.0055426558609481,0.0049280560472558,0.0050147394944513,0.0,1.589486254730378,21.0,0.0,0.00508792881877,0.0052369607676139,0.0049793279632251,0.9523809523809524,0.6190476190476191,0.8571428571428571,False,,,,,,0.5812273278,0.0050683783999999,True,blocked_known_public_worse_than_current,False,0.8571428571428571,0.0,0.0049793279632251,1.0,0.0,0.0053850459291645,1.0,0.0,0.005202341523339,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,block_or_reject,blocked_known_public_worse_than_current,multi,unknown,e279/multi/unknown,False,False,False,True,False,True,False,True,False,False,3,5.6456918754036804,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5_b16a2cee.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5_b16a2cee.csv,too_small_to_submit,False,-1.0098883974685892e-06,-1.346108602801543e-06,-4.55632308026502e-07,1.0,1.0901246922684347e-05,21.0,0.0,-4.768002109481055e-07,-2.4950853810087904e-07,-7.960838642984542e-07,0.7142857142857143,0.6666666666666666,0.5714285714285714,False,,,,,,,,False,,False,0.8571428571428571,0.0,,0.5714285714285714,0.0,,0.7142857142857143,0.0,,e286,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv,False,too_small_to_submit,too_small_to_submit,e247_common_vs_e284_extra,human_plus_geometry,e286/e247_common_vs_e284_extra/human_plus_geometry/undo_low_preserve,False,False,False,True,False,False,False,True,False,False,4,0.6685919867395926,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_undo_low_preserve_top5,,lr_l1_c0p22,,,,,,,,undo_low_preserve,,,,,,,,,,,,e247_common_vs_e284_extra,human_plus_geometry,raw,5.0,5.0,0.0,0.25,0.0,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,too_small_to_submit,False,-0.0005707996636045,-0.0008627364953753,-4.4801122865816195e-05,0.9117647058823528,-0.0099768860985421,21.0,0.0952380952380952,,,,0.7142857142857143,0.6190476190476191,0.5714285714285714,,,,,,,,,,,False,,,,,,,,,,e297,analysis_outputs/e297_episode_state_materializer_governor.csv,False,too_small_to_submit,too_small_to_submit,S1,routine_fragmentation,e297/S1/routine_fragmentation/pos_top24,False,False,False,True,False,False,False,True,False,False,4,0.6718655438008505,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,dateblock5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,raw_human_context,,,0.22,,,,,,,,,,,,,,,,pos_top24,,,,,,,,,,,,,,,,,,-0.0005707996636045,-0.0008627364953753,-4.4801122865816195e-05,0.9117647058823528,,routine_fragmentation,-0.0098040291797294,True,0.9947916666666666,0.984375,24.0,0.0121627487563806,0.143,3.040687189095153,True
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top13_76f25329.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top13_76f25329.csv,below_selector_resolution,False,9.812331947870004e-06,6.528424588328654e-06,1.2841786407368142e-05,0.0,0.0005685002943052,21.0,0.0,1.2362628625201706e-05,1.6378750748873643e-05,1.0125696511128852e-05,0.7142857142857143,0.6666666666666666,0.5714285714285714,False,,,,,,,,False,,False,1.0,0.0,,0.5714285714285714,0.0,,0.5714285714285714,0.0,,e286,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,e247_only_vs_e256_only,human_social,e286/e247_only_vs_e256_only/human_social/swap_low_high,False,False,False,True,False,False,False,True,False,False,4,0.6818894054549872,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top13,,lr_l2_c0p35,,,,,,,,swap_low_high,,,,,,,,,,,,e247_only_vs_e256_only,human_social,raw,13.0,13.0,13.0,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.1604617604617605,0.173076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e271_cashflow_top8_amp010_170ae6b0.csv,analysis_outputs/submission_e271_cashflow_top8_amp010_170ae6b0.csv,too_small_to_submit,False,-1.6919440786775815e-06,-2.1105985937399185e-06,-1.1879252158790565e-06,1.0,-7.52745023470669e-05,21.0,0.0,-1.2441743448847522e-06,-1.022343773166642e-06,-1.5333428039740804e-06,0.7142857142857143,0.6190476190476191,0.5714285714285714,False,,,,,,,,False,too_small_to_submit,False,0.8571428571428571,0.0,-1.3573068823958063e-06,0.5714285714285714,0.0,-1.5333428039740804e-06,0.7142857142857143,0.0,-1.4096942085270633e-06,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,too_small_to_submit,too_small_to_submit,multi,unknown,e279/multi/unknown,False,False,False,True,False,False,False,True,False,False,4,0.7154787414507876,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top8_6828b2de.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top8_6828b2de.csv,below_selector_resolution,False,4.163101534088957e-06,7.54628719232455e-07,9.332902016839488e-06,0.088235294117647,0.0005032729674232,21.0,0.0,8.928371671656103e-06,1.0804980267086267e-05,8.141214559903572e-06,0.7619047619047619,0.8571428571428571,0.4285714285714285,False,,,,,,,,False,,False,0.4285714285714285,0.0,,1.0,0.0,,0.8571428571428571,0.0,,e286,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,e247_only_vs_e256_only,human_social,e286/e247_only_vs_e256_only/human_social/swap_low_high,False,False,False,True,False,False,True,False,False,False,4,0.7188567115406492,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top8,,lr_l2_c0p35,,,,,,,,swap_low_high,,,,,,,,,,,,e247_only_vs_e256_only,human_social,anti_amp,8.0,8.0,8.0,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.1604617604617605,0.173076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s010_44b82f59.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s010_44b82f59.csv,too_small_to_submit,False,-0.0001249291822052,-0.0001669747523304,-4.470163736969346e-05,0.9411764705882352,-0.0017238094500565,21.0,0.0952380952380952,,,,0.7619047619047619,0.5238095238095238,0.7142857142857143,,,,,,,,,,,False,,,,,,,,,,e297,analysis_outputs/e297_episode_state_materializer_governor.csv,False,too_small_to_submit,too_small_to_submit,S1,bedtime_arousal,e297/S1/bedtime_arousal/topabs64,False,False,False,True,False,False,False,True,False,False,4,0.7195840769160209,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,dateblock5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,raw_human_context,,,0.1,,,,,,,,,,,,,,,,topabs64,,,,,,,,,,,,,,,,,,-0.0001249291822052,-0.0001669747523304,-4.470163736969346e-05,0.9411764705882352,,bedtime_arousal,-0.0069148643143257,True,0.9947916666666666,0.984375,64.0,0.0116195447519666,0.065,0.5803292889158588,True
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top3_a84e52e4.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top3_a84e52e4.csv,below_selector_resolution,False,7.713304261889069e-06,5.311558406915619e-06,9.693014414447565e-06,0.0,0.000526773434561,21.0,0.0,9.389378841582678e-06,1.0860204869680014e-05,7.962584202511693e-06,0.7619047619047619,0.5714285714285714,0.7142857142857143,False,,,,,,,,False,,False,0.7142857142857143,0.0,,0.7142857142857143,0.0,,0.8571428571428571,0.0,,e286,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,e247_only_vs_e256_only,human_social,e286/e247_only_vs_e256_only/human_social/swap_low_high,False,False,False,True,False,False,False,True,False,False,4,0.7263596810811144,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top3,,lr_l1_c0p22,,,,,,,,swap_low_high,,,,,,,,,,,,e247_only_vs_e256_only,human_social,raw,3.0,3.0,3.0,0.25,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.2057172842240715,0.4038461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e285_e247resid_undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top5_f0p5_7bb2578e.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top5_f0p5_7bb2578e.csv,below_selector_resolution,False,1.4002341146443144e-05,9.69367289305207e-06,1.763149188325021e-05,0.0,0.0007626290692532,21.0,0.0,1.6524170795661468e-05,2.100184227791201e-05,1.411880647915462e-05,0.6666666666666666,0.6666666666666666,0.5714285714285714,False,,,,,,,,False,,False,0.7142857142857143,0.0,,0.5714285714285714,0.0,,0.7142857142857143,0.0,,e285,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,multi,human_boundary_control,e285/multi/human_boundary_control/undo,False,False,False,True,False,False,False,True,False,False,4,0.734298158549917,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top5_f0p5,,,,,,,,,,undo,0.5,human_boundary_control,5.0,5.0,3.0,1.0,0.6510069373955529,0.0613133438457948,-0.0995272488452297,-0.3935351613216111,-0.339632798590281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,analysis_outputs/submission_e276_only_routine_calendar_m160_06a8bbcf.csv,below_selector_resolution,False,4.123965588355365e-06,-1.0342556733165098e-05,2.8506927448311185e-05,0.5588235294117647,0.0006632292434384,21.0,0.0,2.820748058883027e-05,3.128283883819724e-05,2.542708475987646e-05,0.7619047619047619,0.9047619047619048,0.4285714285714285,False,only_routine_calendar,False,0.0,-0.0002782381129688,0.8216666666666667,,,False,below_selector_resolution,False,0.4285714285714285,0.0,2.542708475987646e-05,0.8571428571428571,0.0,2.820748058883027e-05,1.0,0.0,2.8825286574997032e-05,e279,analysis_outputs/e279_public_free_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,multi,unknown,e279/multi/unknown,False,False,False,True,False,False,True,False,False,False,4,0.7380307369721208,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_undo_low_preserve_top13_656a95a9.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_undo_low_preserve_top13_656a95a9.csv,below_selector_resolution,False,1.981792112160566e-05,3.4451046499274177e-06,4.470412309981794e-05,0.088235294117647,0.0025192775527745,21.0,0.0,4.412321641336095e-05,4.919812105285097e-05,4.113682449699115e-05,0.7619047619047619,1.0,0.4285714285714285,False,,,,,,,,False,,False,0.4285714285714285,0.0,,0.8571428571428571,0.0,,1.0,0.0,,e286,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,e247_only_vs_e256_only,human_social,e286/e247_only_vs_e256_only/human_social/undo_low_preserve,False,False,False,True,False,False,True,False,False,False,4,0.7542279326236276,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_undo_low_preserve_top13,,lr_l2_c0p35,,,,,,,,undo_low_preserve,,,,,,,,,,,,e247_only_vs_e256_only,human_social,anti_amp,13.0,13.0,0.0,0.5,0.0,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.1604617604617605,0.173076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submission_e285_e247resid_undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top3_f0p25_2ec67f92.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top3_f0p25_2ec67f92.csv,below_selector_resolution,False,2.3920935150166508e-06,1.330978635244594e-06,3.611103782099484e-06,0.0294117647058823,0.0001605312241215,21.0,0.0,3.4888208597149114e-06,4.7746427373408676e-06,2.248537531053771e-06,0.7142857142857143,0.8095238095238095,0.4285714285714285,False,,,,,,,,False,,False,0.8571428571428571,0.0,,0.8571428571428571,0.0,,0.4285714285714285,0.0,,e285,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv,False,below_selector_resolution,below_selector_resolution,multi,human_boundary_control,e285/multi/human_boundary_control/undo,False,False,False,True,False,False,True,False,False,False,4,0.7607539609249567,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,undo_e247like_ctrl_z_pay15_post3_late_shopping_su_top3_f0p25,,,,,,,,,,undo,0.25,human_boundary_control,3.0,3.0,1.0,0.0,0.3348595542002966,0.0494976758771152,0.0082810138690577,-0.1068055492213327,-0.168061296858072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
