dropped_public,public_row_validity_spearman,public_bad_row_support_spearman,public_validity_Q3_spearman,public_validity_S1_spearman
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.8274460025359094,0.7355219123505976,0.8385354774384973,0.7905517574281676
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.9891821866768097,0.9808503816061056,0.9840870680870891,0.967371719545918
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.8868836594913919,0.813609561752988,0.8137587938956006,0.8929176045453641
submission_mixmin_0c916bb4.csv,0.9941524487639017,0.9999685114961839,0.9974447794569992,0.8342687605977984
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.9973192093583353,0.9999393270292324,0.9975526851459332,0.9161767120112367
submission_e95_hardtail_541e3973.csv,0.9971757872285947,0.9999792636682188,0.9972063102516883,0.9987185436973344
submission_e101_q2s3tail_177569bc.csv,0.9978209240827273,0.9999769596313539,0.9973850639734408,0.9987185436973344
submission_e176_abl_q2_to0p75_91e49725.csv,0.9977508388771126,0.9999746555944895,0.9975688160284794,0.9944874637326355
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.9989499188683002,0.9978802860845772,0.9992367750448139,0.9992292814673803
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.9986645996603001,0.9999999999999998,0.9943296651164857,0.9987185436973344
submission_e267_humansocial_tail_balanced_2936100f.csv,0.9965905484254428,0.9999823357173714,0.9768948888824538,0.9992292814673803
submission_e323_5508f966_uploadsafe.csv,0.9986536483614277,0.9958319973119569,0.9999840634329868,0.9702847165049497
