basename,actual__min_prob,actual__max_prob,actual__mean_prob,actual__prob_span,actual__mean_abs_move_vs_stage2,actual__mean_abs_move_vs_raw05,actual__mean_abs_move_vs_a2c8,actual__rms_move_vs_a2c8,actual__max_abs_move_vs_a2c8,actual__move_abs_a2c8_Q1,actual__mean_prob_Q1,actual__move_abs_a2c8_Q2,actual__mean_prob_Q2,actual__move_abs_a2c8_Q3,actual__mean_prob_Q3,actual__move_abs_a2c8_S1,actual__mean_prob_S1,actual__move_abs_a2c8_S2,actual__mean_prob_S2,actual__move_abs_a2c8_S3,actual__mean_prob_S3,actual__move_abs_a2c8_S4,actual__mean_prob_S4,actual__proj_a2c8,actual__cos_a2c8,actual__proj_raw05,actual__cos_raw05,actual__proj_final9,actual__cos_final9,actual__proj_ordinal,actual__cos_ordinal,actual__proj_q2_bad,actual__cos_q2_bad,actual__proj_resid_bad,actual__cos_resid_bad,actual__proj_lejepa_bad,actual__cos_lejepa_bad,actual__bad_axis_abs_load,actual__bad_axis_positive_load,actual__good_axis_load,actual__good_span_residual_ratio,actual__bad_to_good_load_ratio,actual__raw05_a2c8_compat_energy,policy,recipe,group_key,base_variant,meta_source_count,meta_weight,meta_nonzero_rows,meta_nonzero_cells,meta_mean_abs_delta,meta_max_abs_delta,meta_l1_delta,meta_signed_delta_sum,meta_q_abs_share,meta_s_abs_share,meta_abs_Q1,meta_abs_Q2,meta_abs_Q3,meta_abs_S1,meta_abs_S2,meta_abs_S3,meta_abs_S4,mix_actual,mix_row,mix_subject,mix_dateblock,mix_actual_share,mix_row_share,mix_subject_share,mix_dateblock_share,previously_null_evaluated,old_strict_promote,old_info_sensor,actual_p90,actual_mean,actual_beats_current_rate,incremental_bad_axis_vs_current,pred_target_worst_placement_dominance,pred_null_strict_rate,pred_target_adversarial_health,pred_row_p90_dominance,pred_subject_p90_dominance,pred_dateblock_p90_dominance,pred_worst_placement_dominance,pred_adversarial_health,pred_ready_score
submission_e319_modespec_human_identity_action_p90_rank__all__selected_maxmean__call__w8_00_d677a6c0.csv,0.063156583280465,0.9741825775129612,0.59622438243118,0.9110259942324962,0.10703926337599462,0.09561469870342712,0.09312120912533127,0.14070626777595882,0.47181042044685273,0.11314511964790921,0.49218345375380573,0.025741513597124482,0.5486605446144907,0.09928294932438342,0.6065206128169666,0.19821852450103608,0.671035562621101,0.03301601284580745,0.6346331809966811,0.11444407675305368,0.6480258894309736,0.06800026720800458,0.572511432784241,1.0540808446847154,0.3999865755200343,1.1005177217520812,0.3773103103914268,0.1773768097107575,0.2701837439842152,0.14881621249027352,0.18121531402728688,-0.01264962033049761,-0.009889223259168519,-0.0503247029704099,-0.046763788202532505,0.06038257578342935,0.06114041680393247,0.1977650053294736,0.13479068202856612,2.1545985664367966,0.9129529011775994,0.09178740221884737,0.14030312598901115,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_maxmean,67.0,8.0,244.0,743.0,0.0664827280807568,0.35,116.34477414132454,16.80340565313552,0.2999545365060853,0.7000454634939147,21.37458219364909,0.0,13.523560608817084,49.6311235173509,0.0,23.80488303278959,8.010624788717868,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.003591196777073427,-0.007918766899821255,0.9705882352941176,-0.0017952594929511734,0.14182349173348235,0.24851845193480385,-0.10669496020132083,0.622913459600827,0.10229287958125044,0.21321231455401002,0.14182349173348235,-0.10669496020132083,-0.16882457318502228
submission_e319_modespec_human_identity_action_p90_rank__all__selected_maxmean__call__w5_00_267d18b2.csv,0.0653582018725843,0.9741825775129612,0.5957570728945125,0.9088243756403769,0.09228034814213985,0.07944761434686032,0.07681509562051886,0.11663124193810223,0.47181042044685273,0.0863594853674942,0.49280921587651644,0.025741513597124482,0.5486605446144907,0.08301268635166333,0.6074456097990789,0.15886990113967345,0.6679479376681383,0.03301601284580745,0.6346331809966811,0.09145373538385185,0.6481892614746371,0.059252334658017235,0.570613759832045,1.051326563958278,0.4649512146973068,1.0960853531351866,0.4379698969597189,0.17925504480872018,0.3182233309068925,0.1581151252253963,0.2243966243538662,-0.01264962033049761,-0.011525517538122745,-0.0649374370879803,-0.07032696297226426,0.04459070115847521,0.052621026479920216,0.20123532118965126,0.12364826377117336,2.1474119170934647,0.8799858867307084,0.09371062882444738,0.11815128649919376,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_maxmean,67.0,5.0,244.0,743.0,0.0485045096412197,0.35,84.8828918721346,11.362934404517407,0.2663676976850598,0.73363230231494,13.851847765017062,0.0,8.758212715813313,39.45367991763206,0.0,17.012324413559327,5.8068270601128384,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.0027745061006456103,-0.0059514035819703895,0.9705882352941176,0.0016750563672264795,0.0695396098086899,0.34784120779636873,-0.2783015979876786,0.6538867687852484,0.06771454189518067,0.17391557663778268,0.0695396098086899,-0.2783015979876786,-0.365261899936771
submission_e319_modespec_human_identity_action_p90_rank__all__selected_tbal__call__w8_00_9d8aa4da.csv,0.063156583280465,0.9715428750543724,0.595290498971081,0.9083862917739074,0.09651564183694687,0.08313182738394244,0.08070501327304422,0.12474938301132893,0.5158211410597998,0.11314511964790921,0.49218345375380573,0.025741513597124482,0.5486605446144907,0.12095283553090302,0.6054743088061808,0.09299865784303137,0.6634489016991331,0.03301601284580745,0.6346331809966811,0.10125654899981572,0.6481394674862135,0.07782440444671834,0.5744936354410622,1.0506662154075088,0.44049373736472514,1.1028279548678723,0.41774655291774665,0.1747112638125166,0.2940266918406603,0.1397657629373266,0.18803942937849366,-0.01264962033049761,-0.010926112248672173,-0.07233459485268257,-0.07426394130724508,0.05326684559810026,0.05959052550872946,0.20813394224994375,0.12314972706676355,2.153494170275381,0.8944234466623817,0.09664941053760963,0.12344482562988089,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_tbal,67.0,8.0,244.0,743.0,0.0528107875008834,0.35,92.418878126546,6.7230601302223825,0.4390351189484494,0.5609648810515505,21.37458219364909,0.0,19.200550957721276,21.45786657646956,0.0,19.91814725670677,10.46773114199929,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.002656405945449175,-0.004566994461269798,1.0,0.008573677427518966,0.4021454879697331,0.028051126473110477,0.374094361496623,0.8237837548727442,0.3322148476008515,0.5471558535980763,0.4021454879697331,0.374094361496623,0.3670815798783451
submission_e319_modespec_human_identity_action_p90_rank__all__selected_maxmean__c128__w8_00_d150a0e8.csv,0.063156583280465,0.9741825775129612,0.5950557448487499,0.9110259942324962,0.08555293233171261,0.0700635845082526,0.0670868453343112,0.11130877630728706,0.47181042044685273,0.06380664300866172,0.49241796086072565,0.025741513597124482,0.5486605446144907,0.07958370642306613,0.6082397872786311,0.12793003057336347,0.6639168157408435,0.03301601284580745,0.6346331809966811,0.08267651243384636,0.6480541642981398,0.05685349845830873,0.5694677601517378,1.0751291616867436,0.49058561016278374,1.1247134443356352,0.4636883538175113,0.18334806346271232,0.33583145605829207,0.15873810222369744,0.2324387342274447,-0.01264962033049761,-0.01189172481647409,-0.07972759762465167,-0.08908812359027211,0.028507162213993586,0.034709904284140135,0.2002534312809916,0.10787621332584231,2.199842606022379,0.8662772912856649,0.09103079949526335,0.10521055475733304,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_maxmean,67.0,8.0,102.0,128.0,0.0255999999999999,0.35,44.80000000000003,3.499999999999999,0.1484374999999999,0.8515625,3.1500000000000004,0.0,3.5000000000000004,25.55000000000003,0.0,8.399999999999997,4.2,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.0025470323648815393,-0.00472357426044336,1.0,0.0006931664585668185,0.31287102538823564,0.3209736300145274,-0.008102604626291934,0.7528879507324255,0.30883073573058994,0.6473581146199828,0.31287102538823564,-0.008102604626291934,-0.08834601212992364
submission_e319_modespec_human_identity_action_p90_rank__all__selected_maxmean__c128__w5_00_b43c1dd0.csv,0.0653582018725843,0.9741825775129612,0.595008624249267,0.9088243756403769,0.08288445552721198,0.06739510770375197,0.06441836852981056,0.10389849760735709,0.47181042044685273,0.06103448305024146,0.4929728244261398,0.025741513597124482,0.5486605446144907,0.07555765576427668,0.6084834126735775,0.12325985189827562,0.66342883358486,0.03301601284580745,0.6346331809966811,0.0786058626021022,0.6481534921318209,0.053713199950846016,0.5687280813172998,1.0645461098998745,0.5126866368865715,1.1112875288996154,0.4835530190274351,0.183005767793693,0.35378806640678,0.16432556608571755,0.2539602885788968,-0.01264962033049761,-0.012550996476485823,-0.08332817611826987,-0.09827348712365716,0.024633952230892212,0.031656790409645134,0.20277453172251847,0.10679673527375098,2.1758336387994897,0.8522638528483757,0.0931939501317779,0.10150579319350721,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_maxmean,67.0,5.0,102.0,128.0,0.0229315231954993,0.35,40.13016559212392,3.0251945756584018,0.1233597537576362,0.8766402462423637,2.4569600103949325,0.0,2.493487335302639,24.382455331228048,0.0,7.382337542063973,3.4149253731343223,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.0023123053717483497,-0.004194942586940392,1.0,0.0032142669000936874,0.32579115316636403,0.39364018114340127,-0.06784902797703743,0.7444088542412518,0.3621808171826857,0.6456510297534637,0.32579115316636403,-0.06784902797703743,-0.16625907326288758
submission_e319_modespec_human_identity_action_p90_rank__all__selected_tbal__call__w5_00_aa1046bd.csv,0.0677913659902325,0.9715428750543724,0.5952202189913877,0.9037515090641399,0.08359981745614434,0.06898355663652854,0.06651409626102689,0.10103525997124674,0.5158211410597998,0.0863594853674942,0.49280921587651644,0.025741513597124482,0.5486605446144907,0.09943549584464191,0.6065127663439934,0.06772490183415499,0.6621523508645325,0.03301601284580745,0.6346331809966811,0.0803960774919869,0.6482332516349532,0.07292518684597826,0.5735402226085466,1.0502118162100669,0.5180429893846421,1.0991284398484993,0.48985493067079144,0.17312770164201863,0.3428043668968475,0.147425908552287,0.23336507871815093,-0.01264962033049761,-0.012855222197489692,-0.07931027659307618,-0.09580216752968589,0.04091446680455001,0.053853143863610294,0.2065873180042673,0.11462742108069351,2.149340256058566,0.8496719846799421,0.0961166187279198,0.10385901994475137,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_tbal,67.0,5.0,244.0,743.0,0.0367222412208019,0.35,64.26392213640332,5.954937762908424,0.4266368364408939,0.573363163559106,13.851847765017062,0.0,13.565508672541984,13.99041650453801,0.0,13.613222452491994,9.242926741814268,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.002303764348695836,-0.0033455487340008803,0.9705882352941176,0.007027053181842519,0.32672925545852316,0.24342930586453793,0.08329994959398522,0.8993581152906877,0.3280012341638381,0.4629112999577266,0.32672925545852316,0.08329994959398522,0.02244262312785075
submission_e319_modespec_human_identity_action_p90_rank__all__selected_tbal__c128__w8_00_ce1c1638.csv,0.063156583280465,0.9715428750543724,0.5952268281128756,0.9083862917739074,0.08410823002788786,0.06828942871133287,0.06547276207988356,0.10894861074586677,0.5158211410597998,0.07823801490513034,0.4930519559597445,0.025741513597124482,0.5486605446144907,0.10002691313163323,0.6082679455586688,0.0623679003947353,0.659728763662504,0.03301601284580745,0.6346331809966811,0.08252023663264473,0.6479110328529253,0.07639874305210943,0.5743343731451155,1.0465698754333748,0.48836941122816385,1.0954374906384394,0.46184682544539674,0.17366862763286228,0.32530630331444066,0.14922710079798224,0.22346066167834444,-0.01264962033049761,-0.012161045452393267,-0.09064805550890281,-0.10358471778469368,0.02393249873053971,0.029799812707872447,0.20184372496893124,0.09854604912953083,2.142007366071814,0.867717731259003,0.09423110679813274,0.1029097286264161,human_identity_action_p90_rank,policy_all,human_identity_action_p90_rank__all,selected_tbal,67.0,8.0,83.0,128.0,0.024204112698478,0.35,42.35719722233663,4.52304833829476,0.3946385216804703,0.6053614783195297,7.48097404569199,0.0,9.23480764865906,7.176478747808605,0.0,8.360931049699591,10.104005730477382,6.0,10.0,37.0,14.0,0.08955223880597014,0.14925373134328357,0.5522388059701493,0.208955223880597,True,True,False,-0.0020914357926616386,-0.0032681155074508346,0.9705882352941176,0.002283460146506461,0.5535760462383232,0.31251665373707194,0.24105939250125102,0.8732038658136307,0.6669496791644646,0.7797228345772935,0.5535760462383232,0.24105939250125102,0.16293022906698323
submission_e319_modespec_human_action_p90_rank__top24__selected_row2__call__w8_00_3ee568b1.csv,0.0681101766719186,0.9772146895156328,0.595215647049551,0.9091045128437143,0.08289763481806715,0.06826253946682079,0.06554483816177252,0.09918398326301249,0.47181042044685273,0.0621396035133544,0.4938214137224663,0.025741513597124482,0.5486605446144907,0.07273913824630591,0.6083188915693313,0.14644683940528028,0.666035755924797,0.03301601284580745,0.6346331809966811,0.07321100805571479,0.6483525523708954,0.04551975146882026,0.5666871901481954,1.053666549459925,0.5263432443720716,1.1045925302330848,0.4985378085664486,0.1772466977022357,0.3554142974714226,0.16707934559552284,0.26783157810980607,-0.01264962033049761,-0.013018368107334498,-0.06503135724880106,-0.07955100096623687,0.028875055830022076,0.03848876344310829,0.19009570620708216,0.1124147286277835,2.1582590796930097,0.8448779346105822,0.08807826081104363,0.10250344776265323,human_action_p90_rank,policy_top,human_action_p90_rank__top24,selected_row2,24.0,8.0,179.0,399.0,0.0289262894258057,0.35,50.621006495159975,8.3045053033006,0.1473293380242205,0.8526706619757795,4.796354118126116,0.0,2.661605258925571,32.903534022540185,0.0,8.675396541109857,1.5841165544582507,5.0,8.0,10.0,1.0,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.041666666666666664,True,True,False,-0.001997973332110757,-0.004426632816221306,0.9411764705882353,-0.009464558615342622,0.6548387596788767,0.5053870677484749,0.14945169193040195,0.7665810355459616,0.8593179438256231,0.8589472194352491,0.6548387596788767,0.14945169193040195,0.02310492499328317
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_maxmean__call__w5_00_3ba4b8d2.csv,0.063156583280465,0.9750487021897212,0.5955189918254284,0.9118921189092561,0.0941263296997433,0.07933647236866719,0.07635256608698553,0.12399270133592186,0.47181042044685273,0.08999785553686178,0.49463284859186896,0.025741513597124482,0.5486605446144907,0.08478984794735615,0.6095020641900216,0.1705962597250996,0.6675728500510718,0.03301601284580745,0.6346331809966811,0.08890417810867499,0.6481324923122791,0.04142229484797425,0.5654989620215859,1.088806981240437,0.45565237559735466,1.1398862724023584,0.43099715513732945,0.18604033740138057,0.31252210589573165,0.1600964054386058,0.21499951361772196,-0.01264962033049761,-0.01090619928702094,-0.06829699624329065,-0.06999085771620643,0.03743744617078924,0.04180557708446284,0.1984322654638804,0.11748564889009214,2.2286932536427955,0.8860080504329483,0.08903525195784925,0.11789643498539981,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_maxmean,10.0,5.0,157.0,285.0,0.038331180397628,0.35,67.07956569584907,11.901222077979254,0.2689105277591927,0.7310894722408073,13.13840141312786,0.0,4.900000000000356,37.923245106967606,0.0,11.117919175753253,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,True,True,False,-0.0019804884547951623,-0.004927804300576908,0.9411764705882353,-0.0011279993585443793,0.6198357838605408,0.39503712454817386,0.22479865931236745,0.6792082554947529,0.7815907825383532,0.8963054181883774,0.6198357838605408,0.22479865931236745,0.12603937817532362
submission_e319_modespec_regime_then_geometry__mode_dateblock__selected_maxmean__call__w8_00_2f5f5a54.csv,0.063156583280465,0.9762439644424842,0.5954611798984971,0.9130873811620192,0.09801646907873722,0.08333332973286295,0.08038445033812809,0.13051527855801184,0.47181042044685273,0.10563512577099828,0.494381325888512,0.025741513597124482,0.5486605446144907,0.08478984794735621,0.6095020641900215,0.17630561258280203,0.6676996466491514,0.03301601284580745,0.6346331809966811,0.09578074477483398,0.6478525349290376,0.04142229484797425,0.5654989620215859,1.097335456214025,0.44011796761465144,1.1510861334587001,0.4171263709431094,0.18369766233433507,0.29574962188797793,0.16430257940520598,0.21146924886625232,-0.01264962033049761,-0.01045250475940985,-0.06582674028507378,-0.06465304836399134,0.045346290268014046,0.04853071792487322,0.20597394058618843,0.12749757997061703,2.2484215896727253,0.8944933365183311,0.09160823817056535,0.12350242982518392,regime_then_geometry,policy_mode,regime_then_geometry__mode_dateblock,selected_maxmean,10.0,8.0,157.0,285.0,0.0426077296502962,0.35,74.56352688801849,12.215145031676002,0.2973012408025227,0.7026987591974772,17.26782906241959,0.0,4.900000000000569,39.41026084116785,0.0,12.985436984430471,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,True,True,False,-0.0019599363778420127,-0.005001557829837431,0.9411764705882353,0.006413675763763643,0.7134873511902162,0.38514788478806783,0.32833946640214884,0.7300545539662111,0.8337551432437961,0.896649521946407,0.7134873511902162,0.32833946640214884,0.23205249520513155
