candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,mix_label,source_name_x,source_file_x,source_weights,variant_x,target_group,row_gate,cell_gate,projection,anti_lambda,scale_x,active_cells_x,active_rows_x,active_cell_frac,mean_active_energy_x,p10_active_energy,mean_abs_logit_delta,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,prediction_hash,removed_norm_ratio,bad_axis_positive_coef,posterior_expected_public_vs_anchor,raw_axis_expected_public_vs_stage2,delta_vs_raw05_rawaxis,bad_residual_axis_ratio,ordinal_axis_ratio,mean_abs_move_vs_raw05,min_prob,max_prob,prefilter_score,combo_weighted_mean_score,combo_p50_score,combo_p90_score,combo_worst_score,combo_weighted_delta_vs_a2c8,combo_weighted_win_vs_a2c8,combo_p50_delta_vs_a2c8,combo_p90_delta_vs_a2c8,combo_worst_delta_vs_a2c8,combo_weighted_delta_vs_b01_ladder,combo_weighted_win_vs_b01_ladder,combo_p50_delta_vs_b01_ladder,combo_p90_delta_vs_b01_ladder,combo_worst_delta_vs_b01_ladder,combo_weighted_delta_vs_898_ladder,combo_weighted_win_vs_898_ladder,combo_p50_delta_vs_898_ladder,combo_p90_delta_vs_898_ladder,combo_worst_delta_vs_898_ladder,combo_weighted_delta_vs_blockorth_3a28,combo_weighted_win_vs_blockorth_3a28,combo_p50_delta_vs_blockorth_3a28,combo_p90_delta_vs_blockorth_3a28,combo_worst_delta_vs_blockorth_3a28,combo_weighted_delta_vs_direns_c4af,combo_weighted_win_vs_direns_c4af,combo_p50_delta_vs_direns_c4af,combo_p90_delta_vs_direns_c4af,combo_worst_delta_vs_direns_c4af,is_generated,selection_score,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
mixmin_f14cb57a85,low_error_best5,l2o,15,-0.000770784665793589,-0.0009725111218211513,-0.0008794611882558812,-0.0004716856397377179,-0.0004223135915975007,1.0,0.0004199861533892457,0.001037445570604875,354,0.5771510433105113,0.5772189358862116,7.760529364548244e-05,0.5776664274440401,0.577945374725872,0.00047061130864209014,0.5779868175464011,0.5780501970915187,0.00012585519891393778,0.5777381692345341,0.5776014294336508,0.5772189358862116,0.5780501970915187,mixmin_f14cb57a85,submission_mixmin_68d20cf3.csv,pair_s898_f1ee_0.80,s898+f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,s898:0.800+f1ee:0.200,full/all/all_cells/none,full,all,all_cells,none,0.0,0.95,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04884297770644914,0.008610272352092295,0.021371350878006068,68d20cf35f,0.0,0.0,0.5781093674716539,0.5778438243095381,0.00031751710953805334,-0.09324468901491188,0.17149605493314396,0.009288293149051146,0.06832575474288137,0.9797988457189036,0.002871284733046542,0.5776014294336509,0.5779570537959097,0.5780273118384422,0.5780837811052992,-0.0001827310427114559,0.4652483607335006,0.00028511142597392947,0.00032639021971192506,0.0003665193173181258,-1.2182726394963063e-05,0.7963886602935415,-5.759485365024099e-06,2.2727914887887835e-06,1.1484703339115221e-05,-1.028566142157491e-05,0.5423111143676362,-4.1167267655684014e-05,3.637637625709622e-05,6.145813013436197e-05,-1.7755105631223585e-05,0.46570838925321417,7.14825048309109e-06,2.0614671656329322e-05,3.508348644731818e-05,-9.417566442696058e-07,0.4615516300640882,1.929585037085957e-05,2.4853708412754375e-05,2.8403307929636412e-05,True,0.5777456521552187,-0.0011867874351157398,s898+f1ee,submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all/all_cells/none,0.95,1750,250,0.8703629493941231
mixmin_f2238066d1,low_error_best5,l2o,15,-0.0007667645147591588,-0.0009663854904149449,-0.0008747216665836444,-0.0004684154556186649,-0.0004180520167317292,1.0,0.0004199861533892457,0.001037445570604875,311,0.577155582394466,0.5772240033229044,7.811300956166204e-05,0.5776686899107861,0.5779467442648673,0.0004686325041301165,0.5779880984429951,0.5780523578297324,0.00012768269336912313,0.5777410351391681,0.577604123582749,0.5772240033229044,0.5780523578297324,mixmin_f2238066d1,submission_mixmin_73867e98.csv,dirichlet_5_037,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,b01:0.179+s898:0.430+f1ee:0.231+block3a28:0.007+target_q3:0.153,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04438050178677086,0.008623302094794161,0.02182870174454482,73867e986b,0.0,0.0,0.5781529643473998,0.5778459413315536,0.00031963413155363844,-0.09377012032905913,0.1719852983798916,0.009300100113354002,0.06783028664957517,0.9797988457189036,0.0026191547035860907,0.577604123582749,0.5779586591148961,0.5780284595263805,0.5780869479174253,-0.00018003689361321355,0.4652483607335006,0.00028713055794571396,0.0003277511530233035,0.0003732372341542778,-9.488577296720672e-06,0.6788976754226783,-3.4391841591461855e-06,3.957031960588205e-06,1.46240498404282e-05,-7.591512323332521e-06,0.5543613214156659,-3.9778525443290235e-05,4.196206298986548e-05,7.812283276420473e-05,-1.5060956532981194e-05,0.4635864250421653,8.27462036639551e-06,2.2319007958238046e-05,3.671198605736947e-05,1.752392453972784e-06,0.4576888856323639,2.094500109077233e-05,2.6355521236753887e-05,3.345272243748809e-05,True,0.577751344759678,-0.0011827672840813096,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
mixmin_44a823c9b6,low_error_best5,l2o,15,-0.00076668854591558,-0.0009664874342458551,-0.0008748369951808721,-0.00046797989648963425,-0.000417439061332181,1.0,0.0004199861533892457,0.001037445570604875,115,0.5771560608135616,0.577224297004471,7.791016803358976e-05,0.5776701856251161,0.5779487470353275,0.0004694171369353266,0.5779901752975997,0.5780543962478607,0.00012761644474716056,0.5777424800958864,0.5776054739120925,0.577224297004471,0.5780543962478607,mixmin_44a823c9b6,submission_mixmin_622edd0b.csv,dirichlet_5_029,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,b01:0.242+s898:0.352+f1ee:0.255+block3a28:0.019+target_q3:0.132,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04457184424379151,0.00866547483564432,0.021755930882111307,622edd0b03,0.0,0.0,0.5781638615671738,0.5778478649731965,0.00032155777319658736,-0.09394908300016097,0.1722121953952685,0.009341137782233402,0.06789440467924812,0.9797988457189036,0.0014097906210632373,0.5776054739120924,0.5779609675070859,0.578030141348522,0.5780888465321883,-0.00017868656426987318,0.4652483607335006,0.00028927294540332,0.0003295266831913665,0.00037508152366472203,-8.138247953380339e-06,0.5664997196594476,-1.7117947653757697e-06,5.8615334745937275e-06,1.4922168750430842e-05,-6.241182979992185e-06,0.541498818224896,-3.7533249094501286e-05,4.2314621209803936e-05,7.77804670617499e-05,-1.371062718964086e-05,0.4635864250421653,1.0369148118617005e-05,2.395333214333384e-05,3.8556275567813714e-05,3.1027217973131194e-06,0.4576888856323639,2.3064086884266208e-05,2.837375313591295e-05,3.529701194793233e-05,True,0.5777539650596843,-0.001182691315237731,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
mixmin_6780260ae5,low_error_best5,l2o,15,-0.0007665719653205505,-0.0009661294498503725,-0.0008743846863549232,-0.00046813903303695177,-0.0004177390058629493,1.0,0.0004199861533892457,0.001037445570604875,107,0.5771561450209688,0.5772243663757887,7.79075418147209e-05,0.5776697802104551,0.5779483029735748,0.00046932682392285616,0.5779896941675208,0.5780538285024434,0.0001274852981264635,0.5777421659506022,0.5776052064663149,0.5772243663757887,0.5780538285024434,mixmin_6780260ae5,submission_mixmin_d957ba69.csv,dirichlet_5_135,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,b01:0.269+s898:0.360+f1ee:0.232+block3a28:0.003+target_q3:0.137,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.044554184992425805,0.008666404121099511,0.02169052534385546,d957ba6980,0.0,0.0,0.5781565784403586,0.5778473526989281,0.00032104549892809496,-0.09395913583868984,0.17217466600519177,0.009343638810605995,0.06786051536164478,0.9797988457189036,0.0013154627676540752,0.5776052064663149,0.5779607621193191,0.5780297985788068,0.578088006118936,-0.00017895401004742735,0.4652483607335006,0.00028906874461109844,0.00032910365621185457,0.000374466696452469,-8.405693730934514e-06,0.5766665821996444,-1.8897215832147651e-06,5.165757930969406e-06,1.3567478763576446e-05,-6.508628757546363e-06,0.5451955488943084,-3.798119012788868e-05,4.246991720198975e-05,7.681894576228032e-05,-1.3978072967195036e-05,0.4635864250421653,9.839832788988972e-06,2.3437461760922318e-05,3.794144835556068e-05,2.835276019758943e-06,0.4576888856323639,2.2539018117218035e-05,2.7766179619546316e-05,3.46821847356793e-05,True,0.5777525474136672,-0.0011825747346427013,b01+s898+f1ee+block3a28+target_q3,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
mixmin_9971348af4,low_error_best5,l2o,15,-0.0007665190379758065,-0.0009660528548034453,-0.0008739450355884637,-0.00046848132697148166,-0.00041818384129399533,1.0,0.0004199861533892457,0.001037445570604875,20,0.5771574173180163,0.5772249445898378,7.736251356291361e-05,0.5776708557706782,0.577949656912296,0.0004699771575781826,0.5779911402018494,0.5780546262059689,0.00012644304833937602,0.5777430759027009,0.5776064710968479,0.5772249445898378,0.5780546262059689,mixmin_9971348af4,submission_mixmin_94c54ca8.csv,dirichlet_6_102,direns_c4af+b01+s898+f1ee+block3a28+target_q3,submission_direns_c4af1fd8.csv+submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,direns_c4af:0.647+b01:0.057+s898:0.136+f1ee:0.109+block3a28:0.001+target_q3:0.050,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04470486234746022,0.008712687139094172,0.02131190013184231,94c54ca8cb,0.0,0.0,0.5781571587831709,0.5778481883471936,0.00032188114719361937,-0.093951684079212,0.17209265062590068,0.009390243688904837,0.06810968980589709,0.9797988457189036,0.0006952454625170851,0.5776064710968479,0.5779630324166444,0.5780310182651378,0.5780880213262123,-0.00017768937951434592,0.4652483607335006,0.0002911848499074221,0.00033031609741135864,0.0003735784888605487,-7.141063197853062e-06,0.5223476469547879,-1.0250195915537187e-06,5.997720094438507e-06,1.2262387920181084e-05,-5.243998224464909e-06,0.5384483699359119,-3.609103942198543e-05,4.350858536706896e-05,7.288067531563414e-05,-1.2713442434113582e-05,0.4613856163017763,1.15753499110888e-05,2.4867928283045515e-05,3.871342038030967e-05,4.099906552840396e-06,0.4576888856323639,2.4716266431620918e-05,2.896308842067563e-05,3.379397714375898e-05,True,0.5777540353174976,-0.0011825218072979574,direns_c4af+b01+s898+f1ee+block3a28+target_q3,submission_direns_c4af1fd8.csv+submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
mixmin_a30737c57f,low_error_best5,l2o,15,-0.0007664517271718981,-0.000966342301810541,-0.0008740933287118002,-0.0004698517952916426,-0.0004207962614910521,1.0,0.0004199861533892457,0.001037445570604875,716,0.5771559407378581,0.5772233389023649,7.719983612664263e-05,0.5776652321031894,0.5779419865353302,0.00046707912373881565,0.5779831426993787,0.5780459971059932,0.00012482390765105643,0.5777371075145629,0.5776014385134755,0.5772233389023649,0.5780459971059932,mixmin_a30737c57f,submission_mixmin_67890e95.csv,dirichlet_3_111,b01+s898+f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,b01:0.081+s898:0.713+f1ee:0.206,full/all/all_cells/none,full,all,all_cells,none,0.0,0.95,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04859125361380159,0.008570150695816476,0.021140100428777286,67890e9588,0.0,0.0,0.5781036369280358,0.577839862840072,0.00031355564007206537,-0.09264135065232466,0.17063227491336658,0.009248237399044481,0.06826687838871941,0.9797988457189036,0.00415517773387275,0.5776014385134755,0.5779539139459474,0.578023489954789,0.578079081556764,-0.00018272196288686914,0.4652483607335006,0.0002821063365428715,0.0003222688409616481,0.00036209379946994247,-1.2173646570376268e-05,0.9463038054474413,-8.91188439176342e-06,-1.1939968875829265e-06,7.053751705066169e-06,-1.0276581596988114e-05,0.5423111143676362,-4.474906343121532e-05,4.1696434368910146e-05,6.825116195807723e-05,-1.774602580663679e-05,0.480482573670963,3.517971391975294e-06,1.6580582798891897e-05,3.08244155331483e-05,-9.32676819682809e-07,0.4615516300640882,1.609668710766954e-05,2.0743696939536577e-05,2.3703759394422264e-05,True,0.5777430629905502,-0.0011824544964940489,b01+s898+f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all/all_cells/none,0.95,1750,250,0.8703629493941231
mixmin_7b3e32d8d0,low_error_best5,l2o,15,-0.0007657199871862419,-0.0009661242682110993,-0.000873926383727297,-0.0004684919426062973,-0.00041980215839798607,1.0,0.0004199861533892457,0.001037445570604875,314,0.5771555865000901,0.5772227070020921,7.691272934874143e-05,0.5776660941193232,0.5779433582430197,0.00046801269070582046,0.5779846328225262,0.5780474293449479,0.00012445746999296942,0.5777378315300199,0.5776021044806465,0.5772227070020921,0.5780474293449479,mixmin_7b3e32d8d0,submission_mixmin_7f9cb635.csv,dirichlet_3_073,b01+s898+f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,b01:0.136+s898:0.732+f1ee:0.132,full/all/all_cells/none,full,all,all_cells,none,0.0,0.95,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04875822064804414,0.008616610192354476,0.020982553755524547,7f9cb635e3,0.0,0.0,0.5780918887173998,0.5778411504534284,0.0003148432534284756,-0.09268357433876034,0.1707680388967185,0.009294741802940033,0.0682267944626687,0.9797988457189036,0.002668473844656738,0.5776021044806465,0.5779546443408018,0.5780253797276725,0.5780798149374837,-0.0001820559957157419,0.4652483607335006,0.000284048645467605,0.000323309593307226,0.00036266914018368013,-1.1507679399249077e-05,0.9205697010403662,-7.084623110914972e-06,-5.007305510725416e-07,8.748137881653406e-06,-9.610614425860926e-06,0.5423111143676362,-4.328740455250557e-05,4.129113957126232e-05,6.493209659330645e-05,-1.70800586355096e-05,0.4737314074783793,4.966902552805408e-06,1.799544720766194e-05,3.1671048526416e-05,-2.667096485556186e-07,0.4615516300640882,1.7998699989988085e-05,2.221981942951423e-05,2.5772003355406525e-05,True,0.5777424998008639,-0.0011817227565083929,b01+s898+f1ee,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv,full/all/all_cells/none,0.95,1750,250,0.8703629493941231
mixmin_407e9e2627,low_error_best5,l2o,15,-0.000765533465341058,-0.0009656469104412535,-0.00087390498302653,-0.000466977974898275,-0.00041713005861698793,1.0,0.0004199861533892457,0.001037445570604875,123,0.5771567864058103,0.5772240404532726,7.705077199297114e-05,0.5776708104425283,0.5779497701493573,0.00047018729952396493,0.5779912135379935,0.578054434333618,0.0001260064734285792,0.5777427483120826,0.5776062701287774,0.5772240404532726,0.578054434333618,mixmin_407e9e2627,submission_mixmin_ae950e14.csv,dirichlet_6_011,direns_c4af+b01+s898+f1ee+block3a28+target_q3,submission_direns_c4af1fd8.csv+submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,direns_c4af:0.608+b01:0.078+s898:0.192+f1ee:0.044+block3a28:0.016+target_q3:0.062,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.04476793450470253,0.008738784355186595,0.021211595015257656,ae950e14d1,0.0,0.0,0.5781432128395482,0.5778481063949533,0.0003217991949533265,-0.09377794737033777,0.17203500116482642,0.009414895664516617,0.06803853732630805,0.9797988457189036,0.0014561192861450268,0.5776062701287774,0.5779633306733364,0.5780313407728663,0.578087574595024,-0.00017789034758488963,0.4652483607335006,0.00029139281914569715,0.00033057986887360263,0.0003727858351072477,-7.342031268396777e-06,0.5100167795534134,-9.133147165053733e-07,5.856393075979403e-06,1.1591653218179232e-05,-5.4449662950086226e-06,0.5384483699359119,-3.616789640122971e-05,4.297771149710337e-05,7.073932203560673e-05,-1.2914410504657297e-05,0.4613856163017763,1.2070316961606692e-05,2.4604279525108907e-05,3.799756356293038e-05,3.8989384822966814e-06,0.4576888856323639,2.4927130346685353e-05,2.8794225893372735e-05,3.3001323390458026e-05,True,0.5777542291589397,-0.001181536234663209,direns_c4af+b01+s898+f1ee+block3a28+target_q3,submission_direns_c4af1fd8.csv+submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv+submission_sparseladder_f1ee16b0.csv+submission_blockorth_3a28f87f.csv+submission_targetabl_b19056bb.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
mixmin_bfbee760e9,low_error_best5,l2o,15,-0.0007653314280588945,-0.000967346929545454,-0.0008749240934944336,-0.00046596136228957977,-0.0004177885630688438,1.0,0.0004199861533892457,0.001037445570604875,5,0.577153851620408,0.5772206612168443,7.657177181559868e-05,0.5776688900951576,0.577947881414003,0.0004710362242444537,0.5779895045508152,0.5780524580737452,0.00012426835914472535,0.5777403335681975,0.5776040820887937,0.5772206612168443,0.5780524580737452,mixmin_bfbee760e9,submission_mixmin_a9713f6b.csv,pair_b01_s898_0.20,b01+s898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,b01:0.200+s898:0.800,full/all/all_cells/none,full,all,all_cells,none,0.0,0.95,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.0491482458127622,0.008713244622923394,0.020801506250225976,a9713f6b30,0.0,0.0,0.5780746095013677,0.5778457777442452,0.00031947054424522666,-0.09299397769308304,0.1713482786753269,0.009391427846229013,0.0681807587644028,0.9797988457189036,0.00042382793354861503,0.5776040820887935,0.5779577504628289,0.578030517212327,0.5780837696047529,-0.0001800783875686803,0.4652483607335006,0.0002904561534145531,0.0003288240002552456,0.00036613876569302484,-9.530071252187454e-06,0.5990010067098929,-2.7293776883041687e-06,3.7664979823937017e-06,1.4429255596581925e-05,-7.633006278799302e-06,0.5423111143676362,-3.856087467468683e-05,3.97943124017973e-05,5.739562672779641e-05,-1.5102450488447974e-05,0.4652483607335006,9.701183671051439e-06,2.2849263567820195e-05,3.561070176494319e-05,1.7108984985060042e-06,0.4615516300640882,2.250500692036334e-05,2.721139096690314e-05,3.426726649968792e-05,True,0.5777481849133272,-0.0011813341973810453,b01+s898,submission_sparseladder_b01acaa1.csv+submission_sparseladder_89817541.csv,full/all/all_cells/none,0.95,1750,250,0.8703629493941231
mixmin_16ba58b66e,low_error_best5,l2o,15,-0.0007652462378168264,-0.0009648247191060388,-0.0008726763060117326,-0.00046738062504583235,-0.0004174145658006889,1.0,0.0004199861533892457,0.001037445570604875,299,0.5771587843057446,0.5772256654094471,7.679302907901689e-05,0.5776720817784311,0.5779510825151989,0.0004705255379583227,0.5779926816464912,0.5780555444432631,0.00012543084538261536,0.5777440974559697,0.5776078492435556,0.5772256654094471,0.5780555444432631,mixmin_16ba58b66e,submission_mixmin_1e219644.csv,solo_direns_c4af,direns_c4af,submission_direns_c4af1fd8.csv,direns_c4af:1.000,full/all/all_cells/none,full,all,all_cells,none,0.0,1.05,1750,250,1.0,0.8703629493941231,0.10857338032065136,0.044882353155689995,0.008769848616177175,0.020943969406208518,1e21964442,0.0,0.0,0.5781498035036009,0.5778491925199427,0.0003228853199427256,-0.09391147523096617,0.17203568730269278,0.009447593583391633,0.06821698100050562,0.9797988457189036,0.0025428658325242093,0.5776078492435557,0.5779656198744872,0.5780327512331306,0.578088060745704,-0.00017631123280670334,0.4652483607335006,0.0002935365913985244,0.0003315277660572379,0.00037305319032432394,-5.762916490210532e-06,0.4895158612177989,4.238828207305682e-07,6.802144217221695e-06,1.1632664743910226e-05,-3.86585151682238e-06,0.5384483699359119,-3.458410588952354e-05,4.48006536277473e-05,6.948223768432626e-05,-1.1335295726471052e-05,0.4613856163017763,1.3463233276223008e-05,2.6428963328051225e-05,3.936712746277493e-05,5.478053260482925e-06,0.4576888856323639,2.6656960431668362e-05,2.9980563825304785e-05,3.326867860753424e-05,True,0.5777585513548994,-0.0011812490071389772,direns_c4af,submission_direns_c4af1fd8.csv,full/all/all_cells/none,1.05,1750,250,0.8703629493941231
