fold,train_rows,holdout_rows,selected_targets,base_mean_loss,nested_mean_loss,nested_delta,fixed_stage2_mean_loss,fixed_stage2_delta
geom_r00,322,128,"Q1,Q2,Q3,S1,S2,S3,S4",0.560430650541075,0.5685454425688062,0.008114792027731244,0.5567952133801776,-0.0036354371608974256
geom_r01,316,134,"Q1,Q2,Q3,S1,S2,S3,S4",0.5767280613010718,0.5879185634681595,0.011190502167087724,0.5755499670869806,-0.0011780942140912076
geom_r02,303,147,"Q1,Q2,Q3,S1,S2,S3,S4",0.568630256802806,0.5773760923197518,0.008745835516945855,0.5651011744528593,-0.003529082349946644
geom_r03,317,133,"Q1,Q2,Q3,S1,S2,S3,S4",0.5540673259107549,0.5615086642655215,0.007441338354766569,0.5494349041134093,-0.004632421797345576
geom_r04,319,131,"Q1,Q2,Q3,S1,S2,S3,S4",0.5787935770480032,0.5900617807547786,0.011268203706775393,0.5749081651789474,-0.003885411869055777
geom_r05,319,131,"Q1,Q2,Q3,S1,S2,S3,S4",0.5738861759368913,0.5829060147535753,0.009019838816684,0.5701952485721814,-0.003690927364709884
geom_r06,314,136,"Q1,Q2,Q3,S1,S2,S3,S4",0.5546295894455529,0.5613671720837587,0.006737582638205897,0.5527422519184291,-0.001887337527123778
geom_r07,315,135,"Q1,Q2,Q3,S1,S2,S3,S4",0.5472817079388099,0.5546576494366674,0.0073759414978574744,0.543547467603222,-0.0037342403355878906
