method,ranker,keep_factor,rollback_cells,rollback_q2s3_cells,rollback_s_cells,parent_tag,parent_all_minus_base,parent_e72_gap,all_minus_base,sets_beating_base,sets_tail_neutral,relaxed_structural_tol1e12,e72_adverse_exposure_e101_plausible,e72_plausible_gap_vs_e95,budget_ok,post101_mean_vs_e95_e101_sensor,post101_p95_vs_e95_e101_sensor,post101_beat_e95_rate_e101_sensor,post101_ok,local_material,submit_relaxed,tail_equal_law_cosine,tail_equal_law_resid_ratio,mean_abs_logit_move_vs_e95,changed_cells_vs_e95,survival_score,tag
cell_clip,excess_per_reward,0.0,34,3,8,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.512201142922947e-06,3,1,True,0.001588521309882768,3.1186289621836383e-05,False,-8.543937316691185e-06,-6.672083076995141e-07,0.9824561403508771,True,True,False,0.9867913659409434,0.16378483296010526,0.001177142857142913,206,-0.0009280764875121686,e142_cell_clip_4cb89032
cell_clip,plausible_density,0.0,34,2,7,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.1700692094218645e-05,3,1,True,0.0015966881654768006,3.935314521586906e-05,False,-1.3845267327224736e-05,-8.13615254577854e-07,0.9649122807017544,True,True,False,0.9625506988965534,0.2822760403565015,0.002354285714285772,206,-0.0011688936643818532,e142_cell_clip_0d10ed9e
cell_clip,excess_per_reward,0.0,34,3,8,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.2697825935603646e-05,3,1,True,0.0016237569358389502,6.642191557801867e-05,False,-1.4469019124294806e-05,-5.715835045476469e-07,0.9473684210526315,True,True,False,0.9498746201916712,0.3275696659202137,0.0023542857142857714,206,-0.0019799596414049564,e142_cell_clip_c13a2044
cell_clip,excess,0.25,53,3,12,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-6.939871020739119e-06,3,1,True,0.0016354621197505806,7.812709948964904e-05,False,-7.5138002582216396e-06,-1.835417526928054e-07,0.9473684210526315,True,True,False,0.9893018009410475,0.1471293771842598,0.0011442857142857704,240,-0.002336873113668732,e142_cell_clip_5019f67c
cell_clip,excess,0.25,55,3,14,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.1664094034857797e-05,3,1,True,0.0017137326848168303,0.00015639766455589877,False,-1.2781923974345955e-05,-3.1127952421911365e-07,0.9473684210526315,True,True,False,0.9633049792336121,0.2787800837168825,0.002271428571428627,240,-0.004680265842642105,e142_cell_clip_bf36533d
cell_clip,excess,0.0,53,3,12,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-3.4687408075884107e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.9978512989282464,0.06559208823073212,0.0005342857142857675,187,,e142_cell_clip_c804b523
cell_clip,excess,0.0,34,1,6,e140_score_top_local_129610f8,-4.169529750464029e-06,0.00022916012391246835,-2.963159439262064e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.9960865828785442,0.08854191823513166,0.000491428571428628,86,,e142_cell_clip_9df3e160
cell_clip,excess,0.0,34,1,6,e140_tail_world_local_primitive_0396151b,-4.072137930744013e-06,0.00022916012391246835,-2.9028492284366436e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.99473300899239,0.10281339409023933,0.00048571428571434166,85,,e142_cell_clip_83162407
cell_clip,excess,0.0,44,3,10,e140_score_top_local_fd15c2a3,-3.270123401621916e-06,0.00014740495122346833,-2.5112032193685963e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.9979817314381219,0.06360935183851675,0.0003885714285714807,136,,e142_cell_clip_3e4f962f
cell_clip,excess,0.0,34,1,6,e140_score_top_local_5176a2c2,-2.232187901296534e-06,0.00011441284575946847,-1.5930778253236966e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.999019803525112,0.044270959117565296,0.0002457142857143399,86,,e142_cell_clip_33e60510
cell_clip,excess,0.0,34,1,6,e140_tail_world_local_primitive_af2897fe,-2.1724690634217225e-06,0.00011441284575946847,-1.5426073404212204e-06,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,True,False,0.9986787541987908,0.051406697045118764,0.00024285714285719712,85,,e142_cell_clip_f13147c8
cell_clip,excess,0.0,18,1,4,e140_tail_world_local_primitive_3ab69c7b,-1.1779888450247356e-06,0.0001215338598105685,-6.827397319719708e-07,3,1,False,0.0015573350202609344,2.8189256484623115e-18,True,,,,False,False,False,0.9994248023168771,0.0339318783676421,0.0001257142857143456,22,,e142_cell_clip_bd8474f7
cell_clip,plausible_density,0.0,34,2,7,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-4.8151345167779525e-06,3,1,True,0.0015629236227162075,5.588602455275935e-06,False,-6.119012897640102e-06,4.6467088314821236e-07,0.9298245614035088,False,True,False,0.9910946058581647,0.13426626976351014,0.000834285714285768,146,-0.00017678306563594646,e142_cell_clip_ac48fe14
cell_clip,plausible_density,0.0,34,2,5,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-6.8806071910065825e-06,3,1,True,0.0015737892875595204,1.645426729858881e-05,False,-7.992172445146977e-06,2.711811058896898e-07,0.9298245614035088,False,True,False,0.9896501586991843,0.1446707840994587,0.0011771428571429128,206,-0.0004948828449433485,e142_cell_clip_4592f396
cell_clip,excess,0.0,21,1,3,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.167376553427694e-06,3,1,True,0.0015879219449777032,3.058692471677167e-05,False,-5.739023739965226e-06,1.8205111673109015e-06,0.8771929824561403,False,True,False,0.9880650117392727,0.15579332423221293,0.0009085714285714821,159,-0.0009670556999690494,e142_cell_clip_a368487d
cell_clip,plausible_density,0.0,21,1,4,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.21172565304262e-06,3,1,True,0.001589800956415001,3.246593615406938e-05,False,-5.7903457080773905e-06,1.250026037248284e-06,0.8771929824561403,False,True,False,0.9878100106629192,0.1574793682093615,0.0009085714285714817,159,-0.0010062671400864873,e142_cell_clip_e55b82d8
cell_clip,excess_per_reward,0.0,34,3,8,e140_score_top_local_29d64fb1,-1.012627345442496e-05,0.0005957220339503683,-8.865651098033389e-06,3,1,True,0.0015961738937581463,3.883887349721469e-05,False,-1.0977445243309166e-05,2.59321528760075e-07,0.9473684210526315,False,True,False,0.9572570374937055,0.30174476440409526,0.0016685714285714854,146,-0.0011640801996812096,e142_cell_clip_65da59af
cell_clip,excess,0.0,21,1,3,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.437289430534122e-06,3,1,True,0.0016042456404011828,4.691062014025127e-05,False,-7.894009099890357e-06,1.9130025834072813e-06,0.9122807017543859,False,True,False,0.9852954734409421,0.17300578140044617,0.001251428571428627,219,-0.0014572713922792223,e142_cell_clip_6ca2bafe
cell_clip,plausible_density,0.0,21,1,3,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.523022173105964e-06,3,1,True,0.001606094104928666,4.875908466773441e-05,False,-7.983480608425387e-06,1.4579468443741958e-06,0.9298245614035088,False,True,False,0.985372975532927,0.17253914242183138,0.0012514285714286268,219,-0.0014989879231901522,e142_cell_clip_ed2ead87
cell_clip,excess_per_reward,0.0,21,2,5,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.613328485587488e-06,3,1,True,0.0016067016248319712,4.936660457103962e-05,False,-5.877630237376531e-06,1.2637940455474306e-06,0.8947368421052632,False,True,False,0.9847266299623612,0.17668889458565484,0.0009085714285714815,159,-0.001513298630012024,e142_cell_clip_a2ba2031
cell_clip,excess_per_reward,0.0,21,2,5,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.854107728300086e-06,3,1,True,0.0016247409455506733,6.740592528974173e-05,False,-7.972175517263925e-06,6.285171813290526e-07,0.9122807017543859,False,True,False,0.9813178837708887,0.19559607396755213,0.0012514285714286264,219,-0.0020331791664038234,e142_cell_clip_8b912336
cell_clip,excess,0.0,21,1,3,e140_score_top_local_29d64fb1,-1.012627345442496e-05,0.0005957220339503683,-8.65589338849837e-06,3,1,True,0.001622541555284188,6.520653502325633e-05,False,-9.584290484838805e-06,4.1255976995851085e-06,0.8771929824561403,False,True,False,0.9546133393599981,0.31158664846442796,0.001817142857142915,159,-0.002071308088296745,e142_cell_clip_689ad815
cell_clip,excess,0.25,44,3,10,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.025832250482587e-06,3,1,True,0.0016309695140332993,7.363449377236777e-05,False,-5.4540503955490855e-06,2.5708661626112373e-07,0.9298245614035088,False,True,False,0.9900284343491271,0.14219726675158922,0.0008400000000000534,180,-0.002211721579408384,e142_cell_clip_2531751e
cell_clip,excess,0.0,13,1,2,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.469466914598264e-06,3,1,True,0.0016300062263088768,7.267120604794526e-05,False,-5.297794712109258e-06,2.2647950547047153e-06,0.8421052631578947,False,True,False,0.9839025652854678,0.18150700665901456,0.000954285714285768,167,-0.002242610566164901,e142_cell_clip_c5f08286
cell_clip,plausible_density,0.0,13,1,2,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.437842197197895e-06,3,1,True,0.0016311442035680918,7.380918330716023e-05,False,-5.275428899434545e-06,2.269508188566779e-06,0.8421052631578947,False,True,False,0.9836616379413196,0.1828939148885521,0.0009542857142857678,167,-0.0022769229026746124,e142_cell_clip_14986f20
cell_clip,plausible_density,0.0,21,1,4,e140_score_top_local_29d64fb1,-1.012627345442496e-05,0.0005957220339503683,-8.777936653547869e-06,3,1,True,0.001629448480221615,7.211345996068342e-05,False,-9.844099348743529e-06,4.109292947304924e-06,0.8947368421052632,False,True,False,0.9557955653746185,0.3088736607124691,0.001817142857142915,159,-0.0022779046505861027,e142_cell_clip_e0c784c8
cell_clip,excess,0.25,34,1,6,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.146808475631204e-06,3,1,True,0.0016349878507444962,7.765283048356462e-05,False,-5.397180378815598e-06,2.707851874424711e-07,0.8947368421052632,False,True,False,0.9893256563786044,0.14720121417933663,0.0008828571428571956,180,-0.0023325616616545813,e142_cell_clip_6bcd10d3
cell_clip,plausible_density,0.25,34,2,7,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.165291994346788e-06,3,1,True,0.001635165052677423,7.783003241649145e-05,False,-5.387507794306246e-06,1.0747397443481983e-06,0.8947368421052632,False,True,False,0.9891901790493339,0.1481476232112113,0.0008828571428571958,180,-0.0023619778728308427,e142_cell_clip_25036aca
cell_clip,excess_per_reward,0.0,13,1,1,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.80063738497838e-06,3,1,True,0.0016380189294364408,8.06839091755092e-05,False,-5.455659164567544e-06,2.528367042342944e-06,0.8771929824561403,False,True,False,0.9820264552023154,0.19206616384343925,0.0009542857142857677,167,-0.0024905676491505857,e142_cell_clip_a4399f78
cell_clip,q2s3_excess,0.0,34,3,7,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-4.889980879885236e-06,3,1,True,0.001641925562037039,8.459054177610732e-05,False,-5.330906270219907e-06,2.173495505020026e-06,0.8421052631578947,False,True,False,0.9840143290827398,0.18086037104572783,0.0008342857142857688,146,-0.002598031137553935,e142_cell_clip_114211fe
cell_clip,excess_per_reward,0.25,34,3,8,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.467438812023495e-06,3,1,True,0.0016440569722428321,8.672195198190054e-05,False,-5.578181348811155e-06,6.93466362264989e-07,0.8947368421052632,False,True,False,0.9870460801829534,0.16244021206600617,0.0008828571428571957,180,-0.002616995111512942,e142_cell_clip_f26123e5
cell_clip,excess,0.25,34,1,6,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.409843059913435e-06,3,1,True,0.0016448775891125561,8.754256885162457e-05,False,-7.6146049279562245e-06,3.040199914990244e-07,0.9298245614035088,False,True,False,0.9870681535762174,0.16203241490936504,0.0012257142857143406,240,-0.0026279878222337945,e142_cell_clip_efc3e96a
cell_clip,plausible_density,0.25,34,2,5,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.265843953829787e-06,3,1,True,0.0016478120947519487,9.047707449101714e-05,False,-7.3000728920095724e-06,1.4281500211366889e-06,0.9122807017543859,False,True,False,0.9876095428419883,0.15853983575927325,0.001225714285714341,240,-0.002749890891410785,e142_cell_clip_796faf2c
cell_clip,excess,0.0,13,1,2,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.72912743951526e-06,3,1,True,0.0016480216869158473,9.068666665491571e-05,False,-7.388571621397007e-06,1.8901212238894667e-06,0.8596491228070176,False,True,False,0.9802993831876318,0.20101319603769438,0.0012971428571429127,227,-0.00276957450892464,e142_cell_clip_e2ebafe3
cell_clip,plausible_density,0.0,13,1,2,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.667427315283248e-06,3,1,True,0.001650559130489158,9.322411022822633e-05,False,-7.353277865311758e-06,1.8949587799356285e-06,0.8947368421052632,False,True,False,0.9807912330765016,0.19841354349560594,0.0012971428571429125,227,-0.0028459046429295753,e142_cell_clip_6488c900
cell_clip,excess,0.25,21,1,3,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.4087075626041425e-06,3,1,True,0.0016539267481546637,9.659172789373209e-05,False,-5.078872161541749e-06,3.4403593102450713e-06,0.8771929824561403,False,True,False,0.9863656686592589,0.16673808473111962,0.0009385714285714814,180,-0.0029955539085567105,e142_cell_clip_f19d03af
cell_clip,plausible_density,0.25,21,1,4,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.455111057650619e-06,3,1,True,0.001655336201109977,9.80011808490455e-05,False,-5.132087747164989e-06,3.3762323671901095e-06,0.8596491228070176,False,True,False,0.9861278514085444,0.16821643339780973,0.0009385714285714814,180,-0.0030358672854294173,e142_cell_clip_5e0a9a05
cell_clip,excess,0.0,21,1,3,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.2626133265025707e-05,3,1,True,0.001655295513094554,9.796049283362245e-05,False,-1.3253431013738516e-05,4.021102739754244e-06,0.8947368421052632,False,True,False,0.9445447505575997,0.34601156280089373,0.0025028571428572003,219,-0.0030468217339362754,e142_cell_clip_a9b160ef
cell_clip,excess_per_reward,0.25,34,3,8,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.742207360550424e-06,3,1,True,0.0016588704332869005,0.00010153541302596893,False,-7.716741274203012e-06,4.5682011291876236e-07,0.9298245614035088,False,True,False,0.9849454382052065,0.17510632634175774,0.001225714285714341,240,-0.0030520247868060803,e142_cell_clip_510b9d2a
cell_clip,excess_per_reward,0.0,21,2,5,e140_score_top_local_29d64fb1,-1.012627345442496e-05,0.0005957220339503683,-9.563661642286725e-06,3,1,True,0.0016602254871635048,0.00010289046690257326,False,-9.876801543887e-06,3.273268157593334e-06,0.8947368421052632,False,True,False,0.9427189153063565,0.3533777891713124,0.001817142857142915,159,-0.003175348390162711,e142_cell_clip_055a04ba
cell_clip,plausible_density,0.0,21,1,4,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.265479840484307e-05,3,1,True,0.0016650106421497953,0.00010767562188886376,False,-1.33530251171477e-05,4.018855269069807e-06,0.9122807017543859,False,True,False,0.9466875151085622,0.3404572607772107,0.0025028571428572007,219,-0.003338179516333164,e142_cell_clip_f8c1c46e
cell_clip,excess_per_reward,0.25,21,2,5,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.757163373032448e-06,3,1,True,0.0016680231683603587,0.0001106881480994271,False,-5.198256802512171e-06,2.7168372642344643e-06,0.8771929824561403,False,True,False,0.9832512930986461,0.1852424941656697,0.0009385714285714812,180,-0.0033963923975368145,e142_cell_clip_5a728fac
cell_clip,excess,0.0,8,1,1,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.871439240023868e-06,3,1,True,0.001667739965005354,0.00011040494474442238,False,-5.030236739914795e-06,3.130050326460196e-06,0.8245614035087719,False,True,False,0.9789135525471981,0.20853204853661286,0.0009828571428571963,172,-0.0034001784128864536,e142_cell_clip_7856a6c8
cell_clip,excess,0.25,21,1,3,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.676968872716294e-06,3,1,True,0.0016706720973591895,0.00011333707709825793,False,-7.218863719429691e-06,3.2397638005621354e-06,0.9122807017543859,False,True,False,0.9835508080644727,0.18323116235912876,0.0012814285714286262,240,-0.003489628258091886,e142_cell_clip_9e4cd97f
cell_clip,plausible_density,0.25,21,1,3,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.743851253683154e-06,3,1,True,0.0016720576775682682,0.00011472265730733664,False,-7.288892338885231e-06,2.9530172541980457e-06,0.9122807017543859,False,True,False,0.9836230740474498,0.18281819363729732,0.0012814285714286262,240,-0.0035225263855923573,e142_cell_clip_3b459238
cell_clip,excess_per_reward,0.0,13,1,1,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-8.100301267077725e-06,3,1,True,0.00167464213688106,0.00011730711662012836,False,-7.4131558150219855e-06,2.466939987619332e-06,0.8771929824561403,False,True,False,0.9778480720028123,0.21355077539132328,0.0012971428571429127,227,-0.003585121396965353,e142_cell_clip_a0d93c5b
cell_clip,q2s3_excess,0.0,34,3,6,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.00151548582717e-06,3,1,True,0.001676041195565511,0.00011870617530457934,False,-7.143229680133105e-06,2.029692520256259e-06,0.8596491228070176,False,True,False,0.9794601862478282,0.2053796659898037,0.0011771428571429132,206,-0.003615074519259241,e142_cell_clip_c0e0915a
cell_clip,excess,0.0,8,1,1,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-8.074992468576347e-06,3,1,True,0.0016857554256123244,0.00012842040535139283,False,-7.058218030556258e-06,2.403520552297987e-06,0.8771929824561403,False,True,False,0.9753475398601589,0.22571470218363987,0.0013257142857143413,232,-0.003916642784642148,e142_cell_clip_738d9cc8
cell_clip,excess_per_reward,0.25,21,2,5,e140_score_top_local_308573fc,-8.267254463456553e-06,0.0003132240334568683,-7.983213222595431e-06,3,1,True,0.0016860551846366804,0.00012872016437574883,False,-7.2701341168500405e-06,2.2051725968777533e-06,0.8947368421052632,False,True,False,0.9798404402911325,0.20342088419929313,0.0012814285714286256,240,-0.003919776895956202,e142_cell_clip_dca4ef02
cell_clip,excess,0.25,13,1,2,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.641153392743625e-06,3,1,True,0.0016855112021684998,0.00012817618190756825,False,-4.754133523545027e-06,3.4765826457873497e-06,0.8070175438596491,False,True,False,0.9824822043364725,0.18955934530209045,0.0009728571428571962,180,-0.003943941783207924,e142_cell_clip_7c0977f4
cell_clip,plausible_density,0.25,13,1,2,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.616634500493767e-06,3,1,True,0.0016863646108871094,0.00012902959062617786,False,-4.7364834804992316e-06,3.4785050327667087e-06,0.8070175438596491,False,True,False,0.9822573261638387,0.19080500285237137,0.000972857142857196,180,-0.003969626235267844,e142_cell_clip_cca779f5
cell_clip,excess_per_reward,0.25,13,1,1,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.880400153146503e-06,3,1,True,0.001691561941865604,0.00013422692160467244,False,-4.8621752004902445e-06,3.703167311229259e-06,0.8421052631578947,False,True,False,0.980730828592296,0.19907492208808028,0.000972857142857196,180,-0.004132022267323905,e142_cell_clip_d502b3bd
cell_clip,excess_per_reward,0.25,2,1,0,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-4.512094955111401e-06,3,1,True,0.0016933725012747468,0.00013603748101381524,False,-3.171068649906625e-06,3.6817273026163062e-06,0.7543859649122807,False,True,False,0.9902859768378146,0.14025631789183093,0.0006814285714286233,240,-0.0041870641545378355,e142_cell_clip_eb4f42b1
cell_clip,q2s3_excess,0.25,34,3,7,e140_score_top_local_07002fed,-6.05051889013275e-06,0.0002952085728498684,-5.223427974709871e-06,3,1,True,0.0016944404389759643,0.0001371054187150327,False,-4.798428224938478e-06,3.2751830061132457e-06,0.7894736842105263,False,True,False,0.982586519420946,0.18897902189941546,0.0008828571428571958,180,-0.004206194623659669,e142_cell_clip_73a0c0aa
cell_clip,excess_per_reward,0.0,21,2,5,e140_score_top_local_25c44401,-1.3973289434643377e-05,0.0006318733009858686,-1.3405978495861781e-05,3,1,True,0.001696410101053422,0.00013907508079249033,False,-1.3347148775895815e-05,1.7464262606407782e-06,0.8947368421052632,False,True,False,0.9306850164359728,0.3911921479351066,0.0025028571428572003,219,-0.004211239233098071,e142_cell_clip_d2c8949a
cell_clip,q2s3_excess,0.0,2,2,1,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-4.511879067692348e-06,3,1,True,0.0016976780903348206,0.000140343070073889,False,-3.1040109030408377e-06,3.6817793626145253e-06,0.7543859649122807,False,True,False,0.9897951093794631,0.14380968221950108,0.0006800000000000518,238,-0.004316233604027413,e142_cell_clip_3bfe57fa
cell_clip,excess_per_reward,0.5,2,1,0,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-4.5142712224999215e-06,3,1,True,0.0017001545589781185,0.00014281953871718694,False,-3.0996535851341516e-06,3.681202508365368e-06,0.7543859649122807,False,True,False,0.9900542558584279,0.14194415999243157,0.0006828571428571944,240,-0.004390507965544069,e142_cell_clip_b9d74000
cell_clip,q2s3_excess,0.25,2,2,1,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-4.512523884336872e-06,3,1,True,0.001701686839977629,0.00014435181971669733,False,-3.0660596387708107e-06,3.6816238688228436e-06,0.7543859649122807,False,True,False,0.9897534378559052,0.14410754544059196,0.0006814285714286232,240,-0.004436490783681268,e142_cell_clip_f1e29862
cell_clip,excess,0.25,46,3,12,e140_score_top_local_29d64fb1,-1.012627345442496e-05,0.0005957220339503683,-8.46037877366701e-06,3,1,True,0.0017047399714844387,0.00014740495122350715,False,-9.361895816576965e-06,9.242449753869738e-07,0.9298245614035088,False,True,False,0.9660952623371293,0.2683474822709726,0.0016628571428571987,180,-0.004441415507193156,e142_cell_clip_d616dbb4
cell_clip,excess,0.25,1,1,0,e140_score_top_local_c07cc7ba,-4.513085379298509e-06,0.0001563976645558684,-4.511858186284634e-06,3,1,True,0.0017020469025576619,0.0001447118822967303,False,-3.056684939363591e-06,3.6817843980448127e-06,0.7543859649122807,False,True,False,0.9897534378559052,0.14410754544059196,0.0006835714285714804,240,-0.004447298142656969,e142_cell_clip_530ea6a0
