scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365
axis__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,axis,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.249682864450127,0,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,196.0,5.827161125319693,True,False
axis__drop_submission_e95_hardtail_541e3973_csv,axis,submission_e95_hardtail_541e3973.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.201652173913043,0,0.9790209790209792,0.9930069930069931,1.0,0.9772344233319931,196.0,5.699335038363171,True,False
axis__drop_submission_e101_q2s3tail_177569bc_csv,axis,submission_e101_q2s3tail_177569bc.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.22451662404092,0,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,196.0,5.693145780051151,True,False
axis__drop_submission_e176_abl_q2_to0p75_91e49725_csv,axis,submission_e176_abl_q2_to0p75_91e49725.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.210910485933503,0,0.9580419580419581,0.9720279720279721,1.0,0.9824621881515054,196.0,5.790485933503836,True,False
axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_,axis,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.473519181585677,0,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,196.0,6.032173913043478,True,False
axis__drop_submission_e247_featnn1_nn_smooth_sum_top3,axis,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,6.92917135549872,0,0.965034965034965,0.9720279720279721,1.0,0.9562186292818428,196.0,5.399028132992327,True,False
axis__drop_submission_e256_featnn1_top50_amp_then_smo,axis,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,62,630,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.406767263427109,0,0.965034965034965,0.9790209790209792,1.0,0.99124495269876,195.0,6.103427109974424,True,False
axis__drop_submission_e267_humansocial_tail_balanced_,axis,submission_e267_humansocial_tail_balanced_2936100f.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.580731457800511,0,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,196.0,5.872020460358056,True,False
axis__drop_submission_e323_5508f966_uploadsafe_csv,axis,submission_e323_5508f966_uploadsafe.csv,12,62,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.693979539641943,0,0.9720279720279721,0.9860139860139862,1.0,0.99124495269876,196.0,5.658158567774936,True,False
target__none,target,none,13,60,628,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.65202557544757,0,0.9285714285714285,0.967032967032967,1.0,0.9711150865094875,201.0,5.578567774936062,True,False
target__drop_submission_hybrid_0p578_logit_after_subjec,target,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,60,631,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.402255754475703,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,289.0,5.05304347826087,True,False
target__drop_submission_hybrid_0p567_foldsafe_stage2_q1,target,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,60,619,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.81591304347826,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,196.0,5.915856777493606,True,False
target__drop_submission_ordinal_q_constraints_ambnext_Q,target,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,60,630,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.60824040920716,0,0.9090909090909092,0.9790209790209792,1.0,0.9702291586486097,196.0,5.7676726342711,True,False
target__drop_submission_mixmin_0c916bb4_csv,target,submission_mixmin_0c916bb4.csv,12,60,630,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.578890025575447,0,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,228.0,5.2265473145780055,True,False
target__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,target,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,60,630,e371_transfer_floor0.65_g1.0_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g1_0_q21p08_s11p15_7b41c9fd.csv,8.048168797953963,0,0.9090909090909092,0.9580419580419581,1.0,0.9632238939652261,233.0,5.294322250639386,True,False
target__drop_submission_e95_hardtail_541e3973_csv,target,submission_e95_hardtail_541e3973.csv,12,60,630,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.592383631713555,0,0.9580419580419581,0.9930069930069931,1.0,0.9492133645984593,203.0,5.5171867007672635,True,False
target__drop_submission_e101_q2s3tail_177569bc_csv,target,submission_e101_q2s3tail_177569bc.csv,12,60,630,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.586296675191815,0,0.9860139860139862,1.0,1.0,0.9702291586486097,203.0,5.486803069053709,True,False
target__drop_submission_e176_abl_q2_to0p75_91e49725_csv,target,submission_e176_abl_q2_to0p75_91e49725.csv,12,60,618,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,8.25745780051151,0,0.9160839160839163,0.965034965034965,1.0,0.9772344233319931,196.0,6.059386189258312,True,False
target__drop_submission_e216_maskfam_jepa_s2_rank_e154_,target,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,60,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.1266547314578,0,0.9300699300699302,0.9860139860139862,1.0,0.99124495269876,305.0,4.975907928388747,True,False
target__drop_submission_e247_featnn1_nn_smooth_sum_top3,target,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,60,304,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,8.43443989769821,0,0.965034965034965,0.965034965034965,1.0,0.9492133645984593,196.0,6.113657289002558,True,False
target__drop_submission_e256_featnn1_top50_amp_then_smo,target,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,60,628,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.969570332480818,0,0.9300699300699302,0.9720279720279721,1.0,0.8861659824480081,204.0,5.473401534526854,True,False
target__drop_submission_e267_humansocial_tail_balanced_,target,submission_e267_humansocial_tail_balanced_2936100f.csv,12,60,628,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.985324808184143,0,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,203.0,5.482557544757033,True,False
target__drop_submission_e323_5508f966_uploadsafe_csv,target,submission_e323_5508f966_uploadsafe.csv,12,60,624,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.593877237851662,0,0.9090909090909092,0.9790209790209792,1.0,0.9562186292818428,204.0,5.486496163682864,True,False
anatomy__none,anatomy,none,13,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.753928388746803,0,0.8956043956043955,0.9285714285714285,1.0,0.9656130180306802,196.0,5.7099744245524295,True,False
anatomy__drop_submission_hybrid_0p578_logit_after_subjec,anatomy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.71520716112532,0,0.9160839160839163,0.9160839160839163,1.0,0.9071817764981586,196.0,5.685524296675192,True,False
anatomy__drop_submission_hybrid_0p567_foldsafe_stage2_q1,anatomy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.763595907928388,0,0.9160839160839163,0.7972027972027973,1.0,0.9071817764981586,196.0,5.708235294117647,True,False
anatomy__drop_submission_ordinal_q_constraints_ambnext_Q,anatomy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.733826086956522,0,0.9020979020979022,0.8881118881118882,1.0,0.9632238939652261,196.0,5.697186700767263,True,False
anatomy__drop_submission_mixmin_0c916bb4_csv,anatomy,submission_mixmin_0c916bb4.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.722265984654731,0,0.9370629370629372,0.9440559440559443,1.0,0.9842396880153765,196.0,5.702915601023018,True,False
anatomy__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,anatomy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.772240409207161,0,0.8881118881118882,0.8741258741258742,1.0,0.9071817764981586,196.0,5.7152429667519185,True,False
anatomy__drop_submission_e95_hardtail_541e3973_csv,anatomy,submission_e95_hardtail_541e3973.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.745641943734015,0,0.9300699300699302,0.9300699300699302,1.0,0.9422080999150758,196.0,5.898414322250639,True,False
anatomy__drop_submission_e101_q2s3tail_177569bc_csv,anatomy,submission_e101_q2s3tail_177569bc.csv,12,18,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.7078823529411755,0,0.8951048951048951,0.9300699300699302,1.0,0.9632238939652261,196.0,5.862710997442456,True,False
anatomy__drop_submission_e176_abl_q2_to0p75_91e49725_csv,anatomy,submission_e176_abl_q2_to0p75_91e49725.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.7658465473145775,0,0.9090909090909092,0.9440559440559443,1.0,0.9842396880153765,196.0,5.716214833759591,True,False
anatomy__drop_submission_e216_maskfam_jepa_s2_rank_e154_,anatomy,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.880680306905371,0,0.8881118881118882,0.8951048951048951,1.0,0.9211923058649254,196.0,5.732020460358056,True,False
anatomy__drop_submission_e247_featnn1_nn_smooth_sum_top3,anatomy,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.732700767263427,0,0.9020979020979022,0.8881118881118882,1.0,0.9422080999150758,196.0,5.712378516624041,True,False
anatomy__drop_submission_e256_featnn1_top50_amp_then_smo,anatomy,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.703084398976982,0,0.8671328671328673,0.9090909090909092,1.0,0.9141870411815418,196.0,5.703631713554987,True,False
anatomy__drop_submission_e267_humansocial_tail_balanced_,anatomy,submission_e267_humansocial_tail_balanced_2936100f.csv,12,18,633,e371_transfer_floor0.65_g0.7_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_transfer_floor0_65_g0_7_q21p08_s11p15_98951e94.csv,7.665386189258312,0,0.9440559440559443,0.9790209790209792,1.0,0.9842396880153765,196.0,5.67774936061381,True,False
anatomy__drop_submission_e323_5508f966_uploadsafe_csv,anatomy,submission_e323_5508f966_uploadsafe.csv,12,18,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.774020460358055,0,0.8881118881118882,0.8811188811188813,1.0,0.9772344233319931,196.0,5.715140664961637,True,False
bad_good__none,bad_good,none,13,50,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.454992327365727,0,0.9780219780219779,0.9780219780219779,1.0,0.9876212919459094,196.0,5.541636828644501,True,False
bad_good__drop_submission_hybrid_0p578_logit_after_subjec,bad_good,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,50,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.419033248081841,0,0.9720279720279721,0.9720279720279721,1.0,0.9790209790209792,196.0,5.537902813299232,True,False
bad_good__drop_submission_hybrid_0p567_foldsafe_stage2_q1,bad_good,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,50,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.572639386189258,0,0.9930069930069931,0.9860139860139862,1.0,0.99124495269876,196.0,5.477186700767263,True,False
bad_good__drop_submission_ordinal_q_constraints_ambnext_Q,bad_good,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,50,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.458879795396419,0,0.9370629370629372,0.9720279720279721,1.0,0.9860139860139862,196.0,5.536419437340153,True,False
bad_good__drop_submission_mixmin_0c916bb4_csv,bad_good,submission_mixmin_0c916bb4.csv,12,50,633,e371_identity_q21p08_s11p15,q2_rowwise_safety_lifestyle_gate,e371_generated,analysis_outputs/submission_e371_q2rowsafe_e371_identity_q21p08_s11p15_3fcd04a5.csv,7.58046547314578,0,0.9930069930069931,0.9930069930069931,1.0,0.9842396880153765,196.0,5.531048593350383,True,False
