group_name,n_scenarios,selected_records,budget_mass,select_weight_sum,avg_selected_weight_per_scenario,q_target_mass_share,s_target_mass_share,q2s3_mass_share,e101_active_mass_share,e95_fallback_mass_share,e95_moved_mass_share,edge_like_mass_share,between_train_runs_mass_share,weekend_mass_share,median_alpha,median_lambda
broad,3452,81261,610.9668047000246,79526.37589447797,23.03776821972131,0.2604313304958304,0.7395686695041698,0.5215444924156699,0.3549778026408444,0.6363223920816419,0.7384791416967622,0.42623506441396264,0.5406925254165761,0.2509524280840617,3.3104699098589365,1.3451917412313135
broad_all_or_top50,950,23575,168.13976375000675,23099.8953500118,24.315679315801894,0.39455463436091875,0.6054453656390815,0.3748439993087779,0.24734723216313678,0.45417662841608697,0.5284399085530658,0.44639033555789126,0.5596060396848056,0.2551689175773699,1.9616520710129115,1.2045468203974141
broad_low_alpha,373,12625,66.01698092500266,12434.072341594718,33.33531458872579,0.312772096614744,0.6872279033852561,0.25040554651578795,0.12042076781910768,0.35953201143820196,0.64498960910427,0.43394902104352984,0.595576849681623,0.24253142523394808,0.6554171834743046,1.0683421402268716
broad_q2s3,368,5430,65.13203480000263,5244.824573376462,14.252240688522994,0.48630019836308713,0.5136998016369129,1.0,0.5848395189874576,0.918953155296876,0.5848395189874576,0.41889627360856474,0.502912603822563,0.20851432404082923,5.755757463173431,1.60016855459128
broad_tail_equal,37,1255,6.548601325000264,1236.0082526246465,33.40562844931477,0.4389271891072673,0.5610728108927328,0.16961773156428328,0.0,0.326861757559951,0.44426857824302385,0.39601623406355546,0.6329534927556619,0.219924804803599,0.5912826534281515,1.0616546575725958
e101_plausible,57,1951,10.088385825000406,1922.9409671056,33.735806440449124,0.431483189232937,0.5685168107670631,0.18051256325520473,0.01123423235527124,0.3561787233249684,0.4618824010060976,0.4033523660247902,0.6215621011187715,0.22341961466673166,0.7919850496590788,1.082582444717836
