target,view_id,split,policy,style,background,rho_name,rho,base_loss,cv_loss,actual_delta,full_fit_loss,full_d,fold_d_mean,fold_d_std,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,tail_train_rows,tail_test_rows,bg_train_rows,sign_ok,gate,threshold,threshold_lo,threshold_hi,bg_threshold,bg_threshold_lo,bg_threshold_hi
Q1,jepa_resid,dateblock,pos_q75,rank,low_q25,massneutral,-0.9353000406908215,0.6789693600090467,0.6607743159417723,-0.018195044067274457,0.6552795022412048,-0.55,-0.5439999999999999,0.01200000000000001,-0.018961907972375847,0.0005530258741966998,-0.010140540862082381,0.9583333333333334,-0.018748069941471157,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,const,nontail_all,massneutral,-0.28205128205128205,0.6789693600090467,0.6607886859299967,-0.018180674079049997,0.6579997008717815,-0.55,-0.55,0.0,-0.010255762808738744,0.0002684560332093522,-0.0073364715983139876,1.0,-0.01844913011225935,99,52,351,True,True,0.0682808119114145,,,,,
Q1,jepa_resid,dateblock,pos_q78,softplus,low_q25,opp050,-0.5,0.6789693600090467,0.6608528338807047,-0.018116526128342025,0.6558553154802702,-0.55,-0.55,0.0,-0.012994196453073315,0.0009415902550698463,-0.007494927744774449,1.0,-0.01905811638341187,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,rank,low_q25,opp100,-1.0,0.6789693600090467,0.6608639487242071,-0.018105411284839668,0.6556751472255065,-0.55,-0.5370000000000001,0.021354156504062617,-0.01783210219146214,0.00046800804800756213,-0.008327720051822383,1.0,-0.01857341933284723,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,const,nontail_all,opp050,-0.5,0.6789693600090467,0.6608682467477589,-0.018101113261287827,0.6578678522136673,-0.55,-0.55,0.0,-0.01696207369343916,0.0012653612774075063,-0.003534438520912308,1.0,-0.019366474538695333,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q80,softplus,nontail_all,opp050,-0.5,0.6789693600090467,0.6608835027228328,-0.018085857286213924,0.656137678295301,-0.55,-0.55,0.0,-0.012816931655551311,-0.00039841973820597953,-0.003923484556894108,1.0,-0.017687437548007945,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q78,softplus,low_q25,opp075,-0.75,0.6789693600090467,0.6608844938158038,-0.0180848661932429,0.6558869754153692,-0.55,-0.55,0.0,-0.019342877167363937,-0.0003536499443021479,-0.010507803347306388,0.9583333333333334,-0.01773121624894075,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,const,nontail_all,opp025,-0.25,0.6789693600090467,0.6609064028760152,-0.01806295713303152,0.6579060083419237,-0.55,-0.55,0.0,-0.01164158567039586,9.01179278653963e-05,-0.00580752126269297,1.0,-0.018153075060896917,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q80,const,nontail_all,massneutral,-0.25,0.6789693600090467,0.6609064028760152,-0.01806295713303152,0.6579060083419237,-0.55,-0.55,0.0,-0.013041884456444941,-0.0009943355971584467,-0.006685564967870317,1.0,-0.017068621535873074,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q78,softplus,low_q25,massneutral,-0.8722897750225894,0.6789693600090467,0.6609178957326978,-0.01805146427634896,0.6563026614713195,-0.55,-0.55,0.0,-0.01288992826098978,0.001567890472874811,-0.0070731306395718,1.0,-0.019619354749223772,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,softplus,nontail_all,opp025,-0.25,0.6789693600090467,0.6609216588510892,-0.018047701157957508,0.6561758344235573,-0.55,-0.55,0.0,-0.015284160175060402,0.0006796134632199857,-0.00990530062623518,1.0,-0.018727314621177493,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q80,softplus,nontail_all,massneutral,-0.24872864568772077,0.6789693600090467,0.6609303648655196,-0.018038995143527137,0.6561845404379877,-0.55,-0.55,0.0,-0.013803082377214948,0.0008111034154594243,-0.006828973845545505,1.0,-0.01885009855898656,90,42,360,True,True,0.0854574613021681,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,mid_q35_q75,massneutral,-0.43016759776536306,0.6789693600090467,0.6609525231210993,-0.01801683688794742,0.657519660717526,-0.55,-0.55,0.0,-0.00829561462617645,0.001062385969085422,-0.0035894881636316252,1.0,-0.01907922285703284,77,30,179,True,True,0.1054939428018848,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q78,softplus,low_q25,opp100,-1.0,0.6789693600090467,0.6609665056497077,-0.018002854359339016,0.657014091509877,-0.55,-0.541,0.015620499351813323,-0.01753927721803883,0.0011017356353932306,-0.009560517672688484,1.0,-0.019104589994732246,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,const,mid_q35_q75,opp050,-0.5,0.6789693600090467,0.6609880745792911,-0.017981285429755633,0.6575552121757179,-0.55,-0.55,0.0,-0.004592759765692511,-7.969133682367291e-05,-0.0026506801560768345,1.0,-0.01790159409293196,77,30,179,True,True,0.1054939428018848,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q75,softplus,mid_q35_q75,opp050,-0.5,0.6789693600090467,0.6609908316500164,-0.017978528359030355,0.6552785023038881,-0.55,-0.55,0.0,-0.010408570289883734,6.648485126053982e-05,-0.004076638196239601,1.0,-0.018045013210290894,113,58,179,True,True,0.0586719044986296,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q78,const,nontail_all,opp025,-0.25,0.6789693600090467,0.6609989736138945,-0.01797038639515225,0.6582099885556792,-0.55,-0.55,0.0,-0.016373593645369056,0.00046625343521766727,-0.010189019772229635,1.0,-0.018436639830369916,99,52,351,True,True,0.0682808119114145,,,,,
Q1,jepa_resid,dateblock,pos_q80,const,low_q25,opp050,-0.5,0.6789693600090467,0.661010558855713,-0.017958801153333703,0.6580101643216214,-0.55,-0.55,0.0,-0.012936843919172158,-0.000926799815029189,-0.008111962248924763,1.0,-0.017032001338304514,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,softplus,low_q25,opp050,-0.5,0.6789693600090467,0.6610258148307869,-0.0179435451782598,0.656279990403255,-0.55,-0.55,0.0,-0.012196053995556122,0.001144164298329975,-0.007314727283420619,1.0,-0.019087709476589776,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,const,low_q25,opp075,-0.75,0.6789693600090467,0.661042218790812,-0.017927141218234688,0.6580418242567204,-0.55,-0.55,0.0,-0.014951658850581251,-0.0006168004208083055,-0.009240252118114477,1.0,-0.017310340797426382,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,softplus,low_q25,opp075,-0.75,0.6789693600090467,0.6610574747658859,-0.017911885243160786,0.6563116503383541,-0.55,-0.55,0.0,-0.01744976468365045,-0.0004969360562808167,-0.008225504356731327,1.0,-0.01741494918687997,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,const,low_q25,massneutral,-0.7964601769911505,0.6789693600090467,0.6610756207077061,-0.01789373930134064,0.6581689817414834,-0.55,-0.55,0.0,-0.015476737571990418,0.0017111717877663635,-0.010717719588924245,1.0,-0.019604911089107002,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,const,low_q25,opp100,-1.0,0.6789693600090467,0.6610756207077061,-0.01789373930134064,0.6591689403512282,-0.55,-0.5359999999999999,0.0233238075793812,-0.0200865102500144,0.0006369189298895961,-0.008511802203511151,0.9583333333333334,-0.018530658231230235,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,softplus,low_q25,massneutral,-0.7924098446688449,0.6789693600090467,0.6610908766827799,-0.017878483326266847,0.6564262192073598,-0.55,-0.55,0.0,-0.015967307217123916,0.0004606771852177505,-0.007616557407480129,1.0,-0.018339160511484598,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q80,softplus,low_q25,opp100,-1.0,0.6789693600090467,0.6611571274614993,-0.01781223254754738,0.6574387664328618,-0.55,-0.542,0.016000000000000014,-0.016852828005076037,-0.0003750767496235041,-0.00670470353176824,1.0,-0.017437155797923876,90,42,113,True,True,0.0854574613021681,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,const,mid_q35_q75,opp050,-0.5,0.6789693600090467,0.6611695963882565,-0.017799763620790277,0.6584026440727992,-0.55,-0.55,0.0,-0.008581537185400556,0.0003013124844373771,-0.001571019785031402,1.0,-0.018101076105227654,113,58,179,True,True,0.0586719044986296,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q83,const,low_q35,massneutral,-0.4873417721518987,0.6789693600090467,0.6611759826502838,-0.017793377358762963,0.6577431202467107,-0.55,-0.55,0.0,-0.012286006501239122,-0.0012899551667628906,-0.007075525172959085,1.0,-0.016503422192000072,77,30,158,True,True,0.1054939428018848,,,-0.048501257765265024,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q35,opp050,-0.5,0.6789693600090467,0.6611902890145,-0.017779070994546675,0.6577574266109268,-0.55,-0.55,0.0,-0.014008156810453087,0.0007475644201345166,-0.006933637708002215,1.0,-0.018526635414681192,77,30,158,True,True,0.1054939428018848,,,-0.048501257765265024,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q35,opp050,-0.5,0.6789693600090467,0.6611930460852253,-0.017776313923821396,0.655480716739097,-0.55,-0.55,0.0,-0.025798760798469322,-0.0009474635744116111,-0.007102648218425853,0.9583333333333334,-0.016828850349409785,113,58,158,True,True,0.0586719044986296,,,-0.048501257765265024,,
Q1,jepa_resid,dateblock,pos_q78,const,low_q25,opp050,-0.5,0.6789693600090467,0.6612064982642936,-0.017762861744753167,0.6584175132060786,-0.55,-0.55,0.0,-0.01760343892781202,0.00027126458164056233,-0.009580418997572315,1.0,-0.01803412632639373,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,softplus,nontail_all,opp025,-0.25,0.6789693600090467,0.6612090973769519,-0.017760262632094848,0.6569956360323568,-0.55,-0.55,0.0,-0.011198834948468739,0.00021116747492527788,-0.005436706293371762,1.0,-0.017971430107020125,77,30,373,True,True,0.1054939428018848,,,,,
Q1,jepa_resid,dateblock,pos_q83,softplus,low_q25,massneutral,-0.6774339409273347,0.6789693600090467,0.6612243126698185,-0.017745047339228215,0.6570108513252232,-0.55,-0.55,0.0,-0.014465337984322146,0.000915566779356225,-0.006637484636501177,1.0,-0.01866061411858444,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,const,low_q25,opp075,-0.75,0.6789693600090467,0.6612381581993926,-0.01773120180965415,0.6584491731411773,-0.55,-0.55,0.0,-0.011172846719121665,0.0012874508159047005,-0.0035558777543847286,1.0,-0.01901865262555885,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,const,low_q25,opp100,-1.0,0.6789693600090467,0.6612715601162866,-0.017697799892760102,0.6595762892356851,-0.55,-0.5290000000000001,0.028000000000000004,-0.012010629552741903,0.0003066342924187282,-0.005609320368396897,1.0,-0.01800443418517883,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,const,low_q25,massneutral,-0.8761061946902655,0.6789693600090467,0.6612715601162866,-0.017697799892760102,0.6588820266470747,-0.55,-0.547,0.0060000000000000045,-0.01445477754035751,0.0010681066917358484,-0.01051763834362054,1.0,-0.01876590658449595,99,52,113,True,True,0.0682808119114145,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,softplus,nontail_all,opp050,-0.5,0.6789693600090467,0.6612760148895732,-0.017693345119473514,0.6570625535449781,-0.55,-0.55,0.0,-0.008393687335827571,0.002300078413331186,-0.002972746853457696,1.0,-0.0199934235328047,77,30,373,True,True,0.1054939428018848,,,,,
Q1,jepa_resid,dateblock,pos_q83,softplus,low_q25,opp050,-0.5,0.6789693600090467,0.6613154760015911,-0.0176538840074556,0.6571020146569961,-0.55,-0.55,0.0,-0.014465403016583944,0.00023163963474465143,-0.008447630600944778,1.0,-0.01788552364220025,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,rank,mid_q35_q75,opp050,-0.5,0.6789693600090467,0.661335041264785,-0.01763431874426169,0.6551921278707438,-0.55,-0.55,0.0,-0.015749655928873008,-0.0007094796647852397,-0.0030853968887925238,1.0,-0.01692483907947645,113,58,179,True,True,0.0586719044986296,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q83,softplus,low_q25,opp075,-0.75,0.6789693600090467,0.66134713593669,-0.017622224072356696,0.6571336745920949,-0.55,-0.55,0.0,-0.014078004125840038,-0.0009174764375285971,-0.006735014484289702,1.0,-0.0167047476348281,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,const,low_q35,opp050,-0.5,0.6789693600090467,0.6613718108234654,-0.017597549185581318,0.6586048585080083,-0.55,-0.55,0.0,-0.014357826977019927,0.002261607213492667,-0.0072000391079132245,1.0,-0.019859156399073985,113,58,158,True,True,0.0586719044986296,,,-0.048501257765265024,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q25,opp025,-0.25,0.6789693600090467,0.6613903962174242,-0.017578963791622493,0.6579575338138511,-0.55,-0.55,0.0,-0.012256115482453533,0.0009403966700557431,-0.008311143843350587,1.0,-0.018519360461678236,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q25,opp025,-0.25,0.6789693600090467,0.6613931532881496,-0.017576206720897103,0.6556808239420212,-0.55,-0.55,0.0,-0.014434503986933356,2.5057948121465223e-06,-0.009866177136402187,1.0,-0.01757871251570925,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,softplus,low_q25,opp100,-1.0,0.6789693600090467,0.6614154567952932,-0.017553903213753497,0.6582607906866028,-0.55,-0.5439999999999999,0.01200000000000001,-0.01785664253067587,0.00033018815537688706,-0.005160076771206598,0.9583333333333334,-0.017884091369130384,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,softplus,mid_q35_q75,massneutral,-0.6283746474845844,0.6789693600090467,0.6614156764829628,-0.017553683526083885,0.6556762279090277,-0.55,-0.55,0.0,-0.007136664960607719,0.0003612352078317671,-0.003389598666357796,1.0,-0.017914918733915652,113,58,179,True,True,0.0586719044986296,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q75,const,nontail_all,opp075,-0.75,0.6789693600090467,0.6614350842506764,-0.0175342757583703,0.6584070137965504,-0.53,-0.511,0.03878143885933062,-0.012387598546470535,0.0014569336191641025,-0.00385883776612732,1.0,-0.0189912093775344,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,mid_q35_q75,opp025,-0.25,0.6789693600090467,0.6614548553608282,-0.017514504648218576,0.6580219929572549,-0.55,-0.55,0.0,-0.0075343804185465935,8.083197011482524e-05,-0.003752278613607074,1.0,-0.0175953366183334,77,30,179,True,True,0.1054939428018848,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q75,softplus,mid_q35_q75,opp025,-0.25,0.6789693600090467,0.6614576124315534,-0.017511747577493297,0.6557452830854251,-0.55,-0.55,0.0,-0.010089342030979997,0.0008220270630539539,-0.005692172543161544,1.0,-0.01833377464054725,113,58,179,True,True,0.0586719044986296,,,,-0.048501257765265024,0.05867190449862961
Q1,jepa_resid,dateblock,pos_q75,softplus,nontail_all,opp075,-0.75,0.6789693600090467,0.6614625331118132,-0.017506826897233485,0.6553109994614961,-0.55,-0.532,0.027129319932501075,-0.008241680495738368,0.0014129043272663733,-0.0038774229461127074,1.0,-0.01891973122449986,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,mid_q25_q65,massneutral,-0.4301675977653631,0.6789693600090467,0.6615261176458673,-0.0174432423631794,0.658093255242294,-0.55,-0.55,0.0,-0.006838986882823916,0.00015460588948978948,-0.002018541960209673,1.0,-0.01759784825266919,77,30,179,True,True,0.1054939428018848,,,,-0.07958315678325517,0.030181709715514454
Q1,jepa_resid,dateblock,pos_q78,softplus,mid_q35_q75,opp050,-0.5,0.6789693600090467,0.6615285905555488,-0.01744076945349793,0.6565310721551143,-0.55,-0.55,0.0,-0.007746624903227861,-0.00023930471659289188,-0.0016490065971621615,1.0,-0.017201464736905037,99,52,179,True,True,0.0682808119114145,,,,-0.048501257765265024,0.05867190449862961
