target,view_id,split,policy,style,background,rho_name,rho,base_loss,cv_loss,actual_delta,full_fit_loss,full_d,fold_d_mean,fold_d_std,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,tail_train_rows,tail_test_rows,bg_train_rows,sign_ok,gate,threshold,threshold_lo,threshold_hi,bg_threshold,bg_threshold_lo,bg_threshold_hi
Q1,jepa_resid,dateblock,pos_q75,softplus,nontail_all,opp050,-0.5,0.6789693600090467,0.6587698434568867,-0.020199516552160013,0.6530575141107584,-0.55,-0.55,0.0,-0.0160701519402644,0.0002774884198458727,-0.005836937181128232,1.0,-0.020477004972005886,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,const,nontail_all,opp050,-0.5,0.6789693600090467,0.6589486081951267,-0.020020751813920046,0.6561816558796695,-0.55,-0.55,0.0,-0.01999316505825799,0.0002155900919943443,-0.00530189898149136,1.0,-0.02023634190591439,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,softplus,nontail_all,massneutral,-0.3337657623137704,0.6789693600090467,0.6589840547678049,-0.01998530524124187,0.6532717254216764,-0.55,-0.55,0.0,-0.018972521750126536,-0.0002471149719222021,-0.00831834052164011,1.0,-0.019738190269319666,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,rank,nontail_all,opp050,-0.5,0.6789693600090467,0.6591140530716554,-0.019855306937391348,0.6529711396776141,-0.55,-0.55,0.0,-0.013542407272718826,-0.0008273287372279059,-0.006775568312700941,1.0,-0.019027978200163442,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,const,nontail_all,massneutral,-0.3353115727002967,0.6789693600090467,0.6591544828996575,-0.01981487710938923,0.6563875305842004,-0.55,-0.55,0.0,-0.015374337967521745,0.000602848459506089,-0.007974082855495545,1.0,-0.020417725568895317,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,rank,nontail_all,massneutral,-0.3136169275906909,0.6789693600090467,0.659447847082138,-0.019521512926908735,0.6533049336880966,-0.55,-0.55,0.0,-0.01408019935718996,-0.0007811434156039243,-0.010862258851187034,1.0,-0.01874036951130481,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,softplus,nontail_all,opp025,-0.25,0.6789693600090467,0.6596144333965529,-0.019354926612493828,0.6539021040504246,-0.55,-0.55,0.0,-0.012992278819161873,-0.00024093903107835768,-0.009292525661190876,1.0,-0.01911398758141547,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,const,nontail_all,opp025,-0.25,0.6789693600090467,0.6597931981347929,-0.01917616187425386,0.6570262458193358,-0.55,-0.55,0.0,-0.01192659854052136,0.0005390837809398086,-0.004695511497911586,1.0,-0.01971524565519367,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q75,rank,nontail_all,opp025,-0.25,0.6789693600090467,0.6599586430113217,-0.019010716997725052,0.6538157296172802,-0.55,-0.55,0.0,-0.012089848969765726,0.0004284736738210393,-0.0073066870692917165,1.0,-0.01943919067154609,113,58,337,True,True,0.0586719044986296,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,nontail_all,opp025,-0.25,0.6789693600090467,0.6602059392798076,-0.01876342072923909,0.6567730768762347,-0.55,-0.55,0.0,-0.013600567784759487,0.0011676875225699601,-0.006443008393577187,1.0,-0.01993110825180905,77,30,373,True,True,0.1054939428018848,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q25,massneutral,-0.6814159292035398,0.6789693600090467,0.660225492208529,-0.018743867800517733,0.656792629804956,-0.55,-0.55,0.0,-0.014564412298614715,-0.001322991564378484,-0.0060107779563037585,1.0,-0.01742087623613925,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,const,nontail_all,opp050,-0.5,0.6789693600090467,0.660272856792429,-0.018696503216617755,0.656839994388856,-0.55,-0.55,0.0,-0.010755577667924787,0.0007399515617753094,-0.0020323585540384047,1.0,-0.019436454778393064,77,30,373,True,True,0.1054939428018848,,,,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q25,opp050,-0.5,0.6789693600090467,0.660312317904447,-0.01865704210459973,0.6568794555008739,-0.55,-0.55,0.0,-0.010404290699923546,-0.0014558513201631818,-0.006007788887536569,1.0,-0.01720119078443655,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q25,opp050,-0.5,0.6789693600090467,0.6603150749751723,-0.01865428503387445,0.654602745629044,-0.55,-0.55,0.0,-0.01884872609064181,0.0019288727857864618,-0.009102798135880153,0.9583333333333334,-0.020583157819660913,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q25,opp075,-0.75,0.6789693600090467,0.660343977839546,-0.018625382169500715,0.6569111154359728,-0.55,-0.55,0.0,-0.019256711397065418,0.0007365627148281928,-0.006204913213901553,0.9583333333333334,-0.019361944884328908,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q25,opp075,-0.75,0.6789693600090467,0.6603467349102713,-0.018622625098775436,0.6546344055641429,-0.55,-0.55,0.0,-0.015052548924039622,7.745363128747185e-05,-0.008404070446095833,1.0,-0.018700078730062908,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,const,low_q25,opp100,-1.0,0.6789693600090467,0.66037737975644,-0.018591980252606777,0.6580382315304806,-0.55,-0.548,0.0040000000000000036,-0.012127240926490757,0.00032534069358897133,-0.002872520254445554,1.0,-0.018917320946195748,77,30,113,True,True,0.1054939428018848,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,softplus,nontail_all,opp050,-0.5,0.6789693600090467,0.6604196621287775,-0.018549697880269278,0.655422143728343,-0.55,-0.55,0.0,-0.013878359851554833,0.00029596352679928106,-0.006229265317104993,1.0,-0.01884566140706856,99,52,351,True,True,0.0682808119114145,,,,,
Q1,jepa_resid,dateblock,pos_q78,softplus,nontail_all,massneutral,-0.2808226341240815,0.6789693600090467,0.6604420970306615,-0.01852726297838525,0.6554445786302269,-0.55,-0.55,0.0,-0.015220210866151884,0.0006757167489136462,-0.008459735069536988,1.0,-0.019202979727298897,99,52,351,True,True,0.0682808119114145,,,,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q25,opp100,-1.0,0.6789693600090467,0.660480261533149,-0.018489098475897747,0.6557615216586508,-0.55,-0.5370000000000001,0.017776388834631195,-0.01834283197558062,0.0005309562378194577,-0.006043079119372829,1.0,-0.019020054713717205,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,softplus,low_q25,massneutral,-0.9953899283162887,0.6789693600090467,0.660480261533149,-0.018489098475897747,0.6557309464003975,-0.55,-0.5370000000000001,0.017776388834631195,-0.011684731166516249,0.0010076935763292383,-0.008252819331372185,1.0,-0.019496792052226986,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,const,low_q25,opp050,-0.5,0.6789693600090467,0.6604938397134124,-0.018475520295634373,0.6577268873979553,-0.55,-0.55,0.0,-0.011029738703077108,0.001112450715511859,-0.004195876999886083,1.0,-0.019587971011146232,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,const,low_q25,opp075,-0.75,0.6789693600090467,0.6605254996485113,-0.01844386036053547,0.6577585473330543,-0.55,-0.55,0.0,-0.020335379707934087,0.00013239984022989093,-0.005626136724066799,0.9583333333333334,-0.01857626020076536,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q83,const,nontail_all,massneutral,-0.2064343163538874,0.6789693600090467,0.6605460898908603,-0.018423270118186452,0.6571132274872872,-0.55,-0.55,0.0,-0.010671238369463487,0.00044121123936718964,-0.005588285082835531,1.0,-0.018864481357553642,77,30,373,True,True,0.1054939428018848,,,,,
Q1,jepa_resid,dateblock,pos_q75,const,low_q25,opp100,-1.0,0.6789693600090467,0.6605589015654054,-0.01841045844364131,0.6588856634275619,-0.55,-0.518,0.039319206502675015,-0.014684960079912712,-0.0004152459318713664,-0.007017075105112757,1.0,-0.017995212511769942,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,const,low_q25,massneutral,-1.0,0.6789693600090467,0.6605589015654054,-0.01841045844364131,0.6588856634275619,-0.55,-0.518,0.039319206502675015,-0.019576256450232976,0.0002918628716030991,-0.003749073266963874,0.9583333333333334,-0.018702321315244408,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,softplus,nontail_all,opp025,-0.25,0.6789693600090467,0.6606453092303056,-0.018324050778741108,0.655647790829871,-0.55,-0.55,0.0,-0.009147985868458886,-0.0008496158682398947,-0.005749284373700702,1.0,-0.017474434910501213,99,52,351,True,True,0.0682808119114145,,,,,
Q1,jepa_resid,dateblock,pos_q75,rank,low_q25,opp050,-0.5,0.6789693600090467,0.660659284589941,-0.018310075419105676,0.6545163711958997,-0.55,-0.55,0.0,-0.014314484726813737,-0.0014889671222604317,-0.009503226226314564,1.0,-0.016821108296845244,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q75,rank,low_q25,opp075,-0.75,0.6789693600090467,0.66069094452504,-0.01827841548400677,0.6545480311309986,-0.55,-0.55,0.0,-0.012653317814661835,0.0011275651812878151,-0.009035741415897825,1.0,-0.019405980665294587,113,58,113,True,True,0.0586719044986296,,,-0.07958315678325517,,
Q1,jepa_resid,dateblock,pos_q78,const,nontail_all,opp050,-0.5,0.6789693600090467,0.6607733265123665,-0.018196033496680197,0.6579843414541512,-0.55,-0.55,0.0,-0.011483720752746729,0.000990682619379346,-0.007877373981427026,1.0,-0.019186716116059543,99,52,351,True,True,0.0682808119114145,,,,,
