pred_index,base_index,tag,strategy,target_axes,active_axis_count,alpha_sum,alpha_mean_active,alpha_Q1,alpha_Q2,alpha_Q3,alpha_S1,alpha_S2,alpha_S3,alpha_S4,body_norm_ratio,body_cos_e154,body_changed_cells,body_changed_rows,body_overlap_cells,e95_changed_cells,target_l1_total,body_share_Q1,body_share_Q2,body_share_Q3,body_share_S1,body_share_S2,body_share_S3,body_share_S4,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_rows_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,all_four_health,beats_e144_local,e155_submit,health_class,beats_e155_local,uses_less_body_than_e155,e156_strict_candidate,e156_minbody_submit,materialized_submission,delta_all_vs_e155,delta_body_vs_e155,delta_post101_p95_vs_e155,delta_e72_gap_vs_e155
804,0,e156_bd67930d,target_axis_lattice,Q1+Q3+S2+S4,4,1.5,0.375,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.2403361386839689,0.8311072845148585,238,137,238,285,0.1126240545389872,0.2253395239061174,4.340792059001953e-14,0.4358284232111321,3.846998202413175e-13,0.1898043270598026,1.4743540516295205e-13,0.1490277258223722,-3.661183713654648e-05,-1.040444590860723e-05,1.1102230246251563e-16,-2.6808781653286928e-05,-2.1571082089333334e-05,-1.1537569760466935e-05,-4.0539995580179955e-05,-6.714869587809424e-06,1.1102230246251563e-16,-4.248673417583948e-05,-2.927386048345859e-06,1.1102230246251563e-16,-4.248673417583948e-05,-2.6808781653286928e-05,3,1,806,-0.000234047250004,-3.297133862645296e-05,-2.5079018328266756e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197776973e-05,0.0008436694984961,0.1944444444444444,0.8888888888888888,True,0.0073428702966348,0.0053809757420436,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008534080119296,0.0026812734059642,0.360552892876627,0.0035179113199452,1.5321574772932606e-05,0.0015556635245959,0.0013138200250612,0.0019187301402303,0.0217110897231107,285,139,0.9721648966219966,0.241714713574369,0.0003406507636957,0.0003406507636957,0.0009200000000002,0.001064,0.0003402413837909,0.0024850351247861,-0.9694030648596984,True,True,True,True,True,True,0.9901506373117034,1.0,1.0,0.9899641577060933,-3.443341165084252e-05,-1.4391583092979757e-05,-1.4391583092979757e-05,-2.8138173114782757e-05,3452.0,57.0,57.0,2790.0,-5.228472587730705e-06,-3.807382225322444e-06,-3.807382225322444e-06,-5.559389785199041e-06,True,True,True,-1.671495664987534e-06,True,True,True,False,True,True,True,all_four,True,True,True,True,False,-4.195539504703305e-08,-0.009663861316037498,-6.113992146047761e-08,-5.942342558001162e-07
781,0,e156_46a3fcce,target_axis_lattice,Q1+Q3+S2+S4,4,1.5,0.375,0.25,0.0,0.25,0.0,0.25,0.0,0.75,0.2428881827227617,0.8113434453766522,238,137,238,285,0.1103278414581642,0.2300294331400969,4.4311353791945514e-14,0.4448991610516016,3.927064371365039e-13,0.0968773276084486,1.5050392441826618e-13,0.2281940781992653,-3.659952253565191e-05,-1.039213130771266e-05,1.1102230246251563e-16,-2.680521750164644e-05,-2.156751793769285e-05,-1.152490230604819e-05,-4.052059909698258e-05,-6.695473104612049e-06,1.1102230246251563e-16,-4.247275100810466e-05,-2.913402880611038e-06,1.1102230246251563e-16,-4.247275100810466e-05,-2.680521750164644e-05,3,1,782,-0.0002346574962833,-3.236671142692327e-05,-2.552471986139171e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197776973e-05,0.0008436694984961,0.1944444444444444,0.8888888888888888,True,0.0073432008350756,0.0053809757420436,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.000853536796475,0.0026814291071266,0.360552892876627,0.0035177716477408,1.5315655656393468e-05,0.0015562577588517,0.0013145142753525,0.0019191331761591,0.0217110897231107,285,139,0.9721152353999652,0.2418545483275398,0.0003339471473695,0.0003339471473695,0.0009200000000002,0.001064,0.0003334588364852,0.0024864727463034,-0.9693531065205392,True,True,True,True,True,True,0.9898609501738124,1.0,1.0,0.9896057347670252,-3.431883062417975e-05,-1.4321144997452015e-05,-1.4321144997452015e-05,-2.8024523775774775e-05,3452.0,57.0,57.0,2790.0,-5.121588470282306e-06,-3.7566970802817e-06,-3.7566970802817e-06,-5.484814581011033e-06,True,True,True,-1.077261409183081e-06,True,True,True,False,True,True,True,all_four,True,True,True,True,False,-2.9640794152463457e-08,-0.007111817277244692,-1.0454776419733629e-08,4.336808689942018e-18
803,0,e156_7bf43ae0,target_axis_lattice,Q1+Q3+S2+S4,4,1.25,0.3125,0.25,0.0,0.25,0.0,0.5,0.0,0.25,0.2299942211899773,0.8402803523650476,238,137,238,285,0.1042320011785714,0.2434823330956969,4.6902831766406215e-14,0.470918370081745,4.156732389870303e-13,0.2050860833602962,1.5930590341062837e-13,0.0805132134616399,-3.6581885137443315e-05,-1.0374493909504068e-05,1.1102230246251563e-16,-2.6749460823261018e-05,-2.1511761259307427e-05,-1.1501522898749172e-05,-4.0520904763918786e-05,-6.695778771548255e-06,1.1102230246251563e-16,-4.247528982503912e-05,-2.915941697545499e-06,1.1102230246251563e-16,-4.247528982503912e-05,-2.6749460823261018e-05,3,1,805,-0.0002360381455869,-3.401908691036404e-05,-2.4677801789163567e-05,0.0,7.356280106435298e-05,3.678140053217649e-05,2.3539432197776973e-05,0.0008436694984961,0.1944444444444444,0.8888888888888888,True,0.0073404906841383,0.0053809757420436,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008534393300244,0.002681300004486,0.360552892876627,0.003517176723897,1.5322080506838636e-05,0.0015556635245959,0.0013138200250612,0.0019163505277339,0.0217110897231107,285,139,0.9721439874200551,0.2418093879190549,0.0003402761621636,0.0003402761621636,0.0009200000000002,0.001064,0.0003398907880434,0.0024860084584673,-0.969382155657757,True,True,True,True,True,True,0.9901506373117034,1.0,1.0,0.9899641577060933,-3.432542313849226e-05,-1.4353904599480578e-05,-1.4353904599480578e-05,-2.804987879938884e-05,3452.0,57.0,57.0,2790.0,-5.193221572526567e-06,-3.7968176819994543e-06,-3.7968176819994543e-06,-5.521134039666804e-06,True,True,True,-1.671495664987534e-06,True,True,True,False,True,True,True,all_four,True,True,True,True,False,-1.2003395943871453e-08,-0.020005778810029073,-5.0575378137488094e-08,-5.942342558001162e-07
