basename,source_path,family,tag,nonzero_rows,pos_rows,neg_rows,mean_abs_s4_delta,max_abs_s4_delta,active_block_S4_mean,inactive_block_S4_mean,active_row_center_mean,inactive_row_center_mean,active_row_rank_mean,active_minus_inactive_block_S4,active_minus_inactive_row_center
submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0180_294b0a81.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0180_294b0a81.csv,topblock_rowtop,topblock4_rowtop2_up_a0.0180,8,8,0,0.0005759999999999999,0.018,0.6460739818770469,-0.0807671610589624,0.06321249676106837,-0.0020896693144154847,0.31875,0.7268411429360093,0.06530216607548385
submission_e306_withinblock_s4_signedblock4_row2_a0_0180_99c24536.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row2_a0_0180_99c24536.csv,signed_block_row,signedblock4_row2_a0.0180,16,8,8,0.0011519999999999998,0.018,0.06197675409771565,-0.065678158918017,-0.04321430507966977,0.0029548242789517788,0.09687499999999999,0.12765491301573265,-0.04616912935862155
submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0180_2637221d.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0180_2637221d.csv,control_wrong_row,control_topblock4_rowbottom2_up_a0.0180,8,8,0,0.0005759999999999999,0.018,0.6460739818770469,-0.0807671610589624,-0.07021836373264848,0.0023212682225668907,0.043750000000000004,0.7268411429360093,-0.07253963195521537
submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0250_273ae44b.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0250_273ae44b.csv,topblock_rowtop,topblock4_rowtop2_up_a0.0250,8,8,0,0.0008,0.025,0.6460739818770469,-0.0807671610589624,0.06321249676106837,-0.0020896693144154847,0.31875,0.7268411429360093,0.06530216607548385
submission_e306_withinblock_s4_signedblock4_row2_a0_0250_00fcbbce.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row2_a0_0250_00fcbbce.csv,signed_block_row,signedblock4_row2_a0.0250,16,8,8,0.0016,0.025,0.06197675409771565,-0.065678158918017,-0.04321430507966977,0.0029548242789517788,0.09687499999999999,0.12765491301573265,-0.04616912935862155
submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0250_24173c82.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0250_24173c82.csv,control_wrong_row,control_topblock4_rowbottom2_up_a0.0250,8,8,0,0.0008,0.025,0.6460739818770469,-0.0807671610589624,-0.07021836373264848,0.0023212682225668907,0.043750000000000004,0.7268411429360093,-0.07253963195521537
submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0388_a9263c54.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0388_a9263c54.csv,topblock_rowtop,topblock4_rowtop2_up_a0.0388,8,8,0,0.0012416,0.0388,0.6460739818770469,-0.0807671610589624,0.06321249676106837,-0.0020896693144154847,0.31875,0.7268411429360093,0.06530216607548385
submission_e306_withinblock_s4_signedblock4_row2_a0_0388_f3a5f194.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row2_a0_0388_f3a5f194.csv,signed_block_row,signedblock4_row2_a0.0388,16,8,8,0.0024832,0.0388,0.06197675409771565,-0.065678158918017,-0.04321430507966977,0.0029548242789517788,0.09687499999999999,0.12765491301573265,-0.04616912935862155
submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0388_25ae3038.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0388_25ae3038.csv,control_wrong_row,control_topblock4_rowbottom2_up_a0.0388,8,8,0,0.0012416,0.0388,0.6460739818770469,-0.0807671610589624,-0.07021836373264848,0.0023212682225668907,0.043750000000000004,0.7268411429360093,-0.07253963195521537
submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0520_903c0b28.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop2_up_a0_0520_903c0b28.csv,topblock_rowtop,topblock4_rowtop2_up_a0.0520,8,8,0,0.001664,0.052,0.6460739818770469,-0.0807671610589624,0.06321249676106837,-0.0020896693144154847,0.31875,0.7268411429360093,0.06530216607548385
submission_e306_withinblock_s4_signedblock4_row2_a0_0520_d3f4e8b5.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row2_a0_0520_d3f4e8b5.csv,signed_block_row,signedblock4_row2_a0.0520,16,8,8,0.003328,0.052,0.06197675409771565,-0.065678158918017,-0.04321430507966977,0.0029548242789517788,0.09687499999999999,0.12765491301573265,-0.04616912935862155
submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0520_1adb0c75.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom2_up_a0_0520_1adb0c75.csv,control_wrong_row,control_topblock4_rowbottom2_up_a0.0520,8,8,0,0.001664,0.052,0.6460739818770469,-0.0807671610589624,-0.07021836373264848,0.0023212682225668907,0.043750000000000004,0.7268411429360093,-0.07253963195521537
submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0180_a3e338be.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0180_a3e338be.csv,topblock_rowtop,topblock4_rowtop3_up_a0.0180,10,10,0,0.0007199999999999999,0.018,0.6507999698843048,-0.08702108675039823,0.048170469486789366,-0.0020071028952828923,0.265,0.737821056634703,0.05017757238207226
submission_e306_withinblock_s4_signedblock4_row3_a0_0180_22ac9371.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row3_a0_0180_22ac9371.csv,signed_block_row,signedblock4_row3_a0.0180,21,10,11,0.0015119999999999999,0.018,0.04284572707098616,-0.06671101043555998,-0.03857752851045082,0.0035376772869845693,0.07857142857142856,0.10955673750654614,-0.04211520579743539
submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0180_1bf99c8b.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0180_1bf99c8b.csv,control_wrong_row,control_topblock4_rowbottom3_up_a0.0180,10,10,0,0.0007199999999999999,0.018,0.6507999698843048,-0.08702108675039823,-0.055796365716574016,0.0023248485715239155,0.06999999999999999,0.737821056634703,-0.05812121428809793
submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0250_b76069a5.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0250_b76069a5.csv,topblock_rowtop,topblock4_rowtop3_up_a0.0250,10,10,0,0.001,0.025,0.6507999698843048,-0.08702108675039823,0.048170469486789366,-0.0020071028952828923,0.265,0.737821056634703,0.05017757238207226
submission_e306_withinblock_s4_signedblock4_row3_a0_0250_8272f22b.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row3_a0_0250_8272f22b.csv,signed_block_row,signedblock4_row3_a0.0250,21,10,11,0.0021000000000000003,0.025,0.04284572707098616,-0.06671101043555998,-0.03857752851045082,0.0035376772869845693,0.07857142857142856,0.10955673750654614,-0.04211520579743539
submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0250_9eb0d916.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0250_9eb0d916.csv,control_wrong_row,control_topblock4_rowbottom3_up_a0.0250,10,10,0,0.001,0.025,0.6507999698843048,-0.08702108675039823,-0.055796365716574016,0.0023248485715239155,0.06999999999999999,0.737821056634703,-0.05812121428809793
submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0388_67b4715e.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0388_67b4715e.csv,topblock_rowtop,topblock4_rowtop3_up_a0.0388,10,10,0,0.001552,0.0388,0.6507999698843048,-0.08702108675039823,0.048170469486789366,-0.0020071028952828923,0.265,0.737821056634703,0.05017757238207226
submission_e306_withinblock_s4_signedblock4_row3_a0_0388_38ffb8c9.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row3_a0_0388_38ffb8c9.csv,signed_block_row,signedblock4_row3_a0.0388,21,10,11,0.0032592000000000003,0.0388,0.04284572707098616,-0.06671101043555998,-0.03857752851045082,0.0035376772869845693,0.07857142857142856,0.10955673750654614,-0.04211520579743539
submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0388_be1097a3.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0388_be1097a3.csv,control_wrong_row,control_topblock4_rowbottom3_up_a0.0388,10,10,0,0.001552,0.0388,0.6507999698843048,-0.08702108675039823,-0.055796365716574016,0.0023248485715239155,0.06999999999999999,0.737821056634703,-0.05812121428809793
submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0520_fa86c2df.csv,analysis_outputs/submission_e306_withinblock_s4_topblock4_rowtop3_up_a0_0520_fa86c2df.csv,topblock_rowtop,topblock4_rowtop3_up_a0.0520,10,10,0,0.0020800000000000003,0.052,0.6507999698843048,-0.08702108675039823,0.048170469486789366,-0.0020071028952828923,0.265,0.737821056634703,0.05017757238207226
submission_e306_withinblock_s4_signedblock4_row3_a0_0520_b42ade38.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock4_row3_a0_0520_b42ade38.csv,signed_block_row,signedblock4_row3_a0.0520,21,10,11,0.004368,0.052,0.04284572707098616,-0.06671101043555998,-0.03857752851045082,0.0035376772869845693,0.07857142857142856,0.10955673750654614,-0.04211520579743539
submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0520_29d49b0f.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock4_rowbottom3_up_a0_0520_29d49b0f.csv,control_wrong_row,control_topblock4_rowbottom3_up_a0.0520,10,10,0,0.0020800000000000003,0.052,0.6507999698843048,-0.08702108675039823,-0.055796365716574016,0.0023248485715239155,0.06999999999999999,0.737821056634703,-0.05812121428809793
submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0180_3c169cb4.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0180_3c169cb4.csv,topblock_rowtop,topblock6_rowtop1_up_a0.0180,6,6,0,0.000432,0.018,0.5599790588906589,-0.0726923585024446,0.19431554448635466,-0.0047782510939267525,0.5,0.6326714173931035,0.1990937955802814
submission_e306_withinblock_s4_signedblock6_row1_a0_0180_2a370a8b.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row1_a0_0180_2a370a8b.csv,signed_block_row,signedblock6_row1_a0.0180,12,6,6,0.0008639999999999999,0.018,0.04050983853674525,-0.062450332704594415,-0.020633034521383663,0.0010403210683050561,0.13888888888888887,0.10296017124133966,-0.02167335558968872
submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0180_2ef9b8c6.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0180_2ef9b8c6.csv,control_wrong_row,control_topblock6_rowbottom1_up_a0.0180,6,6,0,0.000432,0.018,0.5599790588906589,-0.0726923585024446,-0.2028525798784293,0.004988178193731867,-0.14722222222222223,0.6326714173931035,-0.20784075807216118
submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0250_64a91d5f.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0250_64a91d5f.csv,topblock_rowtop,topblock6_rowtop1_up_a0.0250,6,6,0,0.0006,0.025,0.5599790588906589,-0.0726923585024446,0.19431554448635466,-0.0047782510939267525,0.5,0.6326714173931035,0.1990937955802814
submission_e306_withinblock_s4_signedblock6_row1_a0_0250_34ce1fda.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row1_a0_0250_34ce1fda.csv,signed_block_row,signedblock6_row1_a0.0250,12,6,6,0.0012000000000000001,0.025,0.04050983853674525,-0.062450332704594415,-0.020633034521383663,0.0010403210683050561,0.13888888888888887,0.10296017124133966,-0.02167335558968872
submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0250_d2482581.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0250_d2482581.csv,control_wrong_row,control_topblock6_rowbottom1_up_a0.0250,6,6,0,0.0006,0.025,0.5599790588906589,-0.0726923585024446,-0.2028525798784293,0.004988178193731867,-0.14722222222222223,0.6326714173931035,-0.20784075807216118
submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0388_98bea651.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0388_98bea651.csv,topblock_rowtop,topblock6_rowtop1_up_a0.0388,6,6,0,0.0009312,0.0388,0.5599790588906589,-0.0726923585024446,0.19431554448635466,-0.0047782510939267525,0.5,0.6326714173931035,0.1990937955802814
submission_e306_withinblock_s4_signedblock6_row1_a0_0388_59831296.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row1_a0_0388_59831296.csv,signed_block_row,signedblock6_row1_a0.0388,12,6,6,0.0018624,0.0388,0.04050983853674525,-0.062450332704594415,-0.020633034521383663,0.0010403210683050561,0.13888888888888887,0.10296017124133966,-0.02167335558968872
submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0388_acde8cbb.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0388_acde8cbb.csv,control_wrong_row,control_topblock6_rowbottom1_up_a0.0388,6,6,0,0.0009312,0.0388,0.5599790588906589,-0.0726923585024446,-0.2028525798784293,0.004988178193731867,-0.14722222222222223,0.6326714173931035,-0.20784075807216118
submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0520_95501416.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop1_up_a0_0520_95501416.csv,topblock_rowtop,topblock6_rowtop1_up_a0.0520,6,6,0,0.001248,0.052,0.5599790588906589,-0.0726923585024446,0.19431554448635466,-0.0047782510939267525,0.5,0.6326714173931035,0.1990937955802814
submission_e306_withinblock_s4_signedblock6_row1_a0_0520_1f5655ce.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row1_a0_0520_1f5655ce.csv,signed_block_row,signedblock6_row1_a0.0520,12,6,6,0.002496,0.052,0.04050983853674525,-0.062450332704594415,-0.020633034521383663,0.0010403210683050561,0.13888888888888887,0.10296017124133966,-0.02167335558968872
submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0520_65130cae.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom1_up_a0_0520_65130cae.csv,control_wrong_row,control_topblock6_rowbottom1_up_a0.0520,6,6,0,0.001248,0.052,0.5599790588906589,-0.0726923585024446,-0.2028525798784293,0.004988178193731867,-0.14722222222222223,0.6326714173931035,-0.20784075807216118
submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0180_dbc1626a.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0180_dbc1626a.csv,topblock_rowtop,topblock6_rowtop2_up_a0.0180,12,12,0,0.000864,0.018,0.5599790588906589,-0.08864205810059006,0.08931394978584,-0.004503224358949914,0.3236111111111111,0.648621116991249,0.0938171741447899
submission_e306_withinblock_s4_signedblock6_row2_a0_0180_7cbcaad9.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row2_a0_0180_7cbcaad9.csv,signed_block_row,signedblock6_row2_a0.0180,24,12,12,0.0017279999999999997,0.018,0.04050983853674525,-0.06791724445192218,-0.024596564365417,0.0026120245343805647,0.12013888888888886,0.10842708298866743,-0.027208588899797565
submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0180_aee99242.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0180_aee99242.csv,control_wrong_row,control_topblock6_rowbottom2_up_a0.0180,12,12,0,0.000864,0.018,0.5599790588906589,-0.08864205810059006,-0.09945724780134585,0.005014651149647689,0.02916666666666667,0.648621116991249,-0.10447189895099354
submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0250_271e791e.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0250_271e791e.csv,topblock_rowtop,topblock6_rowtop2_up_a0.0250,12,12,0,0.0012,0.025,0.5599790588906589,-0.08864205810059006,0.08931394978584,-0.004503224358949914,0.3236111111111111,0.648621116991249,0.0938171741447899
submission_e306_withinblock_s4_signedblock6_row2_a0_0250_8f99a147.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row2_a0_0250_8f99a147.csv,signed_block_row,signedblock6_row2_a0.0250,24,12,12,0.0024,0.025,0.04050983853674525,-0.06791724445192218,-0.024596564365417,0.0026120245343805647,0.12013888888888886,0.10842708298866743,-0.027208588899797565
submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0250_f29e703e.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0250_f29e703e.csv,control_wrong_row,control_topblock6_rowbottom2_up_a0.0250,12,12,0,0.0012,0.025,0.5599790588906589,-0.08864205810059006,-0.09945724780134585,0.005014651149647689,0.02916666666666667,0.648621116991249,-0.10447189895099354
submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0388_08fc6306.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0388_08fc6306.csv,topblock_rowtop,topblock6_rowtop2_up_a0.0388,12,12,0,0.0018624,0.0388,0.5599790588906589,-0.08864205810059006,0.08931394978584,-0.004503224358949914,0.3236111111111111,0.648621116991249,0.0938171741447899
submission_e306_withinblock_s4_signedblock6_row2_a0_0388_d01a6766.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row2_a0_0388_d01a6766.csv,signed_block_row,signedblock6_row2_a0.0388,24,12,12,0.0037248,0.0388,0.04050983853674525,-0.06791724445192218,-0.024596564365417,0.0026120245343805647,0.12013888888888886,0.10842708298866743,-0.027208588899797565
submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0388_b0a65c68.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0388_b0a65c68.csv,control_wrong_row,control_topblock6_rowbottom2_up_a0.0388,12,12,0,0.0018624,0.0388,0.5599790588906589,-0.08864205810059006,-0.09945724780134585,0.005014651149647689,0.02916666666666667,0.648621116991249,-0.10447189895099354
submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0520_ddf9d214.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop2_up_a0_0520_ddf9d214.csv,topblock_rowtop,topblock6_rowtop2_up_a0.0520,12,12,0,0.002496,0.052,0.5599790588906589,-0.08864205810059006,0.08931394978584,-0.004503224358949914,0.3236111111111111,0.648621116991249,0.0938171741447899
submission_e306_withinblock_s4_signedblock6_row2_a0_0520_796b0f4d.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row2_a0_0520_796b0f4d.csv,signed_block_row,signedblock6_row2_a0.0520,24,12,12,0.004992,0.052,0.04050983853674525,-0.06791724445192218,-0.024596564365417,0.0026120245343805647,0.12013888888888886,0.10842708298866743,-0.027208588899797565
submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0520_d46d9bf8.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom2_up_a0_0520_d46d9bf8.csv,control_wrong_row,control_topblock6_rowbottom2_up_a0.0520,12,12,0,0.002496,0.052,0.5599790588906589,-0.08864205810059006,-0.09945724780134585,0.005014651149647689,0.02916666666666667,0.648621116991249,-0.10447189895099354
submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0180_60115ce5.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0180_60115ce5.csv,topblock_rowtop,topblock6_rowtop3_up_a0.0180,15,15,0,0.0010799999999999998,0.018,0.5630602490864524,-0.09711899939382684,0.08341419089620881,-0.00532431005720482,0.27666666666666667,0.6601792484802792,0.08873850095341364
submission_e306_withinblock_s4_signedblock6_row3_a0_0180_379edd79.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row3_a0_0180_379edd79.csv,signed_block_row,signedblock6_row3_a0.0180,31,15,16,0.0022319999999999996,0.018,0.028795061956440896,-0.06972469425526116,-0.015361795358434925,0.0021745007128378194,0.10161290322580645,0.09851975621170206,-0.017536296071272744
submission_e306_withinblock_s4_control_topblock6_rowbottom3_up_a0_0180_1c99af34.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom3_up_a0_0180_1c99af34.csv,control_wrong_row,control_topblock6_rowbottom3_up_a0.0180,15,15,0,0.0010799999999999998,0.018,0.5630602490864524,-0.09711899939382684,-0.08849812171606525,0.005648816279748844,0.04666666666666666,0.6601792484802792,-0.0941469379958141
submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0250_70c5bff2.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0250_70c5bff2.csv,topblock_rowtop,topblock6_rowtop3_up_a0.0250,15,15,0,0.0015,0.025,0.5630602490864524,-0.09711899939382684,0.08341419089620881,-0.00532431005720482,0.27666666666666667,0.6601792484802792,0.08873850095341364
submission_e306_withinblock_s4_signedblock6_row3_a0_0250_844e9d9e.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row3_a0_0250_844e9d9e.csv,signed_block_row,signedblock6_row3_a0.0250,31,15,16,0.0031,0.025,0.028795061956440896,-0.06972469425526116,-0.015361795358434925,0.0021745007128378194,0.10161290322580645,0.09851975621170206,-0.017536296071272744
submission_e306_withinblock_s4_control_topblock6_rowbottom3_up_a0_0250_08510b9f.csv,analysis_outputs/submission_e306_withinblock_s4_control_topblock6_rowbottom3_up_a0_0250_08510b9f.csv,control_wrong_row,control_topblock6_rowbottom3_up_a0.0250,15,15,0,0.0015,0.025,0.5630602490864524,-0.09711899939382684,-0.08849812171606525,0.005648816279748844,0.04666666666666666,0.6601792484802792,-0.0941469379958141
submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0388_8d4cb811.csv,analysis_outputs/submission_e306_withinblock_s4_topblock6_rowtop3_up_a0_0388_8d4cb811.csv,topblock_rowtop,topblock6_rowtop3_up_a0.0388,15,15,0,0.0023279999999999998,0.0388,0.5630602490864524,-0.09711899939382684,0.08341419089620881,-0.00532431005720482,0.27666666666666667,0.6601792484802792,0.08873850095341364
submission_e306_withinblock_s4_signedblock6_row3_a0_0388_a4c4ec11.csv,analysis_outputs/submission_e306_withinblock_s4_signedblock6_row3_a0_0388_a4c4ec11.csv,signed_block_row,signedblock6_row3_a0.0388,31,15,16,0.004811200000000001,0.0388,0.028795061956440896,-0.06972469425526116,-0.015361795358434925,0.0021745007128378194,0.10161290322580645,0.09851975621170206,-0.017536296071272744
