file,subject_id,target,mean_delta,mean_abs_delta
submission_public_entropyproj_public2d0_g050.csv,id07,Q1,0.010023178741676719,0.019226795508487694
submission_public_entropyproj_public2d0_g050.csv,id10,S4,0.0036355460572127115,0.01759804564642164
submission_public_entropyproj_public2d0_g050.csv,id03,S3,0.014738740750057603,0.01483617359360526
submission_public_entropyproj_public2d0_g050.csv,id08,S3,0.010010346794781322,0.01380993416724133
submission_public_entropyproj_public2d0_g050.csv,id01,S2,0.0017082755679986314,0.013528678535517343
submission_public_entropyproj_public2d0_g050.csv,id10,Q3,-0.007832176793241906,0.013454185465543904
submission_public_entropyproj_public2d0_g050.csv,id10,S3,0.008980140610545443,0.013350527032428254
submission_public_entropyproj_public2d0_g050.csv,id04,S3,0.010096026418326813,0.01334422844843456
submission_public_entropyproj_public2d0_g050.csv,id01,Q3,-0.0015501739821857014,0.013209105607927672
submission_public_entropyproj_public2d0_g050.csv,id07,Q3,-0.006792789119865802,0.013123156885196892
submission_public_entropyproj_public2d0_g050.csv,id08,Q1,-0.004905301259828852,0.013119884662210908
submission_public_entropyproj_public2d0_g050.csv,id09,S3,0.010621900434779166,0.01281244242982029
submission_public_entropyproj_public2d0_g050.csv,id02,Q3,-0.006847525502553837,0.012779645537274181
submission_public_entropyproj_public2d0_g050.csv,id09,Q3,-0.004339488127327235,0.01246920798577593
submission_public_entropyproj_public2d0_g050.csv,id04,S4,0.0024338394278834072,0.012257313173202876
submission_public_entropyproj_public2d0_g050.csv,id08,Q3,0.003668532055959045,0.01160039837883648
submission_public_entropyproj_public2d0_g050.csv,id03,Q1,-0.002477784517252229,0.011546752847511594
submission_public_entropyproj_public2d0_g050.csv,id02,Q1,-0.002931559915372856,0.011531344548919643
submission_public_entropyproj_public2d0_g050.csv,id06,Q1,-0.0030813458442465335,0.011478747785920118
submission_public_entropyproj_public2d0_g050.csv,id01,Q1,-0.0014388136373095605,0.01100549371189111
submission_public_entropyproj_public2d0_g050.csv,id03,S2,0.00328256372731303,0.01097906731785472
submission_public_entropyproj_public2d0_g050.csv,id08,S2,-0.0053124589263708125,0.010730002773018289
submission_public_entropyproj_public2d0_g050.csv,id07,S2,-0.0034958870885803683,0.010491545813149828
submission_public_entropyproj_public2d0_g050.csv,id05,Q1,-0.0033013959048559314,0.010489040137293864
submission_public_entropyproj_public2d0_g050.csv,id09,S4,-0.0022720335776080978,0.010484243097855863
submission_public_entropyproj_public2d0_g050.csv,id04,Q1,-0.004022070749042784,0.010236198970860715
