basename,move_l2,move_l1,changed_rows,changed_cells,row_entropy,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4,cos_final9,poscos_final9,cos_stage2,poscos_stage2,cos_ordinal,poscos_ordinal,cos_mixmin,poscos_mixmin,cos_e72,poscos_e72,cos_e95,poscos_e95,cos_e101,poscos_e101,cos_e176,poscos_e176,cos_e216,poscos_e216,cos_e256,poscos_e256,cos_e267,poscos_e267,cos_e323,poscos_e323,public_loss_weighted_pos_cos,public_loss_weighted_abs_cos,severe_loss_weighted_pos_cos,max_severe_pos_cos,max_mild_pos_cos,public_loss_weighted_pos_cos_null_p90,public_loss_weighted_pos_cos_dominance_lower_is_better,severe_loss_weighted_pos_cos_null_p90,severe_loss_weighted_pos_cos_dominance_lower_is_better,max_severe_pos_cos_null_p90,max_severe_pos_cos_dominance_lower_is_better,poscos_e323_null_p90,poscos_e323_dominance_lower_is_better,poscos_e216_null_p90,poscos_e216_dominance_lower_is_better,poscos_e267_null_p90,poscos_e267_dominance_lower_is_better,poscos_e256_null_p90,poscos_e256_dominance_lower_is_better,public_analog_survival_score,public_analog_risk_score
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b0_50_0cb1ee92.csv,0.44480246387432865,4.694207327060136,248,630,0.8333964301790378,2.241007611389764,0.4773985159263882,1.0298561624943114,0.21938872545262397,0.2901087946724983,0.06180144472956722,1.1240588133850609,0.23945657596014006,0.0,0.0,0.00917594511850148,0.0019547379310675206,0.0,0.0,-0.003253621167058911,0.0,-0.008822537414945044,0.0,0.02750402746845845,0.02750402746845845,0.0011745433222180763,0.0011745433222180763,0.012696369859504392,0.012696369859504392,0.00788808797070804,0.00788808797070804,0.007605789010053575,0.007605789010053575,0.0050580659954153236,0.0050580659954153236,0.003246102770481181,0.003246102770481181,-0.018124682541887607,0.0,-0.03300294862218392,0.0,-0.05327307539479544,0.0,0.007390389738439184,0.015725294752601784,0.0076363004213711675,0.02750402746845845,0.012696369859504392,0.017630461115508596,0.5277777777777778,0.01815173211427644,0.5277777777777778,0.05327307539479544,0.5277777777777778,0.05327307539479544,0.6388888888888888,0.007987880972021246,0.25,0.03300294862218392,0.4722222222222222,0.018124682541887607,0.3611111111111111,0.47222222222222227,0.04577682039874998
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_00_9258061b.csv,0.4475961592583305,4.754892732693322,248,630,0.8349268741433571,2.241007611389764,0.47130560821714157,1.0298561624943114,0.21658872668421936,0.3507942003056844,0.07377541829569512,1.1240588133850609,0.23640045666143175,0.0,0.0,0.00917594511850148,0.0019297901413018847,0.0,0.0,-0.0016362266406686192,0.0,6.279351737108863e-05,6.279351737108863e-05,0.024902055471199013,0.024902055471199013,0.01707771576271094,0.01707771576271094,0.028356890968048415,0.028356890968048415,0.025884719536884097,0.025884719536884097,0.02553545876593026,0.02553545876593026,0.023313383683732914,0.023313383683732914,0.012517251255390684,0.012517251255390684,-0.018011556365743305,0.0,-0.008390768813764892,0.0,-0.05294056864350058,0.0,0.00942300897150577,0.015189966028041289,0.008244155804933791,0.024902055471199013,0.028356890968048415,0.0178117991602822,0.25,0.017412267153586063,0.2777777777777778,0.05294056864350058,0.4722222222222222,0.05294056864350058,0.5277777777777778,0.018408503858459564,0.16666666666666666,0.02496108323786911,0.5,0.018011556365743305,0.3611111111111111,0.3650793650793651,0.055086471503029255
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_50_b2bdcee4.csv,0.45221396665704716,4.815578138326507,248,630,0.8354316565884157,2.241007611389764,0.4653662648630774,1.0298561624943114,0.21385929849162194,0.41147960593886956,0.0854476023686286,1.1240588133850609,0.23342136314611986,0.0,0.0,0.00917594511850148,0.0019054711303445628,0.0,0.0,-3.8740087102820675e-05,0.0,0.008802246165946076,0.008802246165946076,0.022242279828308772,0.022242279828308772,0.032651358192432506,0.032651358192432506,0.04364636174718759,0.04364636174718759,0.04348198547936633,0.04348198547936633,0.043068269186055344,0.043068269186055344,0.041175468136814296,0.041175468136814296,0.021585960147649335,0.021585960147649335,-0.0178276303829547,0.0,0.015851878982699033,0.015851878982699033,-0.052399963161174436,0.0,0.013337718897622558,0.01850896664556276,0.010698238531054597,0.022242279828308772,0.04364636174718759,0.013760884881897733,0.16666666666666666,0.0142562547955749,0.19444444444444445,0.052399963161174436,0.6111111111111112,0.052399963161174436,0.5555555555555556,0.011653394306903183,0.05555555555555555,0.01696035140187408,0.1111111111111111,0.0178276303829547,0.4444444444444444,0.30555555555555564,0.06786419740463526
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b2_00_52d29a3f.csv,0.4586007865664317,4.876263543959691,248,630,0.8352756491061912,2.241007611389764,0.4595747525101012,1.0298561624943114,0.21119780610910585,0.4721650115720539,0.09682926431587885,1.1240588133850609,0.2305164196420886,0.0,0.0,0.00917594511850148,0.0018817574226204395,0.0,0.0,0.0015205624664222151,0.0015205624664222151,0.017298032196108534,0.017298032196108534,0.01956053075688546,0.01956053075688546,0.047725344279178364,0.047725344279178364,0.05840058292617585,0.05840058292617585,0.06048925782051576,0.06048925782051576,0.060014228560077425,0.060014228560077425,0.05845010156820022,0.05845010156820022,0.03035378949690915,0.03035378949690915,-0.017579349376898225,0.0,0.03945165069862421,0.03945165069862421,-0.051670201813708114,0.0,0.017627086205068376,0.02271701591672165,0.013472653830355048,0.03035378949690915,0.06048925782051576,0.018067697959251137,0.1111111111111111,0.015998314757102405,0.16666666666666666,0.051670201813708114,0.4444444444444444,0.051670201813708114,0.4722222222222222,0.020331157051210157,0.05555555555555555,0.03508321438116031,0.05555555555555555,0.017579349376898225,0.3055555555555556,0.23015873015873017,0.09180731902924172
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b3_00_aaa50850.csv,0.47637724637824436,4.9976343552260625,248,630,0.8336456593791497,2.241007611389764,0.44841367977348673,1.0298561624943114,0.20606872958146233,0.5935358228384248,0.11876335494965559,1.1240588133850609,0.22491817797942731,0.0,0.0,0.00917594511850148,0.0018360577157679196,0.0,0.0,0.004465013941072698,0.004465013941072698,0.0332460803398593,0.0332460803398593,0.014263664452158641,0.014263664452158641,0.07584291890840639,0.07584291890840639,0.08579895735302628,0.08579895735302628,0.09214323672288802,0.09214323672288802,0.09155679014630695,0.09155679014630695,0.09063309475888119,0.09063309475888119,0.04668121758499693,0.04668121758499693,-0.01692335961229028,0.0,0.08384277855709983,0.08384277855709983,-0.04974208019798681,0.0,0.02560347020192059,0.03050346445454588,0.01861888315524573,0.04668121758499693,0.09214323672288802,0.02445722211518858,0.08333333333333333,0.02027987974541652,0.2222222222222222,0.060219040199673474,0.3333333333333333,0.04974208019798681,0.3888888888888889,0.02497559814473091,0.0,0.061794923761022164,0.08333333333333333,0.01692335961229028,0.3611111111111111,0.2103174603174603,0.1375847885271602
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_8aabf95b.csv,0.44436221721737196,4.674272494160469,248,630,0.832136895051895,2.241007611389764,0.47943452466431025,1.0298561624943114,0.2203243742808495,0.27017396177283176,0.0578002164209083,1.1240588133850609,0.24047781013817615,0.0,0.0,0.00917594511850148,0.001963074495541916,0.0,0.0,-0.005112771299821872,0.0,-0.014010624618964932,0.0,0.02955080425723012,0.02955080425723012,-0.005928959052162888,0.0,0.00513343420993076,0.00513343420993076,-0.00016228625550145838,0.0,-0.00041417702126963585,0.0,-0.0031979032763854057,0.0,-0.0011591969448453083,0.0,-0.018142639358620215,0.0,-0.04311815506645458,0.0,-0.05332585507282526,0.0,0.006937575350788183,0.01720508311603923,0.00772516676357031,0.02955080425723012,0.00513343420993076,0.018273459679004768,0.6944444444444444,0.020211243372138595,0.6944444444444444,0.05332585507282526,0.6666666666666666,0.05332585507282526,0.5833333333333334,0.006719443445076989,0.6388888888888888,0.04311815506645458,0.5833333333333334,0.018142639358620215,0.3611111111111111,0.6031746031746031,0.04421354637158861
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_b2e97e9b.csv,0.44440658422369483,4.677223461451321,248,630,0.8313979217360451,2.241007611389764,0.47913203845383734,1.0298561624943114,0.22018536659236965,0.27312492906368385,0.05839467182072075,1.1240588133850609,0.2403260871859285,0.0,0.0,0.00917594511850148,0.00196183594692999,0.0,0.0,-0.005048740330682945,0.0,-0.013820187630093968,0.0,0.029473836528357285,0.029473836528357285,-0.005370963202656819,0.0,0.005470862820844317,0.005470862820844317,0.0004699435345434321,0.0004699435345434321,0.00021567026673755205,0.00021567026673755205,-0.0025629808575043625,0.0,-0.0007150436713879171,0.0,-0.018140828101488315,0.0,-0.043113850396977633,0.0,-0.053320531323515725,0.0,0.006938822514756714,0.017072042381520422,0.007705045871570883,0.029473836528357285,0.005470862820844317,0.01138812173540798,0.6111111111111112,0.010953467367086581,0.5833333333333334,0.053320531323515725,0.4444444444444444,0.053320531323515725,0.5277777777777778,0.006270989802051426,0.5833333333333334,0.043113850396977633,0.4444444444444444,0.018140828101488315,0.3611111111111111,0.507936507936508,0.04411770491468488
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_88653e3b.csv,0.4439983364968217,4.651857541366147,248,628,0.831444070326782,2.241007611389764,0.48174467757478834,1.0298561624943114,0.22138600619993282,0.24775900897850972,0.05326023137537766,1.1240588133850609,0.24163655128929595,0.0,0.0,0.00917594511850148,0.001972533560390316,0.0,0.0,-0.004784395083067693,0.0,-0.017322927423176808,0.0,0.030677690811435423,0.030677690811435423,-0.01255900897993278,0.0,-0.0011266332194768212,0.0,-0.007676782526825111,0.0,-0.007900262895684688,0.0,-0.010743289350593408,0.0,-0.004803642330983366,0.0,-0.018157508235685356,0.0,-0.055711760438467754,0.0,-0.05336955850147132,0.0,0.007059826152750663,0.01903737874513704,0.008019757275526718,0.030677690811435423,0.0,0.012817915648643211,0.4444444444444444,0.012343348305916317,0.3611111111111111,0.05336955850147132,0.3055555555555556,0.05336955850147132,0.5277777777777778,0.014115072288870862,0.6111111111111112,0.055711760438467754,0.5,0.018157508235685356,0.3888888888888889,0.44841269841269843,0.045757274239712806
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_ecf3f349.csv,0.4440066788018935,4.652625749917148,248,628,0.8314886576533244,2.241007611389764,0.4816651353118589,1.0298561624943114,0.22134945251343915,0.2485272175295114,0.053416550328356766,1.1240588133850609,0.24159665397648541,0.0,0.0,0.00917594511850148,0.001972207869644987,0.0,0.0,-0.004580562033174325,0.0,-0.01686411333131871,0.0,0.030207492544901446,0.030207492544901446,-0.012189023897796164,0.0,-0.0006246885934997116,0.0,-0.007257264834995812,0.0,-0.007482338098485728,0.0,-0.010322128942215597,0.0,-0.0047200565450313025,0.0,-0.018157167079841812,0.0,-0.055710713687317705,0.0,-0.05336855575670133,0.0,0.006951619898262395,0.018742900420177688,0.007896838116058229,0.030207492544901446,0.0,0.012639931349522345,0.5555555555555556,0.01360128419113765,0.5,0.05336855575670133,0.3888888888888889,0.05336855575670133,0.5,0.0047200565450313025,0.5,0.055710713687317705,0.5,0.018157167079841812,0.3055555555555556,0.4642857142857143,0.04505595055922207
submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_70369cd3.csv,0.44584359888807445,4.715023066893989,248,630,0.8334968788094232,2.241007611389764,0.4752909115385404,1.0298561624943114,0.21842017480786333,0.3109245345063518,0.06594337505778242,1.1240588133850609,0.23839943038185252,0.0,0.0,0.00917594511850148,0.001946108213749242,0.0,0.0,-0.005342178567921565,0.0,-0.010261234108089105,0.0,0.029025577244003172,0.029025577244003172,0.002982726857336877,0.002982726857336877,0.013367671362925554,0.013367671362925554,0.009923639970000519,0.009923639970000519,0.009634178123221683,0.009634178123221683,0.006937961627770777,0.006937961627770777,0.0037787195347904414,0.0037787195347904414,-0.018082357740871177,0.0,-0.0285217690166547,0.0,-0.053148671991008076,0.0,0.007942120050380294,0.016966933817001286,0.00810727599411421,0.029025577244003172,0.013367671362925554,0.012839657907539872,0.4444444444444444,0.012874562079761447,0.4166666666666667,0.053148671991008076,0.3611111111111111,0.053148671991008076,0.4444444444444444,0.010536865379506627,0.3055555555555556,0.0285217690166547,0.5277777777777778,0.018082357740871177,0.3611111111111111,0.4087301587301587,0.048853692823288115
