file,public_lb,public_delta_vs_e95,active_cells_vs_mixmin,active_rows_vs_mixmin,l1_prob_vs_mixmin,mean_abs_prob_vs_mixmin,max_abs_prob_vs_mixmin,l1_logit_vs_mixmin,mean_abs_logit_vs_mixmin,max_abs_logit_vs_mixmin,entropy_delta_vs_mixmin,cosine_with_e95_from_mixmin,active_cells_vs_e95,active_rows_vs_e95,l1_prob_vs_e95,max_abs_prob_vs_e95,q_l1_share,s_l1_share,q2s3_l1_share,s123_l1_share,share_Q1,share_Q2,share_Q3,share_S1,share_S2,share_S3,share_S4,e95rel_q_l1_share,e95rel_s_l1_share,e95rel_q2s3_l1_share,e95rel_s123_l1_share,e95rel_share_Q1,e95rel_share_Q2,e95rel_share_Q3,e95rel_share_S1,e95rel_share_S2,e95rel_share_S3,e95rel_share_S4,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,kl_if_mixmin_calibrated
submission_e95_hardtail_541e3973.csv,0.5762913298,0.0,550,250,1.5095615199642691,0.0008626065828367252,0.018338323528922007,9.709487240370283,0.005548278423068733,0.08133435661976707,3.773066906936895e-05,0.9999999999999998,0,0,0.0,0.0,0.019948260553268832,0.9800517394467311,0.20999299963377785,0.9800517394467294,2.5741121079186114e-15,0.0199482605532642,2.059289686334889e-15,0.3615363038973082,0.4284706964689076,0.19004473908051359,1.6455930975622551e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007889140929277208,0.002542592130590844,0.33569169885030703,1.14525787886106e-05
submission_e89_e72decontam_00d7807f.csv,,,539,250,1.4747591128691238,0.0008427194930680708,0.018338323528922007,9.437774888314934,0.0053930142218942476,0.0755221458388422,1.9066330087003805e-05,0.9932051100976325,158,135,0.10746796817116464,0.0032263153725338167,8.695030817252208e-15,0.9999999999999915,0.1931325716204065,0.9999999999999898,2.6348578234097597e-15,4.178131691406905e-15,1.882041302435543e-15,0.37284131038484736,0.4340261179947401,0.19313257162040234,1.6091453135823891e-15,0.2802056001790412,0.7197943998209588,0.2993760119176753,0.7197943998209577,0.0,0.2802056001790381,3.0992202891290367e-15,0.36941690356020007,0.3312070845221205,0.01917041173863723,1.0330734297096789e-15,0.0007991094803102651,0.002497429776024249,0.30725806782426884,1.1194028181833474e-05
submission_e87_noq2_source_consensus_a85c4e39.csv,,,539,250,1.5945315525535655,0.000911160887173466,0.021861811982279322,10.19742688502188,0.00582710107715536,0.09007589269320304,4.26075652771459e-05,0.9929812534761014,504,249,0.14541741243395556,0.003523488453357315,4.8651802293562176e-15,0.9999999999999952,0.21331009761077616,0.9999999999999936,2.1149173447827565e-15,9.747767185829988e-16,1.7754861659904623e-15,0.3716390990911195,0.415050803298099,0.21331009761077516,1.4882751685508287e-15,0.2070806103437241,0.792919389656276,0.5732365956542999,0.7929193896562752,3.5310637171620835e-15,0.20708061034371866,1.908683090357883e-15,0.3226736671464503,0.10408973719924361,0.3661559853105812,7.634732361431532e-16,0.0009067982716429349,0.002924101791929996,0.3156268001192566,1.3741663919056323e-05
submission_e85_inverse_conflict_pruned_58b23ed1.csv,,,539,250,1.2969832488763164,0.0007411332850721809,0.018338323528922007,8.309146566921102,0.004748083752526344,0.0755221458388422,3.2228914007804525e-05,0.9917357662985957,444,248,0.21894161488421576,0.0032263153725338167,4.7829231067306025e-15,0.9999999999999953,0.2196050105009476,0.9999999999999942,2.428911734290485e-15,8.560041354327701e-16,1.4980072370073477e-15,0.36739117335116267,0.4130038161478848,0.21960501050094675,1.059305117598053e-15,0.13753952868829808,0.8624604713117018,0.1469493670127558,0.8624604713116967,3.3594470114927086e-15,0.1375395286882894,5.324406584252595e-15,0.32419497411582265,0.5288556588714076,0.00940983832446639,5.0708634135739e-15,0.0007392011614654666,0.0024102306289520226,0.30341782887740576,9.25476585901615e-06
submission_e101_q2s3tail_177569bc.csv,,,550,250,1.429937385000237,0.0008171070771429926,0.013761597788133684,9.169865272614832,0.005239923012922761,0.061000767464825856,1.335435123975694e-05,0.9905873233105947,50,48,0.07962413496403276,0.004576725740788323,0.015786162713497948,0.9842138372865018,0.16600252516997477,0.9842138372865002,2.785384271103653e-15,0.01578616271349299,2.1739584554955342e-15,0.3816679654356989,0.45232950939431954,0.15021636245648176,1.7372257300611636e-15,0.0946936791855175,0.9053063208144825,0.9999999999999918,0.9053063208144825,1.2200385561310351e-15,0.09469367918551627,0.0,4.182989335306406e-15,2.7886595568709374e-15,0.9053063208144755,0.0,0.0006922354035186647,0.0020722522270880082,0.33569169885030703,9.48315595166938e-06
submission_e90_e72pareto_28925de5.csv,,,565,250,1.6226979028067348,0.0009272559444609913,0.018582831838802272,10.110447689253716,0.005777398679573552,0.07991374936557993,5.7706074232520514e-05,0.9886715247391143,162,119,0.15137967960069487,0.005155287214494486,0.05481571936416108,0.9451842806358389,0.23963065036252792,0.9451842806358376,2.394642021455086e-15,0.05481571936415691,1.778876930223778e-15,0.3581439392213999,0.4022254104160667,0.184814930998371,1.3256054047340654e-15,0.38866660628975325,0.6113333937102469,0.49801685921349054,0.6113333937102446,0.0,0.3886666062897518,1.4668058851143987e-15,0.3570288794965539,0.14495426128995198,0.10935025292373875,2.200208827671598e-15,0.0009340306314570177,0.0029883889789963968,0.37181946833365975,1.2516592119249648e-05
submission_e87_q2_nooverstep_consensus_acd7add0.csv,,,579,250,1.3661453254982734,0.000780654471713299,0.015860023434459636,8.489803486273981,0.004851316277870847,0.06529518858983296,5.569472202843272e-05,0.9837328493697303,579,250,0.33335140186609674,0.004449733147172563,0.08540999011654922,0.9145900098834507,0.26550875696679066,0.9145900098834496,2.3872131858643314e-15,0.08540999011654533,1.5034363893954088e-15,0.34687513402074666,0.38761610901245763,0.1800987668502453,1.0869438761169509e-15,0.29588719706491307,0.7041128029350868,0.4184099658263046,0.7041128029350838,1.873399805297669e-15,0.29588719706490807,3.1639641156138406e-15,0.22714033439275755,0.3544496997809297,0.12252276876139657,2.99743968847627e-15,0.0008068560984081672,0.002654274774694154,0.40808492206760344,8.530236215538677e-06
submission_e86_e85_consensus_a3f7c96f.csv,,,579,250,1.7080912811211078,0.000976052160640633,0.019814870446286104,10.612254357842469,0.006064145347338554,0.08161898573728976,6.871021648613731e-05,0.9837328493697298,134,115,0.19852976115684545,0.005565893614565165,0.08542011152352387,0.9145798884764762,0.2657244341795826,0.9145798884764749,1.9743104332723357e-15,0.08542011152352022,1.6574457958335658e-15,0.34688194347960954,0.38739362234080277,0.1803043226560624,1.3893295641546065e-15,0.5832486803467724,0.4167513196532275,0.6894897606098516,0.4167513196532269,2.586403901848596e-15,0.5832486803467684,1.3980561631614033e-15,0.23545452596123545,0.07505571342890818,0.10624108026308332,5.592224652645613e-16,0.0010102416357210917,0.0033252470618392728,0.40808492206760344,1.333451444160868e-05
submission_e108_if_e101win_strict_amp038_64514c53.csv,,,550,250,1.3886314758674991,0.0007935037004957138,0.011379380244755488,8.889261849382017,0.005079578199646866,0.05042730110425753,6.338348073866097e-07,0.9758531287222922,50,48,0.12093004409677074,0.006958943284166519,0.013434471518591524,0.9865655284814083,0.14119463012298905,0.9865655284814066,2.8682376642474964e-15,0.013434471518586417,2.23862451843707e-15,0.39302097202754155,0.46578439784946246,0.12776015860440262,1.7889008428581943e-15,0.09474565724879527,0.9052543427512048,0.9999999999999946,0.9052543427512048,8.033116615500788e-16,0.09474565724879447,0.0,2.7542114110288414e-15,1.836140940685894e-15,0.9052543427512001,0.0,0.0006421862308849366,0.0018289707160222964,0.33569169885030703,8.682801935441109e-06
submission_e108_if_e101win_amp050_079aab57.csv,,,550,250,1.3505629000471104,0.0007717502285983488,0.009179123647175824,8.630243304859407,0.004931567602776804,0.040667178309885976,-1.1135167770095504e-05,0.9542014680320505,50,48,0.15899861991715958,0.009159199881746183,0.011136878867070465,0.9888631211329294,0.1169873182406771,0.9888631211329275,2.9490852300946637e-15,0.011136878867065214,2.3017250576348595e-15,0.40409912964027583,0.47891355211903985,0.10585043937361188,1.839324934449285e-15,0.0947937227952334,0.9052062772047667,0.999999999999996,0.9052062772047667,6.109770934195202e-16,0.0947937227952328,0.0,2.0947786060097837e-15,1.396519070673189e-15,0.9052062772047632,0.0,0.0005961224759748891,0.0016051870393921125,0.33569169885030703,8.079494980007933e-06
