method,target,target_row_logloss,target_count_nll_per_row,target_rate_mae,target_count_mae,delta_row_vs_subject,delta_row_vs_raw
calendar_count_indep,Q1,0.6368298830777029,0.2990480395440019,0.20565437523966051,0.9480165102511179,-0.011900742452432223,-0.0011807304075691638
struct_raw_subject_fbraw_k8_a24_w0.35,Q1,0.6379974523341011,0.3002156088004,0.20925990985428364,0.964637145425844,-0.010733173196034063,-1.3161151171003915e-05
raw_phone_indep,Q1,0.6380106134852721,0.30022876995157083,0.20997513358000772,0.967934152356621,-0.010720012044863059,0.0
struct_raw_calendar_subject_fbraw_k8_a24_w0.35,Q1,0.6382148655850913,0.3004330220513901,0.20957394200352233,0.9660847570406274,-0.010515759945043834,0.00020425209981922432
struct_raw_subject_fbraw_k16_a24_w0.35,Q1,0.6382309654455907,0.3004491219118895,0.20914018165693815,0.9640852276380807,-0.010499660084544504,0.00022035196031855442
struct_raw_subject_fbsubject_k16_a24_w0.65,Q1,0.6382406143131586,0.30045877077945743,0.21089401315638273,0.97216996308674,-0.010490011216976569,0.00023000082788648957
struct_raw_subject_fbsubject_k16_a4_w0.35,Q1,0.6383099958811785,0.30052815234747743,0.21065075664051972,0.9710486098794688,-0.010420629648956625,0.00029938239590643345
struct_raw_subject_fbraw_k4_a24_w0.35,Q1,0.6383140826664974,0.3005322391327963,0.20969284420810635,0.9666328672032221,-0.010416542863637801,0.0003034691812252577
struct_raw_subject_fbsubject_k8_a4_w0.35,Q1,0.6384385633601737,0.3006567198264726,0.21084485630126373,0.9719433619741182,-0.01029206216996148,0.00042794987490157865
struct_raw_subject_fbsubject_k8_a24_w1.00,Q1,0.6384440023721674,0.3006621588384662,0.21059680107302733,0.9707998878732235,-0.0102866231579678,0.00043338888689525845
struct_raw_subject_fbsubject_k8_a12_w0.65,Q1,0.6384796660441484,0.30069782251044724,0.21044796784253542,0.9701138029814438,-0.010250959485986755,0.0004690525588763039
struct_raw_calendar_subject_fbraw_k16_a24_w0.35,Q1,0.6384839371916229,0.3007020936579219,0.2098384672631747,0.9673041539692688,-0.010246688338512278,0.00047332370635078114
struct_raw_subject_fbraw_k8_a12_w0.35,Q1,0.6385361897055529,0.30075434617185176,0.20901442098392023,0.963505501608803,-0.010194435824582238,0.0005255762202808212
