base_index,tag,strategy,source,base,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,prior,outcome,candidate,n_worlds,active_mean_vs_e95,active_p05_vs_e95,active_p50_vs_e95,active_p95_vs_e95,active_beat_e95_rate,active_mean_vs_e101,active_p95_vs_e101,active_beat_e101_rate,rank_vs_e101,pred_index
0,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,74,72,subject,small_loss,p40,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,36.0,40
0,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.25,103,95,subject,small_loss,p41,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,37.0,41
0,e110_nonactive_tail_graft_29a781b5,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.5,103,95,subject,small_loss,p42,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,38.0,42
0,e110_nonactive_tail_graft_9d0c45a1,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.75,103,95,subject,small_loss,p43,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,39.0,43
0,e110_nonactive_tail_graft_723a71da,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,1.0,103,95,subject,small_loss,p44,71070,2.4854320428260115e-20,-1.4591502609359218e-18,-2.817360375789328e-35,1.5225915766287843e-18,0.0,-1.115752945564704e-05,-3.829500705819408e-06,1.0,40.0,44
0,e110_control_0c916bb4,control,mixmin,mixmin,,,,,550,250,subject,large_loss,p0,48870,0.00012779540598926105,8.623454557471469e-05,0.0001185262002130283,0.00020145479303299257,0.0,9.669271798003613e-05,0.00015193725826283407,0.0,47.0,0
0,e110_control_541e3973,control,e95,e95,,,,,0,0,subject,large_loss,p1,48870,0.0,0.0,0.0,0.0,0.0,-3.110268800922491e-05,-2.071247290558955e-05,1.0,37.0,1
0,e110_control_177569bc,control,e101,e101,,,,,50,48,subject,large_loss,p2,48870,3.110268800922491e-05,2.071247290558955e-05,2.878538656516609e-05,4.9517534770158515e-05,0.0,0.0,0.0,0.0,43.0,2
0,e110_control_079aab57,control,e108_amp050,e108_amp050,,,,,50,48,subject,large_loss,p3,48870,6.277113788372882e-05,4.199070767645706e-05,5.813653499561075e-05,9.960083140559428e-05,0.0,3.16684498745039e-05,5.008329663543576e-05,0.0,46.0,3
0,e110_control_64514c53,control,e108_strict_amp038,e108_strict_amp038,,,,,50,48,subject,large_loss,p4,48870,4.7499831633002934e-05,3.1706704675476565e-05,4.3977533438033846e-05,7.549039870962047e-05,0.0,1.6397143623778007e-05,2.5972863939461954e-05,0.0,45.0,4
0,e110_control_00d7807f,control,e89,e89,,,,,158,135,subject,large_loss,p5,48870,1.1457957235776164e-05,-7.67901113675751e-06,1.1364789991398725e-05,3.073270564534582e-05,0.1678330263965623,-1.9644730773448753e-05,2.5844163459544305e-06,0.9260282381829343,42.0,5
0,e110_control_58b23ed1,control,e85,e85,,,,,445,248,subject,large_loss,p6,48870,1.1457957235776012e-05,-7.679011136757668e-06,1.1364789991398915e-05,3.073270564534601e-05,0.1678330263965623,-1.9644730773448905e-05,2.5844163459546215e-06,0.9260282381829343,41.0,6
0,e110_control_28925de5,control,e90,e90,,,,,162,119,subject,large_loss,p7,48870,-5.348217956440557e-06,-1.2213973863747931e-05,-5.628338329457113e-06,2.453295650438076e-06,0.8800081849805607,-3.645090596566547e-05,-2.1878044938107234e-05,1.0,4.0,7
0,e110_control_a3f7c96f,control,e86,e86,,,,,134,115,subject,large_loss,p8,48870,-8.440858257914828e-06,-1.4386502421320802e-05,-8.25138407205456e-06,-3.2538108546380207e-06,0.9957233476570493,-3.954354626713975e-05,-2.566548473454175e-05,1.0,1.0,8
0,e110_active_restored_tail_aa8e2df0,active_restored_tail,e89,e89,e95,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p9,48870,0.0,0.0,0.0,0.0,0.0,-3.110268800922491e-05,-2.071247290558955e-05,1.0,38.0,9
0,e110_active_restored_tail_4f647a1a,active_restored_tail,e89,e89,e90,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p10,48870,-5.348217956440557e-06,-1.2213973863747931e-05,-5.628338329457113e-06,2.453295650438076e-06,0.8800081849805607,-3.645090596566547e-05,-2.1878044938107234e-05,1.0,5.0,10
0,e110_active_restored_tail_cdd3201e,active_restored_tail,e89,e89,e86,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p11,48870,-8.440858257914828e-06,-1.4386502421320802e-05,-8.25138407205456e-06,-3.2538108546380207e-06,0.9957233476570493,-3.954354626713975e-05,-2.566548473454175e-05,1.0,2.0,11
0,e110_active_restored_tail_34cdae23,active_restored_tail,e85,e85,e95,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p12,48870,0.0,0.0,0.0,0.0,0.0,-3.110268800922491e-05,-2.071247290558955e-05,1.0,39.0,12
0,e110_active_restored_tail_1c9a7148,active_restored_tail,e85,e85,e90,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p13,48870,-5.348217956440557e-06,-1.2213973863747931e-05,-5.628338329457113e-06,2.453295650438076e-06,0.8800081849805607,-3.645090596566547e-05,-2.1878044938107234e-05,1.0,6.0,13
0,e110_active_restored_tail_01492072,active_restored_tail,e85,e85,e86,restore_e101_active,active_q2s3,1.0,50,48,subject,large_loss,p14,48870,-8.440858257914828e-06,-1.4386502421320802e-05,-8.25138407205456e-06,-3.2538108546380207e-06,0.9957233476570493,-3.954354626713975e-05,-2.566548473454175e-05,1.0,3.0,14
0,e110_nonactive_tail_graft_dee1389d,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.25,139,126,subject,large_loss,p15,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,7.0,15
0,e110_nonactive_tail_graft_b6764610,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.5,139,126,subject,large_loss,p16,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,8.0,16
0,e110_nonactive_tail_graft_5998eeab,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.75,139,126,subject,large_loss,p17,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,9.0,17
0,e110_nonactive_tail_graft_30bdc74b,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.25,426,248,subject,large_loss,p18,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,10.0,18
0,e110_nonactive_tail_graft_095f2e90,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.5,426,248,subject,large_loss,p19,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,11.0,19
0,e110_nonactive_tail_graft_4b1b91b5,nonactive_tail_graft,e95,e95,e85,nonactive_s1s2s3_e85,s1s2s3,0.75,426,248,subject,large_loss,p20,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,12.0,20
0,e110_nonactive_tail_graft_6b092a86,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.25,15,15,subject,large_loss,p21,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,13.0,21
0,e110_nonactive_tail_graft_6772c3c6,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.5,15,15,subject,large_loss,p22,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,14.0,22
0,e110_nonactive_tail_graft_8dbe9c65,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.75,15,15,subject,large_loss,p23,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,15.0,23
0,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,1.0,15,15,subject,large_loss,p24,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,16.0,24
0,e110_nonactive_tail_graft_179a2efb,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.25,118,94,subject,large_loss,p25,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,17.0,25
0,e110_nonactive_tail_graft_94f1dcbf,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.5,118,94,subject,large_loss,p26,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,18.0,26
0,e110_nonactive_tail_graft_084ff57b,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.75,118,94,subject,large_loss,p27,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,19.0,27
0,e110_nonactive_tail_graft_bb22020e,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,1.0,118,94,subject,large_loss,p28,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,20.0,28
0,e110_nonactive_tail_graft_5cb93e6b,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.25,133,106,subject,large_loss,p29,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,21.0,29
0,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.5,133,106,subject,large_loss,p30,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,22.0,30
0,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.75,133,106,subject,large_loss,p31,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,23.0,31
0,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,1.0,133,106,subject,large_loss,p32,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,24.0,32
0,e110_nonactive_tail_graft_5a814d61,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.25,29,29,subject,large_loss,p33,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,25.0,33
0,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.5,29,29,subject,large_loss,p34,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,26.0,34
0,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.75,29,29,subject,large_loss,p35,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,27.0,35
0,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,1.0,29,29,subject,large_loss,p36,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,28.0,36
0,e110_nonactive_tail_graft_9f4abae0,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.25,74,72,subject,large_loss,p37,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,29.0,37
0,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,74,72,subject,large_loss,p38,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,30.0,38
0,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,74,72,subject,large_loss,p39,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,31.0,39
0,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,74,72,subject,large_loss,p40,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,32.0,40
0,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.25,103,95,subject,large_loss,p41,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,33.0,41
0,e110_nonactive_tail_graft_29a781b5,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.5,103,95,subject,large_loss,p42,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,34.0,42
0,e110_nonactive_tail_graft_9d0c45a1,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.75,103,95,subject,large_loss,p43,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,35.0,43
0,e110_nonactive_tail_graft_723a71da,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,1.0,103,95,subject,large_loss,p44,48870,-2.309175616011316e-20,-1.64947420801452e-18,-6.344131569286612e-20,1.5860328923216502e-18,0.0,-3.110268800922494e-05,-2.0712472905590353e-05,1.0,36.0,44
