candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_scope,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,oof_loss_vs_full,oof_active_policy_delta,oof_tail_auc,oof_subject_win_rate,e230_q3_risk_top21_overlap,e230_q3_risk_top21_jaccard,e230_q3_swing_top25_overlap,e230_q3_swing_top25_jaccard,e230_q3_expected_positive_overlap,e230_q3_expected_positive_jaccard,baseline_expected_focus,baseline_adverse_delta,baseline_support_prob_focus_swing_weighted,expected_loss_vs_e224,adverse_reduction_vs_e224,support_gain_vs_e224,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_adverse_delta,s4_expected_focus,actual_expected_focus,actual_adverse_delta,actual_support_prob_focus_swing_weighted,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_gate,e237_score
all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_each_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_each_top25,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,503,243,"Q1,Q3,S2,S3,S4",-0.0005146396983938914,-0.0006117632619646085,-0.0004536279041189265,-0.0004785279290981391,-0.00018964754318600996,-0.004544427544077211,0.00305230825704574,0.007596735801122951,9.673998182827695e-05,0.0004073395215587421,0.0007089726212479758,0.001483071098570652,0.4797402667408162,0.46953692333388297,0.0052559116431471495,0.026429995331938697,0.16929496819948486,3.0670947206941674,1,1,7,0.1879761357901208,0.7915042753794235,0.012734414406510863,0.05362033539438466,False,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_each_top25,25,25,-0.00035048640824686395,-0.004196610766403319,0.9018731577446041,0.7,11,0.3142857142857143,13,0.35135135135135137,16,0.13333333333333333,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,0.00010871189648009778,0.0003484663124686104,0.003552791253948695,0.7471398112170139,0.0016392371916586928,-0.00011798287786204876,0.23038283863529319,0.0006851060887923574,-0.00036681926251872193,-0.0005146396983938914,0.00305230825704574,0.46953692333388297,0.0001385494544932183,0.0010417610798198083,0.0037474162454730897,False,0.01991118903996325
all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top25,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,522,245,"Q1,Q3,S2,S3,S4",-0.0006588006606353079,-0.0007977620275028046,-0.0005528571176945376,-0.0006257828367085816,-0.0002847588379418853,-0.005371211696555083,0.0035407884703083934,0.008912000166863476,9.673998182827695e-05,0.0004238803271461308,0.0007872423930163286,0.001678362894586822,0.4800318443966322,0.4712285740925564,0.006025948551160666,0.029877395195423536,0.16929496819948486,3.5579413053413993,1,1,9,0.14684256954901456,0.6434121160980105,0.010855024687721027,0.04756287244273166,False,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_q3_top25,25,0,-0.00027144134915069174,-0.004117565707307147,0.9018731577446041,0.7,11,0.3142857142857143,13,0.35135135135135137,16,0.13333333333333333,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.5449065761318705e-05,-0.00014001390079404312,0.005244442012622141,0.7471398112170139,0.0016392371916586928,-0.00011798287786204876,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006588006606353079,0.0035407884703083934,0.4712285740925564,-5.61150774819818e-06,0.0005532808665571548,0.005439067004146536,False,-0.008618965511809922
all3_latent_with_targetid_hgb_shallow_subject5_risk_q0p10_drop_each_top13,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_with_targetid_hgb_shallow_subject5_risk_q0p10_drop_each_top13,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,518,245,"Q1,Q3,S2,S3,S4",-0.0005686062009894074,-0.0007038360107010281,-0.00046405521094576975,-0.0005379273813214246,-0.00019484824045246216,-0.00520110842721201,0.0035056433555369897,0.008706751782749,9.673998182827695e-05,0.0004238803271461308,0.0007864690776898019,0.0016446401926218158,0.4800537591985288,0.46794139286235925,0.005959783965286593,0.02941470196874662,0.16929496819948486,3.5226259351704017,1,1,7,0.17013529163055877,0.7454725720693068,0.011110915326649297,0.04868409456509144,False,all3,latent_with_targetid,hgb_shallow,subject5,risk,0.1,drop_each_top13,13,13,-0.0002941037757145937,-0.004140228133871049,0.9006438555264267,0.7,8,0.3076923076923077,9,0.3103448275862069,9,0.0782608695652174,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,5.4745393884581776e-05,-0.00010486878602263949,0.0019572607824249744,0.7706543462953171,0.0018954274079534985,-0.00011438293382298251,0.1991322071937161,0.0009149283591777825,-0.00042438570915330443,-0.0005686062009894074,0.0035056433555369897,0.46794139286235925,8.45829518977023e-05,0.0005884259813285584,0.002151885773949369,False,-0.017994652883511396
all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top21,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top21,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,524,246,"Q1,Q3,S2,S3,S4",-0.0006393167308885353,-0.0007840715826660908,-0.0005402473228928607,-0.0005936312871066543,-0.00020801559546899283,-0.005452100448172637,0.0036175317127812856,0.009069632160953923,9.673998182827695e-05,0.0004238803271461308,0.0007872423930163286,0.001678362894586822,0.4797263793416833,0.46935182906272305,0.006132942552428543,0.030289802064254516,0.16929496819948486,3.6350563192965684,1,1,8,0.1513177696661024,0.6630208575286515,0.010666362219711241,0.04673622034761198,False,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_q3_top21,21,0,-0.00026068584268734707,-0.004106810200843802,0.9018731577446041,0.7,9,0.2727272727272727,12,0.35294117647058826,12,0.1,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.5965136014546035e-05,-0.00021675714326693536,0.0033676969827887704,0.894930420876445,0.001715980434131585,-9.849894811527605e-05,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006393167308885353,0.0036175317127812856,0.46935182906272305,1.387242199857449e-05,0.00047653762408426253,0.003562321974313165,False,-0.019963576782108895
all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,500,233,"Q1,Q3,S2,S3,S4",-0.0006501993225400318,-0.0008063054251684521,-0.0005497998200651893,-0.000594492722386454,-8.585247987610919e-05,-0.005732743574848129,0.0037167660712046683,0.009449509646052798,9.833848841696186e-05,0.0004523085819444272,0.0008396440617576557,0.0018178562087148866,0.47694474127546016,0.46213672003275297,0.006719954358933505,0.0330732837611848,0.17209235472968332,3.734771404143999,1,1,8,0.15124360331966866,0.6956460369375105,0.010406729248436644,0.04786582572920737,False,all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0005624995346531492,-0.004408623892809604,0.5925612848689771,0.7,2,0.028985507246376812,3,0.041666666666666664,21,0.15,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.684772766604253e-05,-0.00031599150169031804,-0.003847412047181309,0.8990409956437143,0.0017857374620817228,-0.0001093815397667727,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006501993225400318,0.0037167660712046683,0.46213672003275297,2.9898303470779963e-06,0.00037730326566087985,-0.003652787055656914,False,-0.029105081506326028
all3_latent_no_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,500,233,"Q1,Q3,S2,S3,S4",-0.0006501993225400318,-0.0008063054251684521,-0.0005497998200651893,-0.000594492722386454,-8.585247987610919e-05,-0.005732743574848129,0.0037167660712046683,0.009449509646052798,9.833848841696186e-05,0.0004523085819444272,0.0008396440617576557,0.0018178562087148866,0.47694474127546016,0.46213672003275297,0.006719954358933505,0.0330732837611848,0.17209235472968332,3.734771404143999,1,1,8,0.15124360331966866,0.6956460369375105,0.010406729248436644,0.04786582572920737,False,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0005624995346531492,-0.004408623892809604,0.5915952179688443,0.7,2,0.028985507246376812,3,0.041666666666666664,21,0.15,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.684772766604253e-05,-0.00031599150169031804,-0.003847412047181309,0.8990409956437143,0.0017857374620817228,-0.0001093815397667727,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006501993225400318,0.0037167660712046683,0.46213672003275297,2.9898303470779963e-06,0.00037730326566087985,-0.003652787055656914,False,-0.029105081506326028
all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,489,230,"Q1,Q3,S2,S3,S4",-0.0006118836284250708,-0.0007624683109813224,-0.0005335440951363443,-0.0005396384791575458,8.727109107872029e-07,-0.005601961416419993,0.00364374597699426,0.009245707393414255,9.833848841696186e-05,0.0004647981016855185,0.000860291149049125,0.001854345308507983,0.4762216168460738,0.46028166632773054,0.006731149709381202,0.03308790989463179,0.17209235472968332,3.6613975747018515,1,1,7,0.16071436438016098,0.7596184635334399,0.010636123795893503,0.050271772824715996,False,all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_p20,48,52,-0.0004154753453751159,-0.004261599703531571,0.5925612848689771,0.8,1,0.014705882352941176,2,0.028169014084507043,20,0.14388489208633093,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,1.1467966448918429e-05,-0.00024297140747990987,-0.005702465752203734,0.9919873903612781,0.0018367853390042763,-9.913280085258679e-05,0.17499801370601908,0.0010610696663699525,-0.0004829132695593634,-0.0006118836284250708,0.00364374597699426,0.46028166632773054,4.1305524462038955e-05,0.000450323359871288,-0.005507840760679339,False,-0.031033529346484096
all3_latent_no_targetid_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,489,230,"Q1,Q3,S2,S3,S4",-0.0006118836284250708,-0.0007624683109813224,-0.0005335440951363443,-0.0005396384791575458,8.727109107872029e-07,-0.005601961416419993,0.00364374597699426,0.009245707393414255,9.833848841696186e-05,0.0004647981016855185,0.000860291149049125,0.001854345308507983,0.4762216168460738,0.46028166632773054,0.006731149709381202,0.03308790989463179,0.17209235472968332,3.6613975747018515,1,1,7,0.16071436438016098,0.7596184635334399,0.010636123795893503,0.050271772824715996,False,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_p20,48,52,-0.0004154753453751159,-0.004261599703531571,0.5915952179688443,0.8,1,0.014705882352941176,2,0.028169014084507043,20,0.14388489208633093,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,1.1467966448918429e-05,-0.00024297140747990987,-0.005702465752203734,0.9919873903612781,0.0018367853390042763,-9.913280085258679e-05,0.17499801370601908,0.0010610696663699525,-0.0004829132695593634,-0.0006118836284250708,0.00364374597699426,0.46028166632773054,4.1305524462038955e-05,0.000450323359871288,-0.005507840760679339,False,-0.031033529346484096
all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_global_p05,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_hgb_shallow_subject5_risk_q0p10_drop_global_p05,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,519,244,"Q1,Q3,S2,S3,S4",-0.0005485792802865676,-0.0006891819533384825,-0.0004628939179478312,-0.0004936619695733889,-0.00016018714705372556,-0.005226009934625145,0.0035440799088993814,0.008770089843524526,9.673998182827695e-05,0.0004238803271461308,0.0007773565426487968,0.001635170735818781,0.479698577168694,0.46666103337673326,0.005988131644845311,0.029571593884716616,0.16929496819948486,3.5612486888281767,1,1,7,0.17634640115780856,0.7726874535339788,0.01103067169827294,0.04833249541441204,False,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_global_p05,15,10,-0.0002892474609984541,-0.004135371819154909,0.9018731577446041,0.7,7,0.2413793103448276,10,0.3333333333333333,8,0.06779661016949153,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,7.477231458742162e-05,-0.00014330533938503118,0.0006769012967989818,1.0398367563008095,0.001851074125956817,-8.477263816513012e-05,0.19473475429432877,0.000986956766571271,-0.0004339690841083168,-0.0005485792802865676,0.0035440799088993814,0.46666103337673326,0.00010460987260054214,0.0005499894279661667,0.0008715262883233765,False,-0.03133315655004771
all3_latent_with_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top13,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_with_targetid_hgb_shallow_subject5_risk_q0p10_drop_q3_top13,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,528,246,"Q1,Q3,S2,S3,S4",-0.0006552007165962416,-0.0007912052063073278,-0.0005362817198778743,-0.0006381152236035227,-0.0002683465864958838,-0.00563555467913719,0.00377545583067203,0.00941101050980922,9.673998182827695e-05,0.0004238803271461308,0.0007934655384088669,0.0017026537414592386,0.4806832811267159,0.47079498451841484,0.006359812194323393,0.03119179619728435,0.16929496819948486,3.7937454776195856,1,1,9,0.14764938342992018,0.6469472886845775,0.01027944679558519,0.04504089403622648,False,all3,latent_with_targetid,hgb_shallow,subject5,risk,0.1,drop_q3_top13,13,0,-0.0003989765804698342,-0.0042451009386262895,0.9006438555264267,0.7,8,0.3076923076923077,9,0.3103448275862069,9,0.0782608695652174,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-3.184912172225242e-05,-0.00037468126115767966,0.004810852438480562,0.7706543462953171,0.0018954274079534985,-0.00011438293382298251,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006552007165962416,0.00377545583067203,0.47079498451841484,-2.0115637091318956e-06,0.00031861350619351823,0.0050054774300049565,False,-0.032624380879574186
