subject_id,n_test,mean_days_after_train,mean_abs_move_all,max_abs_move_target,max_abs_move_value,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,signed_Q1,signed_Q2,signed_Q3,signed_S1,signed_S2,signed_S3,signed_S4
id05,21,-21.857142857142858,0.009747966851015739,Q3,0.013831627111557995,0.012185521253390376,0.012893284977767452,0.013831627111557995,0.005040089608745007,0.006842407507102098,0.006787268617320245,0.010655568881227005,-0.001334137642141866,0.011825712051237584,0.013831627111557995,0.00099849103352385,0.002130289056160465,0.005202782742300846,-0.000638948308338523
id09,27,-7.0,0.009413086259527312,S3,0.01613874202231834,0.010856955978226444,0.006271085910453973,0.01068522673146584,0.009464202662399977,0.010556224615079867,0.01613874202231834,0.0019191658967467472,-0.005643737348304289,0.0032840673117708083,-0.005789663497770138,-0.0036219568906844103,0.001471250237823035,0.01613874202231834,0.00034655197282477084
id08,19,-23.263157894736842,0.009362856220509419,Q1,0.012854848436243843,0.012854848436243843,0.004817830225457197,0.007319872825858186,0.010578552869177641,0.012389208242387147,0.006421031920914285,0.011158649023527627,-0.0008086835916850877,0.003610194789569821,0.006651240712535552,0.00677031150716741,-0.008182595561489083,0.0020749597201585516,-0.007593104598540296
id03,21,-5.0,0.009291718780941064,S3,0.01609401165165875,0.008211447624457639,0.005194220723666683,0.01112939268633358,0.007179715396972623,0.010595000756409593,0.01609401165165875,0.006638242627088576,-0.002368046076737885,0.005194220723666683,-0.01112939268633358,-0.004401734646400474,0.006707230051869025,0.014803208124156158,-0.003372540774699815
id01,27,-8.703703703703704,0.009134303190517671,Q3,0.014505043214675125,0.009280289269353611,0.005258791377145759,0.014505043214675125,0.008187858578489407,0.012774816732009421,0.010147610825075915,0.003785712336874455,-0.001713929947679537,-0.005258791377145759,0.0032144683588128573,-0.0018569994715570272,0.007098157946835488,0.007308307921025568,-0.001916413728343157
id04,27,-22.037037037037038,0.008818205909577373,S3,0.013725945529767143,0.007512234202319562,0.006495809119333805,0.009818728398292753,0.006308976258726461,0.007857366422233414,0.013725945529767143,0.010008381436368468,-0.002430587628998813,-0.006495809119333805,0.007002874515051171,-0.0016559367300264013,-0.004968694633138138,0.005698213467261348,0.0005767537473217619
id10,22,-13.136363636363637,0.00876539084225529,S3,0.01288340480988281,0.007143716506054685,0.0027510832873853,0.01090256678313924,0.0065447749840122525,0.01112292486805752,0.01288340480988281,0.010009264657255228,0.0001808660386485356,0.0022890917717385373,-0.00843483882062001,0.002779456817983002,0.009044095309580903,0.006313057145847224,0.005807394328259759
id07,30,-7.0,0.00839729898157012,Q1,0.015429287742915502,0.015429287742915502,0.003983556021241763,0.012059728475582536,0.009450027693374975,0.006692972530658548,0.004756682288934792,0.006408838118282717,-0.001726722119566538,-0.002800503235342444,-0.008219610510545467,0.004030798280248973,-0.0032195071776781087,0.0012986696331695727,-0.0026564735111321456
id02,32,-7.9375,0.006481739076951066,Q3,0.011649469713025839,0.011070169062821126,0.004595210015805647,0.011649469713025839,0.0053781752756738715,0.00349386034685999,0.007162974407085233,0.0020223147173857765,-0.007451327389947913,-0.004595210015805647,-0.002516630587640404,-0.004688017374171141,-0.0017152979001193412,0.005807040800887866,-0.0002739148726977371
id06,24,-20.208333333333332,0.0064660056427412555,Q3,0.012584732421109357,0.00803294305582034,0.007603288898968638,0.012584732421109357,0.005310477238712238,0.00406441555480036,0.0034954215097331106,0.00417076082004475,-0.00322564923858489,-0.000278090890692415,0.009381170882764764,-0.0029874675580608737,-0.0024059629574249655,-0.00029440091206657526,0.0026953538036251037
