role,file,mean_abs_logit_move_vs_mixmin,posterior_direction_cosine,endpoint_direction_cosine,e72_failed_direction_cosine,posterior_direction_mass_agree,endpoint_direction_mass_agree,e72_direction_mass_agree,block_target_r2,s_target_mass_frac,q2s3_mass_frac,s123_mass_frac,posterior_ce_delta_all_vs_mixmin,endpoint_ce_delta_all_vs_mixmin,posterior_ce_delta_Q_vs_mixmin,endpoint_ce_delta_Q_vs_mixmin,posterior_ce_delta_S_vs_mixmin,endpoint_ce_delta_S_vs_mixmin,posterior_ce_delta_Q2S3_vs_mixmin,endpoint_ce_delta_Q2S3_vs_mixmin,posterior_ce_delta_S123_vs_mixmin,endpoint_ce_delta_S123_vs_mixmin,movement_entropy_norm,top5_block_mass_frac,blocks_for_80pct_mass,posterior_shift_topquartile_mass_lift,local_all_delta_vs_mixmin,local_e72_failed_contamination_index,local_hidden_q2s3_mean_minus_base,local_world_support_minus_base,local_block_q2s3_beats_base_rate,local_block_q2s3_tail_safe_rate,local_mixmin_reversal_index,hidden_block_alignment_score
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.006684221643935942,0.1607560787898784,0.45166980925045036,1.0000000000000002,0.5842656534972175,0.7673173436338012,1.0,0.34998402395237777,0.5941519241732716,0.20532617619120777,0.4523264144639172,-0.00028729971152542726,-0.0007570744926820804,-0.0003139701826009536,-0.0005588857909635507,-0.0002672968582187825,-0.0009057160189709777,2.269618020084524e-05,-0.00024179237824385746,-0.0003766899362541043,-0.0009276713331613933,0.9241969692135789,0.3143711324788603,18.0,1.0123315927165282,,,,,,,,5.988367480232958
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,0.00582710107715536,0.17955549353305264,0.11414114454472055,0.3506286011911006,0.6390578261946532,0.5804303700678535,0.6505032321780749,0.34214756409278707,0.9999999999999966,0.2316300184709585,0.9999999999999953,-0.000257195670065293,-0.00022651498364489693,2.590520390792032e-18,7.327471962526034e-18,-0.00045009242261426463,-0.00039640122137857514,1.805764450435307e-05,-0.0003645101935837836,-0.0006001232301523525,-0.0005285349618381011,0.9162512928451422,0.3256794447640358,18.0,0.9402656446168743,-2.6946089001889103e-05,0.7304076452294868,-0.0002542062217323,-0.000171637905022,0.6666666666666666,0.9444444444444444,0.6369506941444923,5.605187660919492
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,0.006064145347338554,0.18610990363207108,0.11354272325002325,0.399435969337262,0.6333374285932598,0.5791358556369727,0.6681660788178457,0.3521790305256595,0.9398877076488699,0.26179116725898255,0.9398877076488688,-0.0002556211126174587,-0.00022335135813593686,5.913762418888376e-06,-1.4003890054404388e-05,-0.000451772268894719,-0.00038036195919708625,2.339447446558826e-05,-0.00035313190120194734,-0.0006023630251929583,-0.0005071492789294492,0.9163161126138003,0.31553512094879865,17.0,0.9390226099988068,-2.7705869828476004e-05,0.7723793763446426,-0.0003775852972332,-0.0003074391775771,0.7777777777777778,1.0,0.6270625307172869,5.562668034557709
balanced_e90,submission_e90_e72pareto_28925de5.csv,0.005777398679573552,0.18863901728338836,0.1129920563751546,0.36945672424753195,0.6375131331029835,0.5755598628505376,0.657990030135714,0.3480137364303803,0.961652669116665,0.24241587865180683,0.9616526691166638,-0.00025076699756158773,-0.00021459874908521273,7.89359884883652e-06,-3.548532291773062e-06,-0.000444762444869406,-0.00037288641168029246,2.5062099700141062e-05,-0.00032762970372675354,-0.0005930165931592078,-0.0004971818822403907,0.9174532610330514,0.32194374617997945,18.0,0.9312414955635092,-2.6932385085221e-05,0.7157842012048675,-0.0002998384676441,-0.0002509993672111,0.7777777777777778,1.0,0.63882455651664,5.471509048002834
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,0.0053930142218942476,0.1871379961131458,0.10969662673582606,0.3239776707038189,0.6447572881495541,0.5768469533006071,0.6358381147226713,0.3562043276173561,0.9999999999999938,0.20983676104995064,0.9999999999999922,-0.00023590309971792994,-0.00019902020588543365,2.886579864025407e-18,7.253457094217689e-18,-0.00041283042450637953,-0.0003482853602995143,1.2213839547486449e-05,-0.00030854172775784445,-0.0005504405660085057,-0.00046438048039935357,0.9167280656100216,0.32340569126193175,18.0,0.944920022148612,-2.5895951955901e-05,0.6763613053595627,-0.0002160597950265,-0.000140452278719,0.6388888888888888,0.9444444444444444,0.6816475688192822,5.197812380876569
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,0.004748083752526344,0.17422449474898802,0.11051957950017019,0.3531348064894663,0.636952110425804,0.579505205557244,0.64946937670813,0.3395986937987986,0.9999999999999966,0.23833881110805274,0.9999999999999957,-0.00020702319238343454,-0.0001813646065886466,2.6645352591003758e-18,7.327471962526034e-18,-0.00036229058667101247,-0.0003173880615301371,1.221383954748756e-05,-0.0003085417277578489,-0.0004830541155613504,-0.00042318408204018384,0.9154977062722808,0.32723888019618874,18.0,0.9405229670902562,-2.387582191021309e-05,0.7347713390660593,-0.0002160597950265,-0.0001303607473902,0.6388888888888888,0.9444444444444444,0.6247787204483503,4.599781515067494
frontier,submission_mixmin_0c916bb4.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0
