strategy,weight,base_loss,candidate_loss,delta,changed_blocks,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
nearest,0.5,0.5623851178987495,0.5621661943520159,-0.00021892354673358483,150,0.001303701008734559,-0.0014025859018325093,-0.0014335799340366995,0.0,0.0,0.0,0.0
nearest,0.25,0.5623851178987495,0.5622132053154077,-0.00017191258334170456,150,0.0005079036970587758,-0.0008927888916112625,-0.0008185028888395562,0.0,0.0,0.0,0.0
nearest,0.75,0.5623851178987495,0.5622453834105595,-0.0001397344881899354,150,0.002390963404437896,-0.0015224368969247726,-0.00184666792484256,0.0,0.0,0.0,0.0
range,0.25,0.5623851178987495,0.5623851178987495,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.5,0.5623851178987495,0.5623851178987495,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.75,0.5623851178987495,0.5623851178987495,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,1.0,0.5623851178987495,0.5623851178987495,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nearest,1.0,0.5623851178987495,0.562453025671766,6.790777301657336e-05,150,0.0037750147709092463,-0.001241362672140256,-0.0020582976876520886,0.0,0.0,0.0,0.0
