candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,e222_tail_survival_score,e222_decision
e210_e95_dependency_gate,e210_q3s4_dependency,control,actual_vs_e95,submission_e210_jepa_depgate_q3_center_c010_s4_rank_closer_sh0p75_e95_s1p0_49d77d44.csv,submission_e95_hardtail_541e3973.csv,Dependency-gated Q3/S4 control: stronger focus expectation but weaker local body/geometry.,241,193,"Q3,S4",-0.001369060333582648,-0.0016196530385811968,-0.0012011878628860003,-0.001286340099280746,-0.000680024873053109,-0.007479386889879017,0.003963755569132624,0.011443142459011641,0.00023601237220070888,0.0009768113666081587,0.0016112292458523075,0.0032048703894877275,0.46753455282329337,0.4660272230129934,0.016984274269286188,0.08309335810485631,0.41302165135124047,3.9829574067907116,1,1,9,0.17239004477114317,0.7134903719341381,0.020624786683036155,0.08536216079691515,False,1.3722657781852465,expected_good_but_low_support
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,Highest E212 structured-survival score; E154 anchor plus Q3 raw and S4 closer gate.,534,250,"Q1,Q3,S2,S3,S4",-0.0006851148124603242,-0.0008933553709819621,-0.000612997148372546,-0.0005489919180264645,9.746451480786944e-05,-0.007767460928609679,0.005426827059014488,0.013194287987624167,0.00015734158146713927,0.0006977528088083814,0.0012891033560510385,0.0025655553074865,0.4829139159537658,0.46322635046374794,0.00904859134284037,0.04323970782461104,0.2753477675674938,5.453116533823985,1,1,5,0.229657246647621,1.0184465378914707,0.011924977051790957,0.05288294521560026,False,0.6870335242861617,expected_good_but_low_support
e211_e95_toward,e211_q3s4,live_clean_sensor,actual_vs_e95,submission_e211_jepa_q3rawtoward_q3s1p0_s4s1p0_e95_a0p5_e4e44d91.csv,submission_e95_hardtail_541e3973.csv,Clean current-frontier JEPA sensor; E95 anchor plus Q3 raw and S4 toward gate.,358,250,"Q3,S4",-0.0006543295747266415,-0.0008464830476398375,-0.0005929209932930296,-0.0005235846832470576,7.135518239055188e-05,-0.006994322194416771,0.00482491139947459,0.011819233593891362,0.00015734158146713927,0.0007136413420634749,0.0012948508617786937,0.002534135404769915,0.4794554305184288,0.4635868248710403,0.012258557256430781,0.057775583210362795,0.2753477675674938,4.848284981369712,1,1,5,0.2404622800870214,1.0906450963363714,0.013312333681979135,0.060379663063120474,False,0.6566227972101647,expected_good_but_low_support
e211_e95_closer,e211_q3s4,live_clean_sensor,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e95_a0p5_8e3dc02d.csv,submission_e95_hardtail_541e3973.csv,E95 anchor plus Q3 raw and S4 closer gate.,354,250,"Q3,S4",-0.0006473869916041549,-0.0008424180828586803,-0.0005963116760325895,-0.0005034312159211949,9.674028686374868e-05,-0.0069097943882089185,0.004753400825670053,0.011663195213878971,0.00015734158146713927,0.0007136413420634749,0.0012948508617786937,0.002534135404769915,0.47935511523238455,0.46306245571945637,0.012221113524118107,0.057657038486689835,0.2753477675674938,4.776427984985608,1,1,5,0.24304099944495927,1.1023411828142373,0.01349043538942964,0.06118746441063216,False,0.6496112687555534,expected_good_but_low_support
e216_e154_s2_negative,e216_s2_maskfam,negative_public_control,actual_vs_e95,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,submission_e95_hardtail_541e3973.csv,Submitted E216 S2 masked-family JEPA file; public miss is known.,505,250,"Q1,Q3,S2,S3,S4",-0.00031814968996911233,-0.0004338410869681275,-0.0002677250774535592,-0.0002528829054856503,0.00036048096585201744,-0.008276083141216155,0.0068332220727289625,0.015109305213945119,0.00014284635720347263,0.0006649619484869371,0.001265587238888858,0.0028216218260298455,0.4801815295647612,0.47330910729751646,0.009697597997532115,0.05235897846416625,0.24998112510607706,6.866324623739925,1,1,3,0.4489910306602559,2.0900914552250396,0.009454197607420937,0.044010094380330024,False,0.3193985285035405,expected_good_but_low_support
e216_e95_s2_negative,e216_s2_maskfam,negative_unsubmitted_control,actual_vs_e95,submission_e216_maskfam_jepa_s2_rank_e95_s0p75_4f8dc44d.csv,submission_e95_hardtail_541e3973.csv,E95-anchor sibling of the failed E216 S2 movement.,250,250,S2,-0.0002877980649549083,-0.00038740237634548225,-0.00024808253509352017,-0.00022790928342572233,0.00033328362034620027,-0.007321321250205655,0.006048994503760429,0.013370315753966081,0.00013139959478366054,0.0006427537581015423,0.0012433790485034632,0.0027987933295348104,0.486926176046176,0.47394487051180023,0.017142310759642697,0.09359221027776256,0.22994929087140603,6.0782979783138025,1,1,3,0.4565687222540847,2.2333498253445443,0.009827710669038092,0.04807319213167274,False,0.2894165156230297,expected_good_but_low_support
e209_e95_raw_control,e209_q3s4_raw,control,actual_vs_e95,submission_e209_jepa_q3_center_c010_s4_rank_e95_s0p25_08289063.csv,submission_e95_hardtail_541e3973.csv,Raw E209 Q3/S4 materialization on E95 at low scale.,500,250,"Q3,S4",-0.00018966736430741128,-0.00026490669325479014,-0.00018292883212684284,-0.00012116656754060078,0.00023014245213485887,-0.004330762714267526,0.0035429162709277573,0.007873678985195283,7.867079073356964e-05,0.0003568206710317373,0.0006474254308893473,0.0012670677023849568,0.4864042461567814,0.47405839662163884,0.005860640441645658,0.0275578764481835,0.1376738837837468,3.560079413781553,1,1,3,0.4147829597402992,1.8812971453191356,0.009991617753466036,0.045318163428133135,False,0.19318338443693306,expected_good_but_low_support
e210_e95_dependency_gate,e210_q3s4_dependency,control,graft_vs_anchor,submission_e210_jepa_depgate_q3_center_c010_s4_rank_closer_sh0p75_e95_s1p0_49d77d44.csv,submission_e95_hardtail_541e3973.csv,Dependency-gated Q3/S4 control: stronger focus expectation but weaker local body/geometry.,241,193,"Q3,S4",-0.001369060333582648,-0.0016196530385811968,-0.0012011878628860003,-0.001286340099280746,-0.000680024873053109,-0.007479386889879017,0.003963755569132624,0.011443142459011641,0.00023601237220070888,0.0009768113666081587,0.0016112292458523075,0.0032048703894877275,0.46753455282329337,0.4660272230129934,0.016984274269286188,0.08309335810485631,0.41302165135124047,3.9829574067907116,1,1,9,0.17239004477114317,0.7134903719341381,0.020624786683036155,0.08536216079691515,False,1.3722657781852465,expected_good_but_low_support
e211_e154_closer,e211_q3s4,live_primary,graft_vs_anchor,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e154_s3repair_9f2e2e73.csv,Highest E212 structured-survival score; E154 anchor plus Q3 raw and S4 closer gate.,355,250,"Q3,S4",-0.0006552772544472037,-0.0008474307273603995,-0.000593868673013591,-0.0005245323629676204,6.975310230096775e-05,-0.006936781572771701,0.004765653891216312,0.011702435463988012,0.00015734158146713927,0.0007136413420634748,0.0012948508617786933,0.0025341354047699145,0.4794508285228098,0.4632310224948802,0.012223386371463854,0.05768806214641979,0.2753477675674938,4.7887404087267225,1,1,5,0.24011451702207137,1.0890677758462828,0.01344519967243807,0.06098229246891114,False,0.6575290887418163,expected_good_but_low_support
e211_e95_toward,e211_q3s4,live_clean_sensor,graft_vs_anchor,submission_e211_jepa_q3rawtoward_q3s1p0_s4s1p0_e95_a0p5_e4e44d91.csv,submission_e95_hardtail_541e3973.csv,Clean current-frontier JEPA sensor; E95 anchor plus Q3 raw and S4 toward gate.,358,250,"Q3,S4",-0.0006543295747266415,-0.0008464830476398375,-0.0005929209932930296,-0.0005235846832470576,7.135518239055188e-05,-0.006994322194416771,0.00482491139947459,0.011819233593891362,0.00015734158146713927,0.0007136413420634749,0.0012948508617786937,0.002534135404769915,0.4794554305184288,0.4635868248710403,0.012258557256430781,0.057775583210362795,0.2753477675674938,4.848284981369712,1,1,5,0.2404622800870214,1.0906450963363714,0.013312333681979135,0.060379663063120474,False,0.6566227972101647,expected_good_but_low_support
