fold,target,feature,mode,corr,abs_corr,c_value,base_loss,best_weight,best_blend_loss,inner_delta
geom_r00,Q1,deep__ambience_len_afternoon_sum,subject_z,0.19133562586381078,0.19133562586381078,0.1,0.5806958487980484,0.45,0.5729189714307531,-0.007776877367295265
geom_r00,Q1,deep__usage_early_time_sum_max,subject_rank,-0.20295018977342374,0.20295018977342374,0.1,0.5806958487980484,0.45,0.57355212067388,-0.007143728124168414
geom_r00,Q1,deep__phone_activity_m_activity_afternoon_count,subject_z,0.1978896256168224,0.1978896256168224,0.05,0.5806958487980484,0.45,0.5735880502292051,-0.007107798568843249
geom_r00,Q1,deep__phone_screen_m_screen_use_afternoon_count,subject_rank,0.19816837389638153,0.19816837389638153,0.1,0.5806958487980484,0.45,0.5736753739220377,-0.007020474876010652
geom_r00,Q1,deep__watch_light_w_light_all_log_mean,subject_center,-0.19659949887316808,0.19659949887316808,0.5,0.5806958487980484,0.45,0.5738203286066366,-0.006875520191411799
geom_r00,Q1,deep__watch_light_w_light_all_log_mean,subject_center,-0.19659949887316808,0.19659949887316808,0.2,0.5806958487980484,0.45,0.5742539530256693,-0.00644189577237908
geom_r00,Q1,deep__watch_light_w_light_all_log_mean,subject_center,-0.19659949887316808,0.19659949887316808,0.1,0.5806958487980484,0.45,0.5752215812060725,-0.00547426759197589
geom_r00,Q1,deep__ambience_len_afternoon_sum,subject_z,0.19133562586381078,0.19133562586381078,0.05,0.5806958487980484,0.45,0.5752838023070593,-0.005412046490989031
geom_r00,Q1,deep__usage_early_time_sum_max,subject_rank,-0.20295018977342374,0.20295018977342374,0.05,0.5806958487980484,0.45,0.5763404673342516,-0.00435538146379677
geom_r00,Q1,deep__phone_screen_m_screen_use_afternoon_count,subject_rank,0.19816837389638153,0.19816837389638153,0.05,0.5806958487980484,0.45,0.5764317662572879,-0.004264082540760494
geom_r00,Q1,deep__watch_light_w_light_all_log_mean,subject_center,-0.19659949887316808,0.19659949887316808,0.05,0.5806958487980484,0.45,0.5774170076299817,-0.0032788411680666485
geom_r00,Q2,deep__usage_early_usage_kw_home_time_sum,subject_z,0.22559612160667025,0.22559612160667025,0.5,0.6407483580889854,0.45,0.6256856310541832,-0.01506272703480227
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,global_z,0.21906752997864767,0.21906752997864767,0.5,0.6407483580889854,0.45,0.6266345888121562,-0.01411376927682928
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_z,0.21285642803823654,0.21285642803823654,0.5,0.6407483580889854,0.45,0.6269411441650972,-0.013807213923888284
geom_r00,Q2,deep__usage_early_usage_kw_home_time_sum,subject_z,0.22559612160667025,0.22559612160667025,0.2,0.6407483580889854,0.45,0.627073164880802,-0.013675193208183445
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_center,0.2090663003650215,0.2090663003650215,0.5,0.6407483580889854,0.45,0.6279125968353862,-0.012835761253599198
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,global_z,0.21906752997864767,0.21906752997864767,0.2,0.6407483580889854,0.45,0.628157475877989,-0.012590882210996468
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_z,0.21285642803823654,0.21285642803823654,0.2,0.6407483580889854,0.45,0.6283919334397118,-0.012356424649273667
geom_r00,Q2,deep__phone_screen_m_screen_use_evening_std,subject_rank,0.2057491952520475,0.2057491952520475,0.5,0.6407483580889854,0.45,0.628546317292773,-0.012202040796212454
geom_r00,Q2,deep__phone_activity_all_transitions,global_z,-0.21397198068925366,0.21397198068925366,0.5,0.6407483580889854,0.45,0.6287382368504253,-0.012010121238560156
geom_r00,Q2,deep__usage_early_usage_kw_home_time_sum,subject_z,0.22559612160667025,0.22559612160667025,0.1,0.6407483580889854,0.45,0.6292666420355753,-0.011481716053410196
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_center,0.2090663003650215,0.2090663003650215,0.2,0.6407483580889854,0.45,0.6292920829694185,-0.011456275119566928
geom_r00,Q2,deep__phone_activity_all_transitions,global_z,-0.21397198068925366,0.21397198068925366,0.2,0.6407483580889854,0.45,0.6293861213304435,-0.011362236758541977
geom_r00,Q2,deep__phone_screen_m_screen_use_evening_std,subject_rank,0.2057491952520475,0.2057491952520475,0.2,0.6407483580889854,0.45,0.6297247000552376,-0.01102365803374783
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,global_z,0.21906752997864767,0.21906752997864767,0.1,0.6407483580889854,0.45,0.6304973523296901,-0.010251005759295384
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_z,0.21285642803823654,0.21285642803823654,0.1,0.6407483580889854,0.45,0.6306007781390804,-0.010147579949905006
geom_r00,Q2,deep__phone_activity_all_transitions,global_z,-0.21397198068925366,0.21397198068925366,0.1,0.6407483580889854,0.45,0.6306910462823638,-0.010057311806621616
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_center,0.2090663003650215,0.2090663003650215,0.1,0.6407483580889854,0.45,0.63142380623178,-0.009324551857205488
geom_r00,Q2,deep__phone_screen_m_screen_use_evening_std,subject_rank,0.2057491952520475,0.2057491952520475,0.1,0.6407483580889854,0.45,0.631622019856978,-0.00912633823200748
geom_r00,Q2,deep__usage_early_usage_kw_home_time_sum,subject_z,0.22559612160667025,0.22559612160667025,0.05,0.6407483580889854,0.45,0.6328459194371496,-0.00790243865183582
geom_r00,Q2,deep__phone_activity_all_transitions,global_z,-0.21397198068925366,0.21397198068925366,0.05,0.6407483580889854,0.45,0.6332286082740215,-0.00751974981496395
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_z,0.21285642803823654,0.21285642803823654,0.05,0.6407483580889854,0.45,0.6341294797042187,-0.006618878384766713
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,global_z,0.21906752997864767,0.21906752997864767,0.05,0.6407483580889854,0.45,0.6342221593557297,-0.0065261987332557725
geom_r00,Q2,deep__phone_screen_m_screen_use_evening_std,subject_rank,0.2057491952520475,0.2057491952520475,0.05,0.6407483580889854,0.45,0.634779362971132,-0.005968995117853426
geom_r00,Q2,deep__usage_early_usage_kw_home_time_max,subject_center,0.2090663003650215,0.2090663003650215,0.05,0.6407483580889854,0.45,0.6348639069728291,-0.0058844511161563196
geom_r00,Q3,deep__phone_charge_m_charging_morning_std,subject_center,0.180289296045675,0.180289296045675,0.2,0.6541620721720741,0.45,0.6448329546455696,-0.00932911752650456
geom_r00,Q3,deep__phone_charge_m_charging_morning_std,subject_center,0.180289296045675,0.180289296045675,0.5,0.6541620721720741,0.45,0.6448971306642883,-0.009264941507785784
geom_r00,Q3,deep__phone_charge_m_charging_morning_std,subject_center,0.180289296045675,0.180289296045675,0.1,0.6541620721720741,0.45,0.6451262489645695,-0.009035823207504623
geom_r00,Q3,deep__watch_light_w_light_late_max,subject_z,-0.1794512158414125,0.1794512158414125,0.1,0.6541620721720741,0.45,0.6454414137474014,-0.008720658424672734
geom_r00,Q3,deep__watch_light_w_light_late_max,subject_z,-0.1794512158414125,0.1794512158414125,0.2,0.6541620721720741,0.45,0.6455272324713854,-0.008634839700688679
geom_r00,Q3,deep__watch_light_w_light_evening_sum,subject_z,-0.17401365073942565,0.17401365073942565,0.2,0.6541620721720741,0.45,0.6456265889094297,-0.008535483262644417
geom_r00,Q3,deep__watch_light_w_light_evening_sum,subject_z,-0.17401365073942565,0.17401365073942565,0.1,0.6541620721720741,0.45,0.6457120923680029,-0.00844997980407125
geom_r00,Q3,deep__watch_light_w_light_evening_sum,subject_z,-0.17401365073942565,0.17401365073942565,0.5,0.6541620721720741,0.45,0.6458586746530371,-0.00830339751903697
geom_r00,Q3,deep__watch_light_w_light_late_max,subject_z,-0.1794512158414125,0.1794512158414125,0.5,0.6541620721720741,0.45,0.6458776945565919,-0.008284377615482175
geom_r00,Q3,deep__watch_light_w_light_late_max,subject_z,-0.1794512158414125,0.1794512158414125,0.05,0.6541620721720741,0.45,0.6458859167190625,-0.008276155453011635
geom_r00,Q3,deep__phone_charge_m_charging_morning_std,subject_center,0.180289296045675,0.180289296045675,0.05,0.6541620721720741,0.45,0.6461158875079072,-0.008046184664166955
geom_r00,Q3,deep__watch_light_w_light_late_std,subject_z,-0.17308022236063095,0.17308022236063095,0.2,0.6541620721720741,0.45,0.646397159254758,-0.007764912917316069
geom_r00,Q3,deep__watch_light_w_light_evening_sum,subject_z,-0.17401365073942565,0.17401365073942565,0.05,0.6541620721720741,0.45,0.6464297113453077,-0.007732360826766427
geom_r00,Q3,deep__watch_light_w_light_late_std,subject_z,-0.17308022236063095,0.17308022236063095,0.1,0.6541620721720741,0.45,0.6464856284450284,-0.007676443727045679
geom_r00,Q3,deep__watch_light_w_light_late_std,subject_z,-0.17308022236063095,0.17308022236063095,0.5,0.6541620721720741,0.45,0.6466056564915476,-0.0075564156805265625
geom_r00,Q3,deep__watch_light_w_light_late_high_frac,subject_z,-0.1799341730665101,0.1799341730665101,0.1,0.6541620721720741,0.45,0.6468946705398612,-0.007267401632212955
geom_r00,Q3,deep__watch_light_w_light_late_high_frac,subject_z,-0.1799341730665101,0.1799341730665101,0.2,0.6541620721720741,0.45,0.6471474242640883,-0.007014647907985783
geom_r00,Q3,deep__watch_light_w_light_late_std,subject_z,-0.17308022236063095,0.17308022236063095,0.05,0.6541620721720741,0.45,0.6471590197731035,-0.007003052398970588
geom_r00,Q3,deep__watch_light_w_light_late_high_frac,subject_z,-0.1799341730665101,0.1799341730665101,0.05,0.6541620721720741,0.45,0.647192149924568,-0.006969922247506144
geom_r00,Q3,deep__hr_evening_mean,subject_rank,0.167779617673931,0.167779617673931,0.1,0.6541620721720741,0.45,0.6474120110441121,-0.006750061127962059
geom_r00,Q3,deep__hr_evening_mean,subject_rank,0.167779617673931,0.167779617673931,0.2,0.6541620721720741,0.45,0.6474401142350433,-0.006721957937030787
geom_r00,Q3,deep__watch_light_w_light_late_high_frac,subject_z,-0.1799341730665101,0.1799341730665101,0.5,0.6541620721720741,0.45,0.6476639392252121,-0.0064981329468619675
geom_r00,Q3,deep__hr_evening_mean,subject_rank,0.167779617673931,0.167779617673931,0.5,0.6541620721720741,0.45,0.6477736515850766,-0.006388420586997512
geom_r00,Q3,deep__hr_evening_mean,subject_rank,0.167779617673931,0.167779617673931,0.05,0.6541620721720741,0.45,0.6479693422151135,-0.00619272995696063
geom_r00,S1,deep__ambience_afternoon_hour_sum,subject_rank,0.20560420656149497,0.20560420656149497,0.5,0.49875973848995786,0.45,0.49018970348724544,-0.008570035002712417
geom_r00,S1,deep__ambience_afternoon_hour_count,subject_rank,0.20494032248342542,0.20494032248342542,0.5,0.49875973848995786,0.45,0.49022431404642364,-0.008535424443534223
geom_r00,S1,deep__ambience_afternoon_top_prob_count,subject_rank,0.20494032248342542,0.20494032248342542,0.5,0.49875973848995786,0.45,0.49022431404642364,-0.008535424443534223
geom_r00,S1,deep__ambience_afternoon_top_is_speech_count,subject_rank,0.20494032248342542,0.20494032248342542,0.5,0.49875973848995786,0.45,0.49022431404642364,-0.008535424443534223
geom_r00,S1,deep__ambience_afternoon_top_is_music_count,subject_rank,0.20494032248342542,0.20494032248342542,0.5,0.49875973848995786,0.45,0.49022431404642364,-0.008535424443534223
geom_r00,S1,deep__ambience_afternoon_top_is_vehicle_count,subject_rank,0.20494032248342542,0.20494032248342542,0.5,0.49875973848995786,0.45,0.49022431404642364,-0.008535424443534223
geom_r00,S1,deep__ambience_afternoon_hour_sum,subject_rank,0.20560420656149497,0.20560420656149497,0.2,0.49875973848995786,0.45,0.49045652228628805,-0.008303216203669805
geom_r00,S1,deep__ambience_afternoon_hour_count,subject_rank,0.20494032248342542,0.20494032248342542,0.2,0.49875973848995786,0.45,0.49048508998939844,-0.008274648500559423
geom_r00,S1,deep__ambience_afternoon_top_prob_count,subject_rank,0.20494032248342542,0.20494032248342542,0.2,0.49875973848995786,0.45,0.49048508998939844,-0.008274648500559423
geom_r00,S1,deep__ambience_afternoon_top_is_speech_count,subject_rank,0.20494032248342542,0.20494032248342542,0.2,0.49875973848995786,0.45,0.49048508998939844,-0.008274648500559423
geom_r00,S1,deep__ambience_afternoon_top_is_music_count,subject_rank,0.20494032248342542,0.20494032248342542,0.2,0.49875973848995786,0.45,0.49048508998939844,-0.008274648500559423
geom_r00,S1,deep__ambience_afternoon_top_is_vehicle_count,subject_rank,0.20494032248342542,0.20494032248342542,0.2,0.49875973848995786,0.45,0.49048508998939844,-0.008274648500559423
geom_r00,S1,deep__ambience_afternoon_hour_sum,subject_rank,0.20560420656149497,0.20560420656149497,0.1,0.49875973848995786,0.45,0.4911096964876742,-0.007650042002283641
geom_r00,S1,deep__ambience_afternoon_hour_count,subject_rank,0.20494032248342542,0.20494032248342542,0.1,0.49875973848995786,0.45,0.49113867699478175,-0.007621061495176107
geom_r00,S1,deep__ambience_afternoon_top_prob_count,subject_rank,0.20494032248342542,0.20494032248342542,0.1,0.49875973848995786,0.45,0.49113867699478175,-0.007621061495176107
geom_r00,S1,deep__ambience_afternoon_top_is_speech_count,subject_rank,0.20494032248342542,0.20494032248342542,0.1,0.49875973848995786,0.45,0.49113867699478175,-0.007621061495176107
geom_r00,S1,deep__ambience_afternoon_top_is_music_count,subject_rank,0.20494032248342542,0.20494032248342542,0.1,0.49875973848995786,0.45,0.49113867699478175,-0.007621061495176107
geom_r00,S1,deep__ambience_afternoon_top_is_vehicle_count,subject_rank,0.20494032248342542,0.20494032248342542,0.1,0.49875973848995786,0.45,0.49113867699478175,-0.007621061495176107
geom_r00,S1,deep__ambience_afternoon_hour_sum,subject_rank,0.20560420656149497,0.20560420656149497,0.05,0.49875973848995786,0.45,0.49271057061829515,-0.006049167871662708
geom_r00,S1,deep__ambience_afternoon_hour_count,subject_rank,0.20494032248342542,0.20494032248342542,0.05,0.49875973848995786,0.45,0.49273822697249064,-0.006021511517467215
geom_r00,S1,deep__ambience_afternoon_top_prob_count,subject_rank,0.20494032248342542,0.20494032248342542,0.05,0.49875973848995786,0.45,0.49273822697249064,-0.006021511517467215
geom_r00,S1,deep__ambience_afternoon_top_is_speech_count,subject_rank,0.20494032248342542,0.20494032248342542,0.05,0.49875973848995786,0.45,0.49273822697249064,-0.006021511517467215
geom_r00,S1,deep__ambience_afternoon_top_is_music_count,subject_rank,0.20494032248342542,0.20494032248342542,0.05,0.49875973848995786,0.45,0.49273822697249064,-0.006021511517467215
geom_r00,S1,deep__ambience_afternoon_top_is_vehicle_count,subject_rank,0.20494032248342542,0.20494032248342542,0.05,0.49875973848995786,0.45,0.49273822697249064,-0.006021511517467215
geom_r00,S2,quiet__quiet_w23_32_screen_dur,subject_z,0.1682883353716264,0.1682883353716264,0.5,0.5561730449650025,0.45,0.5477439407227642,-0.008429104242238306
geom_r00,S2,quiet__quiet_w23_32_screen_dur,subject_z,0.1682883353716264,0.1682883353716264,0.2,0.5561730449650025,0.45,0.5479214570658945,-0.00825158789910807
geom_r00,S2,quiet__quiet_w23_32_screen_step_dur,subject_z,0.163515507664977,0.163515507664977,0.5,0.5561730449650025,0.45,0.5481437752819739,-0.00802926968302864
geom_r00,S2,quiet__quiet_w23_33_screen_step_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.5,0.5561730449650025,0.45,0.5481977959053297,-0.00797524905967284
geom_r00,S2,quiet__quiet_w23_33_screen_step_speed_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.5,0.5561730449650025,0.45,0.5481977959053297,-0.00797524905967284
geom_r00,S2,quiet__quiet_w23_32_screen_step_dur,subject_z,0.163515507664977,0.163515507664977,0.2,0.5561730449650025,0.45,0.5483134669850023,-0.007859577980000254
geom_r00,S2,quiet__quiet_w23_33_screen_step_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.2,0.5561730449650025,0.45,0.5483785587556649,-0.007794486209337648
geom_r00,S2,quiet__quiet_w23_33_screen_step_speed_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.2,0.5561730449650025,0.45,0.5483785587556649,-0.007794486209337648
geom_r00,S2,quiet__quiet_w23_32_screen_dur,subject_z,0.1682883353716264,0.1682883353716264,0.1,0.5561730449650025,0.45,0.5484452544917463,-0.007727790473256224
geom_r00,S2,quiet__quiet_w23_36_screen_step_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.5,0.5561730449650025,0.45,0.548482596587152,-0.0076904483778504895
geom_r00,S2,quiet__quiet_w23_36_screen_step_speed_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.5,0.5561730449650025,0.45,0.548482596587152,-0.0076904483778504895
geom_r00,S2,quiet__quiet_w23_36_screen_step_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.2,0.5561730449650025,0.45,0.5486380443601924,-0.00753500060481016
geom_r00,S2,quiet__quiet_w23_36_screen_step_speed_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.2,0.5561730449650025,0.45,0.5486380443601924,-0.00753500060481016
geom_r00,S2,quiet__quiet_w23_32_screen_step_dur,subject_z,0.163515507664977,0.163515507664977,0.1,0.5561730449650025,0.45,0.5488247142319722,-0.007348330733030317
geom_r00,S2,quiet__quiet_w23_33_screen_step_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.1,0.5561730449650025,0.45,0.5489173551514804,-0.007255689813522093
geom_r00,S2,quiet__quiet_w23_33_screen_step_speed_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.1,0.5561730449650025,0.45,0.5489173551514804,-0.007255689813522093
geom_r00,S2,quiet__quiet_w23_36_screen_step_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.1,0.5561730449650025,0.45,0.5491490903765338,-0.007023954588468717
geom_r00,S2,quiet__quiet_w23_36_screen_step_speed_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.1,0.5561730449650025,0.45,0.5491490903765338,-0.007023954588468717
geom_r00,S2,quiet__quiet_w23_32_screen_dur,subject_z,0.1682883353716264,0.1682883353716264,0.05,0.5561730449650025,0.45,0.5498414578389377,-0.006331587126064853
geom_r00,S2,quiet__quiet_w23_32_screen_step_dur,subject_z,0.163515507664977,0.163515507664977,0.05,0.5561730449650025,0.45,0.5501965119968439,-0.005976532968158588
geom_r00,S2,quiet__quiet_w23_33_screen_step_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.05,0.5561730449650025,0.45,0.5503447622454949,-0.005828282719507638
geom_r00,S2,quiet__quiet_w23_33_screen_step_speed_dur,subject_rank,0.16528523470330117,0.16528523470330117,0.05,0.5561730449650025,0.45,0.5503447622454949,-0.005828282719507638
geom_r00,S2,quiet__quiet_w23_36_screen_step_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.05,0.5561730449650025,0.45,0.550537978698057,-0.005635066266945543
geom_r00,S2,quiet__quiet_w23_36_screen_step_speed_dur,subject_rank,0.1636087749764636,0.1636087749764636,0.05,0.5561730449650025,0.45,0.550537978698057,-0.005635066266945543
geom_r00,S3,deep__watch_pedo_burned_calories_all_max,subject_rank,0.17663492412666282,0.17663492412666282,0.5,0.4968365589194364,0.45,0.491644433056042,-0.005192125863394403
geom_r00,S3,deep__watch_pedo_burned_calories_all_max,subject_rank,0.17663492412666282,0.17663492412666282,0.2,0.4968365589194364,0.45,0.49245357267302087,-0.004382986246415532
geom_r00,S3,deep__phone_screen_m_screen_use_late_std,subject_rank,0.17594520349565398,0.17594520349565398,0.5,0.4968365589194364,0.45,0.49293264284374483,-0.0039039160756915714
geom_r00,S3,deep__phone_screen_m_screen_use_late_std,subject_rank,0.17594520349565398,0.17594520349565398,0.2,0.4968365589194364,0.45,0.4934643257896991,-0.0033722331297372787
geom_r00,S3,deep__watch_pedo_step_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.5,0.4968365589194364,0.45,0.49386817291835833,-0.0029683860010780716
geom_r00,S3,deep__watch_pedo_step_frequency_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.5,0.4968365589194364,0.45,0.49386817291835833,-0.0029683860010780716
geom_r00,S3,deep__watch_pedo_distance_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.5,0.4968365589194364,0.45,0.49386817291835833,-0.0029683860010780716
geom_r00,S3,deep__watch_pedo_speed_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.5,0.4968365589194364,0.45,0.49386817291835833,-0.0029683860010780716
geom_r00,S3,deep__watch_pedo_burned_calories_all_max,subject_rank,0.17663492412666282,0.17663492412666282,0.1,0.4968365589194364,0.45,0.4938742125570271,-0.002962346362409274
geom_r00,S3,deep__watch_pedo_step_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.2,0.4968365589194364,0.45,0.49444583501493383,-0.0023907239045025674
geom_r00,S3,deep__watch_pedo_step_frequency_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.2,0.4968365589194364,0.45,0.49444583501493383,-0.0023907239045025674
geom_r00,S3,deep__watch_pedo_distance_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.2,0.4968365589194364,0.45,0.49444583501493383,-0.0023907239045025674
geom_r00,S3,deep__watch_pedo_speed_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.2,0.4968365589194364,0.45,0.49444583501493383,-0.0023907239045025674
geom_r00,S3,deep__phone_screen_m_screen_use_late_std,subject_rank,0.17594520349565398,0.17594520349565398,0.1,0.4968365589194364,0.45,0.4945746313035088,-0.0022619276159275836
geom_r00,S3,deep__watch_pedo_step_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.1,0.4968365589194364,0.3,0.49551886352805163,-0.0013176953913847655
geom_r00,S3,deep__watch_pedo_step_frequency_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.1,0.4968365589194364,0.3,0.49551886352805163,-0.0013176953913847655
geom_r00,S3,deep__watch_pedo_distance_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.1,0.4968365589194364,0.3,0.49551886352805163,-0.0013176953913847655
geom_r00,S3,deep__watch_pedo_speed_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.1,0.4968365589194364,0.3,0.49551886352805163,-0.0013176953913847655
geom_r00,S3,deep__watch_pedo_burned_calories_all_max,subject_rank,0.17663492412666282,0.17663492412666282,0.05,0.4968365589194364,0.2,0.4961510574533186,-0.0006855014661177883
geom_r00,S3,deep__phone_screen_m_screen_use_late_std,subject_rank,0.17594520349565398,0.17594520349565398,0.05,0.4968365589194364,0.2,0.4962936251278409,-0.000542933791595479
geom_r00,S3,deep__watch_pedo_step_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.05,0.4968365589194364,0.1,0.4966657600253858,-0.00017079889405058335
geom_r00,S3,deep__watch_pedo_step_frequency_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.05,0.4968365589194364,0.1,0.4966657600253858,-0.00017079889405058335
geom_r00,S3,deep__watch_pedo_distance_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.05,0.4968365589194364,0.1,0.4966657600253858,-0.00017079889405058335
geom_r00,S3,deep__watch_pedo_speed_morning_count,global_z,0.17366783994407664,0.17366783994407664,0.05,0.4968365589194364,0.1,0.4966657600253858,-0.00017079889405058335
geom_r00,S4,deep__phone_activity_m_activity_late_sum,subject_z,-0.1781320789773124,0.1781320789773124,0.5,0.6151831997432148,0.45,0.6030138005302195,-0.012169399212995313
geom_r00,S4,deep__phone_activity_m_activity_late_sum,subject_z,-0.1781320789773124,0.1781320789773124,0.2,0.6151831997432148,0.45,0.6033167025577952,-0.011866497185419544
geom_r00,S4,deep__phone_activity_m_activity_late_sum,subject_z,-0.1781320789773124,0.1781320789773124,0.1,0.6151831997432148,0.45,0.60403985195453,-0.011143347788684754
geom_r00,S4,deep__wifi_late_rssi_mean,subject_z,0.18640794696325716,0.18640794696325716,0.5,0.6151831997432148,0.45,0.6052118884920371,-0.009971311251177672
geom_r00,S4,deep__wifi_late_rssi_mean,subject_z,0.18640794696325716,0.18640794696325716,0.2,0.6151831997432148,0.45,0.6054733618369404,-0.009709837906274332
geom_r00,S4,deep__phone_activity_m_activity_late_sum,subject_z,-0.1781320789773124,0.1781320789773124,0.05,0.6151831997432148,0.45,0.6057419900380996,-0.009441209705115194
geom_r00,S4,deep__ambience_evening_top_is_outside_mean,subject_center,-0.18371012290137362,0.18371012290137362,0.5,0.6151831997432148,0.45,0.6058918449012483,-0.009291354841966526
geom_r00,S4,deep__wifi_late_rssi_mean,subject_center,0.18080931929233593,0.18080931929233593,0.5,0.6151831997432148,0.45,0.6060523461971798,-0.009130853546034934
geom_r00,S4,deep__wifi_late_rssi_mean,subject_z,0.18640794696325716,0.18640794696325716,0.1,0.6151831997432148,0.45,0.6061408876671489,-0.009042312076065873
geom_r00,S4,deep__ambience_evening_top_is_outside_mean,subject_center,-0.18371012290137362,0.18371012290137362,0.2,0.6151831997432148,0.45,0.6062550319659045,-0.008928167777310314
geom_r00,S4,deep__wifi_late_rssi_mean,subject_center,0.18080931929233593,0.18080931929233593,0.2,0.6151831997432148,0.45,0.6063145318730019,-0.008868667870212898
geom_r00,S4,deep__watch_light_w_light_late_zero_frac,subject_rank,-0.18178342787390306,0.18178342787390306,0.5,0.6151831997432148,0.45,0.6068369229072188,-0.00834627683599598
geom_r00,S4,deep__wifi_late_rssi_mean,subject_center,0.18080931929233593,0.18080931929233593,0.1,0.6151831997432148,0.45,0.6069723598218281,-0.008210839921386714
