candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,model_split,gate,pruned_cells_sub,oof_gate_pass,q3_target_delta,loss_vs_full_q3,subject_win_rate,pruned_bad_rate,oof_score,e222_tail_survival_score,e222_decision,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,q3_support_prob_focus_swing_weighted,s4_expected_focus,s4_adverse_delta,s4_support_prob_focus_swing_weighted,expected_focus_vs_e224,adverse_delta_vs_e224,support_prob_focus_swing_weighted_vs_e224,top1_over_abs_expected_vs_e224,adverse_reduction_vs_e224,expected_loss_vs_e224,support_gain_vs_e224,e231_tail_gate,e231_score,joint_gate_pass,submission_file
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,354,249,"Q3,S4",-0.0006308964220853527,-0.0007850926609771021,-0.0005621185915783101,-0.0005454780137006459,-0.00016267194966426886,-0.00521267249287734,0.0033733259450056128,0.008585998437882953,9.833848841696186e-05,0.00044966692689683315,0.0008516052861599135,0.001850460348010794,0.4796752658915183,0.4663665380398421,0.008834144195369334,0.04244490753190726,0.17209235472968332,3.389667532178201,1,1,8,0.15587105105449123,0.7127428705499912,0.011453355032429885,0.05237211841465317,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.6341697296933211,expected_good_but_low_support,0.8200600970548308,0.0021881883075026993,-0.00011991619732521476,0.4560236909727067,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-7.544827211363489e-06,-2.7448624508737487e-05,0.00038240595990785,-0.0018866080669890373,2.7448624508737487e-05,-7.544827211363489e-06,0.00038240595990785,False,0.45266979821764075,False,
lr_l2_c0p10__stratified5__drop_prob_low1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low1,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,533,250,"Q1,Q3,S2,S3,S4",-0.0006607339800984732,-0.0008310173045986647,-0.000581247066937265,-0.00056993756875949,-0.00013496053715736714,-0.006075473448268339,0.004066620712356811,0.01014209416062515,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018689173662154099,0.4809099715931489,0.4661122858441194,0.006836096999284882,0.03329955868873173,0.17209235472968332,4.08632086524812,1,1,8,0.14883219476968002,0.7034572395024199,0.009696073301975769,0.0458286123481296,False,lr_l2_c0p10__stratified5,drop_prob_low1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.663913276834673,expected_good_but_low_support,0.8200600970548308,0.0021881883075026993,-0.00011991619732521476,0.4560236909727067,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-3.7382385224484014e-05,0.0006658461428424604,0.0001281537641851238,-0.00892546435180025,-0.0006658461428424604,-3.7382385224484014e-05,0.0001281537641851238,False,-0.3771176735955025,False,
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,354,249,"Q3,S4",-0.0006048656792925634,-0.0007590619181843128,-0.0005360878487855207,-0.0005194472709078565,-0.00015607280494089033,-0.005157494352980434,0.0033799250897289914,0.008537419442709426,9.403156022850842e-05,0.0004343209500569069,0.0008300027378257148,0.001809502196325931,0.4796752658915183,0.46674417202546925,0.00881379215866487,0.04220475713203812,0.16455523039988984,3.3962986454988986,1,1,8,0.15545858104973903,0.7180452866244262,0.011014049486441382,0.05087262643840201,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.6082145136976572,expected_good_but_low_support,1.001556212267499,0.002194787452226078,-9.388545453242534e-05,0.45656661701097906,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,1.848591558142583e-05,-2.084947978535888e-05,0.0007600399455349738,-0.002299078071741234,2.084947978535888e-05,1.848591558142583e-05,0.0007600399455349738,False,0.3672673734510729,False,
lr_l2_c0p10__stratified5__drop_risk_top1,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top1,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,533,249,"Q1,Q3,S2,S3,S4",-0.0006347032373056838,-0.0008049865618058753,-0.0005552163241444756,-0.0005439068259667007,-0.0001283613924339887,-0.006020295308371434,0.004073219857080189,0.010093515165451622,9.673998182827695e-05,0.00044935483011482124,0.0008366903099280495,0.0018290398115314939,0.48090997159314886,0.4664304771146814,0.006822579886726946,0.03314005917362165,0.16929496819948486,4.092951978568817,1,1,8,0.15241765937564508,0.7079762693858836,0.00958436979016006,0.044519161337656286,False,lr_l2_c0p10__stratified5,drop_risk_top1,1,False,-0.003967172406968422,0.000294940687805334,0.6,0.0,0.0008038234522628751,0.6379428567393356,expected_good_but_low_support,1.001556212267499,0.002194787452226078,-9.388545453242534e-05,0.45656661701097906,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-1.1351642431694587e-05,0.000672445287565839,0.00044634503474710874,-0.005339999745835183,-0.000672445287565839,-1.1351642431694587e-05,0.00044634503474710874,False,-0.46254684758384984,False,
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,352,248,"Q3,S4",-0.0006289382596786812,-0.0007829781913715331,-0.0005601638644946911,-0.0005436727231698192,-0.00016436969795721593,-0.005204839696423997,0.0033716281967126655,0.008576467893136663,9.833848841696186e-05,0.00044966692689683315,0.0008516052861599135,0.001850460348010794,0.4804870256093363,0.46645851255303006,0.008877499936302002,0.042638689809628295,0.17209235472968332,3.387961559390444,1,1,8,0.1563563464356614,0.7149619537004536,0.011466082499493463,0.052430316594163445,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.6322299621892873,expected_good_but_low_support,0.8336735050297353,0.002186490559209752,-0.00011795803491854325,0.4561603230917233,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-5.5866648046920065e-06,-2.914637280168478e-05,0.00047438047309578124,-0.0014013126858188618,2.914637280168478e-05,-5.5866648046920065e-06,0.00047438047309578124,False,0.1816250134656892,False,
lr_l2_c0p10__stratified5__drop_prob_low3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low3,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,532,249,"Q1,Q3,S2,S3,S4",-0.0006587758176918016,-0.0008289028349930958,-0.0005792923398536461,-0.0005681322782286633,-0.0001366582854503143,-0.006067640651814996,0.004064922964063863,0.010132563615878859,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018689173662154099,0.481062058005918,0.46618989634105046,0.006844422242549631,0.03333080136802257,0.17209235472968332,4.084614892460363,1,1,8,0.149274587463634,0.7055482141315752,0.00970519329016148,0.045871718086933924,False,lr_l2_c0p10__stratified5,drop_prob_low3,3,False,-0.003848281480901883,0.0004138316138718734,0.6,0.0,0.00026881428496344784,0.6619714895137816,expected_good_but_low_support,0.8336735050297353,0.002186490559209752,-0.00011795803491854325,0.4561603230917233,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-3.5424222817812424e-05,0.0006641483945495127,0.0002057642611161814,-0.008483071657846258,-0.0006641483945495127,-3.5424222817812424e-05,0.0002057642611161814,False,-0.6481689221547693,False,
lr_l2_c0p10__stratified5__drop_risk_top3,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top3,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,352,249,"Q3,S4",-0.000611136088697414,-0.0007625419601514881,-0.0005244311030085946,-0.000546435202932159,-0.00022618721023851603,-0.0050610228499519344,0.0033098106844313656,0.008370833534383301,8.814970509269118e-05,0.00042115716468640494,0.0008107088268930928,0.001755717936205335,0.48021226966575414,0.46840577548501505,0.008670216968072117,0.041616359901053335,0.15426198391220963,3.3258445811570816,1,1,8,0.1442390765706129,0.6891381027490401,0.01053057676163493,0.05031245251222555,False,lr_l2_c0p10__stratified5,drop_risk_top3,3,False,-0.0037304718485526855,0.0005316412462210707,0.6,0.3333333333333333,-0.0002613290606079399,0.614817243794417,expected_good_but_low_support,0.8801252530545416,0.002124673046928452,-0.00010015586393727589,0.45908685071037886,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,1.2215506176575255e-05,-9.096388508298466e-05,0.0024216434050807756,-0.013518582550867353,9.096388508298466e-05,1.2215506176575255e-05,0.0024216434050807756,False,-0.048648975231947486,False,
lr_l2_c0p10__stratified5__drop_risk_top3,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top3,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,532,249,"Q1,Q3,S2,S3,S4",-0.0006409736467105343,-0.0008084666037730505,-0.0005435595783675495,-0.000570894757991003,-0.00019847579773161442,-0.005923823805342933,0.004003105451782563,0.009926929257125497,9.673998182827695e-05,0.00043414919257699503,0.0008159557708951394,0.0017777915724014313,0.48106205800591795,0.467826351755212,0.00670727260943512,0.032654372556333876,0.16929496819948486,4.022497914227,1,1,8,0.15092661348051495,0.6773276792346163,0.00974520713531201,0.04373449042818201,False,lr_l2_c0p10__stratified5,drop_risk_top3,3,False,-0.0037304718485526855,0.0005316412462210707,0.6,0.3333333333333333,-0.0002613290606079399,0.6445276681044632,expected_good_but_low_support,0.8801252530545416,0.002124673046928452,-0.00010015586393727589,0.45908685071037886,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-1.7622051836545054e-05,0.0006023308822682124,0.001842219675277701,-0.006831045640965316,-0.0006023308822682124,-1.7622051836545054e-05,0.001842219675277701,False,-0.8785827742354263,False,
lr_l2_c0p10__stratified5__drop_prob_low5,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low5,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,350,247,"Q3,S4",-0.0006199143542402767,-0.0007739542859331288,-0.0005511399590562867,-0.0005346488177314147,-0.00015565859057446775,-0.005176112067202858,0.003361104777396164,0.008537216844599021,9.833848841696186e-05,0.00044966692689683315,0.0008516052861599135,0.001850460348010794,0.4803755228985325,0.4663134607099725,0.008890158730264271,0.042686084222995115,0.17209235472968332,3.3773871608988144,1,1,8,0.1586323783992364,0.7253694382475031,0.01151879941753789,0.05267137230809712,False,lr_l2_c0p10__stratified5,drop_prob_low5,5,False,-0.003754008082779814,0.0005081050119939423,0.6,0.0,-0.0001554160065858623,0.6231770463822712,expected_good_but_low_support,0.9027335040566073,0.0021759671398932506,-0.00010893412948013878,0.45583263732778667,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,3.437240633712515e-06,-3.966979211818614e-05,0.0003293286300382059,0.0008747192777561474,3.966979211818614e-05,3.437240633712515e-06,0.0003293286300382059,False,-0.044057133501210606,False,
lr_l2_c0p10__stratified5__drop_prob_low5,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low5,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,530,249,"Q1,Q3,S2,S3,S4",-0.0006497519122533972,-0.0008198789295546913,-0.0005702684344152417,-0.0005591083727902587,-0.00012794717806756604,-0.006038913022593857,0.004054399544747362,0.01009331256734122,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018689173662154099,0.4809905940738648,0.4660661626810123,0.00684510983217093,0.033326975458202145,0.17209235472968332,4.074040493968734,1,1,8,0.15134774759787203,0.7153470315671066,0.00974293501373912,0.046050104817863174,False,lr_l2_c0p10__stratified5,drop_prob_low5,5,False,-0.003754008082779814,0.0005081050119939423,0.6,0.0,-0.0001554160065858623,0.6529281245426153,expected_good_but_low_support,0.9027335040566073,0.0021759671398932506,-0.00010893412948013878,0.45583263732778667,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-2.640031737940801e-05,0.0006536249752330118,8.20306010780314e-05,-0.0064099115236082305,-0.0006536249752330118,-2.640031737940801e-05,8.20306010780314e-05,False,-0.8738414759393107,False,
