candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,model_split,gate,pruned_cells_sub,oof_gate_pass,q3_target_delta,loss_vs_full_q3,subject_win_rate,pruned_bad_rate,oof_score,e222_tail_survival_score,e222_decision,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,q3_support_prob_focus_swing_weighted,s4_expected_focus,s4_adverse_delta,s4_support_prob_focus_swing_weighted,expected_focus_vs_e224,adverse_delta_vs_e224,support_prob_focus_swing_weighted_vs_e224,top1_over_abs_expected_vs_e224,adverse_reduction_vs_e224,expected_loss_vs_e224,support_gain_vs_e224,e231_tail_gate,e231_score,joint_gate_pass,submission_file
lr_l2_c0p10__stratified5__drop_risk_top5,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top5,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,350,248,"Q3,S4",-0.0006321755275991504,-0.0007767493091181442,-0.0005412411529029006,-0.0005785361207764062,-0.0002889280667066918,-0.005002429937666311,0.00324706982796319,0.0082494997656295,8.814970509269118e-05,0.00042115716468640494,0.0008107088268930928,0.001740107495634335,0.48094335276514294,0.4702400710070599,0.008568812903027863,0.04124749882814751,0.15426198391220963,3.262799785730154,1,1,8,0.13943865468418626,0.6662028919181006,0.010685460645741917,0.051052448833455714,False,lr_l2_c0p10__stratified5,drop_risk_top5,5,False,-0.002864971450199927,0.0013971416445738294,0.5,0.2,-0.004156080853195354,0.6362235418005624,expected_good_but_low_support,0.7273359860306077,0.0020619321904602767,-0.00012119530283901239,0.4620501739523886,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-8.823932725161138e-06,-0.00015370474155116005,0.004255938927125613,-0.018319004437294006,0.00015370474155116005,-8.823932725161138e-06,0.004255938927125613,True,-1.8551316515235756,False,
lr_l2_c0p10__stratified5__drop_risk_top5,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top5,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,531,249,"Q1,Q3,S2,S3,S4",-0.0006620130856122708,-0.0008226739527397069,-0.0005603696282618554,-0.0006029956758352502,-0.0002612166541997901,-0.005865230893057311,0.003940364595314388,0.009805595488371698,9.673998182827695e-05,0.00042955482025496146,0.000807543056914137,0.0017530929692509075,0.481214717248867,0.4693623846083133,0.006620408985909322,0.03231599266412518,0.16929496819948486,3.959453118800073,1,1,9,0.14613001454315033,0.6488615249314634,0.009865793662710173,0.043807112047846944,False,lr_l2_c0p10__stratified5,drop_risk_top5,5,False,-0.002864971450199927,0.0013971416445738294,0.5,0.2,-0.004156080853195354,0.6658855625339335,expected_good_but_low_support,0.7273359860306077,0.0020619321904602767,-0.00012119530283901239,0.4620501739523886,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-3.8661490738281555e-05,0.0005395900258000378,0.0033782525283790332,-0.011627644578329932,-0.0005395900258000378,-3.8661490738281555e-05,0.0033782525283790332,False,-2.68519966872808,False,
lr_l2_c0p10__stratified5__drop_prob_low8,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low8,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,347,246,"Q3,S4",-0.0006158855029174786,-0.0007699254346103308,-0.0005471111077334888,-0.0005306199664086167,-0.0001717433162785373,-0.005141912850339759,0.003345020051692095,0.008486932902031853,9.833848841696186e-05,0.00044966692689683315,0.0008516052861599135,0.001850460348010794,0.4810704121454939,0.4667063590972062,0.008924994864728376,0.042801534808518,0.17209235472968332,3.361224515079249,1,1,8,0.1596700814536595,0.730114485187165,0.01158704676378656,0.052983443145777506,False,lr_l2_c0p10__stratified5,drop_prob_low8,8,False,-0.0037566038430676407,0.0005055092517061155,0.6,0.25,-0.0001437350852906416,0.6192267747369199,expected_good_but_low_support,0.9374026754828314,0.0021598824141891813,-0.00010490527815734075,0.45639839972766066,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,7.466091956510575e-06,-5.5754517822255434e-05,0.0007222270172719258,0.0019124223321792255,5.5754517822255434e-05,7.466091956510575e-06,0.0007222270172719258,False,-0.02957250205286826,False,
lr_l2_c0p10__stratified5__drop_prob_low8,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low8,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,527,248,"Q1,Q3,S2,S3,S4",-0.0006457230609305992,-0.0008158500782318933,-0.0005662395830924436,-0.0005550795214674608,-0.00014403190377163569,-0.006004713805730758,0.004038314819043292,0.010043028624774051,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018689173662154099,0.4814516410989532,0.46639694607853155,0.006856405832104069,0.033349715547162415,0.17209235472968332,4.057877848149167,1,1,8,0.1522920495904839,0.7198102868057151,0.009791716432469521,0.04628067080670856,False,lr_l2_c0p10__stratified5,drop_prob_low8,8,False,-0.0037566038430676407,0.0005055092517061155,0.6,0.25,-0.0001437350852906416,0.6489735112222308,expected_good_but_low_support,0.9374026754828314,0.0021598824141891813,-0.00010490527815734075,0.45639839972766066,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-2.237146605660995e-05,0.0006375402495289416,0.0004128139985972723,-0.005465609530996368,-0.0006375402495289416,-2.237146605660995e-05,0.0004128139985972723,False,-0.8593847962363388,False,
lr_l2_c0p10__stratified5__drop_risk_top8,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top8,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,347,246,"Q3,S4",-0.0006013264120276374,-0.0007449352742592884,-0.0005217377053382114,-0.0005373062564854123,-0.00022253231703274148,-0.00488905919552741,0.0031800362981344523,0.008069095493661861,8.814970509269118e-05,0.0004170358814105916,0.0008007207142540346,0.0017113691233174677,0.4806238786605475,0.46862287267913566,0.008431110816588342,0.040694285630859535,0.15426198391220963,3.1954415217105785,1,1,8,0.1465921059337067,0.693526632240169,0.010924360129574782,0.05168310149981076,False,lr_l2_c0p10__stratified5,drop_risk_top8,8,False,-0.002868325707050867,0.001393787387722889,0.6,0.375,-0.0041409866973661225,0.6050509865634645,expected_good_but_low_support,0.9756881586125496,0.001994898660631539,-9.034618726749951e-05,0.4588535788739329,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,2.2025182846351836e-05,-0.000220738271379898,0.0026387405992013835,-0.01116555318777357,0.000220738271379898,2.2025182846351836e-05,0.0026387405992013835,False,-1.8508616541398015,False,
lr_l2_c0p10__stratified5__drop_risk_top8,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top8,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,530,248,"Q1,Q3,S2,S3,S4",-0.0006311639700407579,-0.0007908599178808511,-0.0005408661806971664,-0.0005617658115442565,-0.0001948209045258399,-0.005762621578883994,0.0038840924934512347,0.009646714072335229,9.673998182827695e-05,0.00042955482025496146,0.000807543056914137,0.001732533636618188,0.4804919417827598,0.46806160415190595,0.006510054010308339,0.03185235778601255,0.16929496819948486,3.902908414919512,1,1,8,0.15327234509604515,0.6805756358798849,0.010028283320400996,0.0445286153434189,False,lr_l2_c0p10__stratified5,drop_risk_top8,8,False,-0.002868325707050867,0.001393787387722889,0.6,0.375,-0.0041409866973661225,0.6347762908711391,expected_good_but_low_support,0.9756881586125496,0.001994898660631539,-9.034618726749951e-05,0.4588535788739329,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-7.81237516676869e-06,0.0004833179239368845,0.0020774720719716755,-0.0044853140254351165,-0.0004833179239368845,-7.81237516676869e-06,0.0020774720719716755,False,-2.6947771396573827,False,
lr_l2_c0p10__stratified5__drop_prob_low13,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_prob_low13,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,342,243,"Q3,S4",-0.0006019626034844363,-0.0007508659266890867,-0.0005332553117151373,-0.0005217665720490849,-0.00017142292726519048,-0.005068433401804105,0.0033190291784528777,0.008387462580256983,9.833848841696186e-05,0.00044966692689683315,0.0008516052861599135,0.001850460348010794,0.48240812713196735,0.4674824769015159,0.008957849442555023,0.042918302676753575,0.17209235472968332,3.3351077328328222,1,1,7,0.1633631189840257,0.7470014321387313,0.011724462252557539,0.053611795294955085,False,lr_l2_c0p10__stratified5,drop_prob_low13,13,False,-0.0037966702695890753,0.00046544282518468094,0.6,0.38461538461538464,3.656383405581387e-05,0.6054590988647395,expected_good_but_low_support,1.0808520264671753,0.0021338915409499642,-9.098237872429833e-05,0.45752620362805335,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,2.1388991389552922e-05,-8.174539106147252e-05,0.0014983448215816209,0.005605459862545431,8.174539106147252e-05,2.1388991389552922e-05,0.0014983448215816209,False,0.04982343912523192,False,
lr_l2_c0p10__stratified5__drop_prob_low13,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_prob_low13,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,524,245,"Q1,Q3,S2,S3,S4",-0.0006318001614975568,-0.0007967905703106493,-0.0005523837870740921,-0.0005462261271079289,-0.00014371151475828876,-0.005931234357195106,0.004012323945804076,0.00994355830299918,9.833848841696186e-05,0.00046479810168551883,0.0008602911490491253,0.0018689173662154099,0.4815362878991381,0.4670485117888704,0.006831941154221214,0.03320844853100872,0.17209235472968332,4.031761065902741,1,1,8,0.15564809002876795,0.7356726541250119,0.009889667805065413,0.04674363920059947,False,lr_l2_c0p10__stratified5,drop_prob_low13,13,False,-0.0037966702695890753,0.00046544282518468094,0.6,0.38461538461538464,3.656383405581387e-05,0.6351939833223795,expected_good_but_low_support,1.0808520264671753,0.0021338915409499642,-9.098237872429833e-05,0.45752620362805335,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,-8.448566623567603e-06,0.0006115493762897254,0.0010643797089361362,-0.0021095690927123156,-0.0006115493762897254,-8.448566623567603e-06,0.0010643797089361362,False,-0.7800449035005266,False,
lr_l2_c0p10__stratified5__drop_risk_top13,e231_e224_q3_oof_support_prune,generated,graft_vs_e154,lr_l2_c0p10__stratified5__drop_risk_top13,submission_e154_s3repair_9f2e2e73.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,342,244,"Q3,S4",-0.0005547344176370795,-0.0006937320142969864,-0.00047520126836418067,-0.0004952699702500717,-0.00022543343933551077,-0.0046799634220847375,0.00310039923574892,0.007780362657833656,8.814970509269118e-05,0.0004170358814105916,0.0007913833645760277,0.0016661165078584053,0.4815855072250514,0.469789624742727,0.008261910518522025,0.03981179722575702,0.15426198391220963,3.1154186691528665,1,1,7,0.15890433744524002,0.751775747369305,0.011329768157264195,0.05360108516158937,False,lr_l2_c0p10__stratified5,drop_risk_top13,13,False,-0.0028925565229193095,0.0013695565718544467,0.6,0.46153846153846156,-0.004031948025958132,0.558692342585625,expected_good_but_low_support,2.01465732302757,0.0019152615982460067,-4.375419287694162e-05,0.4603238395524302,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,6.86171772369097e-05,-0.0003003753337654301,0.003805492662792731,0.0011466783237597533,0.0003003753337654301,6.86171772369097e-05,0.003805492662792731,False,-1.887227418596539,False,
lr_l2_c0p10__stratified5__drop_risk_top13,e231_e224_q3_oof_support_prune,generated,actual_vs_e95,lr_l2_c0p10__stratified5__drop_risk_top13,submission_e95_hardtail_541e3973.csv,OOF-learned Q3 support prune of E224; S4 body unchanged.,526,246,"Q1,Q3,S2,S3,S4",-0.0005845719756502002,-0.0007396566579185491,-0.0004943297437231355,-0.0005197295253089157,-0.00019772202682860913,-0.005553525805441321,0.0038044554310657022,0.009357981236507024,9.673998182827695e-05,0.00042955482025496146,0.0007955611836900916,0.0016921933771810956,0.4807238196670392,0.4690143414258606,0.006369404124414062,0.031133967992181162,0.16929496819948486,3.8228855623618,1,1,8,0.1654885725930947,0.734819386059658,0.010337697777259734,0.04590250924838334,False,lr_l2_c0p10__stratified5,drop_risk_top13,13,False,-0.0028925565229193095,0.0013695565718544467,0.6,0.46153846153846156,-0.004031948025958132,0.5883748439353722,expected_good_but_low_support,2.01465732302757,0.0019152615982460067,-4.375419287694162e-05,0.4603238395524302,-0.0005109802247601381,0.0011851376375029133,0.48121887494131516,3.877961922378907e-05,0.000403680861551352,0.003030209345926349,0.007730913471614448,-0.000403680861551352,3.877961922378907e-05,0.003030209345926349,False,-2.731239210769456,False,
