heldout_set,kind,tag,translator,band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,hidden_core_mean_delta,hidden_core_delta_Q2,hidden_core_delta_S3,world_support_score,block_q2s3_core_mean_delta,block_q2s3_core_improve_rate
inverse_top,base,inverse_top_no_q2_s3_c8ff346b,no_q2_s3,low_slack_half,all,grad_core_top50,all,core_gain,0.07,0.12,-0.00026399250754247094,0.0,0.0,-0.0006000737129124856,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_5ab47f89,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,core_gain,0.07,0.12,-0.00027487399464526385,-4.707907248999166e-05,-2.9091337230238712e-05,-0.0006410818265516593,-5.8843212394768364e-05,0.6944444444444444
inverse_top,base,inverse_top_no_q2_s3_37fea1cf,no_q2_s3,all,all,grad_core_top50,all,core_gain,0.13,0.08,-0.00032402521203037105,0.0,0.0,-0.0007841553317791295,5.6709931353388255e-18,0.25
inverse_top,candidate,inverse_top_tail_p90_nonpos_m1.00_51292942,tail_p90_nonpos_m1.00,all,all,grad_core_top50,all,core_gain,0.13,0.08,-0.0003377046620669233,-6.148652798473875e-05,-3.4269622270932665e-05,-0.000839619533963637,-7.25676097337565e-05,0.6944444444444444
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_dec4b8be,tail_soft_p90_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005233770084626665,-3.557475293189394e-05,-1.713272889668216e-05,-0.0011043010616242853,-3.1739583699070376e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_ce4b037c,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.000771212837430868,-2.3772087639067907e-05,-1.8490836816070777e-05,-0.0016282783288793512,-2.7847575292016366e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_ab78ecb0,tail_soft_max_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.0007895377039112972,-2.4143983311158967e-05,-1.4360338097638148e-05,-0.0016449363139407313,-2.5859894214794223e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_7fb0b349,tail_soft_p90_m1.00,all,all,grad_core_top50,all,flat,0.095,0.12,-0.0005823840929668755,-4.23103070373021e-05,-1.6832375238778896e-05,-0.001323722247459025,-3.51014722656029e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_05a3eaf2,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007850102122268776,-2.4143983311158967e-05,-1.4360338097638148e-05,-0.0016293724877443794,-2.5859894214794223e-05,0.75
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_1f6d0e0c,tail_p90_nonpos_m0.50,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005257631689720155,-4.113959787929722e-05,-2.827100751469358e-05,-0.0011109603740898366,-4.9165824329875824e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_867a4b9b,tail_max_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008029034091921738,0.0,-1.9717500858745796e-05,-0.0018033645458624347,-2.9925049879972422e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_9c33360d,tail_soft_p90_m1.00,all,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.000579821381732043,-4.23103070373021e-05,-1.43447484926007e-05,-0.0013014259125860295,-3.1495881456589294e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_d493b2da,tail_max_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0008001060571343754,0.0,-1.9717500858745796e-05,-0.001781075722687714,-2.9925049879972422e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_7c12a8e8,tail_soft_p90_m1.00,all,all,grad_core_top50,all,flat,0.13,0.08,-0.0005355967820853957,-3.889141657101303e-05,-1.536064368209966e-05,-0.0012095402428924152,-3.20961505279177e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_066464a4,tail_p90_nonpos_m0.50,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-0.0004990206887168502,-4.373549169811586e-05,-2.7023553791374888e-05,-0.0011504726762420036,-5.4657572215399144e-05,0.6944444444444444
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_578a0510,tail_soft_p90_m1.00,low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-0.0004963736363061133,-3.564401000979989e-05,-1.6585668604213177e-05,-0.0011409859685577507,-3.452247521627988e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_d2a9239c,tail_p90_nonpos_m0.50,all,all,grad_core_top50,all,flat,0.095,0.12,-0.0005852587617638516,-4.9773650204254505e-05,-2.9491713650103835e-05,-0.0013353528508838087,-5.6337477223065663e-05,0.6944444444444444
inverse_top,candidate,inverse_top_tail_soft_p90_m1.00_12dc0dab,tail_soft_p90_m1.00,all,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005332532355411534,-3.889141657101303e-05,-1.3090339167104448e-05,-0.0011888940519813374,-2.880573170564628e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_de9b92d4,tail_p90_nonpos_m0.50,low_slack_half,all,grad_core_top50,all,flat,0.07,0.12,-0.00042544106784941915,-3.326906715636624e-05,-2.540914137214023e-05,-0.0009123202535037788,-4.435973645419116e-05,0.6944444444444444
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_f460e7b8,tail_p90_nonpos_m0.50,low_slack_half,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-0.0004962489716738294,-4.373549169811586e-05,-2.3871498933222823e-05,-0.0011351880250911272,-4.918525475345873e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_p90_nonpos_m0.50_f1070630,tail_p90_nonpos_m0.50,low_slack_half,all,grad_all_4of6,all,flat,0.07,0.12,-0.00043169543951926403,-3.438190968457766e-05,-1.6679980119616022e-05,-0.0009098033950989904,-3.653854864412422e-05,0.6388888888888888
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_701253fa,tail_soft_p90_m0.50,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0008027290196915282,-2.9494166387894483e-05,-8.584072370532159e-06,-0.0018074256753406238,-2.1240438721284833e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_20cb5b52,tail_soft_p90_m0.50,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0007765211929560978,-2.656793018709913e-05,-1.4035325404310184e-05,-0.0016555541843404741,-2.5850086146674217e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_375024a8,tail_soft_max_m1.00,all,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007856826197787381,-2.5580560445881417e-05,-1.2917969930872908e-05,-0.0017533379826157158,-2.240884315123488e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_ec701453,tail_soft_p90_m0.50,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008055897705878667,-2.9937958258341446e-05,-8.584072370532159e-06,-0.0018300346267346613,-2.1625674719925917e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_3d14a3e6,tail_soft_max_m1.00,all,all,grad_core_top50,all,flat,0.13,0.12,-0.000788853908108178,-2.5580560445881417e-05,-1.421585912415868e-05,-0.0017830346492241245,-2.4140289280737103e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_19932db3,tail_soft_p90_m0.50,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.000770792623773664,-2.656793018709913e-05,-1.2753498667264496e-05,-0.001629328928457735,-2.3624692505933856e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_30882404,tail_max_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0007754220962702951,0.0,-3.2909578791179284e-05,-0.001632405763866801,-4.982696822721327e-05,0.4166666666666667
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_ad15ce19,tail_soft_p90_m0.50,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.0007893892497968513,-2.7674260336923995e-05,-9.790882269947176e-06,-0.0016478466071425501,-2.2448853286480095e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_1687f50e,tail_max_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005772894237319193,0.0,-1.803072594926125e-05,-0.0011922876105987968,-3.0341048244808782e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_5fca8a0a,tail_max_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005739468603993547,0.0,-1.803072594926125e-05,-0.0011808681294837586,-3.0341048244808782e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_1f811ad1,tail_soft_p90_m0.50,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007848617581122652,-2.7674260336923995e-05,-9.790882269947176e-06,-0.0016322827809463092,-2.2448853286480095e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_b95b214f,tail_max_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007694542806001015,0.0,-2.9953026639661928e-05,-0.0016082331509246928,-4.4694065186305114e-05,0.3888888888888889
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_52db7353,tail_soft_max_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005883270558151577,-1.8590528071904533e-05,-8.797996021339682e-06,-0.0013210604397169202,-1.6326871149704507e-05,0.75
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_eff6867f,tail_max_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005346730833978852,0.0,-1.6505736746427746e-05,-0.0010894963201195206,-2.770280809900476e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_f7165ff9,tail_soft_max_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005787369127365494,-1.7652471314272278e-05,-1.0510677667441293e-05,-0.0012044543652538875,-1.8909436523110185e-05,0.75
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_43cfbdbd,tail_max_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.000531465564013317,0.0,-1.6505736746427746e-05,-0.001078352776957775,-2.770280809900476e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_b9b6de0b,tail_soft_max_m1.00,all,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005904226386087008,-1.8778681243891704e-05,-8.797996021339682e-06,-0.0013375169634154472,-1.649019855597479e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_a5480b7e,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005753943494040126,-1.7652471314272278e-05,-1.0510677667441293e-05,-0.0011930348841386273,-1.8909436523110185e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_b05f0f9a,tail_soft_max_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-0.0005693501373102428,-1.7382518809894165e-05,-1.4144988325817676e-05,-0.0012110910598558122,-2.143736872860664e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_4c1e24dc,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.0005651711083417832,-1.7382518809894165e-05,-1.3525322252364025e-05,-0.0011920455719768796,-2.0361559573295527e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_7806e84b,tail_soft_max_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.000544133864599311,-1.704020192061506e-05,-8.26042820414874e-06,-0.001205546667473617,-1.5251920814086195e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_f8c43ea1,tail_soft_p90_m0.50,all,all,grad_core_top50,all,flat,0.13,0.12,-0.0007889559071243557,-2.8980570428494e-05,-1.1529842254900946e-05,-0.0017843621145576915,-2.4040389851899278e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_7dc572af,tail_soft_max_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005360469076984009,-1.6433029479512307e-05,-9.689477370247723e-06,-0.001100365091686456,-1.752093486048845e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_7a808010,tail_soft_max_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005462341417615257,-1.721187716902106e-05,-8.26042820414874e-06,-0.0012213360260946494,-1.5400944467218716e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_e8d8edfa,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005328393883138327,-1.6433029479512307e-05,-9.689477370247723e-06,-0.001089221548524638,-1.752093486048845e-05,0.75
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_63ecbcbf,tail_soft_p90_m0.50,all,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007857265362881394,-2.8980570428494e-05,-9.82537551386109e-06,-0.001754310723841368,-2.157041287548112e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_b3dc714c,tail_max_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005864857788305811,0.0,-1.4499585201277476e-05,-0.0013039757385585216,-2.1907114295315165e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_219074fe,tail_max_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005885544825995348,0.0,-1.4499585201277476e-05,-0.0013202967794173348,-2.1907114295315165e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_c4de911d,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-0.0005199081655181126,-1.6035492375554572e-05,-1.2390088841518487e-05,-0.0010905307532746654,-1.8734197833549964e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_92747895,tail_soft_max_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.13,0.08,-0.0005237289028972303,-1.6035492375554572e-05,-1.2955547047582838e-05,-0.0011072716736872878,-1.9715896108010414e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_d96ce8e8,tail_max_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005424874842686334,0.0,-1.3775967809617762e-05,-0.0011898999105840636,-2.0908091623668153e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_16a596d2,tail_max_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.08,-0.0005445632363953179,0.0,-1.3775967809617762e-05,-0.0012055656656742187,-2.0908091623668153e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_fc5649fe,tail_soft_max_m1.00,all,all,grad_core_top50,all,flat,0.095,0.12,-0.0005780930036813625,-1.8706375870980452e-05,-1.0398681405954235e-05,-0.0013051776931346404,-1.7652009922641613e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_374a5918,tail_max_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.07,0.12,-0.0004238260643230074,0.0,-1.3342229372839687e-05,-0.0008713524579531562,-2.2387384152249766e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_31ae6d22,tail_max_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.07,0.12,-0.00042630691660056064,0.0,-1.3342229372839687e-05,-0.0008797909921396674,-2.2387384152249766e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_4c82fca1,tail_soft_p90_m0.50,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005883923627477694,-2.1566173836029545e-05,-6.27949878574674e-06,-0.0013232177080320206,-1.5530905237173915e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_9e54fa8b,tail_max_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-0.0005682953085452136,0.0,-2.4143705779827718e-05,-0.0011951268490027977,-3.649922584367302e-05,0.4166666666666667
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_2ddf214a,tail_soft_p90_m0.50,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005786274254167278,-2.0234976382954573e-05,-7.161761360133245e-06,-0.00120657976579035,-1.6413708620777996e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_6f721d54,tail_soft_max_m1.00,all,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.0005757500047682829,-1.8706375870980452e-05,-9.449040912504203e-06,-0.0012834418322976882,-1.6385243348323032e-05,0.7222222222222222
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_2f858d41,tail_soft_p90_m0.50,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005752848620842466,-2.0234976382954573e-05,-7.161761360133245e-06,-0.0011951602846751897,-1.6413708620777996e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_66f2b3fb,tail_soft_p90_m0.50,all,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005905074489486462,-2.1890850859768163e-05,-6.27949878574674e-06,-0.0013397727596338228,-1.5812742931371998e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_e538a9b3,tail_max_nonpos_m1.00,all,all,grad_all_4of6,teacher_row_top50,flat,0.13,0.12,-0.00048680236151185663,0.0,-1.3915010011120166e-05,-0.0013128254091027748,-2.85278792081006e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_soft_p90_m0.50_bca03439,tail_soft_p90_m0.50,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-0.0005690875147713881,-1.9426570224884143e-05,-1.0262579138733963e-05,-0.001212028179677771,-1.8900024140490983e-05,0.7777777777777778
inverse_top,candidate,inverse_top_tail_max_nonpos_m1.00_bd125a29,tail_max_nonpos_m1.00,all,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.13,0.12,-0.0004859807648201764,0.0,-1.3915010011120166e-05,-0.0012966549825734696,-2.85278792081006e-05,0.3611111111111111
inverse_top,candidate,inverse_top_tail_max_nonpos_m0.50_958dc0d1,tail_max_nonpos_m0.50,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.0007858084710565261,0.0,-1.2399691425121762e-05,-0.0016280963336236132,-2.079400619391408e-05,0.3333333333333333
inverse_top,candidate,inverse_top_tail_soft_max_m1.00_6e116c96,tail_soft_max_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.07,0.12,-0.00041727958896140005,-1.2813755004975613e-05,-9.972755960346857e-06,-0.0008794802903619614,-1.5009257162405426e-05,0.7222222222222222
raw05_compatible,base,raw05_compatible_no_q2_s3_2d60cc74,no_q2_s3,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0007707207278716266,0.0,0.0,-0.001634836121311961,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_db37e99e,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.13,0.12,-0.0008019290348700303,-0.00011544959847856195,-0.00010300855051070812,-0.001728310340279049,-0.00014871174679169702,0.6666666666666666
raw05_compatible,base,raw05_compatible_no_q2_s3_8d0e3d36,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007795095948827102,0.0,0.0,-0.001612310820138596,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_6c7c1b75,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0008059191276906241,-0.00011544959847856195,-6.94171311768077e-05,-0.0017025484582977313,-0.00011760267535827892,0.5833333333333334
raw05_compatible,base,raw05_compatible_no_q2_s3_1bcc40e7,no_q2_s3,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.0007840370865672408,0.0,0.0,-0.001627874646334837,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_f8ed65d8,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008104466193750992,-0.00011544959847856195,-6.94171311768077e-05,-0.0017190397137409053,-0.00011760267535827892,0.5833333333333334
raw05_compatible,base,raw05_compatible_no_q2_s3_6c74ae95,no_q2_s3,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.000800086623355234,0.0,0.0,-0.001806599470848197,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_dad889f3,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.13,0.12,-0.0008255286799801476,-0.00011544959847856195,-6.264479789579169e-05,-0.0018931921913695915,-0.0001063912712659479,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_7632e688,no_q2_s3,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0007972892712975188,0.0,0.0,-0.001784310647673365,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_e82f4aac,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.13,0.12,-0.0008227313279224047,-0.00011544959847856195,-6.264479789579169e-05,-0.001870903368194865,-0.0001063912712659479,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_912b4fe6,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007651752767943998,0.0,0.0,-0.0016096237169817174,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_4904ed6c,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007949052263088452,-0.00011544959847856195,-9.266004812202855e-05,-0.0016993686550906217,-0.00013074559681133978,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_be24b8f7,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.000571371042406621,0.0,0.0,-0.001180561848552386,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_8c31f1b5,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005907585923248526,-8.463268113476086e-05,-5.1080168292916284e-05,-0.0012466239104998,-8.621829208265127e-05,0.5833333333333334
raw05_compatible,base,raw05_compatible_no_q2_s3_5b24d89f,no_q2_s3,all,all,grad_core_top50,all,flat,0.13,0.12,-0.0007831687053125036,0.0,0.0,-0.0017605930962440786,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_d9fecbd3,tail_p90_nonpos_m1.00,all,all,grad_core_top50,all,flat,0.13,0.12,-0.0008109404000165854,-0.00011544959847856195,-7.895226445078785e-05,-0.0018494679628780874,-0.00012889313646427547,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_9708c9f9,no_q2_s3,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005747136057392133,0.0,0.0,-0.0011919813296675462,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_0be1ae4b,tail_p90_nonpos_m1.00,low_slack_half,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005941011556573617,-8.463268113476086e-05,-5.1080168292916284e-05,-0.0012587211283721423,-8.621829208265127e-05,0.5833333333333334
raw05_compatible,base,raw05_compatible_no_q2_s3_939485ee,no_q2_s3,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-0.0005648462077194605,0.0,0.0,-0.001196884674075993,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_66b1eb6f,tail_p90_nonpos_m1.00,low_slack_half,all,grad_core_top50,all,flat,0.095,0.12,-0.0005877406388626605,-8.463268113476086e-05,-7.562833686709791e-05,-0.0012653120440370147,-0.00010902592135132612,0.6666666666666666
raw05_compatible,base,raw05_compatible_no_q2_s3_33c18a2c,no_q2_s3,all,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0007801828297249458,0.0,0.0,-0.0017306517130732835,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_1c3c9bfc,tail_p90_nonpos_m1.00,all,raw_agree,grad_core_top50,all,flat,0.13,0.12,-0.0008064761669450415,-0.00011544959847856195,-6.860376206208052e-05,-0.0018188223570446637,-0.00011092698648391821,0.5555555555555556
raw05_compatible,base,raw05_compatible_no_q2_s3_b9aa1b0e,no_q2_s3,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0005844144095161208,0.0,0.0,-0.0013063222411934527,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_cc97f9c0,tail_p90_nonpos_m1.00,all,raw_agree,grad_all_4of6,all,flat,0.095,0.12,-0.0006030912782823694,-8.463268113476086e-05,-4.610540022870202e-05,-0.0013697157423925022,-7.800691916036232e-05,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_5dbf9421,no_q2_s3,all,all,grad_all_4of6,all,flat,0.095,0.12,-0.0005864831132850468,0.0,0.0,-0.001322643282052327,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_dd0a7175,tail_p90_nonpos_m1.00,all,all,grad_all_4of6,all,flat,0.095,0.12,-0.0006051599820512399,-8.463268113476086e-05,-4.610540022870202e-05,-0.0013860367832512765,-7.800691916036232e-05,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_738a5fd7,no_q2_s3,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.0005607557024757126,0.0,0.0,-0.0011784088434527219,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_be006628,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_core_top50,all,flat,0.095,0.12,-0.0005825633611427905,-8.463268113476086e-05,-6.802092953496486e-05,-0.001244102283385068,-9.581861695523057e-05,0.6111111111111112
raw05_compatible,base,raw05_compatible_no_q2_s3_960fa163,no_q2_s3,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005291076016210317,0.0,0.0,-0.0010772998397561074,5.6709931353388255e-18,0.25
raw05_compatible,candidate,raw05_compatible_tail_p90_nonpos_m1.00_28118634,tail_p90_nonpos_m1.00,low_slack_half,raw_agree,grad_all_4of6,all,flat,0.13,0.08,-0.0005469026852834569,-7.72664459252892e-05,-4.729913971149302e-05,-0.0011382180915193384,-7.940881855581151e-05,0.5833333333333334
