pair_id,new_file,base_file,new_tag,base_tag,pair_context,e72_neighbor_label,pair_is_e95_e101,actual_delta,shape_e72_prob
submission_jepa_latent_q2_w0p45.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_residual_probe.csv,jepa_latent,jepa_latent,jepa_latent__jepa_latent,0,False,-0.0014260415999999,0.0011277951739900797
submission_jepa_latent_q2_w0p45.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_jepa_latent_q2_w0p45.csv,jepa_latent,jepa_latent,jepa_latent__jepa_latent,0,False,0.0014260415999999,0.0011277951739900797
submission_jepa_latent_q2_w0p45.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_jepa_latent_q2_w0p45.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,jepa_latent,bad_lejepa,bad_lejepa__jepa_latent,0,False,-0.0004455329999999,0.001218329569772425
submission_jepa_latent_q2_w0p45.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_jepa_latent_q2_w0p45.csv,bad_lejepa,jepa_latent,bad_lejepa__jepa_latent,0,False,0.0004455329999999,0.001218329569772425
submission_lejepa_targetwise_strict_best_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_jepa_latent_residual_probe.csv,bad_lejepa,jepa_latent,bad_lejepa__jepa_latent,0,False,-0.0009805085999999,0.0002956774564892056
submission_lejepa_targetwise_strict_best_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,jepa_latent,bad_lejepa,bad_lejepa__jepa_latent,0,False,0.0009805085999999,0.0002956774564892056
submission_mixmin_0c916bb4.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,mixmin,e72,e72__mixmin,1,False,-0.0001011367,0.8048492248406639
submission_mixmin_0c916bb4.csv__vs__submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,e72,mixmin,e72__mixmin,1,False,0.0001011367,0.8048492248406639
submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_mixmin_0c916bb4.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,mixmin,a2c8_frontier,a2c8_frontier__mixmin,0,False,-0.0011326804999999,0.02081466495988673
submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_mixmin_0c916bb4.csv,a2c8_frontier,mixmin,a2c8_frontier__mixmin,0,False,0.0011326804999999,0.02081466495988673
submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_mixmin_0c916bb4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,mixmin,hybrid_stage2,hybrid_stage2__mixmin,0,False,-0.0016383352,0.0018310919785585176
submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_mixmin_0c916bb4.csv,hybrid_stage2,mixmin,hybrid_stage2__mixmin,0,False,0.0016383352,0.0018310919785585176
submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_mixmin_0c916bb4.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,mixmin,hybrid_final9,hybrid_final9__mixmin,0,False,-0.0021207122999999,0.0011619356193612077
submission_mixmin_0c916bb4.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_mixmin_0c916bb4.csv,hybrid_final9,mixmin,hybrid_final9__mixmin,0,False,0.0021207122999999,0.0011619356193612077
submission_mixmin_0c916bb4.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_mixmin_0c916bb4.csv,submission_jepa_latent_q2_w0p45.csv,mixmin,jepa_latent,jepa_latent__mixmin,0,False,-0.0034946457,0.007523583630816412
submission_mixmin_0c916bb4.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_mixmin_0c916bb4.csv,jepa_latent,mixmin,jepa_latent__mixmin,0,False,0.0034946457,0.007523583630816412
submission_mixmin_0c916bb4.csv__vs__submission_jepa_latent_residual_probe.csv,submission_mixmin_0c916bb4.csv,submission_jepa_latent_residual_probe.csv,mixmin,jepa_latent,jepa_latent__mixmin,0,False,-0.0049206872999999,0.0029395710107279547
submission_mixmin_0c916bb4.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_mixmin_0c916bb4.csv,jepa_latent,mixmin,jepa_latent__mixmin,0,False,0.0049206872999999,0.0029395710107279547
submission_mixmin_0c916bb4.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_mixmin_0c916bb4.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,mixmin,bad_lejepa,bad_lejepa__mixmin,0,False,-0.0039401786999999,0.0001978184428393523
submission_mixmin_0c916bb4.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_mixmin_0c916bb4.csv,bad_lejepa,mixmin,bad_lejepa__mixmin,0,False,0.0039401786999999,0.0001978184428393523
submission_mixmin_0c916bb4.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_mixmin_0c916bb4.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,mixmin,ordinal,mixmin__ordinal,0,False,-0.0019967247,0.002215963049116277
submission_mixmin_0c916bb4.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_mixmin_0c916bb4.csv,ordinal,mixmin,mixmin__ordinal,0,False,0.0019967247,0.002215963049116277
submission_mixmin_0c916bb4.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_mixmin_0c916bb4.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,mixmin,raw_jepa,mixmin__raw_jepa,0,False,-0.0012196666999999,0.0011586782244188383
submission_mixmin_0c916bb4.csv__vs__submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_mixmin_0c916bb4.csv,raw_jepa,mixmin,mixmin__raw_jepa,0,False,0.0012196666999999,0.0011586782244188383
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,ordinal,hybrid_final9,hybrid_final9__ordinal,0,False,-0.0001239875999999,0.007344334560690563
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,hybrid_final9,ordinal,hybrid_final9__ordinal,0,False,0.0001239875999999,0.007344334560690563
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_jepa_latent_q2_w0p45.csv,ordinal,jepa_latent,jepa_latent__ordinal,0,False,-0.001497921,0.014122509114958071
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,jepa_latent,ordinal,jepa_latent__ordinal,0,False,0.001497921,0.014122509114958071
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_residual_probe.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_jepa_latent_residual_probe.csv,ordinal,jepa_latent,jepa_latent__ordinal,0,False,-0.0029239625999999,0.0049212699535654434
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,jepa_latent,ordinal,jepa_latent__ordinal,0,False,0.0029239625999999,0.0049212699535654434
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,ordinal,bad_lejepa,bad_lejepa__ordinal,0,False,-0.0019434539999999,0.00015653280940604425
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,bad_lejepa,ordinal,bad_lejepa__ordinal,0,False,0.0019434539999999,0.00015653280940604425
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,raw_jepa,hybrid_stage2,hybrid_stage2__raw_jepa,0,False,-0.0004186685,0.009734100286732696
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,hybrid_stage2,raw_jepa,hybrid_stage2__raw_jepa,0,False,0.0004186685,0.009734100286732696
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,raw_jepa,hybrid_final9,hybrid_final9__raw_jepa,0,False,-0.0009010456,0.0012355545123943453
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,hybrid_final9,raw_jepa,hybrid_final9__raw_jepa,0,False,0.0009010456,0.0012355545123943453
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_q2_w0p45.csv,raw_jepa,jepa_latent,jepa_latent__raw_jepa,0,False,-0.002274979,0.010604197186280969
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_q2_w0p45.csv,submission_jepa_latent_q2_w0p45.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,jepa_latent,raw_jepa,jepa_latent__raw_jepa,0,False,0.002274979,0.010604197186280969
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_jepa_latent_residual_probe.csv,raw_jepa,jepa_latent,jepa_latent__raw_jepa,0,False,-0.0037010205999999,0.0019481081147866106
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_jepa_latent_residual_probe.csv,submission_jepa_latent_residual_probe.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,jepa_latent,raw_jepa,jepa_latent__raw_jepa,0,False,0.0037010205999999,0.0019481081147866106
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,raw_jepa,bad_lejepa,bad_lejepa__raw_jepa,0,False,-0.002720512,0.0003890590393081826
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_lejepa_targetwise_strict_best_scale0p5.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,bad_lejepa,raw_jepa,bad_lejepa__raw_jepa,0,False,0.002720512,0.0003890590393081826
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,raw_jepa,ordinal,ordinal__raw_jepa,0,False,-0.000777058,0.0016127473224152751
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv__vs__submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,ordinal,raw_jepa,ordinal__raw_jepa,0,False,0.000777058,0.0016127473224152751
