source_scope,view,model,split,target_kind,tail_q,policy,tail_auc,tail_logloss,tail_brier,corr_benefit,active_full_delta,active_policy_delta,loss_vs_full,q3_policy_delta,q3_full_delta,s4_policy_delta,s4_full_delta,subject_delta,subject_win_rate,dropped_cells,dropped_q3,dropped_s4,dropped_mean_benefit,dropped_bad_prob_mean,mean_amp_active,stress_promote,candidate_id,source_type,q3_rows,overlap_e237,overlap_e250,e237_only_cells_in_candidate,e250_only_cells_in_candidate,shared_cells_in_candidate,tail_auc_vs_e237_label_max,tail_auc_vs_e250_label_max,tail_auc_vs_e237_label_avg,tail_auc_vs_e250_label_avg
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,shared_intersection,0.8936687539901383,0.2268691760806345,0.07308334402507831,-0.11774356176628872,-0.0038461243581564553,-0.004222578813125821,-0.000376454454969366,-0.005015022004712488,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.004220301563160023,0.7,12,12,0,-0.028234084122701415,0.4330118297079921,0.9866666666666667,True,shared_intersection,overlap,12,12,12,0,0,12,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,e237_parent,0.9018731577446041,0.2182044705024732,0.0703054423764258,-0.10020260281478248,-0.0038461243581564553,-0.004117565707307147,-0.00027144134915069174,-0.00480499579307514,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.004009517670446283,0.7,25,25,0,-0.009771888569424928,0.4526826787803055,0.9722222222222222,True,e237_parent,known_e237_oof,25,25,12,13,0,12,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,e250_parent,0.8873565975136907,0.22720239322616598,0.07323139950034388,-0.15773483757698878,-0.0038461243581564553,-0.004031147566564974,-0.00018502320840851905,-0.004632159511590794,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0039575181220767195,0.8,21,21,0,-0.007929566074648639,0.4742288278008792,0.9766666666666667,True,e250_parent,known_e250_oof,21,12,21,0,9,12,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,union_e237_e250,0.899699805756666,0.21280066401461256,0.06900572014711195,-0.1413188193260858,-0.0038461243581564553,-0.0039261344607463,-8.001010258984476e-05,-0.004422133299953335,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0037467342293629803,0.8,34,34,0,-0.00211791448031846,0.472933246965594,0.9622222222222222,True,union_e237_e250,union,34,25,21,13,9,12,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,e237_only,0.9018731577446041,0.2182044705024732,0.0703054423764258,-0.10020260281478248,-0.0038461243581564553,-0.003741111252337892,0.00010501310581856327,-0.004052086883136519,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003619330081932348,0.7,13,13,0,0.0072701380951379815,0.4238459292377235,0.9855555555555555,False,e237_only,difference,13,13,0,13,0,0,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,e250_only,0.8873565975136907,0.22720239322616598,0.07323139950034388,-0.15773483757698878,-0.0038461243581564553,-0.0036546931115956083,0.00019143124656084698,-0.0038792506016519512,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0035673305335627735,0.8,9,9,0,0.0191431246560884,0.46779808628595393,0.99,False,e250_only,difference,9,0,9,0,9,0,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
all3,e237_e250_oof_union,mixed_hgb_shallow,mixed_subject5_row5,risk,0.1,symmetric_difference,0.899699805756666,0.21280066401461256,0.06900572014711195,-0.1413188193260858,-0.0038461243581564553,-0.003549680005777045,0.00029644435237941025,-0.0036692243900147137,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003356546640849034,0.8,22,22,0,0.012127268960981335,0.4418263571210904,0.9755555555555555,False,symmetric_difference,difference,22,13,9,13,9,0,0.8832921810699589,0.8739238054240207,0.8827709190672154,0.8734126130004304
