scope,changed_rows,changed_cells,mean_abs_logit_delta,max_abs_logit_delta,signed_sum,cos_e323_bad_vs_e365,cos_e323_bad_vs_e247,gate_spearman,abs_gate_spearman
all_targets,168,194,0.00010668042760264333,0.02159219932232448,0.05168311619078052,0.0015200532656087361,-0.024472313789835068,,
Q1,0,0,5.3290705182007515e-18,8.881784197001252e-16,-1.3322676295501878e-15,2.467760896316402e-05,2.482741730208743e-05,,
Q2,34,34,0.0003096588319634383,0.02159219932232448,0.06413135837070441,0.5917345466540413,-0.014661258237123236,-0.1650077706996867,0.037461310709319774
Q3,0,0,0.0,0.0,0.0,0.0,0.0,,
S1,160,160,0.00043710416125505966,0.011185589564453036,-0.012448242179922568,-0.06320046219866256,-0.07588088559854425,0.19090934791860226,-0.06589838759086979
S2,0,0,0.0,0.0,0.0,0.0,0.0,,
S3,0,0,0.0,0.0,0.0,0.0,0.0,,
S4,0,0,0.0,0.0,0.0,0.0,0.0,,
