fold,train_rows,holdout_rows,selected_targets,base_mean_loss,nested_mean_loss,nested_delta,fixed_stage2_mean_loss,fixed_stage2_delta
geom_r00,322,128,"Q1,Q2,Q3,S1,S2,S3,S4",0.560430650541075,0.5685454425688062,0.008114792027731244,0.5567952133801776,-0.0036354371608974256
geom_r01,316,134,"Q1,Q2,Q3,S1,S2,S3,S4",0.5767280613010718,0.5879185634681595,0.011190502167087724,0.5755499670869806,-0.0011780942140912076
geom_r02,303,147,"Q1,Q2,Q3,S1,S2,S3,S4",0.568630256802806,0.5773760923197518,0.008745835516945855,0.5651011744528593,-0.003529082349946644
