prior,outcome,rank,direction,group_kind,group,segments,unique_cells,world_rate,support_rate_lift,delta_shift_per_all,conditional_delta_per_all,unconditional_delta_per_all
edge_endpoint_beta,micro_win,1,credit,target,Q1,108,70,0.032075,-0.0030627369302271834,2.738528334044696e-06,-1.8155925702808754e-05,-2.089445403685345e-05
edge_endpoint_beta,micro_win,2,credit,target_component,Q1:inherited_e144_body,38,38,0.032075,-0.00600980791319683,2.609973722302643e-06,-1.7688059292088472e-05,-2.0298033014391115e-05
edge_endpoint_beta,micro_win,3,credit,target,S4,55,34,0.032075,-0.0007984796287111573,4.827710720810034e-07,-9.637368924070674e-06,-1.0120139996151678e-05
edge_endpoint_beta,micro_win,4,credit,target_component,S4:inherited_e144_body,21,21,0.032075,-0.002097536837026348,5.03408840886315e-07,-7.763563832060315e-06,-8.26697267294663e-06
edge_endpoint_beta,micro_win,5,credit,target,S2,62,39,0.032075,-0.0001959551077364008,2.4523837181883285e-07,-7.327896380969727e-06,-7.57313475278856e-06
edge_endpoint_beta,micro_win,6,credit,target_component,S2:inherited_e144_body,23,23,0.032075,-0.0009061298247992067,2.381826968043624e-07,-6.368577312572424e-06,-6.606760009376787e-06
edge_endpoint_beta,micro_win,7,credit,component,inherited_e144_body,185,185,0.032075,-0.003582094036359118,7.5839678276360955e-06,-4.798632597695027e-06,-1.2382600425331122e-05
edge_endpoint_beta,micro_win,8,credit,target_component,S4:e154_extra_body,13,13,0.032075,0.0020830418490317415,-2.985128725883604e-08,-1.333604997089427e-06,-1.303753709830591e-06
edge_endpoint_beta,micro_win,9,credit,target_component,S2:e154_extra_body,16,16,0.032075,-0.0010780843238503701,1.5494530674330298e-08,-9.663736298502622e-07,-9.818681605245925e-07
edge_endpoint_beta,micro_win,10,credit,target_component,Q1:e154_adjustment_on_e144_body,38,38,0.032075,-0.0015520469089715938,4.522566432520161e-08,-7.926643614638055e-07,-8.378900257890071e-07
edge_endpoint_beta,tie,1,blame_or_neutral,target,S3,103,56,0.025385,-0.00146366842853074,1.5185989502634552e-06,2.376567947208299e-05,2.2247080521819534e-05
edge_endpoint_beta,tie,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.025385,-0.0029833517657856246,1.6457328495455462e-06,2.3652488198266687e-05,2.200675534872114e-05
edge_endpoint_beta,tie,3,blame_or_neutral,target,Q3,151,95,0.025385,-0.002758613941330035,4.4721739100871535e-06,8.32747067398576e-06,3.855296763898607e-06
edge_endpoint_beta,tie,4,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.025385,-0.006218242458988776,3.979675173752789e-06,4.762085096415058e-06,7.824099226622685e-07
edge_endpoint_beta,tie,5,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.025385,-0.0013707783215405889,3.474333081697013e-07,3.4967053401403095e-06,3.1492720319706082e-06
edge_endpoint_beta,tie,6,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.025385,-0.0003912407017043762,-1.1773669164453051e-07,8.615247582938229e-07,9.792614499383534e-07
edge_endpoint_beta,tie,7,blame_or_neutral,component,e154_extra_body,109,109,0.025385,-0.0005227750712423207,3.6344277449434133e-07,7.296256625964819e-07,3.6618288810214053e-07
edge_endpoint_beta,tie,8,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.025385,-0.0007223925915895713,3.1318932456519295e-08,2.727879357831978e-07,2.414690033266785e-07
edge_endpoint_beta,tie,9,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.025385,-0.0002655138017388925,1.4506542816466474e-07,6.868023743039454e-08,-7.638519073427018e-08
edge_endpoint_beta,tie,10,blame_or_neutral,target_component,S2:e154_adjustment_on_e144_body,23,23,0.025385,0.005151845449640702,-4.1205412757319317e-08,-2.571199564450084e-08,1.5493417112818478e-08
edge_endpoint_beta,small_loss,1,blame_or_neutral,target,S3,103,56,0.04375,-0.0017985367545076403,2.0706200867680814e-06,2.4317700608587615e-05,2.2247080521819534e-05
edge_endpoint_beta,small_loss,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.04375,-0.0037609878419452847,2.1252477551020083e-06,2.413200310382315e-05,2.200675534872114e-05
edge_endpoint_beta,small_loss,3,blame_or_neutral,target,Q3,151,95,0.04375,-0.004552535477767294,7.477212693913774e-06,1.133250945781238e-05,3.855296763898607e-06
edge_endpoint_beta,small_loss,4,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.04375,-0.010596045918367436,6.781469387755123e-06,7.563879310417392e-06,7.824099226622685e-07
edge_endpoint_beta,small_loss,5,blame_or_neutral,component,inherited_e144_body,185,185,0.04375,-0.008149166023166066,1.7334725306122427e-05,4.952124880791305e-06,-1.2382600425331122e-05
edge_endpoint_beta,small_loss,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.04375,-0.0009421978021978417,4.859861503147054e-07,3.6352581822853136e-06,3.1492720319706082e-06
edge_endpoint_beta,small_loss,7,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.04375,-0.0004599240121580528,-3.0358325331019285e-08,9.489031246073341e-07,9.792614499383534e-07
edge_endpoint_beta,small_loss,8,blame_or_neutral,component,e154_extra_body,109,109,0.04375,-0.0004224311926606106,5.095175344417256e-07,8.757004225438662e-07,3.6618288810214053e-07
edge_endpoint_beta,small_loss,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.04375,-0.0006512946428571809,1.967999506600664e-08,2.6114899839268516e-07,2.414690033266785e-07
edge_endpoint_beta,small_loss,10,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.04375,-0.0010233673469387528,2.0975715584394374e-07,1.3337196510967355e-07,-7.638519073427018e-08
edge_endpoint_beta,branch_loss,1,blame_or_neutral,target,S3,103,56,0.0381,-0.0025871629335167956,2.2762225166689293e-06,2.4523303038488463e-05,2.2247080521819534e-05
edge_endpoint_beta,branch_loss,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.0381,-0.004706957893561181,2.219382159730009e-06,2.422613750845115e-05,2.200675534872114e-05
edge_endpoint_beta,branch_loss,3,blame_or_neutral,target,Q3,151,95,0.0381,-0.0063730387095653485,1.0440981207594702e-05,1.429627797149331e-05,3.855296763898607e-06
edge_endpoint_beta,branch_loss,4,blame_or_neutral,component,inherited_e144_body,185,185,0.0381,-0.011408661559197064,2.3812243502062198e-05,1.1429643076731074e-05,-1.2382600425331122e-05
edge_endpoint_beta,branch_loss,5,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.0381,-0.01535973706411703,9.830231721034885e-06,1.0612641643697153e-05,7.824099226622685e-07
edge_endpoint_beta,branch_loss,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.0381,-0.0029567036812706005,4.304560256421005e-07,3.5797280576127087e-06,3.1492720319706082e-06
edge_endpoint_beta,branch_loss,7,blame_or_neutral,component,e154_extra_body,109,109,0.0381,-0.002656022177273787,6.641120214577694e-07,1.03029490955991e-06,3.6618288810214053e-07
edge_endpoint_beta,branch_loss,8,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.0381,-0.0009719185234823846,5.065183106478454e-08,1.029913281003138e-06,9.792614499383534e-07
edge_endpoint_beta,branch_loss,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.0381,-0.0033816330380578297,1.5412884764275832e-07,3.9559785096943684e-07,2.414690033266785e-07
edge_endpoint_beta,branch_loss,10,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.0381,0.00023442632170977973,1.8029346091772196e-07,1.0390827018345177e-07,-7.638519073427018e-08
edge_endpoint_beta,hard_fail,1,blame_or_neutral,component,inherited_e144_body,185,185,0.32756,-0.03185860741997343,6.624326786769696e-05,5.386066744236584e-05,-1.2382600425331122e-05
edge_endpoint_beta,hard_fail,2,blame_or_neutral,target,Q3,151,95,0.32756,-0.017154055804143697,2.73799087168883e-05,3.123520548078691e-05,3.855296763898607e-06
edge_endpoint_beta,hard_fail,3,blame_or_neutral,target,S3,103,56,0.32756,-0.009464070218514753,7.270533571173738e-06,2.9517614092993272e-05,2.2247080521819534e-05
edge_endpoint_beta,hard_fail,4,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.32756,-0.015314881808237812,7.111348693892398e-06,2.911810404261354e-05,2.200675534872114e-05
edge_endpoint_beta,hard_fail,5,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.32756,-0.04017349962057121,2.571103975716559e-05,2.6493449679827858e-05,7.824099226622685e-07
edge_endpoint_beta,hard_fail,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.32756,-0.006338025493861366,1.1779947477825006e-06,4.327266779753109e-06,3.1492720319706082e-06
edge_endpoint_beta,hard_fail,7,blame_or_neutral,component,e154_extra_body,109,109,0.32756,-0.00472256327855336,1.5929688433316439e-06,1.9591517314337844e-06,3.6618288810214053e-07
edge_endpoint_beta,hard_fail,8,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.32756,-0.004803593572592135,1.090587755106173e-07,1.0883202254489707e-06,9.792614499383534e-07
edge_endpoint_beta,hard_fail,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.32756,-0.004583816819819342,2.518735229492483e-07,4.933425262759268e-07,2.414690033266785e-07
edge_endpoint_beta,hard_fail,10,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.32756,-0.0016672045252341672,4.908742119402062e-07,4.1448902120593605e-07,-7.638519073427018e-08
nearest_hard085,breakthrough_win,1,credit,component,inherited_e144_body,185,185,0.533985,0.01833679500714791,-3.795832289711168e-05,-5.9700334751014635e-05,-2.1742011853902953e-05
nearest_hard085,breakthrough_win,2,credit,target,Q1,108,70,0.533985,0.008235634027814576,-9.078199894584443e-06,-4.580863369108388e-05,-3.6730433796499436e-05
nearest_hard085,breakthrough_win,3,credit,target_component,Q1:inherited_e144_body,38,38,0.533985,0.02057695723638031,-8.936278571227952e-06,-4.421831158561917e-05,-3.528203301439122e-05
nearest_hard085,breakthrough_win,4,credit,target,S4,55,34,0.533985,0.006754282152971636,-5.014955931159747e-06,-2.988362288377726e-05,-2.4868666952617513e-05
nearest_hard085,breakthrough_win,5,credit,target_component,S4:inherited_e144_body,21,21,0.533985,0.02084954604128797,-5.003891049909072e-06,-2.732040657999854e-05,-2.2316515530089468e-05
nearest_hard085,breakthrough_win,6,credit,target,S2,62,39,0.533985,0.002532871484096866,-5.194474692772133e-06,-1.5192204737094907e-05,-9.997730044322774e-06
nearest_hard085,breakthrough_win,7,credit,target_component,S2:inherited_e144_body,23,23,0.533985,0.02017582336216095,-5.303359283767888e-06,-1.2553890721716269e-05,-7.250531437948381e-06
nearest_hard085,breakthrough_win,8,credit,target_component,Q3:inherited_e144_body,56,56,0.533985,0.020929359943062886,-1.3394790363560265e-05,-4.9810090123267145e-06,8.41378135123355e-06
nearest_hard085,breakthrough_win,9,credit,component,e154_adjustment_on_e144_body,185,185,0.533985,-0.001477536191547113,-1.171330709771711e-07,-3.264230702309963e-06,-3.147097631332792e-06
nearest_hard085,breakthrough_win,10,credit,target_component,S2:e154_extra_body,16,16,0.533985,0.001681018348478891,-3.6315533408944005e-08,-2.6019929519855484e-06,-2.5656774185766044e-06
nearest_hard085,clean_win,1,credit,target,Q1,108,70,0.096945,-0.0019319065291889537,2.1542542880907605e-06,-3.4576179508408676e-05,-3.6730433796499436e-05
nearest_hard085,clean_win,2,credit,target_component,Q1:inherited_e144_body,38,38,0.096945,-0.004873830963568415,2.116635161321235e-06,-3.3165397853069986e-05,-3.528203301439122e-05
nearest_hard085,clean_win,3,credit,target,S4,55,34,0.096945,-0.0016049618856052161,1.2866207520536625e-06,-2.358204620056385e-05,-2.4868666952617513e-05
nearest_hard085,clean_win,4,credit,target_component,S4:inherited_e144_body,21,21,0.096945,-0.005388851852670518,1.2933244446409152e-06,-2.1023191085448553e-05,-2.2316515530089468e-05
nearest_hard085,clean_win,5,credit,component,inherited_e144_body,185,185,0.096945,-0.005018677988215703,1.0712997246597785e-05,-1.1029014607305168e-05,-2.1742011853902953e-05
nearest_hard085,clean_win,6,credit,target,S2,62,39,0.096945,-0.0009294432118976959,1.5284415164500175e-06,-8.469288527872756e-06,-9.997730044322774e-06
nearest_hard085,clean_win,7,credit,target_component,S2:inherited_e144_body,23,23,0.096945,-0.00594235105292773,1.5619894196267056e-06,-5.688542018321676e-06,-7.250531437948381e-06
nearest_hard085,clean_win,8,credit,component,e154_adjustment_on_e144_body,185,185,0.096945,0.00047343381382303207,7.073911415450074e-08,-3.076358517178291e-06,-3.147097631332792e-06
nearest_hard085,clean_win,9,credit,target_component,S2:e154_extra_body,16,16,0.096945,-0.00017154151516329819,5.415418814022174e-09,-2.5602619997625823e-06,-2.5656774185766044e-06
nearest_hard085,clean_win,10,credit,target_component,Q1:e154_adjustment_on_e144_body,38,38,0.096945,-0.00022632577207370996,1.4066335849460927e-08,-1.8268932359866794e-06,-1.8409595718361403e-06
nearest_hard085,micro_win,1,credit,target,Q1,108,70,0.03575,-0.0037048747086247946,4.377263844482248e-06,-3.235316995201719e-05,-3.6730433796499436e-05
nearest_hard085,micro_win,2,credit,target_component,Q1:inherited_e144_body,38,38,0.03575,-0.009967422708869855,4.3287092907093e-06,-3.095332372368192e-05,-3.528203301439122e-05
nearest_hard085,micro_win,3,credit,target,S4,55,34,0.03575,-0.003200344564526336,2.4883434090422176e-06,-2.2380323543575296e-05,-2.4868666952617513e-05
nearest_hard085,micro_win,4,credit,target_component,S4:inherited_e144_body,21,21,0.03575,-0.010370143190143177,2.4888343656343504e-06,-1.9827681164455117e-05,-2.2316515530089468e-05
nearest_hard085,micro_win,5,credit,target,S2,62,39,0.03575,-0.0011258295736521484,2.4814457358063195e-06,-7.516284308516454e-06,-9.997730044322774e-06
nearest_hard085,micro_win,6,credit,target_component,S2:inherited_e144_body,23,23,0.03575,-0.009683148373365702,2.5452847152846663e-06,-4.705246722663715e-06,-7.250531437948381e-06
nearest_hard085,micro_win,7,credit,component,e154_adjustment_on_e144_body,185,185,0.03575,0.0013637966357965547,-1.4287363498988824e-08,-3.1613849948317808e-06,-3.147097631332792e-06
nearest_hard085,micro_win,8,credit,target_component,S2:e154_extra_body,16,16,0.03575,-0.0008475371503496865,1.7741966286658644e-08,-2.5479354522899458e-06,-2.5656774185766044e-06
nearest_hard085,micro_win,9,credit,component,inherited_e144_body,185,185,0.03575,-0.009408135702135723,1.9640190909090807e-05,-2.1018209448121463e-06,-2.1742011853902953e-05
nearest_hard085,micro_win,10,credit,target_component,Q1:e154_adjustment_on_e144_body,38,38,0.03575,0.0006343052999632226,-1.7547891960399434e-08,-1.8585074637965398e-06,-1.8409595718361403e-06
nearest_hard085,tie,1,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.02806,-0.008446912012253394,3.930289451175984e-06,3.8623576228468545e-05,3.469328677729256e-05
nearest_hard085,tie,2,blame_or_neutral,target,S3,103,56,0.02806,-0.004677865669266312,4.00371113935895e-06,3.751874654201622e-05,3.3515035402657273e-05
nearest_hard085,tie,3,blame_or_neutral,target,Q3,151,95,0.02806,-0.005345507167705932,9.24714638658736e-06,2.2816969835599348e-05,1.3569823449011989e-05
nearest_hard085,tie,4,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.02806,-0.013504999681804297,8.643199796354766e-06,1.7056981147588316e-05,8.41378135123355e-06
nearest_hard085,tie,5,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.02806,-0.0017677420180199355,4.360522250805924e-07,5.2466655180723855e-06,4.810613292991793e-06
nearest_hard085,tie,6,blame_or_neutral,component,inherited_e144_body,185,185,0.02806,-0.011492634817283465,2.369180461256479e-05,1.9497927586618374e-06,-2.1742011853902953e-05
nearest_hard085,tie,7,blame_or_neutral,component,e154_extra_body,109,109,0.02806,-0.0017937906975223905,6.200202353908064e-07,9.971577788560809e-07,3.771375434652744e-07
nearest_hard085,tie,8,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.02806,0.00032232747428984077,1.678943651520058e-07,5.133231699386453e-07,3.454288047866395e-07
nearest_hard085,tie,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.02806,-0.000823245389344307,6.401855291967704e-08,4.565773426476074e-07,3.9255878972793034e-07
nearest_hard085,tie,10,blame_or_neutral,target_component,S2:e154_adjustment_on_e144_body,23,23,0.02806,0.00794794183271863,-8.655342700475141e-08,-2.680746148025421e-07,-1.815211877977907e-07
nearest_hard085,small_loss,1,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.04565,-0.009984690988324663,4.5682728368016685e-06,3.926155961409423e-05,3.469328677729256e-05
nearest_hard085,small_loss,2,blame_or_neutral,target,S3,103,56,0.04565,-0.00536640106764219,4.558121849568148e-06,3.807315725222542e-05,3.3515035402657273e-05
nearest_hard085,small_loss,3,blame_or_neutral,target,Q3,151,95,0.04565,-0.006964274896092526,1.1211795563805472e-05,2.478161901281746e-05,1.3569823449011989e-05
nearest_hard085,small_loss,4,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.04565,-0.016296439622124848,1.0429721358159933e-05,1.8843502709393484e-05,8.41378135123355e-06
nearest_hard085,small_loss,5,blame_or_neutral,component,inherited_e144_body,185,185,0.04565,-0.014204860306089251,2.9238200610233005e-05,7.496188756330053e-06,-2.1742011853902953e-05
nearest_hard085,small_loss,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.04565,-0.0025864953520374767,5.581748282169088e-07,5.368788121208702e-06,4.810613292991793e-06
nearest_hard085,small_loss,7,blame_or_neutral,component,e154_extra_body,109,109,0.04565,-0.0015822837304180215,6.330175733847118e-07,1.0101551168499862e-06,3.771375434652744e-07
nearest_hard085,small_loss,8,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.04565,-0.0006809209239555525,2.2389937742863494e-07,5.693281822152744e-07,3.454288047866395e-07
nearest_hard085,small_loss,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.04565,-0.0013283021289705044,3.490944954079872e-08,4.2746823926872906e-07,3.9255878972793034e-07
nearest_hard085,small_loss,10,blame_or_neutral,target_component,S2:e154_adjustment_on_e144_body,23,23,0.04565,0.009268540644792544,-9.855569854092145e-08,-2.8007688633871215e-07,-1.815211877977907e-07
nearest_hard085,branch_loss,1,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.03697,-0.011378142571032313,5.184327729046636e-06,3.98776145063392e-05,3.469328677729256e-05
nearest_hard085,branch_loss,2,blame_or_neutral,target,S3,103,56,0.03697,-0.006379823341413016,5.266537154129946e-06,3.878157255678722e-05,3.3515035402657273e-05
nearest_hard085,branch_loss,3,blame_or_neutral,target,Q3,151,95,0.03697,-0.00772494840097665,1.308359086112493e-05,2.665341431013692e-05,1.3569823449011989e-05
nearest_hard085,branch_loss,4,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.03697,-0.019177830890876768,1.2273811770161158e-05,2.0687593121394708e-05,8.41378135123355e-06
nearest_hard085,branch_loss,5,blame_or_neutral,component,inherited_e144_body,185,185,0.03697,-0.017321407671669564,3.569504451099331e-05,1.3953032657090355e-05,-2.1742011853902953e-05
nearest_hard085,branch_loss,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.03697,-0.0029826155649417263,5.922676804577577e-07,5.402880973449551e-06,4.810613292991793e-06
nearest_hard085,branch_loss,7,blame_or_neutral,component,e154_extra_body,109,109,0.03697,-0.0022823662379366505,8.204255880665333e-07,1.1975631315318077e-06,3.771375434652744e-07
nearest_hard085,branch_loss,8,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.03697,0.00042523800668503586,2.175114105060156e-07,5.629402152926551e-07,3.454288047866395e-07
nearest_hard085,branch_loss,9,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.03697,-0.0024197159436706306,1.4825000549147238e-07,5.408087952194027e-07,3.9255878972793034e-07
nearest_hard085,branch_loss,10,blame_or_neutral,target_component,S2:e154_adjustment_on_e144_body,23,23,0.03697,0.01428076072255996,-1.4239444237804643e-07,-3.2391563017583714e-07,-1.815211877977907e-07
nearest_hard085,hard_fail,1,blame_or_neutral,component,inherited_e144_body,185,185,0.22264,-0.03304612488953207,6.831344330886474e-05,4.6571431454961776e-05,-2.1742011853902953e-05
nearest_hard085,hard_fail,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.22264,-0.01984472461984238,9.10394562394112e-06,4.379723240123368e-05,3.469328677729256e-05
nearest_hard085,hard_fail,3,blame_or_neutral,target,S3,103,56,0.22264,-0.01077832502468179,9.165874642301542e-06,4.2680910044958815e-05,3.3515035402657273e-05
nearest_hard085,hard_fail,4,blame_or_neutral,target,Q3,151,95,0.22264,-0.015996792327113762,2.5527168780045344e-05,3.909699222905733e-05,1.3569823449011989e-05
nearest_hard085,hard_fail,5,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.22264,-0.03761423447846618,2.4073110066218416e-05,3.2486891417451966e-05,8.41378135123355e-06
nearest_hard085,hard_fail,6,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.22264,-0.006242032118079499,1.0494348523848099e-06,5.860048145376603e-06,4.810613292991793e-06
nearest_hard085,hard_fail,7,blame_or_neutral,target_component,S2:inherited_e144_body,23,23,0.22264,-0.03679088682841469,9.67074739489738e-06,2.4202159569489996e-06,-7.250531437948381e-06
nearest_hard085,hard_fail,8,blame_or_neutral,component,e154_extra_body,109,109,0.22264,-0.004457792000580274,1.4206069033568774e-06,1.7977444468221518e-06,3.771375434652744e-07
nearest_hard085,hard_fail,9,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.22264,-0.0011728438927672835,4.046238614421247e-07,7.500526662287642e-07,3.454288047866395e-07
nearest_hard085,hard_fail,10,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.22264,-0.0038534003885196677,2.081062422732263e-07,6.006650320011566e-07,3.9255878972793034e-07
conflict_flat,breakthrough_win,1,credit,component,inherited_e144_body,185,185,0.47576,0.025867254264016815,-5.3707508708352236e-05,-7.416475484796863e-05,-2.0457246139616394e-05
conflict_flat,breakthrough_win,2,credit,target_component,Q3:inherited_e144_body,56,56,0.47576,0.03467589372792995,-2.2192571985875263e-05,-3.9709933491784254e-05,-1.751736150590899e-05
conflict_flat,breakthrough_win,3,credit,target,Q3,151,95,0.47576,0.0146056206145454,-2.3576017095082734e-05,-3.710985711681816e-05,-1.3533840021735428e-05
conflict_flat,breakthrough_win,4,credit,target_component,Q1:inherited_e144_body,38,38,0.47576,0.032419238404149064,-1.4079212106944703e-05,-2.46680451213358e-05,-1.0588833014391098e-05
conflict_flat,breakthrough_win,5,credit,target,Q1,108,70,0.47576,0.013288549424235074,-1.4335912689831935e-05,-2.4046335322833245e-05,-9.71042263300131e-06
conflict_flat,breakthrough_win,6,credit,target,S4,55,34,0.47576,0.008549505908250155,-6.0583113631542505e-06,-1.0405348577342778e-05,-4.347037214188527e-06
conflict_flat,breakthrough_win,7,credit,target_component,S4:inherited_e144_body,21,21,0.47576,0.025150764250882807,-6.036183420211846e-06,-8.954241807444164e-06,-2.9180583872323187e-06
conflict_flat,breakthrough_win,8,credit,target,S2,62,39,0.47576,0.002460373595795151,-5.484509647243947e-06,-5.900624971992106e-06,-4.161153247481592e-07
conflict_flat,breakthrough_win,9,credit,target_component,S2:inherited_e144_body,23,23,0.47576,0.021248281230580313,-5.585262494895313e-06,-5.8416225042721335e-06,-2.5636000937682016e-07
conflict_flat,breakthrough_win,10,credit,target_component,S4:e154_extra_body,13,13,0.47576,0.002410584004863492,-4.091791992027821e-08,-1.137653852895709e-06,-1.0967359329754308e-06
conflict_flat,clean_win,1,credit,component,inherited_e144_body,185,185,0.078555,-0.0013400172490611872,2.70438787873827e-06,-1.7752858260878124e-05,-2.0457246139616394e-05
conflict_flat,clean_win,2,credit,target_component,Q3:inherited_e144_body,56,56,0.078555,-0.0017826629431608731,1.1409042836229334e-06,-1.6376457222286057e-05,-1.751736150590899e-05
conflict_flat,clean_win,3,credit,target,Q3,151,95,0.078555,-0.00041567369595107984,1.1365761145180257e-06,-1.2397263907217402e-05,-1.3533840021735428e-05
conflict_flat,clean_win,4,credit,target_component,Q1:inherited_e144_body,38,38,0.078555,-0.0017846293914084987,7.750390499831688e-07,-9.813793964407929e-06,-1.0588833014391098e-05
conflict_flat,clean_win,5,credit,target,Q1,108,70,0.078555,-0.00027413453536917487,7.224233931023357e-07,-8.987999239898973e-06,-9.71042263300131e-06
conflict_flat,clean_win,6,credit,target,S4,55,34,0.078555,-0.00022444631150148053,4.073446525574723e-07,-3.939692561631055e-06,-4.347037214188527e-06
conflict_flat,clean_win,7,credit,target_component,S4:inherited_e144_body,21,21,0.078555,-0.0016879379779408121,4.0510511470580065e-07,-2.512953272526518e-06,-2.9180583872323187e-06
conflict_flat,clean_win,8,credit,target_component,S4:e154_extra_body,13,13,0.078555,0.00034832322282774,4.864220993145456e-09,-1.0918717119822853e-06,-1.0967359329754308e-06
conflict_flat,clean_win,9,credit,target_component,S3:e154_extra_body,9,9,0.078555,0.002236948281105211,-2.8872900646454914e-08,-5.060224418895589e-07,-4.771495412431039e-07
conflict_flat,clean_win,10,credit,target_component,Q1:e154_adjustment_on_e144_body,38,38,0.078555,-0.00027726187485133114,1.2101789034861428e-08,-4.0732245540399277e-07,-4.194242444388542e-07
conflict_flat,micro_win,1,credit,target_component,Q3:inherited_e144_body,56,56,0.02975,-0.007484396758703549,4.790013925570232e-06,-1.2727347580338758e-05,-1.751736150590899e-05
conflict_flat,micro_win,2,credit,component,inherited_e144_body,185,185,0.02975,-0.0055274365205542075,1.1358555174069596e-05,-9.098690965546798e-06,-2.0457246139616394e-05
conflict_flat,micro_win,3,credit,target,Q3,151,95,0.02975,-0.00339258639879797,4.9949749883970195e-06,-8.538865033338409e-06,-1.3533840021735428e-05
conflict_flat,micro_win,4,credit,target_component,Q1:inherited_e144_body,38,38,0.02975,-0.007603987173816773,3.302303001200484e-06,-7.286530013190614e-06,-1.0588833014391098e-05
conflict_flat,micro_win,5,credit,target,Q1,108,70,0.02975,-0.003366208372237778,3.341359281211311e-06,-6.369063351789998e-06,-9.71042263300131e-06
conflict_flat,micro_win,6,credit,target,S4,55,34,0.02975,-0.0031780320855614996,1.485181371915358e-06,-2.861855842273169e-06,-4.347037214188527e-06
conflict_flat,micro_win,7,credit,target_component,S4:inherited_e144_body,21,21,0.02975,-0.005984947979191635,1.4363875150059911e-06,-1.4816708722263276e-06,-2.9180583872323187e-06
conflict_flat,micro_win,8,credit,target_component,S4:e154_extra_body,13,13,0.02975,-0.0018456237879767023,2.1147113354458735e-08,-1.075588819620972e-06,-1.0967359329754308e-06
conflict_flat,micro_win,9,credit,target_component,S3:e154_extra_body,9,9,0.02975,-0.0013256302521008623,1.6362078061000814e-08,-4.6078746318210313e-07,-4.771495412431039e-07
conflict_flat,micro_win,10,credit,target_component,Q1:e154_adjustment_on_e144_body,38,38,0.02975,-0.0010691220698806347,2.3928832004593276e-08,-3.954954124342609e-07,-4.194242444388542e-07
conflict_flat,tie,1,blame_or_neutral,target,S3,103,56,0.023975,-0.0022967953065997637,2.239548635446764e-06,1.4059835806949066e-05,1.1820287171502302e-05
conflict_flat,tie,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.023975,-0.004212593237636619,2.118943253388917e-06,1.2942310030681755e-05,1.0823366777292838e-05
conflict_flat,tie,3,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.023975,-0.001585713082537965,4.06254593291133e-07,3.1008583237988884e-06,2.6946037305077554e-06
