prior,outcome,rank,direction,group_kind,group,segments,unique_cells,world_rate,support_rate_lift,delta_shift_per_all,conditional_delta_per_all,unconditional_delta_per_all
conflict_flat,tie,4,blame_or_neutral,component,e154_extra_body,109,109,0.023975,-0.0012802119466953088,5.204058111428891e-07,2.8051607195757433e-06,2.284754908432854e-06
conflict_flat,tie,5,blame_or_neutral,component,e154_adjustment_on_e144_body,185,185,0.023975,0.0001639580362426396,2.9193789727204353e-07,2.277301106284464e-06,1.9853632090124204e-06
conflict_flat,tie,6,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.023975,-0.0010610916735074305,1.1896985236921293e-07,1.593039787821781e-06,1.4740699354525681e-06
conflict_flat,tie,7,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.023975,-0.00018023815730666692,1.4208553077414058e-07,1.4310032844399504e-06,1.2889177536658098e-06
conflict_flat,tie,8,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.023975,-0.0013783338764338238,4.401094586132718e-08,1.341845571689975e-06,1.297834625828648e-06
conflict_flat,tie,9,blame_or_neutral,target_component,S2:inherited_e144_body,23,23,0.023975,-0.004228655982227769,1.1115324296141561e-06,8.55172420237336e-07,-2.5636000937682016e-07
conflict_flat,tie,10,blame_or_neutral,target,S2,62,39,0.023975,-0.0005972126543105638,1.1020942714221153e-06,6.859789466739561e-07,-4.161153247481592e-07
conflict_flat,small_loss,1,blame_or_neutral,target,S3,103,56,0.0403,-0.00358462863475395,2.5255067452351906e-06,1.4345793916737492e-05,1.1820287171502302e-05
conflict_flat,small_loss,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.0403,-0.005395182672509269,2.4952559447004216e-06,1.331862272199326e-05,1.0823366777292838e-05
conflict_flat,small_loss,3,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.0403,-0.0036583212445123747,4.847372856455152e-07,3.1793410161532705e-06,2.6946037305077554e-06
conflict_flat,small_loss,4,blame_or_neutral,component,e154_extra_body,109,109,0.0403,-0.0020781682108954036,5.466316718678824e-07,2.8313865803007366e-06,2.284754908432854e-06
conflict_flat,small_loss,5,blame_or_neutral,target_component,S2:inherited_e144_body,23,23,0.0403,-0.009139972488941606,2.402507054236056e-06,2.146147044859236e-06,-2.5636000937682016e-07
conflict_flat,small_loss,6,blame_or_neutral,component,e154_adjustment_on_e144_body,185,185,0.0403,0.0003439736436187668,9.845614508108185e-08,2.0838193540935022e-06,1.9853632090124204e-06
conflict_flat,small_loss,7,blame_or_neutral,target,S2,62,39,0.0403,-0.000798334667413747,2.3456343651429784e-06,1.9295190403948194e-06,-4.161153247481592e-07
conflict_flat,small_loss,8,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.0403,-0.0016283958080354766,-1.7041102482451993e-08,1.4570288329701161e-06,1.4740699354525681e-06
conflict_flat,small_loss,9,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.0403,-0.0002215823289613006,1.5644711188440934e-07,1.4453648655502191e-06,1.2889177536658098e-06
conflict_flat,small_loss,10,blame_or_neutral,target_component,Q1:e154_extra_body,32,32,0.0403,0.0002139989143921106,-1.8382613305009827e-08,1.279452012523638e-06,1.297834625828648e-06
conflict_flat,branch_loss,1,blame_or_neutral,target,S3,103,56,0.03431,-0.00428162116963271,3.140274883841516e-06,1.4960562055343818e-05,1.1820287171502302e-05
conflict_flat,branch_loss,2,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.03431,-0.006705234098364654,3.064597016280088e-06,1.3887963793572926e-05,1.0823366777292838e-05
conflict_flat,branch_loss,3,blame_or_neutral,component,inherited_e144_body,185,185,0.03431,-0.013082302433298998,2.7122653559561934e-05,6.665407419945539e-06,-2.0457246139616394e-05
conflict_flat,branch_loss,4,blame_or_neutral,target_component,Q3:e154_extra_body,39,39,0.03431,-0.004571077393897338,7.37643650088731e-07,3.4322473805964864e-06,2.6946037305077554e-06
conflict_flat,branch_loss,5,blame_or_neutral,component,e154_extra_body,109,109,0.03431,-0.002040912765155334,8.670707198221038e-07,3.151825628254958e-06,2.284754908432854e-06
conflict_flat,branch_loss,6,blame_or_neutral,target_component,S2:inherited_e144_body,23,23,0.03431,-0.00972135370597993,2.555327259857568e-06,2.298967250480748e-06,-2.5636000937682016e-07
conflict_flat,branch_loss,7,blame_or_neutral,component,e154_adjustment_on_e144_body,185,185,0.03431,-0.00029606759513817194,3.0547833536295166e-07,2.290841544375372e-06,1.9853632090124204e-06
conflict_flat,branch_loss,8,blame_or_neutral,target,S2,62,39,0.03431,-0.0005405441374187747,2.4747092166845756e-06,2.0585938919364166e-06,-4.161153247481592e-07
conflict_flat,branch_loss,9,blame_or_neutral,target_component,Q3:e154_adjustment_on_e144_body,56,56,0.03431,-0.0020411978494399574,3.068471901556212e-07,1.595764943821431e-06,1.2889177536658098e-06
conflict_flat,branch_loss,10,blame_or_neutral,target_component,S3:e154_adjustment_on_e144_body,47,47,0.03431,-0.002435871093968034,5.031200011631063e-08,1.5243819355688787e-06,1.4740699354525681e-06
conflict_flat,hard_fail,1,blame_or_neutral,component,inherited_e144_body,185,185,0.31735,-0.034674660252343115,7.20207771045937e-05,5.1563530964977315e-05,-2.0457246139616394e-05
conflict_flat,hard_fail,2,blame_or_neutral,target,S3,103,56,0.31735,-0.010297416178578378,7.960363701055002e-06,1.9780650872557304e-05,1.1820287171502302e-05
conflict_flat,hard_fail,3,blame_or_neutral,target_component,S3:inherited_e144_body,47,47,0.31735,-0.016956607393675605,7.816758828242695e-06,1.8640125605535532e-05,1.0823366777292838e-05
conflict_flat,hard_fail,4,blame_or_neutral,target,Q3,151,95,0.31735,-0.01947402799153175,3.155403099104846e-05,1.8020190969313032e-05,-1.3533840021735428e-05
conflict_flat,hard_fail,5,blame_or_neutral,target_component,Q3:inherited_e144_body,56,56,0.31735,-0.046459272828557996,2.973393461027713e-05,1.2216573104368139e-05,-1.751736150590899e-05
conflict_flat,hard_fail,6,blame_or_neutral,target,Q1,108,70,0.31735,-0.01793049593275331,1.926090244918009e-05,9.550479816178783e-06,-9.71042263300131e-06
conflict_flat,hard_fail,7,blame_or_neutral,target_component,Q1:inherited_e144_body,38,38,0.31735,-0.04351008760873337,1.8895809475792875e-05,8.306976461401775e-06,-1.0588833014391098e-05
conflict_flat,hard_fail,8,blame_or_neutral,target_component,S2:inherited_e144_body,23,23,0.31735,-0.028658132530945735,7.53299483670566e-06,7.2766348273288395e-06,-2.5636000937682016e-07
conflict_flat,hard_fail,9,blame_or_neutral,target,S2,62,39,0.31735,-0.003284331205497093,7.396965722638445e-06,6.980850397890286e-06,-4.161153247481592e-07
conflict_flat,hard_fail,10,blame_or_neutral,target_component,S4:inherited_e144_body,21,21,0.31735,-0.03350533063989736,8.04127935357534e-06,5.123220966343022e-06,-2.9180583872323187e-06
