scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365
all__drop_submission_e247_featnn1_nn_smooth_sum_top3,all,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,164,362,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,8.404341751746372,0,0.9790209790209792,0.9930069930069931,1.0,0.99124495269876,,6.496485760343902,True,False
all__drop_submission_e256_featnn1_top50_amp_then_smo,all,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,164,324,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,8.464900591080065,0,0.9860139860139862,0.9930069930069931,1.0,0.9772344233319931,,6.542267598065556,True,False
all__drop_submission_e267_humansocial_tail_balanced_,all,submission_e267_humansocial_tail_balanced_2936100f.csv,12,164,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,8.148350349274583,0,0.965034965034965,0.9930069930069931,1.0,0.9947414184151023,,6.195357334766256,True,False
all__drop_submission_e323_5508f966_uploadsafe_csv,all,submission_e323_5508f966_uploadsafe.csv,12,164,356,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,8.403567974207416,0,0.9720279720279721,0.9930069930069931,1.0,0.9964973622679555,,6.46462117141322,True,False
axis__none,axis,none,13,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.256926383664697,0,0.967032967032967,0.9780219780219779,1.0,0.9876212919459094,,5.194443847393875,True,False
axis__drop_submission_hybrid_0p578_logit_after_subjec,axis,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,62,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.275217624932832,0,0.9090909090909092,0.9720279720279721,1.0,0.9790209790209792,,5.367254164427728,True,False
axis__drop_submission_hybrid_0p567_foldsafe_stage2_q1,axis,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.666867275658249,0,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,,5.339580870499732,True,False
axis__drop_submission_ordinal_q_constraints_ambnext_Q,axis,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,62,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.321268135411071,0,0.8881118881118882,0.9510489510489512,1.0,0.9860139860139862,,6.499602364320258,True,False
axis__drop_submission_mixmin_0c916bb4_csv,axis,submission_mixmin_0c916bb4.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.249994626544869,0,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,,5.184019344438474,True,False
axis__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,axis,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.2639656098871574,0,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,,5.274938205265987,True,False
axis__drop_submission_e95_hardtail_541e3973_csv,axis,submission_e95_hardtail_541e3973.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.216571735626007,0,0.9790209790209792,0.9930069930069931,1.0,0.9772344233319931,,5.174508328855455,True,False
axis__drop_submission_e101_q2s3tail_177569bc_csv,axis,submission_e101_q2s3tail_177569bc.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.23677592692101,0,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,,5.180795271359485,True,False
axis__drop_submission_e176_abl_q2_to0p75_91e49725_csv,axis,submission_e176_abl_q2_to0p75_91e49725.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.2246856528748,0,0.9580419580419581,0.9720279720279721,1.0,0.9824621881515054,,5.287565824825363,True,False
axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_,axis,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.49921547555078,0,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,,5.907716281569049,True,False
axis__drop_submission_e247_featnn1_nn_smooth_sum_top3,axis,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,62,368,e370_q21p0_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_renorm_c3b694ba.csv,6.971389038151531,0,0.965034965034965,0.9720279720279721,1.0,0.9562186292818428,,4.87869962385814,True,False
axis__drop_submission_e256_featnn1_top50_amp_then_smo,axis,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.456012896292317,0,0.965034965034965,0.9790209790209792,1.0,0.99124495269876,,5.516528747984954,True,False
axis__drop_submission_e267_humansocial_tail_balanced_,axis,submission_e267_humansocial_tail_balanced_2936100f.csv,12,62,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.623234819989254,0,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,,5.551778613648577,True,False
axis__drop_submission_e323_5508f966_uploadsafe_csv,axis,submission_e323_5508f966_uploadsafe.csv,12,62,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.704556689951639,0,0.9720279720279721,0.9860139860139862,1.0,0.99124495269876,,5.5223320795271365,True,False
target__none,target,none,13,60,336,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.626910263299303,0,0.9285714285714285,0.967032967032967,1.0,0.9711150865094875,,5.649844169801182,True,False
target__drop_submission_hybrid_0p578_logit_after_subjec,target,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,60,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.353885008060184,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,,5.344416980118216,True,False
target__drop_submission_hybrid_0p567_foldsafe_stage2_q1,target,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,60,367,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.785642127888233,0,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,,5.54543793659323,True,False
target__drop_submission_ordinal_q_constraints_ambnext_Q,target,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,60,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.687522837184311,0,0.9090909090909092,0.9790209790209792,1.0,0.9702291586486097,,5.658119290703923,True,False
target__drop_submission_mixmin_0c916bb4_csv,target,submission_mixmin_0c916bb4.csv,12,60,352,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.555873186458895,0,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,,5.616582482536271,True,False
target__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,target,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,60,354,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.997356260075229,0,0.9090909090909092,0.9580419580419581,1.0,0.9632238939652261,,5.943557227297153,True,False
target__drop_submission_e95_hardtail_541e3973_csv,target,submission_e95_hardtail_541e3973.csv,12,60,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.5691456206340675,0,0.9580419580419581,0.9930069930069931,1.0,0.9492133645984593,,5.644739387426115,True,False
target__drop_submission_e101_q2s3tail_177569bc_csv,target,submission_e101_q2s3tail_177569bc.csv,12,60,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.561783987103709,0,0.9860139860139862,1.0,1.0,0.9702291586486097,,5.620773777538958,True,False
target__drop_submission_e176_abl_q2_to0p75_91e49725_csv,target,submission_e176_abl_q2_to0p75_91e49725.csv,12,60,322,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,8.374948952176249,0,0.9160839160839163,0.965034965034965,1.0,0.9772344233319931,,6.191488447071468,True,False
target__drop_submission_e216_maskfam_jepa_s2_rank_e154_,target,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,60,260,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.07494895217625,0,0.9300699300699302,0.9860139860139862,1.0,0.99124495269876,,5.217495969908652,True,False
target__drop_submission_e247_featnn1_nn_smooth_sum_top3,target,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,60,117,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,8.453455131649651,0,0.965034965034965,0.965034965034965,1.0,0.9492133645984593,,6.546190220311661,True,False
target__drop_submission_e256_featnn1_top50_amp_then_smo,target,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,60,336,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.9401826974744765,0,0.9300699300699302,0.9720279720279721,1.0,0.8861659824480081,,5.769403546480388,True,False
target__drop_submission_e267_humansocial_tail_balanced_,target,submission_e267_humansocial_tail_balanced_2936100f.csv,12,60,334,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.962858678130038,0,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,,5.8072326706072,True,False
target__drop_submission_e323_5508f966_uploadsafe_csv,target,submission_e323_5508f966_uploadsafe.csv,12,60,274,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.57065018807093,0,0.9090909090909092,0.9790209790209792,1.0,0.9562186292818428,,5.638989790435251,True,False
anatomy__none,anatomy,none,13,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.760977968833961,0,0.8956043956043955,0.9285714285714285,1.0,0.9656130180306802,,5.866125738850081,True,False
anatomy__drop_submission_hybrid_0p578_logit_after_subjec,anatomy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.729811929070394,0,0.9160839160839163,0.9160839160839163,1.0,0.9071817764981586,,5.82120365394949,True,False
anatomy__drop_submission_hybrid_0p567_foldsafe_stage2_q1,anatomy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.750660934981195,0,0.9160839160839163,0.7972027972027973,1.0,0.9071817764981586,,5.847748522299839,True,False
anatomy__drop_submission_ordinal_q_constraints_ambnext_Q,anatomy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.751359484148308,0,0.9020979020979022,0.8881118881118882,1.0,0.9632238939652261,,5.856292315959162,True,False
anatomy__drop_submission_mixmin_0c916bb4_csv,anatomy,submission_mixmin_0c916bb4.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.735668995163891,0,0.9370629370629372,0.9440559440559443,1.0,0.9842396880153765,,5.800515851692638,True,False
anatomy__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,anatomy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.750338527673295,0,0.8881118881118882,0.8741258741258742,1.0,0.9071817764981586,,5.851187533584095,True,False
anatomy__drop_submission_e95_hardtail_541e3973_csv,anatomy,submission_e95_hardtail_541e3973.csv,12,18,368,e370_q21p0_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_renorm_c3b694ba.csv,8.318084363245566,0,0.9300699300699302,0.9300699300699302,1.0,0.9422080999150758,,5.474400859752822,True,False
anatomy__drop_submission_e101_q2s3tail_177569bc_csv,anatomy,submission_e101_q2s3tail_177569bc.csv,12,18,368,e370_q21p0_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_renorm_c3b694ba.csv,8.318729177861364,0,0.8951048951048951,0.9300699300699302,1.0,0.9632238939652261,,5.4334013970983355,True,False
anatomy__drop_submission_e176_abl_q2_to0p75_91e49725_csv,anatomy,submission_e176_abl_q2_to0p75_91e49725.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.7594734013970985,0,0.9090909090909092,0.9440559440559443,1.0,0.9842396880153765,,5.864567436861903,True,False
anatomy__drop_submission_e216_maskfam_jepa_s2_rank_e154_,anatomy,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.782310585706611,0,0.8881118881118882,0.8951048951048951,1.0,0.9211923058649254,,5.871284255776465,True,False
anatomy__drop_submission_e247_featnn1_nn_smooth_sum_top3,anatomy,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.75409994626545,0,0.9020979020979022,0.8881118881118882,1.0,0.9422080999150758,,5.874185921547556,True,False
anatomy__drop_submission_e256_featnn1_top50_amp_then_smo,anatomy,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.752487909725955,0,0.8671328671328673,0.9090909090909092,1.0,0.9141870411815418,,5.879881783987105,True,False
anatomy__drop_submission_e267_humansocial_tail_balanced_,anatomy,submission_e267_humansocial_tail_balanced_2936100f.csv,12,18,368,e370_q21p0_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p5_renorm_c3b694ba.csv,8.355322407307899,0,0.9440559440559443,0.9790209790209792,1.0,0.9842396880153765,,5.8087372380440625,True,False
anatomy__drop_submission_e323_5508f966_uploadsafe_csv,anatomy,submission_e323_5508f966_uploadsafe.csv,12,18,368,e370_q21p0_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p0_plain_3b8f8737.csv,7.831692638366471,0,0.8881118881118882,0.8811188811188813,1.0,0.9772344233319931,,5.8560236432025805,True,False
bad_good__none,bad_good,none,13,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.4662224610424515,0,0.9780219780219779,0.9780219780219779,1.0,0.9876212919459094,,5.464943578721118,True,False
bad_good__drop_submission_hybrid_0p578_logit_after_subjec,bad_good,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.471542181622785,0,0.9720279720279721,0.9720279720279721,1.0,0.9790209790209792,,5.486007522837185,True,False
bad_good__drop_submission_hybrid_0p567_foldsafe_stage2_q1,bad_good,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.556120365394949,0,0.9930069930069931,0.9860139860139862,1.0,0.99124495269876,,5.387512090274046,True,False
bad_good__drop_submission_ordinal_q_constraints_ambnext_Q,bad_good,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.472079527135949,0,0.9370629370629372,0.9720279720279721,1.0,0.9860139860139862,,5.50110693175712,True,False
bad_good__drop_submission_mixmin_0c916bb4_csv,bad_good,submission_mixmin_0c916bb4.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.553702310585707,0,0.9930069930069931,0.9930069930069931,1.0,0.9842396880153765,,5.432810317033852,True,False
bad_good__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,bad_good,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.57068242880172,0,0.9370629370629372,0.965034965034965,1.0,0.99124495269876,,5.480956475013435,True,False
bad_good__drop_submission_e95_hardtail_541e3973_csv,bad_good,submission_e95_hardtail_541e3973.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.5062009672219245,0,0.9860139860139862,0.9930069930069931,1.0,0.9842396880153765,,5.4452229983879645,True,False
bad_good__drop_submission_e101_q2s3tail_177569bc_csv,bad_good,submission_e101_q2s3tail_177569bc.csv,12,50,368,e370_q21p0_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p15_orth0p25_renorm_46ae8426.csv,7.587232670607201,0,0.9860139860139862,0.9930069930069931,1.0,0.9842396880153765,,5.448769478774852,True,False
