target,train_prevalence,a2c8_mean,mixmin_mean,raw05_mean,mixmin_minus_a2c8_mean,mixmin_minus_a2c8_abs_mean,mixmin_minus_a2c8_abs_p90,move_up_rate,move_down_rate,mean_threshold_for_new_to_win,weighted_threshold_for_new_to_win,ce_delta_at_train_prevalence,ce_delta_at_subject_prior,ce_delta_at_recent7_prior,corr_move_with_subject_prior,corr_move_with_recent7_prior,corr_mixmin_move_with_raw05_move
Q1,0.4955555555555556,0.49767652413529573,0.4947922265422793,0.4980136412508163,-0.0028842975930164867,0.010344763402565453,0.019650936911420048,0.284,0.512,0.4797328432222141,0.46911034405378277,0.0012560902595407765,0.0014442273185520439,0.0022829530811960246,0.004742265024161463,-0.03630811277365526,0.009916976065138024
Q2,0.5622222222222222,0.548634194102475,0.5486739217557681,0.5485933050756782,3.972765329302263e-05,0.005870504376167066,0.016303005073062038,0.248,0.248,0.5631803220711086,0.556673085085802,-0.0007327963044266978,-0.0008679664115689295,-0.0012168417105367633,-0.016135853074864294,0.03379132308471279,-0.4244322387974281
Q3,0.6,0.6095748903712128,0.6096354063417501,0.6095651733289065,6.051597053712154e-05,0.01153986754866692,0.019927522162615095,0.42,0.38,0.6161389377776822,0.6126825775431157,0.0008223626747665456,0.0006362044462369158,-0.0012876279643503682,0.04533335955626603,0.19979968264982284,-0.24217261937306558
S1,0.6822222222222222,0.6606711192359159,0.6599706468771588,0.660478612426372,-0.0007004723587572088,0.007326381460496998,0.015246857902743785,0.336,0.444,0.6724914047468291,0.6150647238386509,0.0025917845688922833,0.004670073652034525,0.006856487088713479,-0.30572641740288914,-0.435117165761498,0.48816363791402484
S2,0.6511111111111111,0.6343371453523804,0.6348055057091396,0.6338123155953885,0.00046836035675918244,0.008394042269370256,0.01900160872524693,0.348,0.408,0.6409915000580285,0.5916666637162894,-0.005199122993485449,-0.0010608216506322067,-0.0012311534443316123,-0.2735437801261508,-0.09782086607623443,-0.4406494738494063
S3,0.6622222222222223,0.6417237041930275,0.6481360209326577,0.6405074698554039,0.006412316739629967,0.009688316880300302,0.02005759663279628,0.624,0.18,0.6354627192653162,0.5967863665567323,-0.003348287255923657,-0.0018875752650724736,0.0010757152469828778,-0.06998231283581995,-0.18831928315644292,-0.40627740568881987
S4,0.56,0.5651977509927483,0.5645924210363925,0.5649557191035942,-0.0006053299563558174,0.006306894723427555,0.016729988843537245,0.268,0.336,0.5358518112944466,0.506919234745795,0.002368409688714698,0.0001819674518313934,-0.0015852506360755708,0.15632665242305022,0.28722931499741794,-0.2056786590637265
