variant,group_col,n_cols,n_rows,n_groups,accuracy,auc,logloss,brier,frontier_n,frontier_accuracy,frontier_auc,frontier_logloss,micro_n,micro_accuracy,micro_auc,micro_logloss,e95_edge_n,e95_edge_accuracy,e95_edge_auc,e95_edge_logloss,e95_e101_n,e95_e101_accuracy,e95_e101_auc,e95_e101_logloss,e95_prob_mean,e101_prob_mean,e176_favorable_rate,e176_prob_mean,e176_prob_min,e176_prob_max,action_grade_boundary_branch
shape_support_drop_subject,file,432,264,12,0.803030303030303,0.8410238751147842,0.6820626358143159,0.16706561420245167,60,0.9,0.8788888888888889,0.446054502364903,32,0.8125,0.70703125,0.8359578886587589,28,0.8571428571428571,0.7346938775510204,0.7445535409267856,4,0.0,0.0,4.118489046027659,0.01639099732760931,0.9836090026723907,1.0,0.7235104165181326,0.6411258429799269,0.8058311971823805,False
shape_support_drop_subject,pair,432,132,66,0.9696969696969697,0.9830119375573921,0.12436652384395923,0.0284173079052096,30,0.9333333333333333,0.8977777777777778,0.34856757891001827,16,0.75,0.75,0.6907413565041526,14,0.8571428571428571,0.7346938775510204,0.6312482520777937,2,0.0,0.0,4.079705795518823,0.016912440636661003,0.9830875593633389,1.0,0.7235104165181326,0.6411258429799269,0.8058311971823805,False
shape_support_drop_nearest,file,432,264,12,0.7954545454545454,0.8346533516988063,0.7149772005371211,0.17370276161171153,60,0.8666666666666667,0.8666666666666667,0.5174490874791574,32,0.8125,0.67578125,0.9957765624403468,28,0.8571428571428571,0.7346938775510204,0.9011616388822754,4,0.0,0.0,5.247783018360042,0.00535748774883729,0.9946425122511626,1.0,0.8372513782185161,0.7891337840754952,0.8804326233107811,False
shape_support_drop_nearest,pair,432,132,66,0.9545454545454546,0.9754361799816347,0.1465199128510361,0.031103572176716016,30,0.8666666666666667,0.8666666666666667,0.43283267993970015,16,0.75,0.75,0.8506963968023459,14,0.8571428571428571,0.7346938775510204,0.7902292709015055,2,0.0,0.0,5.1811406570894665,0.0056215904488917945,0.9943784095511081,1.0,0.8372513782185161,0.7891337840754952,0.8804326233107811,False
shape_support_drop_focus,file,432,264,12,0.7954545454545454,0.8335055096418733,0.7146507281884589,0.17311664062917437,60,0.8666666666666667,0.8666666666666667,0.4989921085338617,32,0.8125,0.68359375,0.9446706011873752,28,0.8571428571428571,0.7346938775510204,0.8550832172865729,4,0.0,0.0,4.88223064379329,0.007721379442965126,0.992278620557035,1.0,0.788146820687447,0.7264876545332791,0.8478295936972051,False
shape_support_drop_focus,pair,432,132,66,0.9545454545454546,0.9777318640955006,0.13992266888814403,0.03041498432374592,30,0.8666666666666667,0.8666666666666667,0.40752631185931193,16,0.75,0.75,0.8006805132382099,14,0.8571428571428571,0.7346938775510204,0.7405997617830541,2,0.0,0.0,4.835927030687488,0.007939324914603321,0.9920606750853966,1.0,0.788146820687447,0.7264876545332791,0.8478295936972051,False
shape_support_drop_flank,file,424,264,12,0.7954545454545454,0.8360307621671258,0.7072718190113845,0.17382642917242025,60,0.8666666666666667,0.8711111111111112,0.47796520830500955,32,0.8125,0.68359375,0.8996248175265049,28,0.8571428571428571,0.7346938775510204,0.8019655094247807,4,0.0,0.0,4.465658858628924,0.011671468767725875,0.988328531232274,1.0,0.7840922450149437,0.7200370911010263,0.844984290979297,False
shape_support_drop_flank,pair,424,132,66,0.9545454545454546,0.9804866850321396,0.1333869791639491,0.030459406334270776,30,0.8666666666666667,0.8666666666666667,0.3782085855511553,16,0.75,0.75,0.7432899062554078,14,0.8571428571428571,0.7346938775510204,0.6755267919383352,2,0.0,0.0,4.388458881710518,0.012419854944764292,0.9875801450552356,1.0,0.7840922450149437,0.7200370911010263,0.844984290979297,False
shape_support_drop_visible,file,432,264,12,0.7954545454545454,0.8348829201101928,0.7099603647927637,0.17351414802986712,60,0.8666666666666667,0.8711111111111112,0.48392200058620033,32,0.8125,0.68359375,0.9137403056186827,28,0.8571428571428571,0.7346938775510204,0.8181735307542409,4,0.0,0.0,4.604211932960225,0.010171495208769222,0.9898285047912307,1.0,0.7820517767166802,0.7161982495327069,0.8440116282448692,False
shape_support_drop_visible,pair,432,132,66,0.9545454545454546,0.9804866850321396,0.1353262534820826,0.03037096497537046,30,0.8666666666666667,0.8666666666666667,0.3865682549299296,16,0.75,0.75,0.7612450249080431,14,0.8571428571428571,0.7346938775510204,0.69613215220817,2,0.0,0.0,4.532939356449463,0.010749034348933118,0.9892509656510668,1.0,0.7820517767166802,0.7161982495327069,0.8440116282448692,False
shape_support_drop_prior_split,file,448,264,12,0.8257575757575758,0.8692033976124887,0.6143618181900018,0.1441589897294016,60,0.7666666666666667,0.8366666666666667,0.6281108986805671,32,0.625,0.6328125,1.1683322966965735,28,0.6428571428571429,0.6887755102040816,1.0868232625743866,4,0.0,0.0,5.543741361307887,0.003986338469274459,0.9960136615307256,1.0,0.9116375697618796,0.878909185212356,0.9474084796820643,False
shape_support_drop_prior_split,pair,448,132,66,0.9393939393939394,0.9719926538108357,0.17065807861711574,0.0397205094289036,30,0.8666666666666667,0.8666666666666667,0.49115766215829676,16,0.75,0.71875,0.9338591292417142,14,0.8571428571428571,0.7346938775510204,0.8816821305865563,2,0.0,0.0,5.503458640834541,0.004072661179110929,0.995927338820889,1.0,0.9116375697618796,0.878909185212356,0.9474084796820643,False
shape_support_drop_top1,file,399,264,12,0.7954545454545454,0.8417699724517907,0.7173744890878326,0.1718793207331566,60,0.9,0.8744444444444445,0.4848792067338831,32,0.8125,0.69140625,0.9125318011168444,28,0.8571428571428571,0.7346938775510204,0.8377621828952126,4,0.0,0.0,5.041703079559167,0.006588380831639359,0.9934116191683606,1.0,0.9678946543158055,0.9555732128641726,0.9797339473977621,False
shape_support_drop_top1,pair,399,132,66,0.9696969696969697,0.9788797061524335,0.13586869185137765,0.027443443296193686,30,0.9333333333333333,0.8711111111111112,0.4257561575368944,16,0.75,0.75,0.783646882324245,14,0.8571428571428571,0.7346938775510204,0.7815663599443214,2,0.0,0.0,5.065836918104192,0.006308628887077217,0.9936913711129228,1.0,0.9678946543158055,0.9555732128641726,0.9797339473977621,False
shape_support_drop_top16_33,file,412,264,12,0.8560606060606061,0.8835514233241506,0.5354963476479043,0.12285315739128265,60,0.8666666666666667,0.8666666666666667,0.5299995792865876,32,0.8125,0.68359375,1.018850148855338,28,0.8571428571428571,0.7346938775510204,0.932923738452934,4,0.0,0.0,5.585017296818661,0.0038793231940679783,0.996120676805932,1.0,0.9299068280904784,0.9071176938941161,0.9475228254421181,False
shape_support_drop_top16_33,pair,412,132,66,0.9545454545454546,0.9754361799816346,0.15285269627100637,0.03201260778275336,30,0.8666666666666667,0.8666666666666667,0.45457118898326876,16,0.75,0.75,0.8941361456597356,14,0.8571428571428571,0.7346938775510204,0.8321047511696851,2,0.0,0.0,5.482778606995724,0.004157760849323126,0.9958422391506769,1.0,0.9299068280904784,0.9071176938941161,0.9475228254421181,False
shape_support_drop_between,file,336,264,12,0.75,0.7245752984389348,1.1554524988097623,0.2229767192281999,60,0.7666666666666667,0.8433333333333333,0.6496946665975578,32,0.6875,0.64453125,1.1952881464426837,28,0.7142857142857143,0.7142857142857143,1.0713191834898064,4,0.0,0.0,6.099780682956802,0.0022483762762081257,0.9977516237237919,1.0,0.9405769420578382,0.9268250914095849,0.961631309746979,False
shape_support_drop_between,pair,336,132,66,0.9393939393939394,0.9669421487603307,0.20799855855518745,0.04537726678124821,30,0.8666666666666667,0.8666666666666667,0.5140512918109787,16,0.75,0.71875,1.091095254485085,14,0.8571428571428571,0.7346938775510204,0.9219705537996356,2,0.0,0.0,6.085014248957993,0.0022767318829667823,0.9977232681170332,1.0,0.9405769420578382,0.9268250914095849,0.961631309746979,False
shape_support_keep_mean_only,file,192,264,12,0.7878787878787878,0.7503443526170799,0.9347104885891087,0.1938455932432998,60,0.8,0.7955555555555556,0.7179535864382277,32,0.6875,0.59765625,1.2281092450696294,28,0.7142857142857143,0.6428571428571428,1.1613957354415185,4,0.0,0.0,5.404481126098169,0.004501604012702827,0.9954983959872972,0.0,0.3676786549270871,0.3000899433941628,0.4981942372611141,False
shape_support_keep_mean_only,pair,192,132,66,0.9242424242424242,0.9625803489439853,0.2695480656366629,0.062136180695164245,30,0.8666666666666667,0.848888888888889,0.5560771110441723,16,0.625,0.703125,1.0133098579206097,14,0.7142857142857143,0.7142857142857143,1.0559605736162374,2,0.0,0.0,5.577686202418539,0.0037813045780737617,0.9962186954219262,0.0,0.3676786549270871,0.3000899433941628,0.4981942372611141,False
shape_support_keep_hard_only,file,160,264,12,0.7878787878787878,0.8131313131313131,0.638481201744334,0.17270769876080333,60,0.7333333333333333,0.8577777777777778,0.5154752266197759,32,0.625,0.640625,0.8941481425959968,28,0.6428571428571429,0.6683673469387755,0.831323105029826,4,0.0,0.0,2.987770233661292,0.05040018878344672,0.9495998112165533,1.0,0.9562734903700703,0.9433089878723888,0.9790972123472944,False
shape_support_keep_hard_only,pair,160,132,66,0.9090909090909091,0.9623507805325987,0.24861661162743273,0.06631798391614574,30,0.8666666666666667,0.8933333333333334,0.40237127895885444,16,0.75,0.75,0.6805047276088337,14,0.8571428571428571,0.7346938775510204,0.6680405079187202,2,0.0,0.0,3.065381038841305,0.046636068325044626,0.9533639316749554,1.0,0.9562734903700703,0.9433089878723888,0.9790972123472944,False
shape_support_no_q2s3_targets,file,408,264,12,0.8257575757575758,0.8796487603305785,0.5410215393123224,0.12859059205507642,60,0.8666666666666667,0.8733333333333334,0.4796211376865917,32,0.8125,0.73046875,0.8278679442526982,28,0.8571428571428571,0.7346938775510204,0.7922422755795125,4,0.0,0.0,4.626270622183467,0.010169624549722155,0.9898303754502779,1.0,0.8346715150893479,0.7676879175379464,0.8961954233631023,False
shape_support_no_q2s3_targets,pair,408,132,66,0.9545454545454546,0.9800275482093664,0.14629910864890952,0.03542688177987599,30,0.8666666666666667,0.8844444444444445,0.38626818293881854,16,0.75,0.75,0.7207694138960832,14,0.8571428571428571,0.7346938775510204,0.6802017869739286,2,0.0,0.0,4.466209509353076,0.011490789134656515,0.9885092108653434,1.0,0.8346715150893479,0.7676879175379464,0.8961954233631023,False
