variant,group_col,n_cols,n_rows,n_groups,accuracy,auc,logloss,brier,frontier_n,frontier_accuracy,frontier_auc,frontier_logloss,micro_n,micro_accuracy,micro_auc,micro_logloss,e95_edge_n,e95_edge_accuracy,e95_edge_auc,e95_edge_logloss,e95_e101_n,e95_e101_accuracy,e95_e101_auc,e95_e101_logloss,e95_prob_mean,e101_prob_mean,e176_favorable_rate,e176_prob_mean,e176_prob_min,e176_prob_max,action_grade_boundary_branch
shape_only,file,280,264,12,0.7954545454545454,0.8805670339761249,0.496629149367725,0.1607746888645812,60,0.8333333333333334,0.8322222222222222,0.51924154517462,32,0.75,0.609375,0.9173062372235385,28,0.7857142857142857,0.6785714285714286,0.8159039020265654,4,1.0,1.0,0.2709211235833212,0.7626770594679848,0.23732294053201516,1.0,0.9258988753184502,0.9208640171348335,0.9333240893587452,False
shape_only,pair,280,132,66,0.9696969696969697,0.9954086317722681,0.11715849687110633,0.029161879100663,30,0.9333333333333333,0.9866666666666667,0.2165417885658287,16,0.875,0.890625,0.43100832176854775,14,1.0,1.0,0.2797489361715529,2,1.0,1.0,0.19882201962616528,0.8196957701105339,0.18030422988946612,1.0,0.9258988753184502,0.9208640171348335,0.9333240893587452,False
shape_axis_no_support,file,328,264,12,0.7954545454545454,0.8805670339761249,0.4966291493677249,0.16077468886458113,60,0.8333333333333334,0.8322222222222222,0.5192415451746196,32,0.75,0.609375,0.9173062372235365,28,0.7857142857142857,0.6785714285714286,0.8159039020265633,4,1.0,1.0,0.2709211235833212,0.7626770594679848,0.23732294053201516,1.0,0.9258988753184502,0.9208640171348335,0.9333240893587452,False
shape_axis_no_support,pair,328,132,66,0.9696969696969697,0.9954086317722681,0.11715849687110634,0.029161879100663,30,0.9333333333333333,0.9866666666666667,0.21654178856582876,16,0.875,0.890625,0.43100832176854775,14,1.0,1.0,0.2797489361715529,2,1.0,1.0,0.19882201962616528,0.8196957701105339,0.18030422988946612,1.0,0.9258988753184502,0.9208640171348335,0.9333240893587452,False
shape_support,file,456,264,12,0.7954545454545454,0.8347681359044996,0.7237607132920828,0.17259846335826418,60,0.8666666666666667,0.8666666666666667,0.5095981547210451,32,0.8125,0.68359375,0.9613492164673446,28,0.8571428571428571,0.7346938775510204,0.8723795308228343,4,0.0,0.0,4.9924533452460365,0.0069293258224672905,0.9930706741775328,1.0,0.8164694483547078,0.7540475465648768,0.8752501959410511,False
shape_support,pair,456,132,66,0.9545454545454546,0.9777318640955006,0.14143054971313268,0.030787365022661408,30,0.8666666666666667,0.8666666666666667,0.41313416616383364,16,0.75,0.75,0.8058557080800305,14,0.8571428571428571,0.7346938775510204,0.7508076680387791,2,0.0,0.0,4.917433342058663,0.007317889281886593,0.9926821107181134,1.0,0.8164694483547078,0.7540475465648768,0.8752501959410511,False
shape_support_public_axis,file,504,264,12,0.7954545454545454,0.8347681359044996,0.7237607132920829,0.17259846335826431,60,0.8666666666666667,0.8666666666666667,0.5095981547210452,32,0.8125,0.68359375,0.9613492164673446,28,0.8571428571428571,0.7346938775510204,0.8723795308228344,4,0.0,0.0,4.992453345246038,0.006929325822467265,0.9930706741775328,1.0,0.8164694483547078,0.7540475465648768,0.8752501959410511,False
shape_support_public_axis,pair,504,132,66,0.9545454545454546,0.9777318640955006,0.14143054971313265,0.0307873650226614,30,0.8666666666666667,0.8666666666666667,0.41313416616383364,16,0.75,0.75,0.8058557080800306,14,0.8571428571428571,0.7346938775510204,0.7508076680387793,2,0.0,0.0,4.917433342058663,0.007317889281886593,0.9926821107181134,1.0,0.8164694483547078,0.7540475465648768,0.8752501959410511,False
shape_support_drop_global,file,432,264,12,0.7954545454545454,0.8337350780532597,0.7392774467037355,0.17161937319615053,60,0.9,0.8700000000000001,0.5163105718700737,32,0.8125,0.70703125,0.9399643920825005,28,0.8571428571428571,0.7346938775510204,0.8957907379603762,4,0.0,0.0,5.161604719728594,0.00587582481320287,0.9941241751867971,1.0,0.7596633934705093,0.6770634396095245,0.8347656549130151,False
shape_support_drop_global,pair,432,132,66,0.9696969696969697,0.9775022956841138,0.14082899669919158,0.0285900026324664,30,0.9333333333333333,0.8711111111111112,0.4146586134081389,16,0.75,0.75,0.7900740117904943,14,0.8571428571428571,0.7346938775510204,0.7714888136776575,2,0.0,0.0,5.054982113709204,0.006377480830788685,0.9936225191692113,1.0,0.7596633934705093,0.6770634396095245,0.8347656549130151,False
