model_split,gate,kept_rows,pruned_rows,kept_support_precision,pruned_bad_rate,pruned_mean_support_prob,kept_mean_support_prob,pruned_benefit_sum,kept_benefit_sum,q3_target_delta,loss_vs_full_q3,full_q3_target_delta,overall_delta,subject_delta_mean,subject_win_rate,oof_gate_pass,oof_score
lr_l2_c0p10__subject5,keep_prob_ge_0p45,234,216,0.5470085470085471,0.5462962962962963,0.2639624066708623,0.6615133353757537,1.0669968686187845,0.8509540240293821,-0.0018910089422875531,0.002371104152486203,-0.004262113094773756,-0.0002701441346125076,-0.002000697932926343,0.6,False,-0.008702393620282517
lr_l2_c0p10__subject5,keep_prob_ge_0p5,205,245,0.5365853658536586,0.5265306122448979,0.2892036979889646,0.6875858259099334,1.2048804818054344,0.7130704108427326,-0.0015846009129839578,0.0026775121817897984,-0.004262113094773756,-0.00022637155899770826,-0.0016787092233942035,0.7,False,-0.010118136025769255
lr_l2_c0p10__subject5,keep_prob_ge_0p55,176,274,0.5568181818181818,0.5328467153284672,0.3138689410192561,0.714829036815662,1.1861191944023415,0.7318316982458253,-0.0016262926627685914,0.002635820432005165,-0.004262113094773756,-0.0002323275232526559,-0.001680058509142246,0.7,False,-0.009956996710504977
lr_l2_c0p10__subject5,keep_prob_ge_0p6,148,302,0.5472972972972973,0.5198675496688742,0.3378844690920008,0.7416816936016785,1.5530680556054866,0.3648828370426801,-0.0008108507489837935,0.0034512623457899627,-0.004262113094773756,-0.00011583582128339907,-0.0007031001587959551,0.5,False,-0.013659676988800405
lr_l2_c0p10__subject5,keep_top80,80,370,0.525,0.5027027027027027,0.39629368216709915,0.8147667239625747,1.8183285351691691,0.09962235747899734,-0.0002213830166200026,0.004040730078153754,-0.004262113094773756,-3.162614523142894e-05,-0.00014969000297914147,0.4,False,-0.016387147723223933
lr_l2_c0p10__subject5,keep_top100,100,350,0.52,0.5028571428571429,0.37904460860871236,0.7914438730578334,1.8148833936689008,0.10306749897926593,-0.000229038886620625,0.004033074208153131,-0.004262113094773756,-3.271984094580357e-05,-0.00010730310556384959,0.5,False,-0.016332634532159357
lr_l2_c0p10__subject5,keep_top125,125,325,0.544,0.5138461538461538,0.3577914583247557,0.7642222109062966,1.4384483510766928,0.4795025415714739,-0.0010655612034922157,0.0031965518912815405,-0.004262113094773756,-0.00015222302907031654,-0.0009723285649188229,0.6,False,-0.012538888501841592
lr_l2_c0p10__subject5,keep_top150,150,300,0.54,0.5166666666666667,0.3361451301056612,0.7397764085808954,1.635862624494394,0.28208826815377264,-0.0006268628181195224,0.003635250276654234,-0.004262113094773756,-8.955183115993177e-05,-0.0005336809859427749,0.5,False,-0.014486903030890508
lr_l2_c0p10__subject5,keep_top175,175,275,0.5542857142857143,0.5309090909090909,0.31472788524055867,0.7157704678724518,1.1873753169560275,0.7305755756921393,-0.0016235012793157644,0.002638611815457992,-0.004262113094773756,-0.00023192875418796634,-0.0016769947955966647,0.7,False,-0.009971332985810448
lr_l2_c0p10__subject5,keep_top200,200,250,0.535,0.524,0.29353515653139073,0.692131055929925,1.217141209903296,0.7008096827448709,-0.0015573548505442014,0.002704758244229555,-0.004262113094773756,-0.00022247926436345735,-0.0016454106868533768,0.7,False,-0.010246755551646117
lr_l2_c0p10__subject_loo,drop_prob_low1,449,1,0.5011135857461024,0.0,0.02559559241649072,0.47723925913832166,0.025783193063583454,1.8921676995845833,-0.004204817110188053,5.729598458570351e-05,-0.004262113094773756,-0.0006006881585982933,-0.004642462838299488,0.6,False,0.0018732246167512123
lr_l2_c0p10__subject_loo,drop_risk_top1,449,1,0.5011135857461024,0.0,0.2771587654177978,0.4766789848109246,0.2682325409294469,1.64971835171872,-0.0036660407815972684,0.0005960723131764878,-0.004262113094773756,-0.0005237201116567526,-0.004095729263836645,0.6,False,-0.0005512688619073169
lr_l2_c0p10__subject_loo,drop_prob_low3,447,3,0.5011185682326622,0.3333333333333333,0.035857769110816805,0.4791911625015447,0.036605982107427215,1.8813449105407394,-0.004180766467868358,8.134662690539862e-05,-0.004262113094773756,-0.0005972523525526226,-0.004616065791851087,0.6,False,0.0017649967263125843
lr_l2_c0p10__subject_loo,drop_risk_top3,447,3,0.4988814317673378,0.0,0.2266429921641621,0.4779107247629316,0.586798865838944,1.3311520268092227,-0.0029581156151317067,0.0013039974796420495,-0.004262113094773756,-0.00042258794501881525,-0.0034363528644542505,0.6,False,-0.0037369321110023446
lr_l2_c0p10__subject_loo,drop_prob_low5,445,5,0.501123595505618,0.4,0.04788437059916857,0.48104854178095974,0.16109789632327598,1.756852996324891,-0.003904117769610971,0.00035799532516278543,-0.004262113094773756,-0.0005577311099444244,-0.004396208622208675,0.6,False,0.0005200775841543437
lr_l2_c0p10__subject_loo,drop_risk_top5,445,5,0.49887640449438203,0.2,0.24412332604534165,0.47884360969729484,0.5610285304388981,1.3569223622092685,-0.0030153830271317794,0.0012467300676419768,-0.004262113094773756,-0.0004307690038759685,-0.0034476909750557616,0.6,False,-0.0034792287570020175
lr_l2_c0p10__subject_loo,drop_prob_low8,442,8,0.502262443438914,0.5,0.06078693021990421,0.4837550396012753,0.1618856738160749,1.756065218832092,-0.0039023671529602177,0.00035974594181353847,-0.004262113094773756,-0.0005574810218514596,-0.004390482519842387,0.6,False,0.000512199809225955
lr_l2_c0p10__subject_loo,drop_risk_top8,442,8,0.49547511312217196,0.125,0.24602414826987345,0.4804023297723166,0.8834345930949943,1.0345162995531725,-0.0022989251101183106,0.0019631879846554456,-0.004262113094773756,-0.0003284178728740444,-0.0026396263059812576,0.5,False,-0.006703289383562627
lr_l2_c0p10__subject_loo,drop_prob_low13,437,13,0.5011441647597255,0.46153846153846156,0.07859667874675676,0.4880646822009499,0.23519858444681901,1.6827523082013478,-0.0037394495737808064,0.0005226635209929498,-0.004262113094773756,-0.0005342070819686866,-0.004257107118803638,0.6,False,-0.00022092929708139586
lr_l2_c0p10__subject_loo,drop_risk_top13,437,13,0.494279176201373,0.23076923076923078,0.27745858461563344,0.48214888179752796,1.2250747109536901,0.6928761816944764,-0.0015397248482099668,0.0027223882465637894,-0.004262113094773756,-0.00021996069260142383,-0.0017853865889232768,0.5,False,-0.010119690562150174
lr_l2_c0p10__subject_loo,drop_prob_low21,429,21,0.5058275058275058,0.5714285714285714,0.09635741815245732,0.4948310423410754,0.2468684196389407,1.6710824730092262,-0.0037135166066872838,0.0005485964880864724,-0.004262113094773756,-0.0005305023723838977,-0.004215177726255059,0.6,False,-0.00030905622043081926
lr_l2_c0p10__subject_loo,drop_risk_top21,429,21,0.49417249417249415,0.3333333333333333,0.2940477502922619,0.48515389321535063,1.3503159617176757,0.5676349309304912,-0.0012614109576234434,0.003000702137150313,-0.004262113094773756,-0.00018020156537477763,-0.0013620927905487635,0.4,False,-0.01137210306978953
lr_l2_c0p10__subject_loo,drop_prob_low25,425,25,0.5058823529411764,0.56,0.103666297518131,0.4981514482531051,0.30638386929591,1.6115670233522565,-0.003581260051894075,0.0006808530428796811,-0.004262113094773756,-0.0005116085788420108,-0.0040252491445693876,0.6,False,-0.0009087821455716867
lr_l2_c0p10__subject_loo,drop_risk_top25,425,25,0.4988235294117647,0.44,0.30712420106403615,0.4861833362798166,1.0669538035602373,0.8509970890879295,-0.001891104642417707,0.0023710084523560493,-0.004262113094773756,-0.00027015780605967244,-0.0019523196113516161,0.5,False,-0.008538481488215344
lr_l2_c0p10__subject_loo,drop_prob_low34,416,34,0.5024038461538461,0.5,0.1173020482172823,0.5055715223705176,0.2756521597887492,1.6422987328594174,-0.0036495527396877003,0.0006125603550860559,-0.004262113094773756,-0.0005213646770982429,-0.004126553701106994,0.6,False,-0.0006254650505003734
lr_l2_c0p10__subject_loo,drop_risk_top34,416,34,0.5,0.47058823529411764,0.3138393388824011,0.4895083784219262,1.0699290613402686,0.8480218313078982,-0.0018844929584621584,0.002377620136311598,-0.004262113094773756,-0.0002692132797803083,-0.0019931772428215646,0.6,False,-0.008568234066015312
lr_l2_c0p10__subject_loo,drop_prob_low55,395,55,0.5088607594936709,0.5454545454545454,0.14037718590930254,0.523000703089902,0.27343065234875014,1.6445202402994163,-0.003654489422887708,0.0006076236718860484,-0.004262113094773756,-0.0005220699175553868,-0.00395361755491982,0.5,False,-0.0006060681579185214
lr_l2_c0p10__subject_loo,drop_risk_top55,395,55,0.5012658227848101,0.4909090909090909,0.3031762406854135,0.5003324802729752,1.2299681961043902,0.6879826965437766,-0.0015288504367640954,0.002733262658009661,-0.004262113094773756,-0.00021840720525201363,-0.001676373735561787,0.7,False,-0.010189625413656596
lr_l2_c0p10__subject_loo,drop_prob_low80,370,80,0.5216216216216216,0.5875,0.16314114389327014,0.5439317065785442,0.16746416670287986,1.750486725945287,-0.0038899705021007147,0.0003721425926730415,-0.004262113094773756,-0.0005557100717286735,-0.004176377723894909,0.5,False,0.00044541488035819134
lr_l2_c0p10__subject_loo,drop_risk_top80,370,80,0.5,0.4875,0.3133853342489278,0.5114464762313748,1.7702322006057776,0.1477186920423892,-0.0003282637600943161,0.00393384933467944,-0.004262113094773756,-4.689482287061659e-05,-0.00046869325484280024,0.6,False,-0.015617265458670601
lr_l2_c0p10__subject_loo,drop_prob_low111,339,111,0.5309734513274337,0.5855855855855856,0.1903870765175233,0.5698320278822355,0.18108773938918885,1.736863153258978,-0.003859695896131221,0.0004024171986425351,-0.004262113094773756,-0.0005513851280187458,-0.00414973244314294,0.5,False,0.00027741338772970436
lr_l2_c0p10__subject_loo,drop_risk_top111,339,111,0.5073746312684366,0.5135135135135135,0.3533444412089726,0.5164743067000795,1.7515009572118132,0.16644993543635322,-0.00036988874541421524,0.003892224349359541,-0.004262113094773756,-5.284124934488789e-05,-0.0004962410291973418,0.5,False,-0.015455547619325652
lr_l2_c0p10__subject_loo,keep_prob_ge_0p35,297,153,0.5353535353535354,0.5620915032679739,0.22585480677172737,0.6052196549139685,0.8107687813889021,1.1071821112592646,-0.002460404691687179,0.001801708403086577,-0.004262113094773756,-0.00035148638452673985,-0.002828089567829295,0.5,False,-0.00607079466519553
lr_l2_c0p10__subject_loo,keep_prob_ge_0p4,265,185,0.539622641509434,0.5513513513513514,0.2523038402722295,0.6325653301704169,0.9834973489408576,0.9344535437073092,-0.0020765634304608094,0.002185549664312947,-0.004262113094773756,-0.0002966519186372585,-0.0023691120744038672,0.5,False,-0.007834376401480842
lr_l2_c0p10__subject_loo,keep_prob_ge_0p45,241,209,0.5394190871369294,0.5406698564593302,0.27181109177255464,0.6535166172824025,1.2409573514320755,0.676993541216091,-0.0015044300915914022,0.002757683003182354,-0.004262113094773756,-0.00021491858451305745,-0.0016770622188797101,0.6,False,-0.010437249024349983
lr_l2_c0p10__subject_loo,keep_prob_ge_0p5,217,233,0.543778801843318,0.5364806866952789,0.29299364256647503,0.6729884987443975,1.1167124017519943,0.8012384908961725,-0.0017805299797692964,0.00248158311500446,-0.004262113094773756,-0.00025436142568132806,-0.0019096640689237998,0.6,False,-0.00922047519545508
lr_l2_c0p10__subject_loo,keep_prob_ge_0p55,172,278,0.5581395348837209,0.5323741007194245,0.3301444910347939,0.7123596188247107,1.1819697260380886,0.7359811666100782,-0.001635513703577951,0.002626599391195805,-0.004262113094773756,-0.00023364481479685014,-0.0017423102195800344,0.8,False,-0.009869691072706476
lr_l2_c0p10__subject_loo,keep_prob_ge_0p6,147,303,0.5374149659863946,0.5148514851485149,0.3503456212432056,0.7357231272709636,1.7969480929939354,0.12100279965423133,-0.0002688951103427817,0.0039932179844309745,-0.004262113094773756,-3.841358719182596e-05,-0.0002533400006686115,0.4,False,-0.0161014837884931
lr_l2_c0p10__subject_loo,keep_top80,80,370,0.5125,0.5,0.40507531072332936,0.8053519747236384,2.0677599107597318,-0.149809018111565,0.00033290892913684367,0.0045950220239106,-0.004262113094773756,4.755841844812052e-05,0.00047468227277355226,0.5,False,-0.01888254256021082
lr_l2_c0p10__subject_loo,keep_top100,100,350,0.52,0.5028571428571429,0.38862250010016747,0.782881479104643,1.9525223745853149,-0.03457148193714815,7.682551541576821e-05,0.004338938610189524,-0.004262113094773756,1.097507363082403e-05,8.251337117519686e-05,0.6,False,-0.017709024341323126
lr_l2_c0p10__subject_loo,keep_top125,125,325,0.552,0.5169230769230769,0.36824782690786945,0.7570038336037228,1.7798874219833576,0.13806347066480917,-0.0003068077125886193,0.003955305382185137,-0.004262113094773756,-4.382967322694561e-05,-0.0002546190598499698,0.5,False,-0.015952048441677007
lr_l2_c0p10__subject_loo,keep_top150,150,300,0.54,0.5166666666666667,0.3478832004187317,0.732940418799356,1.8471369068345929,0.07081398581357373,-0.0001573644129191365,0.00410474868185462,-0.004262113094773756,-2.24806304170195e-05,-0.00016232641202214016,0.3,False,-0.016599645854292244
lr_l2_c0p10__subject_loo,keep_top175,175,275,0.56,0.5345454545454545,0.32780655317700386,0.7094812618391249,1.1106507444445812,0.8073001482035854,-0.0017940003293412943,0.002468112765432462,-0.004262113094773756,-0.0002562857613344706,-0.0018500338387866244,0.7,False,-0.009202632715241018
lr_l2_c0p10__subject_loo,keep_top200,200,250,0.54,0.528,0.3076934820194487,0.6869132622033038,1.160118204280339,0.7578326883678275,-0.001684072640817602,0.002578040453956154,-0.004262113094773756,-0.00024058180583108602,-0.0017927496524255849,0.5,False,-0.009674925495415815
lr_l1_c0p04__stratified5,drop_prob_low1,449,1,0.5011135857461024,0.0,0.3689185032945077,0.49880185398617005,0.016103177272539515,1.9018477153756272,-0.004226328256390355,3.578483838340141e-05,-0.004262113094773756,-0.0006037611794843364,-0.004677097486842507,0.6,False,0.0019700247746615718
lr_l1_c0p04__stratified5,drop_risk_top1,449,1,0.5011135857461024,0.0,0.454062362934227,0.4986122240092442,0.2682325409294469,1.64971835171872,-0.0036660407815972684,0.0005960723131764878,-0.004262113094773756,-0.0005237201116567526,-0.004095729263836645,0.6,False,-0.0005512688619073169
lr_l1_c0p04__stratified5,drop_prob_low3,447,3,0.5033557046979866,0.6666666666666666,0.3796876574009643,0.499310711344255,-0.012529572782587373,1.9304804654307541,-0.004289956589846211,-2.784349507245487e-05,-0.004262113094773756,-0.0006128509414066016,-0.004727330381676065,0.6,False,0.0023230189418795917
lr_l1_c0p04__stratified5,drop_risk_top3,447,3,0.4988814317673378,0.0,0.45904769486531083,0.498778093643152,0.6920577518639867,1.22589314078418,-0.0027242069795204715,0.0015379061152532847,-0.004262113094773756,-0.00038917242564578166,-0.003177562533594802,0.6,False,-0.004789520971252903
lr_l1_c0p04__stratified5,drop_prob_low5,445,5,0.503370786516854,0.6,0.38519082081761874,0.49978650975055444,0.026789330422250818,1.891161562225916,-0.004202581249390991,5.953184538276535e-05,-0.004262113094773756,-0.0006003687499129987,-0.004658349849737753,0.6,False,0.001903163243164434
lr_l1_c0p04__stratified5,drop_risk_top5,445,5,0.49887640449438203,0.2,0.4630881999156003,0.4989112583000154,0.7431387416319983,1.1748121510161684,-0.0026106936689249682,0.001651419425848788,-0.004262113094773756,-0.0003729562384178526,-0.0030837887636536608,0.6,False,-0.005300330868932668
lr_l1_c0p04__stratified5,drop_prob_low8,442,8,0.504524886877828,0.625,0.3934414659285178,0.5004149756010333,0.08853097030216642,1.8294199223460001,-0.004065377605213305,0.00019673548956045117,-0.004262113094773756,-0.0005807682293161864,-0.004550031183281756,0.6,False,0.0012957468443648478
lr_l1_c0p04__stratified5,drop_risk_top8,442,8,0.49547511312217196,0.125,0.47005951408801105,0.4990282235981466,1.2214672738708967,0.6964836187772699,-0.0015477413750606406,0.0027143717197131156,-0.004262113094773756,-0.00022110591072294867,-0.0019175047398352074,0.6,False,-0.010083616191322142
lr_l1_c0p04__stratified5,drop_prob_low13,437,13,0.5011441647597255,0.46153846153846156,0.4038776111951435,0.50132847139027,0.21267055160975243,1.7052803410384145,-0.00378951186897436,0.0004726012257993961,-0.004262113094773756,-0.0005413588384249086,-0.004286507786168792,0.6,False,4.351031289595575e-06
lr_l1_c0p04__stratified5,drop_risk_top13,437,13,0.4965675057208238,0.3076923076923077,0.48426817235139397,0.4989369901659422,1.0374773610583086,0.880473531589858,-0.001956607847977576,0.00230550524679618,-0.004262113094773756,-0.00027951540685393946,-0.0023276818403107913,0.6,False,-0.008243717063195932
lr_l1_c0p04__stratified5,drop_prob_low21,429,21,0.5034965034965035,0.5238095238095238,0.4133847515344269,0.5026803523563215,0.10511773403024541,1.8128331586179216,-0.004028518130262171,0.00023359496451158535,-0.004262113094773756,-0.000575502590037453,-0.004505770392791875,0.6,False,0.0010894030166085536
lr_l1_c0p04__stratified5,drop_risk_top21,429,21,0.4988344988344988,0.42857142857142855,0.48838093709579766,0.49900921040576485,0.9601258188300708,0.957825073818096,-0.0021285001640403145,0.0021336129307334417,-0.004262113094773756,-0.0003040714520057592,-0.0023227052774125847,0.6,False,-0.00747020164091361
lr_l1_c0p04__stratified5,drop_prob_low25,425,25,0.5011764705882353,0.48,0.41713682686756665,0.5033000712268134,0.17557765132008482,1.7423732413280821,-0.0038719405362847015,0.00039017255848905474,-0.004262113094773756,-0.000553134362326386,-0.004382418133801769,0.5,False,0.00037528003418613176
lr_l1_c0p04__stratified5,drop_risk_top25,425,25,0.5011764705882353,0.48,0.48570092559286027,0.499266888948855,0.7965906230757762,1.1213602695723905,-0.0024919117101608323,0.0017702013846129239,-0.004262113094773756,-0.0003559873871658332,-0.002677618797254222,0.6,False,-0.005834849683371279
lr_l1_c0p04__stratified5,drop_prob_low34,416,34,0.5,0.47058823529411764,0.42305265049421686,0.5046806750631767,0.2808949623080749,1.6370559303400918,-0.003637902067422538,0.000624211027351218,-0.004262113094773756,-0.0005197002953460769,-0.004151688958724709,0.6,False,-0.000677893075693603
lr_l1_c0p04__stratified5,drop_risk_top34,416,34,0.5024038461538461,0.5,0.4891256491923394,0.49928047805419556,0.7652532851019043,1.1526976075462625,-0.00256155023899185,0.0017005628557819064,-0.004262113094773756,-0.00036593574842740714,-0.0028772847433936044,0.5,False,-0.0055214763036317005
lr_l1_c0p04__stratified5,drop_prob_low55,395,55,0.5012658227848101,0.4909090909090909,0.4318901988820355,0.5077898481128428,0.44457897890547204,1.4733719137426948,-0.003274159808317245,0.000987953286456511,-0.004262113094773756,-0.0004677371154738922,-0.003803772501900815,0.6,False,-0.0023357332416674217
lr_l1_c0p04__stratified5,drop_risk_top55,395,55,0.4936708860759494,0.43636363636363634,0.4933552813467905,0.4992314189088896,1.3430388577313206,0.5749120349168463,-0.0012775822998152275,0.0029845307949585287,-0.004262113094773756,-0.00018251175711646108,-0.0015080842693964813,0.6,False,-0.011320332029926501
lr_l1_c0p04__stratified5,drop_prob_low80,370,80,0.5081081081081081,0.525,0.43813398212225324,0.511568195603526,1.2227976940949412,0.6951531985532258,-0.0015447848856738888,0.0027173282090998674,-0.004262113094773756,-0.00022068355509626984,-0.0020857053047768303,0.5,False,-0.010132920393562525
lr_l1_c0p04__stratified5,drop_risk_top80,370,80,0.4945945945945946,0.4625,0.493762363002839,0.4995404375752912,1.5410222273494092,0.37692866529875724,-0.0008376192562196128,0.0034244938385541435,-0.004262113094773756,-0.00011965989374565897,-0.001049396318532192,0.4,False,-0.013325165726106767
lr_l1_c0p04__stratified5,drop_prob_low111,339,111,0.5191740412979351,0.5495495495495496,0.4436720484337788,0.5164700695189836,1.4073781311908038,0.510572761457363,-0.001134606136572014,0.0031275069582017423,-0.004262113094773756,-0.00016208659093885913,-0.0015548987074740727,0.4,False,-0.011999904944701142
lr_l1_c0p04__stratified5,drop_risk_top111,339,111,0.4896755162241888,0.4594594594594595,0.49138757341694556,0.5008464020466191,1.937153915767303,-0.019203023119136187,4.267338470909099e-05,0.004304786479482847,-0.004262113094773756,6.096197815584427e-06,-4.280088739769816e-05,0.4,False,-0.017317482610285935
lr_l1_c0p04__stratified5,keep_prob_ge_0p35,450,0,0.5022222222222222,,,0.4985132243179664,0.0,1.9179508926481668,-0.004262113094773756,0.0,-0.004262113094773756,-0.0006088732992533938,-0.004705348675039944,0.6,False,0.002131056547386878
lr_l1_c0p04__stratified5,keep_prob_ge_0p4,445,5,0.503370786516854,0.6,0.38519082081761874,0.49978650975055444,0.026789330422250818,1.891161562225916,-0.004202581249390991,5.953184538276535e-05,-0.004262113094773756,-0.0006003687499129987,-0.004658349849737753,0.6,False,0.001903163243164434
lr_l1_c0p04__stratified5,keep_prob_ge_0p45,391,59,0.49872122762148335,0.4745762711864407,0.43310177027941926,0.5083834948762125,0.7970301038174813,1.1209207888306856,-0.002490935086290502,0.001771178008483254,-0.004262113094773756,-0.00035584786947007174,-0.0030837956825458756,0.4,False,-0.005864244490787765
lr_l1_c0p04__stratified5,keep_prob_ge_0p5,221,229,0.5339366515837104,0.5283842794759825,0.46151354306596676,0.5368522605474139,2.1784669138733865,-0.26051602122522,0.0005789244916114544,0.004841037586385211,-0.004262113094773756,8.270349880163634e-05,0.00021920444314442732,0.5,False,-0.019837258879556178
lr_l1_c0p04__stratified5,keep_prob_ge_0p55,59,391,0.5254237288135594,0.5012787723785166,0.4885196405229853,0.5647418898067396,2.10335860699602,-0.18540771434785347,0.0004120171429951025,0.004674130237768859,-0.004262113094773756,5.8859591856443216e-05,0.000290713212401339,0.3,False,-0.01925901801362158
lr_l1_c0p04__stratified5,keep_prob_ge_0p6,0,450,,0.49777777777777776,0.4985132243179664,,1.9179508926481668,0.0,0.0,0.004262113094773756,-0.004262113094773756,0.0,0.0,0.0,False,-0.017464452379095025
lr_l1_c0p04__stratified5,keep_top80,80,370,0.525,0.5027027027027027,0.48517059022955883,0.5602229069768513,2.0948249997829627,-0.1768741071347958,0.0003930535714106176,0.004655166666184374,-0.004262113094773756,5.61505102015168e-05,0.0002849501840149427,0.3,False,-0.019152112369361724
lr_l1_c0p04__stratified5,keep_top100,100,350,0.56,0.5142857142857142,0.48194820189324317,0.5564908028044975,1.983073591737111,-0.06512269908894425,0.0001447171090864785,0.004406830203860235,-0.004262113094773756,2.0673872726639786e-05,8.366146340473834e-05,0.5,False,-0.018009965084269892
lr_l1_c0p04__stratified5,keep_top125,125,325,0.568,0.5230769230769231,0.47785623299399005,0.5522214017603049,1.7316855191859526,0.18626537346221406,-0.0004139230521382764,0.00384819004263548,-0.004262113094773756,-5.9131864591182346e-05,-0.0006358984607258034,0.4,False,-0.01546756787524201
lr_l1_c0p04__stratified5,keep_top150,150,300,0.5666666666666667,0.53,0.47373486589151736,0.5480699411708645,1.7839794770276964,0.1339714156204703,-0.00029771425693447817,0.003964398837839278,-0.004262113094773756,-4.253060813349688e-05,-0.0006680016414973733,0.5,False,-0.01596273822288987
lr_l1_c0p04__stratified5,keep_top175,175,275,0.5485714285714286,0.5272727272727272,0.4695049609042332,0.5440976382538327,1.8444073375368348,0.07354355511133193,-0.00016343012246966548,0.004098682972304091,-0.004262113094773756,-2.3347160352809354e-05,-0.000505322486682036,0.4,False,-0.016543107737072443
lr_l1_c0p04__stratified5,keep_top200,200,250,0.535,0.524,0.4651502031199218,0.5402170008155222,2.198660033899438,-0.28070914125127167,0.0006237980916694585,0.004885911186443215,-0.004262113094773756,8.911401309563693e-05,0.00026797463666320407,0.5,False,-0.02006194379160759
lr_l1_c0p04__rowcontig5,drop_prob_low1,449,1,0.5033407572383074,1.0,0.3985877085667754,0.5027492361449819,-0.03704752182655152,1.9549984144747183,-0.004344440921055015,-8.232782628125879e-05,-0.004262113094773756,-0.0006206344172935736,-0.004782531012178593,0.6,False,0.0027015317656525427
lr_l1_c0p04__rowcontig5,drop_risk_top1,449,1,0.5011135857461024,0.0,0.481515736859313,0.502564541204464,0.2682325409294469,1.64971835171872,-0.0036660407815972684,0.0005960723131764878,-0.004262113094773756,-0.0005237201116567526,-0.004095729263836645,0.6,False,-0.0005512688619073169
lr_l1_c0p04__rowcontig5,drop_prob_low3,447,3,0.5011185682326622,0.3333333333333333,0.4086073518534786,0.5031480373201415,0.1069757059939252,1.8109751866542414,-0.004024389303676212,0.00023772379109754382,-0.004262113094773756,-0.0005749127576680303,-0.004459468750538176,0.6,False,0.001061299487447931
lr_l1_c0p04__rowcontig5,drop_risk_top3,447,3,0.4988814317673378,0.0,0.4774556019566385,0.5026859685275027,0.6920577518639867,1.22589314078418,-0.0027242069795204715,0.0015379061152532847,-0.004262113094773756,-0.00038917242564578166,-0.003177562533594802,0.6,False,-0.004789520971252903
lr_l1_c0p04__rowcontig5,drop_prob_low5,445,5,0.503370786516854,0.6,0.41490024607191567,0.5035022326006833,0.01265844779222891,1.9052924448559379,-0.004233983210791048,2.8129883982708215e-05,-0.004262113094773756,-0.0006048547443987211,-0.004673826155542027,0.6,False,0.0020444720694646912
lr_l1_c0p04__rowcontig5,drop_risk_top5,445,5,0.49887640449438203,0.2,0.4761885422865536,0.5028136000589458,0.8066712808283742,1.1112796118197925,-0.0024695102484884046,0.0017926028462853516,-0.004262113094773756,-0.0003527871783554864,-0.0028747586537045343,0.6,False,-0.005935656260897204
lr_l1_c0p04__rowcontig5,drop_prob_low8,442,8,0.502262443438914,0.5,0.4200896141455897,0.5040096783359704,0.016126417760973233,1.9018244748871933,-0.004226276610860502,3.5836483913254114e-05,-0.004262113094773756,-0.0006037538015515003,-0.004666601218107125,0.6,False,0.0019697923697772346
lr_l1_c0p04__rowcontig5,drop_risk_top8,442,8,0.49547511312217196,0.125,0.49657470231330136,0.502625332848772,1.2214672738708967,0.6964836187772699,-0.0015477413750606406,0.0027143717197131156,-0.004262113094773756,-0.00022110591072294867,-0.0019175047398352074,0.6,False,-0.010083616191322142
lr_l1_c0p04__rowcontig5,drop_prob_low13,437,13,0.505720823798627,0.6153846153846154,0.42661647537416353,0.5047756992169325,0.035485849919123624,1.8824650427290432,-0.004183255650509143,7.885744426461283e-05,-0.004262113094773756,-0.0005976079500727348,-0.00461560711124176,0.6,False,0.0018223518943499665
lr_l1_c0p04__rowcontig5,drop_risk_top13,437,13,0.494279176201373,0.23076923076923078,0.4963353762877529,0.5027016815696175,1.284972992476792,0.6329779001713749,-0.001406617555936518,0.0028554955388372383,-0.004262113094773756,-0.00020094536513378828,-0.001721131036344825,0.5,False,-0.010718673377380694
lr_l1_c0p04__rowcontig5,drop_prob_low21,429,21,0.5081585081585082,0.6190476190476191,0.43360990917156766,0.5058908779605145,0.030935729348362112,1.8870151632998047,-0.004193367029555084,6.874606521867221e-05,-0.004262113094773756,-0.0005990524327935834,-0.0045756707161784035,0.6,False,0.0018693183015219008
lr_l1_c0p04__rowcontig5,drop_risk_top21,429,21,0.4965034965034965,0.38095238095238093,0.4924188496844411,0.5030121186347095,1.1848996522867121,0.7330512403614546,-0.0016290027563587994,0.002633110338414957,-0.004262113094773756,-0.0002327146794798285,-0.0018981447562759213,0.5,False,-0.009717939975480427
lr_l1_c0p04__rowcontig5,drop_prob_low25,425,25,0.508235294117647,0.6,0.4359001072362393,0.5064364518982534,0.03564874851529973,1.8823021441328673,-0.004182893653628672,7.921944114508417e-05,-0.004262113094773756,-0.0005975562362326674,-0.0045635770408629425,0.6,False,0.0018145690622339992
lr_l1_c0p04__rowcontig5,drop_risk_top25,425,25,0.4964705882352941,0.4,0.4999310853802724,0.5026699237721337,1.1012952630908055,0.816655629557361,-0.0018147902879053213,0.002447322806868435,-0.004262113094773756,-0.0002592557554150459,-0.0020351754661230735,0.5,False,-0.00888189608352108
lr_l1_c0p04__rowcontig5,drop_prob_low34,416,34,0.5072115384615384,0.5588235294117647,0.44002533871035215,0.5076253202440184,0.25861480749190413,1.6593360851562626,-0.003687413522569516,0.0005746995722042403,-0.004262113094773756,-0.0005267733603670737,-0.00408505633381614,0.6,False,-0.0004315621157674973
