section,rows,strict_gates,best_loss_vs_full,best_q3_loss_vs_full,best_tail_auc,random_p01_loss_vs_full,random_p05_loss_vs_full,random_strict_rate,random_strict_best_loss,best_e264_file_view
e264_all,2184,725,-0.001689622192458,-0.0014939751090897,0.9184177181774984,-0.0006902624160288751,-0.0005505851033239528,0.2909090909090909,-0.0007237354370909221,human_late
e264_human_only,936,443,-0.001689622192458,-0.0014939751090897,0.6128338614757809,-0.0006902624160288751,-0.0005505851033239528,0.2909090909090909,-0.0007237354370909221,human_late
random_cell_noise,220,64,-0.0007237354370909221,-0.0007186339451580315,0.5642798353909465,-0.0006902624160288751,-0.0005505851033239528,0.2909090909090909,-0.0007237354370909221,human_late
