candidate,feature,weighted_corr_abs_row_move
mixmin_vs_a2c8,days_after_train,0.05563875239990554
mixmin_vs_a2c8,test_day_index,0.04038353259632749
mixmin_vs_a2c8,global_test_index,-0.08191829446345703
mixmin_vs_a2c8,raw_domain_prob,0.05972588302100093
mixmin_vs_a2c8,raw_density_radius,0.014859796311379065
mixmin_vs_a2c8,raw_missing_frac,-0.025077050127903427
mixmin_vs_a2c8,mixmin_vs_a2c8_row_abs,1.0
mixmin_vs_a2c8,e72_failed_row_abs,0.17939573888654617
e72_failed_vs_mixmin,days_after_train,0.07014075937077842
e72_failed_vs_mixmin,test_day_index,0.11030556525638453
e72_failed_vs_mixmin,global_test_index,0.08213298567275672
e72_failed_vs_mixmin,raw_domain_prob,0.05919477710403622
e72_failed_vs_mixmin,raw_density_radius,0.11969584844939801
e72_failed_vs_mixmin,raw_missing_frac,-0.02815775216645938
e72_failed_vs_mixmin,mixmin_vs_a2c8_row_abs,0.10473074975647922
e72_failed_vs_mixmin,e72_failed_row_abs,1.0
e85_vs_mixmin,days_after_train,0.0844672221296728
e85_vs_mixmin,test_day_index,0.11282856465781992
e85_vs_mixmin,global_test_index,-0.08729304257004375
e85_vs_mixmin,raw_domain_prob,0.14281387281468882
e85_vs_mixmin,raw_density_radius,0.14371729879554274
e85_vs_mixmin,raw_missing_frac,-0.06346898075178564
e85_vs_mixmin,mixmin_vs_a2c8_row_abs,0.2567302216201726
e85_vs_mixmin,e72_failed_row_abs,0.6843069527663328
e86_vs_mixmin,days_after_train,0.08522845455984035
e86_vs_mixmin,test_day_index,0.11777713961264952
e86_vs_mixmin,global_test_index,-0.04334508608110428
e86_vs_mixmin,raw_domain_prob,0.13101355340729848
e86_vs_mixmin,raw_density_radius,0.12737592766715075
e86_vs_mixmin,raw_missing_frac,-0.04994358357631387
e86_vs_mixmin,mixmin_vs_a2c8_row_abs,0.28294402270489344
e86_vs_mixmin,e72_failed_row_abs,0.7254706712770446
e87_noq2_vs_mixmin,days_after_train,0.08453564415773088
e87_noq2_vs_mixmin,test_day_index,0.11376621198771192
e87_noq2_vs_mixmin,global_test_index,-0.08534060065900274
e87_noq2_vs_mixmin,raw_domain_prob,0.14284243904937496
e87_noq2_vs_mixmin,raw_density_radius,0.1440999874015264
e87_noq2_vs_mixmin,raw_missing_frac,-0.06469550653561582
e87_noq2_vs_mixmin,mixmin_vs_a2c8_row_abs,0.25765290245386063
e87_noq2_vs_mixmin,e72_failed_row_abs,0.6835667665683105
e87_nooverstep_vs_mixmin,days_after_train,0.08522845455985122
e87_nooverstep_vs_mixmin,test_day_index,0.1177771396126581
e87_nooverstep_vs_mixmin,global_test_index,-0.04334508608111028
e87_nooverstep_vs_mixmin,raw_domain_prob,0.1310135534073055
e87_nooverstep_vs_mixmin,raw_density_radius,0.12737592766715808
e87_nooverstep_vs_mixmin,raw_missing_frac,-0.049943583576312116
e87_nooverstep_vs_mixmin,mixmin_vs_a2c8_row_abs,0.28294402270489316
e87_nooverstep_vs_mixmin,e72_failed_row_abs,0.7254706712770408
e87_inverse_top_vs_mixmin,days_after_train,0.06763378350665804
e87_inverse_top_vs_mixmin,test_day_index,0.11630725425165359
e87_inverse_top_vs_mixmin,global_test_index,-0.06122136812034361
e87_inverse_top_vs_mixmin,raw_domain_prob,0.1330456009791979
e87_inverse_top_vs_mixmin,raw_density_radius,0.08599418401449871
e87_inverse_top_vs_mixmin,raw_missing_frac,-0.0697138148522195
e87_inverse_top_vs_mixmin,mixmin_vs_a2c8_row_abs,0.1861399821997831
e87_inverse_top_vs_mixmin,e72_failed_row_abs,0.7435668680679417
