targets,mask_size,gamma,oof_loss,oof_delta_vs_public2d0,oof_delta_vs_stage2,public_self_expected_loss,public_crossentropy_gap,submission_abs_delta_mean_vs_prior,submission_abs_delta_p90_vs_prior,submission_min,submission_max,expected_public_anchor,public_residual_anchor,expected_public_stage2,public_residual_stage2,expected_public_ordinal,public_residual_ordinal,expected_oof_anchor,oof_constraint_residual_anchor,expected_oof_stage2,oof_constraint_residual_stage2,expected_oof_ordinal,oof_constraint_residual_ordinal,geometry_mean_delta,geometry_win_rate,geometry_worst_delta,risk_score
Q1+Q3+S1+S2+S3+S4,6,0.5,0.5557065712022639,-0.005995300665371572,-0.011824353487553285,0.5761489175584812,0.00041486314738559127,0.007897834504394116,0.01948051734152725,0.06912443978519783,0.9774247698198568,0.5779447870373622,-0.00048256576263783213,0.5747993385101424,-0.0031456371898576085,0.5767952013883862,-0.001508163811613783,0.5796365226900541,0.0013328526464798651,0.5711766738002599,0.0036457491104427975,0.5701829350810071,0.008279117871081598,-0.008157990225146003,1.0,-0.006938317447815923,0.5770424167957671
Q1+Q3+S2+S3+S4,5,0.5,0.5566885054012426,-0.005013366466392832,-0.010842419288574545,0.576203798474419,0.00046974406332345175,0.0072861341742555845,0.01911081301533011,0.06912443978519783,0.9782116712469272,0.5777196848317462,-0.0007076679682538334,0.5744725367660453,-0.003472438933954769,0.5765711447497884,-0.0017322204502115968,0.5800672724181737,0.0017636023745994933,0.571968606814746,0.004437682124928899,0.5717096059852289,0.009805788775303359,-0.006416886101681743,1.0,-0.004982232210169024,0.5770498479076756
Q1+Q2+Q3+S1+S2+S3+S4,7,0.5,0.555624850449518,-0.00607702141811739,-0.011906074240299103,0.5760997785864291,0.0003657241753335372,0.008793073945023426,0.01948051734152725,0.06912443978519783,0.9774247698198568,0.5779598028280907,-0.00046754997190934233,0.5749440837632649,-0.0030008919367351394,0.576890811740178,-0.0014125534598220524,0.5793428546321755,0.0010391845886013051,0.5707798845821808,0.003248959892363623,0.5694955937981157,0.007591776588190102,-0.008287847163540321,1.0,-0.006963017476044331,0.5770705170247649
Q1+Q2+Q3+S2+S3+S4,6,0.5,0.5566067846484968,-0.00509508721913865,-0.010924140041320363,0.576154659502367,0.00042060509127139767,0.008181373614884895,0.01911081301533011,0.06912443978519783,0.9782116712469272,0.5777347006224747,-0.0006926521775253436,0.5746172820191678,-0.003327693680832189,0.57666675510158,-0.0016366100984199772,0.5797736043602951,0.0014699343167209333,0.5715718175966669,0.004040892906849725,0.5710222647023372,0.009118447492411641,-0.0065467430400760335,1.0,-0.004582747205941984,0.5770779481366733
Q1+Q3+S1+S3+S4,5,0.5,0.5563774229922603,-0.005324448875375087,-0.0111535016975568,0.5762966145365781,0.000562560125482503,0.0066552218598466785,0.017986142858550994,0.06912443978519783,0.9774247698198568,0.5777918057662742,-0.000635547033725814,0.5743092508590235,-0.0036357248409765175,0.5765119186267638,-0.001791446573236266,0.5797233969886986,0.0014197269451243777,0.5716424933658028,0.004111568675985611,0.5710079700016558,0.009104152791730269,-0.006922466825953835,1.0,-0.005474000985512539,0.5771027767539334
Q1+Q3+S2+S3+S4,5,0.75,0.5554073664376086,-0.006294505430026853,-0.012123558252208566,0.5759556184092364,0.00022156399814077243,0.010955724400717572,0.02864426968811142,0.07496488032957017,0.9782116712469272,0.5777907080777284,-0.0006366447222716509,0.5756932732612562,-0.002251702438743841,0.5770744870610488,-0.0012288781389512282,0.5797910000199612,0.0014873299763870085,0.5707739395248554,0.003243014835038305,0.568783574427946,0.006879757218020477,-0.008045000323787188,1.0,-0.00624217742996902,0.5771065818488433
Q1+Q3+S3+S4,4,0.5,0.5573593571912391,-0.004342514676396347,-0.01017156749857806,0.5763514954525161,0.0006174410414204745,0.0060435215297081485,0.01737100780270027,0.06912443978519783,0.9782116712469272,0.5775667035606581,-0.0008606492393419263,0.5739824491149265,-0.003962526585073567,0.576287861988166,-0.00201550321183408,0.5801541467168183,0.001850476673244117,0.5724344263802889,0.004903501690471712,0.5725346409058775,0.010630823695951919,-0.005181362702489534,1.0,-0.003676222684696362,0.577110207865842
Q1+Q3+S1+S2+S3+S4,6,0.75,0.554185187608484,-0.007516684259151418,-0.013345737081333131,0.5758870302496651,0.00015297583856954677,0.011874150163308133,0.029391759240777415,0.07496488032957017,0.9770209739779643,0.5781378170932128,-0.00028953570678724727,0.5761920227182464,-0.0017529529817535972,0.5774186434793551,-0.0008847217206449098,0.5791631995086123,0.0008595294650380891,0.5696208412457373,0.0020899165559201682,0.5665382265830844,0.004634409373158843,-0.010184803701255893,1.0,-0.008713701782237515,0.5771126892256383
Q1+S1+S2+S3+S4,5,0.5,0.557419630095035,-0.0042822417726003925,-0.010111294594782105,0.5763436929857034,0.0006096385746078292,0.006305316785418612,0.01736920178528291,0.06912443978519783,0.9774247698198568,0.5778512434330635,-0.000576109366936528,0.5743656199677278,-0.0035793557322721936,0.5767861040549973,-0.001517261145002724,0.5795815233962259,0.0012778533526517366,0.5714144523866794,0.003883527696862288,0.5720788498226378,0.010175032612712243,-0.006224631063139113,1.0,-0.003986141627276063,0.5771266343078972
Q1+Q2+Q3+S1+S3+S4,6,0.5,0.5562957022395146,-0.005406169628120794,-0.011235222450302507,0.5762474755645262,0.0005134211534305599,0.007550461300475989,0.017986142858550994,0.06912443978519783,0.9774247698198568,0.5778068215570025,-0.0006205312429975463,0.5744539961121462,-0.0034909795878538263,0.5766075289785555,-0.0016958362214445355,0.57942972893082,0.0011260588872458177,0.5712457041477237,0.0037147794579065474,0.5703206287187642,0.008416811508838662,-0.00705232376434814,1.0,-0.005855912755759807,0.5771308769829314
Q1+S2+S3+S4,4,0.5,0.5584015642940138,-0.0033003075736216525,-0.009129360395803365,0.5763985739016412,0.0006645194905455787,0.005693616455280081,0.016911169529786566,0.06912443978519783,0.9782116712469272,0.5776261412274475,-0.0008012115725525293,0.5740388182236308,-0.003906157476369243,0.5765620474163996,-0.0017413177836004268,0.5800122731243457,0.0017086030807714758,0.5722063854011654,0.004675460711348278,0.5736055207268594,0.011701703516933892,-0.004483526939674812,1.0,-0.003771057352637941,0.5771340654198056
Q1+Q2+Q3+S3+S4,5,0.5,0.5572776364384933,-0.004424235429142165,-0.010253288251323878,0.576302356480464,0.0005683020693684204,0.006938760970337458,0.01737100780270027,0.06912443978519783,0.9782116712469272,0.5775817193513866,-0.0008456334486134365,0.574127194368049,-0.003817781331950987,0.5763834723399577,-0.0019198928600423493,0.5798604786589396,0.001556808615365446,0.5720376371622096,0.004506712472392427,0.5718472996229859,0.009943482413060312,-0.00531121964088381,1.0,-0.0032767376804693216,0.5771383080948399
Q1+Q3+S1+S2+S3,5,0.5,0.5564861232819939,-0.005215748585641555,-0.011044801407823268,0.5763369818310787,0.0006029274199831347,0.006553722163276916,0.018452939589624226,0.06912443978519783,0.9774247698198568,0.5777946582208456,-0.0006326945791543803,0.5741876420412608,-0.0037573336587392037,0.5763937548883136,-0.0019096103116864604,0.5798098406958861,0.0015061706523119556,0.5717502250874987,0.004219300397681591,0.5712703756627213,0.00936655845279577,-0.007111537742905516,1.0,-0.005496282351681314,0.5771430859024023
Q1+Q3+S1+S2+S4,5,0.5,0.5567304120190805,-0.00497145984855496,-0.010800512670736673,0.5763462622272286,0.0006122078161330258,0.006460490921034439,0.017568746435611297,0.0604734904450602,0.9774247698198568,0.5785063216252294,7.896882522939741e-05,0.5748681316748805,-0.0030768440251195406,0.5771544318143647,-0.0011489333856353756,0.5800577763047654,0.0017541062611912128,0.5719465477740209,0.004415623084203735,0.5715334431019999,0.00962962589207439,-0.006843728457526163,1.0,-0.00501768929181734,0.5771453632733653
Q1+Q3+S2+S3,4,0.5,0.5574680574809726,-0.004233814386662815,-0.010062867208844528,0.5763918627470165,0.0006578083359208842,0.005942021833138384,0.017986576207623832,0.06912443978519783,0.9782116712469272,0.5775695560152296,-0.0008577967847703816,0.5738608402971637,-0.004084135402836364,0.5761696982497158,-0.0021336669502842742,0.5802405904240058,0.0019369203804315838,0.5725421581019847,0.005011233412167582,0.572797046566943,0.01089322935701742,-0.0053704336194412144,1.0,-0.0035028478913926575,0.5771505170143105
Q1+Q3+S3+S4,4,0.75,0.5562647042234351,-0.005437167644200325,-0.011266220466382038,0.5761404657126482,0.0004064113015526116,0.009085736071490429,0.026230937837397977,0.07496488032957017,0.9782116712469272,0.5775488135192376,-0.0008785392807624248,0.5749435377114411,-0.003001437988558897,0.5766356136940486,-0.0016677515059514425,0.5798865020527215,0.001582832009147328,0.5714322018064424,0.003901277116625246,0.5699653770090618,0.008061559799136253,-0.006413089434192776,1.0,-0.004502482475635228,0.5771506421451854
Q1+Q3+S2+S4,4,0.5,0.5577123462180592,-0.00398952564957622,-0.009818578471757933,0.5764011431431664,0.0006670887320707752,0.005848790590895906,0.017061881635548864,0.0604734904450602,0.9782116712469272,0.5782812194196134,-0.00014613338038660384,0.5745413299307833,-0.003403645769216701,0.576930375175767,-0.0013729900242330784,0.5804885260328853,0.002184855989311063,0.572738480788507,0.005207556098689836,0.5730601140062216,0.011156296796296039,-0.005102624334061848,1.0,-0.003918101446244937,0.5771527943852736
Q1+Q2+S1+S2+S3+S4,6,0.5,0.5573379093422892,-0.00436396252534621,-0.010193015347527923,0.5762945540136514,0.0005604996025557751,0.007200556226047922,0.01736920178528291,0.06912443978519783,0.9774247698198568,0.5778662592237919,-0.0005610935762081493,0.5745103652208504,-0.0034346104791496135,0.576881714406789,-0.0014216507932109934,0.5792878553383474,0.0009841852947731766,0.5710176631686003,0.0034867384787831135,0.5713915085397462,0.009487691329820636,-0.006354488001533404,1.0,-0.004263754393399766,0.5771547345368951
Q1+Q3+S1+S3+S4,5,0.75,0.5550425253943105,-0.00665934647332489,-0.012488399295506603,0.5760718775530769,0.00033782314198127494,0.010004161834080991,0.02702533997894131,0.07496488032957017,0.9770209739779643,0.5778959225347219,-0.0005314302652781322,0.5754422871684314,-0.002502688531568653,0.576979770112355,-0.001323595087645013,0.5792587015413725,0.0009550314977982977,0.5702791035273242,0.0027481788375071092,0.5677200291642002,0.005816211954274619,-0.008552892811661467,1.0,-0.006634602392440514,0.5771567495219803
Q1+Q2+S2+S3+S4,5,0.5,0.558319843541268,-0.00338202832636747,-0.009211081148549183,0.5763494349295891,0.0006153805184935246,0.006588855895909391,0.016911169529786566,0.06912443978519783,0.9782116712469272,0.577641157018176,-0.0007861957818240395,0.5741835634767534,-0.003761412223246663,0.5766576577681913,-0.0016457074318086962,0.5797186050664671,0.0014149350228929158,0.5718095961830862,0.004278671493269104,0.5729181794439678,0.011014362234042285,-0.004613383878069116,1.0,-0.0037982001593295234,0.5771621656488034
Q1+Q2+Q3+S2+S3+S4,6,0.75,0.5553777178976974,-0.006324153969938018,-0.01215320679211973,0.5758941793522511,0.0001601249411554706,0.012299516966799652,0.02864426968811142,0.07496488032957017,0.9782116712469272,0.5778152099870314,-0.0006121428129686191,0.5759125024302445,-0.0020324732697555303,0.577220011888957,-0.0010833533110430338,0.5793725981778151,0.0010689281342408652,0.5702022970095897,0.002671372319772547,0.5677786980224235,0.0058748808124979846,-0.008106779804431197,1.0,-0.005559232390561553,0.5771641622842199
Q1+Q2+Q3+S1+S2+S3+S4,7,0.75,0.5541555390685728,-0.007546332799062583,-0.013375385621244296,0.5758255911926798,9.153678158424494e-05,0.013217942729390215,0.029391759240777415,0.07496488032957017,0.9770209739779643,0.5781623190025158,-0.0002650337974842154,0.5764112518872346,-0.0015337238127653974,0.5775641683072633,-0.0007391968927367154,0.5787447976664661,0.00044112762289194585,0.5690491987304714,0.0015182740406542994,0.5655333501775619,0.003629532967636351,-0.010246583181899888,1.0,-0.008610766899592837,0.5771702696610149
