targets,mask_size,gamma,oof_loss,oof_delta_vs_public2d0,oof_delta_vs_stage2,public_self_expected_loss,public_crossentropy_gap,submission_abs_delta_mean_vs_prior,submission_abs_delta_p90_vs_prior,submission_min,submission_max,expected_public_anchor,public_residual_anchor,expected_public_stage2,public_residual_stage2,expected_public_ordinal,public_residual_ordinal,expected_oof_anchor,oof_constraint_residual_anchor,expected_oof_stage2,oof_constraint_residual_stage2,expected_oof_ordinal,oof_constraint_residual_ordinal,geometry_mean_delta,geometry_win_rate,geometry_worst_delta,risk_score
Q1+Q2+Q3+S1+S2+S3,6,0.5,0.556404402529248,-0.005297469338387373,-0.011126522160569086,0.5762878428590266,0.0005537884479309696,0.007448961603906227,0.018452939589624226,0.06912443978519783,0.9774247698198568,0.577809674011574,-0.0006176787884260015,0.5743323872943833,-0.0036125884056167346,0.5764893652401053,-0.0018139999598947298,0.5795161726380076,0.0012125025944333956,0.5713534358694197,0.003822511179602528,0.5705830343798296,0.008679217169904052,-0.0072413946812998065,1.0,-0.005773895117805017,0.5771711861314
Q1+S2+S3+S4,4,0.75,0.5575046864287156,-0.004197185438919782,-0.010026238261101494,0.5761992528462455,0.0004651984351499161,0.008562635944851281,0.025407989482134512,0.07496488032957017,0.9782116712469272,0.5776418622599583,-0.0007854905400417334,0.575032557404596,-0.0029124182954040068,0.5770517028907056,-0.0012516623092944101,0.5796641970655602,0.0013605270219859689,0.5710701316770034,0.0035392069871862386,0.5715280749910021,0.009624257781076562,-0.005648424443631922,1.0,-0.004652818697281624,0.5771718160495181
Q1+Q2+Q3+S1+S2+S4,6,0.5,0.5566486912663348,-0.005053180601300666,-0.01088223342348238,0.5762971232551765,0.0005630688440808607,0.007355730361663747,0.017568746435611297,0.0604734904450602,0.9774247698198568,0.5785213374159578,9.398461595777619e-05,0.575012876928003,-0.0029320987719970715,0.5772500421661563,-0.001053323033843756,0.579764108246887,0.0014604382033127639,0.5715497585559418,0.004018833866124671,0.5708461018191083,0.008942284609182782,-0.006973585395920454,1.0,-0.0049564988407323485,0.577173463502363
Q1+S1+S2+S3+S4,5,0.75,0.5562825075995911,-0.005419364268044347,-0.01124841709022606,0.5761306646866742,0.0003966102755785794,0.009481061707441845,0.026203582862236854,0.07496488032957017,0.9770209739779643,0.5779889712754427,-0.0004383815245573297,0.5755313068615863,-0.002413668838413763,0.577395859309012,-0.0009075058909879807,0.5790363965542114,0.0007327265106371605,0.5699170333978852,0.002386108708068102,0.5692827271461405,0.007378909936214928,-0.007788227821100627,1.0,-0.004709492236404822,0.577177923426313
Q1+Q2+Q3+S2+S3,5,0.5,0.5573863367282268,-0.004315535139408633,-0.010144587961590346,0.5763427237749643,0.0006086693638687191,0.006837261273767694,0.017986576207623832,0.06912443978519783,0.9782116712469272,0.5775845718059581,-0.0008427809940418918,0.5740055855502862,-0.003939390149713784,0.5762653086015076,-0.0020380565984924326,0.5799469223661272,0.0016432523225530238,0.5721453688839055,0.004614444194088407,0.5721097052840514,0.010205888074125813,-0.005500290557835519,1.0,-0.003103362887165617,0.5771786172433083
Q1+Q2+Q3+S2+S4,5,0.5,0.5576306254653135,-0.004071246402321926,-0.00990029922450364,0.5763520041711143,0.0006179497600187212,0.006744030031525216,0.017061881635548864,0.0604734904450602,0.9782116712469272,0.5782962352103418,-0.00013111758965822506,0.5746860751839058,-0.003258900516094232,0.5770259855275587,-0.0012773796724413478,0.5801948579750066,0.001891187931432392,0.5723416915704279,0.004810766880610773,0.5723727727233301,0.010468955513404543,-0.005232481272456152,1.0,-0.0038569109951599456,0.5771808946142715
Q1+S1+S3+S4,4,0.5,0.5580904818850315,-0.0036113899826039075,-0.00944044280478562,0.5764913899638004,0.000757335552704852,0.005062704140871175,0.014854174400076277,0.06912443978519783,0.9774247698198568,0.5776982621619754,-0.0007290906380246209,0.5738755323166091,-0.0040694433833908805,0.5765028212933748,-0.0018005439066252071,0.5796683976948706,0.0013647276512963602,0.5718802719522221,0.00434934726240499,0.5729038847432864,0.011000067533360802,-0.004989107663946918,1.0,-0.0033335200680242316,0.5771869942660638
Q1+Q3+S1+S2+S3+S4,6,0.25,0.5582047632626025,-0.003497108605032939,-0.009326161427214652,0.5765844313857814,0.0008503769746858181,0.003938818586509118,0.009629914019455687,0.06370768456560498,0.9778216310848258,0.5778115825538114,-0.0006157702461886405,0.5734723849789058,-0.004472590721094183,0.5762356032116034,-0.0020677619883966436,0.5803010713873119,0.0019974013437377147,0.5729730425113829,0.005442117821565784,0.5741352467377053,0.01223142952777978,-0.004784531074984721,1.0,-0.004039780218383582,0.5771909074881038
Q1+S3+S4,3,0.5,0.5590724160840103,-0.0026294557836251675,-0.00845850860580688,0.5765462708797383,0.0008122164686427125,0.004451003810732644,0.014262898055419316,0.06912443978519783,0.9782116712469272,0.5774731599563594,-0.0009541928436406222,0.573548730572512,-0.004396245127488041,0.5762787646547771,-0.00202460054522291,0.5800991474229902,0.0017954773794159884,0.5726722049667082,0.0051412802768910915,0.574430555647508,0.012526738437582452,-0.00324800354048263,1.0,-0.0020779723569217534,0.5771944253779723
Q1+Q3+S2+S3,4,0.75,0.5563814859976478,-0.0053203858699876205,-0.011149438692169333,0.5761912791359025,0.000457224724806915,0.00892945692839389,0.027159830797193047,0.07496488032957017,0.9782116712469272,0.5775584487957918,-0.0008689040042082485,0.5747619481637722,-0.0031830275362277893,0.5764611476030693,-0.0018422175969307064,0.5800006347374287,0.0016969646938544969,0.5715739333846673,0.004043008694850192,0.5703515696566186,0.008447752446693046,-0.006719578919220731,1.0,-0.004219744524830538,0.5771985310099436
Q1+Q3+S2+S4,4,0.75,0.5567339510717902,-0.004967920795845182,-0.010796973618026895,0.5762017867552289,0.0004677323441333314,0.008805556034575538,0.025723924617209817,0.0604734904450602,0.9782116712469272,0.5786046910404895,0.00017733824048948854,0.5757732331833193,-0.0021717425166807303,0.5775864234318362,-0.0007169417681638368,0.5803101394759761,0.002006469432401903,0.5718070560882006,0.004276131398383454,0.5706992749133397,0.008795457703414167,-0.0063920848315324325,1.0,-0.004748420947870868,0.5771992754447198
Q1+Q2+Q3+S1+S2+S3+S4,7,0.25,0.5581326276925047,-0.0035692441751307147,-0.009398296997312428,0.5765557769093066,0.0008217224982109972,0.00438610575323917,0.009629914019455687,0.06370768456560498,0.9778216310848258,0.5778184319844606,-0.0006089208155394266,0.5735440510958371,-0.00440092460416297,0.5762827041633626,-0.00202066103663745,0.5801468390481685,0.0018431690045943583,0.5727667916537451,0.005235866963927971,0.5737829022213664,0.01187908501144086,-0.004894640985767765,1.0,-0.004112749228003532,0.5771998181091832
Q1+Q3+S2+S3+S4,5,0.25,0.558780018037295,-0.002921853830340382,-0.008750906652522095,0.576616453131233,0.0008823987201374006,0.0036332742371403878,0.009514942405109908,0.06370768456560498,0.9782116712469272,0.5777021807975046,-0.0007251720024954444,0.5733118303402278,-0.004633145359772217,0.5761262579568984,-0.002177107243101606,0.5805358330253416,0.002232162981767427,0.5733924290362313,0.0058615043464141925,0.5749112299193407,0.01300741270941519,-0.003751290642346042,1.0,-0.0029114363350711825,0.5772003802349814
Q3+S1+S2+S3+S4,5,0.5,0.5565326340893424,-0.005169237778293034,-0.010998290600474747,0.5764097200701455,0.0006756656590498622,0.006228286618138352,0.01765869006253771,0.0586886377230511,0.9774247698198568,0.5777969051490253,-0.0006304476509747525,0.5740049854045616,-0.003939990295438456,0.5762976792540305,-0.0020056859459695042,0.5801631367448368,0.0018594667012625798,0.5722253644342428,0.004694439744425627,0.571693828025059,0.00979001081513342,-0.007270700934523824,1.0,-0.005936305551765719,0.5772014651467218
Q1+Q3+S1+S3,4,0.5,0.5571569750719904,-0.00454489679564507,-0.010373949617826783,0.5764846788091758,0.0007506243980801575,0.005311109518729479,0.01655851608005021,0.06912443978519783,0.9774247698198568,0.5776416769497575,-0.0007856758502424732,0.5736975543901419,-0.004247421309858113,0.576110472126691,-0.0021928930733090546,0.5798967149945307,0.0015930449509564681,0.5722160446530417,0.0046851199632245155,0.5720954105833698,0.010191593373444219,-0.0058760143437133205,1.0,-0.004788193130106255,0.5772034458605687
Q1+Q3+S1+S2+S3,5,0.75,0.5551593071685232,-0.0065425646991121855,-0.012371617521293898,0.5761226909763313,0.00038863656523568935,0.009847882690984452,0.02771424143982701,0.07496488032957017,0.9770209739779643,0.5779055578112762,-0.0005217949887238449,0.5752606976207624,-0.0026842780792376564,0.5768053040213758,-0.001498061178624277,0.5793728342260797,0.0010691641825054665,0.5704208351055491,0.0028899104157319444,0.568106221811757,0.006202404601831413,-0.00885938229668945,1.0,-0.006843002177946644,0.5772046383867386
Q1+Q3+S1+S2+S4,5,0.75,0.5555117722426657,-0.006190099624969747,-0.01201915244715146,0.5761331985956577,0.00039914418456210576,0.009723981797166102,0.026760421374008157,0.0604734904450602,0.9770209739779643,0.5789518000559738,0.0005244472559737812,0.5762719826403095,-0.0016729930596904863,0.5779305798501425,-0.00037278534985751843,0.5796823389646272,0.0013786689210529834,0.5706539578090825,0.003123033119265317,0.5684539270684781,0.006550109858552533,-0.008531888209001123,1.0,-0.006059417716759774,0.5772053828215148
Q1+Q3+S1+S4,4,0.5,0.5574012638090771,-0.004300608058558364,-0.010129660880740077,0.5764939592053256,0.0007599047942300485,0.005217878276487001,0.015758686150236244,0.0604734904450602,0.9774247698198568,0.5783533403541413,-7.401244585869549e-05,0.5743780440237616,-0.0035669316762384495,0.5768711490527423,-0.0014322161472577477,0.58014465060341,0.0018409805598358364,0.5724123673395637,0.004881442649746548,0.5723584780226485,0.010454660812722949,-0.005608205058333954,1.0,-0.004038877890214065,0.5772057232315319
Q1+Q2+Q3+S3+S4,5,0.75,0.5562350556835239,-0.005466816184111489,-0.011295869006293202,0.5760790266556629,0.0003449722445673098,0.01042952863757251,0.026230937837397977,0.07496488032957017,0.9782116712469272,0.5775733154285405,-0.000854037371459504,0.5751627668804293,-0.0027822088195706973,0.5767811385219568,-0.001522226678043248,0.5794681002105753,0.0011644301670010737,0.5708605592911766,0.003329634601359488,0.5689605006035392,0.00705668339361365,-0.006474868914836757,1.0,-0.003819537436227649,0.5772082225805619
Q3+S2+S3+S4,4,0.5,0.557514568288321,-0.004187303579314405,-0.010016356401496118,0.5764646009860833,0.0007305465749877227,0.00561658628799982,0.01703324888145574,0.0586886377230511,0.9782116712469272,0.5775718029434093,-0.0008555498565907538,0.5736781836604644,-0.004266792039535616,0.5760736226154327,-0.002229742584567318,0.5805938864729564,0.002290216429382208,0.5730172974487288,0.005486372758911617,0.5732204989292805,0.01131668171935496,-0.005529596811059537,1.0,-0.004101466383369501,0.5772088962586303
Q1+Q2+Q3+S2+S3+S4,6,0.25,0.5587078824671973,-0.0029939894004381573,-0.00882304222261987,0.5765877986547581,0.0008537442436624687,0.00408056140387044,0.009514942405109908,0.06370768456560498,0.9782116712469272,0.5777090302281538,-0.0007183225718462305,0.5733834964571591,-0.0045614792428408935,0.5761733589086577,-0.0021300062913423012,0.5803816006861983,0.0020779306426240707,0.5731861781785934,0.005655253488776268,0.5745588854030018,0.012655068193076269,-0.003861400553129085,1.0,-0.0027398659908052236,0.5772092908560608
Q1+Q3+S3,3,0.5,0.5581389092709691,-0.0035629625966663303,-0.009392015418848043,0.5765395597251136,0.000805505314018018,0.004699409188590947,0.015867219903186337,0.06912443978519783,0.9782116712469272,0.5774165747441415,-0.0010107780558584745,0.5733707526460449,-0.004574223053955162,0.5758864154880933,-0.0024169497119067573,0.5803274647226503,0.0020237946790760963,0.5730079776675276,0.005477052977710506,0.5736220814875915,0.01171826427766598,-0.004134910220249019,1.0,-0.0021968383659201063,0.5772108769724772
Q1+Q3+S4,3,0.5,0.5583831980080557,-0.003318673859579735,-0.009147726681761448,0.5765488401212635,0.000814785710167909,0.00460617794634847,0.014905256736623297,0.0604734904450602,0.9782116712469272,0.5781282381485253,-0.00029911465147469674,0.5740512422796645,-0.003893733420335499,0.5766470924141445,-0.0016562727858555615,0.5805754003315298,0.0022717302879555756,0.5732043003540498,0.005673375664232649,0.5738851489268703,0.01198133171694471,-0.003867100934869666,1.0,-0.0031446971921881284,0.5772131543434403
Q1+Q2+Q3+S1+S3+S4,6,0.75,0.5550128768543994,-0.006688995013236054,-0.012518047835417767,0.5760104384960916,0.0002763840849959731,0.011347954400163075,0.02702533997894131,0.07496488032957017,0.9770209739779643,0.5779204244440249,-0.0005069283559751003,0.5756615163374196,-0.0022834593625804533,0.5771252949402631,-0.0011780702597369297,0.5788402996992265,0.0005366296556522654,0.5697074610120585,0.0021765363222413514,0.5667151527586778,0.004811335548752238,-0.008614672292305461,1.0,-0.006908714752552614,0.5772143299573569
Q1+Q2+S1+S3+S4,5,0.5,0.5580087611322858,-0.003693110735349614,-0.009522163557531327,0.5764422509917484,0.0007081965806527979,0.005957943581500485,0.014854174400076277,0.06912443978519783,0.9774247698198568,0.5777132779527038,-0.0007140748472962422,0.5740202775697316,-0.003924698130268411,0.5765984316451666,-0.0017049335548334765,0.5793747296369919,0.0010710595934176892,0.5714834827341431,0.003952558044325927,0.5722165434603947,0.010312726250469195,-0.005118964602341236,1.0,-0.0036111328341479343,0.5772150944950616
Q1+S3+S4,3,0.75,0.5583620242145423,-0.003339847653093142,-0.009168900475274855,0.5763841001496572,0.0006500457385616443,0.006692647615624143,0.021333959151091344,0.07496488032957017,0.9782116712469272,0.5773999677014676,-0.0010273850985323962,0.5742828218547809,-0.0036621538452191738,0.5766128295237054,-0.0016905356762946244,0.5797596990983206,0.0014560290547463994,0.5717283939585903,0.00419746926877318,0.5727098775721178,0.010806060362192227,-0.00401651355403751,1.0,-0.0023332057103422343,0.57721587634586
Q1+S1+S3+S4,4,0.75,0.5571398453854176,-0.004562026482217818,-0.010391079304399531,0.576315511990086,0.0005814575789904186,0.007611073378214706,0.022384346776515393,0.07496488032957017,0.9770209739779643,0.5777470767169518,-0.0006802760830482146,0.5747815713117711,-0.0031634043882289298,0.5769569859420118,-0.001346379257988195,0.5791318985869717,0.0008282285433974801,0.5705752956794722,0.003044370989655043,0.5704645297272563,0.008560712517330704,-0.006156316931506214,1.0,-0.0039166795520110265,0.577221983722655
Q1+Q2+S3+S4,4,0.5,0.5589906953312644,-0.002711176536370985,-0.008540229358552698,0.5764971319076861,0.0007630774965905474,0.0053462432513619535,0.014285747442456333,0.06912443978519783,0.9782116712469272,0.5774881757470878,-0.0009391770529122434,0.5736934758256346,-0.004251499874365461,0.5763743750065689,-0.0019289901934311793,0.5798054793651115,0.0015018093215373174,0.5722754157486291,0.004744491058811917,0.5737432143646164,0.011839397154690845,-0.0033778604788769068,1.0,-0.0018417839882054476,0.57722252560697
Q1+S1+S2+S3,4,0.5,0.558199182174765,-0.0035026896928703755,-0.009331742515052088,0.5765317572583009,0.0007977028472052616,0.004961204444301412,0.015602635745590747,0.06912443978519783,0.9774247698198568,0.5777011146165469,-0.0007262381834530762,0.5737539234988462,-0.004191052201153789,0.5763846575549246,-0.0019187076450754015,0.579754841402058,0.001451171358483827,0.5719880036739182,0.004457078984101082,0.5731662904043517,0.011262473194426192,-0.005178178580898585,1.0,-0.0025441065311414546,0.5772273034145323
Q1+Q2+S2+S3+S4,5,0.75,0.5574750378888045,-0.004226833978830946,-0.010055886801012659,0.5761378137892602,0.00040375937816461427,0.009906428510933365,0.025407989482134512,0.07496488032957017,0.9782116712469272,0.5776663641692613,-0.0007609886307387015,0.5752517865735843,-0.002693189126415696,0.5771972277186139,-0.0011061374813861047,0.5792457952234141,0.0009421251798399366,0.5704984891617376,0.002967564471920481,0.5705231985854795,0.008619381375553958,-0.0057102039242759445,1.0,-0.004732691620801033,0.5772293964848947
