candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,q3_dropped_cells
e237_top25,e251_e237_e250_cellset,generated,graft_vs_e154,e237_top25,submission_e154_s3repair_9f2e2e73.csv,Q3,225,225,Q3,-0.00011798287786204847,-0.00014992297693176458,-0.00010380832987153688,-0.00010021732678284394,0.00010521851630908662,-0.0021458007951810527,0.0016392371916586928,0.003785037986839745,8.814970509269118e-05,0.00034334273942948813,0.0005876019346366217,0.0011676757317838169,0.48188075570559225,0.4642542758171638,0.006363873535842862,0.02943918434208691,0.15426198391220963,1.647178237943799,1,1,2,0.7471398112170162,2.910106497240572,0.023288988221301928,0.09071051350693483,False,25
e237_top25,e251_e237_e250_cellset,generated,graft_vs_e154,e237_top25,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601378,-0.0006019144069494763,-0.0004299203124640446,-0.0005011059548668923,-0.00041768876675787116,-0.00233949107218744,0.0011851376375029135,0.003524628709690353,8.450886296516796e-05,0.00040557944737024153,0.0007451421477559152,0.0015686521903091478,0.4849040845775539,0.48121887494131516,0.011224958920201263,0.05874381182817256,0.14789051018904398,1.1908788645086947,1,1,7,0.1653857798603415,0.7937282652388886,0.023976670998799264,0.11507011965690782,False,25
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,25
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,Q3,238,238,Q3,-0.00011945040901625305,-0.00015858488524265896,-0.00011315239506965004,-8.661394673645012e-05,0.00012499128707944254,-0.0023575070742285877,0.0017991397435811315,0.004156646817809719,7.830084452423083e-05,0.00033349387886102776,0.000586236263851697,0.0012250868661030335,0.47435404393378533,0.46157160728136065,0.006647201184299293,0.03056357954271854,0.13702647791740413,1.8078554145345798,1,1,2,0.6555092206806659,2.7919023602141944,0.018837502428337236,0.0802314686521183,False,25
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675085,-0.0006402965859643858,-0.00043501573100234977,-0.0005259687683357901,-0.00043772381883248326,-0.0024662813247333247,0.0012396727099376684,0.003705954034670993,9.673998182827695e-05,0.00042022968017634503,0.000761116052846303,0.0016101638684489807,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949466,0.7873002760729274,0.026103934620674625,0.1133931171959752,False,25
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False,25
e237_top25,e251_e237_e250_cellset,generated,actual_vs_e95,e237_top25,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False,25
e250_top21,e251_e237_e250_cellset,generated,graft_vs_e154,e250_top21,submission_e154_s3repair_9f2e2e73.csv,Q3,229,229,Q3,-0.0001132168282080101,-0.00013363591462877176,-9.507134959290618e-05,-0.00011094322040235239,0.0001622940655566548,-0.0022042812689729114,0.001691366209710647,0.003895647478683558,7.473764929588622e-05,0.0003168624651154519,0.0005498008108169087,0.0011373906243895434,0.48046280212609077,0.46323057920232374,0.006478159182146976,0.02977023182400099,0.13079088626780067,1.699559787445902,1,1,2,0.6601284497969934,2.7987223289217162,0.019184910776665565,0.08133756117546038,False,21
e250_top21,e251_e237_e250_cellset,generated,graft_vs_e154,e250_top21,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601378,-0.0006019144069494763,-0.0004299203124640446,-0.0005011059548668923,-0.00041768876675787116,-0.00233949107218744,0.0011851376375029135,0.003524628709690353,8.450886296516796e-05,0.00040557944737024153,0.0007451421477559152,0.0015686521903091478,0.4849040845775539,0.48121887494131516,0.011224958920201263,0.05874381182817256,0.14789051018904398,1.1908788645086947,1,1,7,0.1653857798603415,0.7937282652388886,0.023976670998799264,0.11507011965690782,False,21
e250_top21,e251_e237_e250_cellset,generated,actual_vs_e95,e250_top21,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,21
