tag,file,role,public_lb,public_delta_vs_e95,logit_l1_vs_e95,logit_l2_vs_e95,mean_abs_logit_vs_e95,max_abs_logit_vs_e95,changed_cells_vs_e95_computed,changed_rows_vs_e95_computed,cos_vs_e144,cos_vs_e154,q_share,s_share,selected_tag,strategy,target_axes,all_minus_base,post101_p95_vs_e95_e101_sensor,e72_plausible_gap_vs_e95,transfer_shrinkage_risk_index,changed_cells_vs_e95,changed_rows_vs_e95,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,all_four,e154_submit,body_norm_ratio,all_four_health,e155_submit,e156_minbody_submit
e95,submission_e95_hardtail_541e3973.csv,current public frontier,0.5762913298,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0.0,,,,,,,,,,,,,,,,,
e154,submission_e154_s3repair_9f2e2e73.csv,full repaired S3 active-boundary body,,,3.530882158564231,0.2561580371310801,0.0020176469477509893,0.026844358892442632,294,139,0.9835692989085755,0.9999999999999998,0.5896895566638509,0.41031044333614924,e154_9f2e2e73,s3_active_boundary_repair,,-1.2158049659705128e-05,-4.653086188939566e-06,-2.859820270717907e-06,-0.9702748601461808,294.0,139.0,True,True,True,True,,,,
e155,submission_e155_bodytemp_d27e7965.csv,25% repaired body amplitude control,,,3.3517205396410326,0.2538982269492191,0.0019152688797948758,0.021711089723110755,294,139,0.9989627691580516,0.9907694887202126,0.5759821145129737,0.4240178854870264,e155_d27e7965,branch_body_alpha,,-1.0362490513560196e-05,-3.746242303861835e-06,-1.077261409183081e-06,-0.9694714276309808,294.0,139.0,True,True,,,0.2500000000000029,True,True,
e157,submission_e157_lowbodypareto_bd67930d.csv,Q1+Q3+S2+S4 low-body Pareto control,,,3.3577777454029993,0.25408170025357607,0.0019187301402302853,0.021711089723110755,285,139,0.9990415655466623,0.9891929111915897,0.5749430814240223,0.4250569185759777,e156_bd67930d,target_axis_lattice,Q1+Q3+S2+S4,-1.040444590860723e-05,-3.807382225322444e-06,-1.671495664987534e-06,-0.9694030648596984,285.0,139.0,True,True,,,0.2403361386839689,True,True,True
e156,submission_e156_targetaxis_757546d2.csv,minimum-body Q1/S2/S4 decomposition control,,,3.322628414797645,0.253515653169895,0.0018986448084557972,0.02101913780202047,246,125,0.9995157509777951,0.9851229553553638,0.5706587764989753,0.42934122350102455,e156_757546d2,target_axis_lattice,Q1+S2+S4,-1.000356936886604e-05,-3.712309693346708e-06,-2.265681953181851e-06,-0.96925903309937,246.0,125.0,True,True,,,0.1712666666584069,True,True,True
e144,submission_e144_activeboundary_d7b4b331.csv,unrepaired residual-branch contrast,,,3.291999999999994,0.254196774173079,0.0018811428571428538,0.02000000000000135,185,108,1.0000000000000002,0.9835692989085755,0.5710814094775245,0.42891859052247544,e143_top_q2s3_weighted_24_d7b4b331,active_boundary_refine,,-9.72592963266461e-06,-3.4304890503887105e-06,2.818925648462312e-18,,185.0,,True,,,,,,,
e101,submission_e101_q2s3tail_177569bc.csv,resolved negative Q2/S3 rollback sensor,0.576300366,9.036200000034356e-06,0.5396219677554555,0.0863511290482678,0.00030835541014597454,0.020333589154941212,50,48,-0.01962579558349453,-0.005523655005929034,0.0641376779429069,0.935862322057093,,,,,,,,,,,,,,,,,
mixmin,submission_mixmin_0c916bb4.csv,previous public frontier,0.5763066405,1.5310700000048527e-05,9.709487240370283,0.53055370726413,0.005548278423068733,0.08133435661976707,550,250,-0.031301925856133735,-0.02378233193702927,0.01425826065661787,0.9857417393433823,,,,,,,,,,,,,,,,,
