scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365,best_generated_variant,best_generated_family,best_generated_rank,best_generated_score
all__drop_submission_e247_featnn1_nn_smooth_sum_top3,all,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,164,30,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.590408415841583,10,0.965034965034965,0.9930069930069931,1.0,0.99124495269876,6.0,6.162469059405941,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.590408415841583
all__drop_submission_e256_featnn1_top50_amp_then_smo,all,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,164,181,e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_pc_episode_s1_counter_11_07638e6a.csv,6.137716584158417,6,0.9860139860139862,0.9930069930069931,1.0,0.9702291586486097,1.0,6.137716584158417,False,True,e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,5.0,5.523948019801981
all__drop_submission_e267_humansocial_tail_balanced_,all,submission_e267_humansocial_tail_balanced_2936100f.csv,12,164,153,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.570730198019802,10,0.965034965034965,0.9930069930069931,1.0,0.9947414184151023,6.0,6.121875000000001,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.570730198019802
all__drop_submission_e323_5508f966_uploadsafe_csv,all,submission_e323_5508f966_uploadsafe.csv,12,164,35,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.5855198019801975,10,0.9720279720279721,0.9930069930069931,1.0,0.9982502173821435,6.0,6.1608601485148515,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.5855198019801975
axis__none,axis,none,13,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.353465346534653,10,0.967032967032967,0.9780219780219779,1.0,0.9876212919459094,13.0,4.698050742574257,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.353465346534653
axis__drop_submission_hybrid_0p578_logit_after_subjec,axis,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.433477722772277,10,0.9090909090909092,0.9720279720279721,1.0,0.9790209790209792,11.0,4.946813118811882,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.433477722772277
axis__drop_submission_hybrid_0p567_foldsafe_stage2_q1,axis,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.927475247524752,10,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,11.0,5.014201732673268,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.927475247524752
axis__drop_submission_ordinal_q_constraints_ambnext_Q,axis,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.587438118811881,10,0.8881118881118882,0.9510489510489512,1.0,0.9860139860139862,13.0,4.971503712871288,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.587438118811881
axis__drop_submission_mixmin_0c916bb4_csv,axis,submission_mixmin_0c916bb4.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.353032178217822,10,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,13.0,4.678125,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.353032178217822
axis__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,axis,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.355754950495049,10,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,12.0,4.806219059405941,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.355754950495049
axis__drop_submission_e95_hardtail_541e3973_csv,axis,submission_e95_hardtail_541e3973.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.355507425742574,10,0.9790209790209792,0.9930069930069931,1.0,0.9772344233319931,16.0,4.63072400990099,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.355507425742574
axis__drop_submission_e101_q2s3tail_177569bc_csv,axis,submission_e101_q2s3tail_177569bc.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.353465346534653,10,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,13.0,4.6728650990099005,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.353465346534653
axis__drop_submission_e176_abl_q2_to0p75_91e49725_csv,axis,submission_e176_abl_q2_to0p75_91e49725.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.35414603960396,10,0.9580419580419581,0.9720279720279721,1.0,0.9824621881515054,12.0,4.7778155940594065,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.35414603960396
axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_,axis,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.589727722772277,10,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,11.0,5.09012995049505,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.589727722772277
axis__drop_submission_e247_featnn1_nn_smooth_sum_top3,axis,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.925804455445544,10,0.965034965034965,0.9720279720279721,1.0,0.9562186292818428,25.0,4.59947400990099,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.925804455445544
axis__drop_submission_e256_featnn1_top50_amp_then_smo,axis,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.092264851485148,10,0.965034965034965,0.9790209790209792,1.0,0.99124495269876,8.0,5.149845297029703,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.092264851485148
axis__drop_submission_e267_humansocial_tail_balanced_,axis,submission_e267_humansocial_tail_balanced_2936100f.csv,12,62,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.138428217821781,10,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,9.0,5.328496287128713,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.138428217821781
axis__drop_submission_e323_5508f966_uploadsafe_csv,axis,submission_e323_5508f966_uploadsafe.csv,12,62,188,e367_null_source_switch_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_source_switch_random_validity_9c61acf7.csv,5.662840346534653,10,0.9720279720279721,0.9860139860139862,1.0,0.99124495269876,8.0,5.19378094059406,True,False,e367_null_source_switch_random_validity,null_public_rowmask_gate,1.0,5.662840346534653
target__none,target,none,13,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.443131188118811,10,0.9505494505494506,0.9725274725274725,1.0,0.9711150865094875,6.0,6.081961633663367,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.443131188118811
target__drop_submission_hybrid_0p578_logit_after_subjec,target,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,60,188,e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_direct_validboost_baddamp_amp0_97_05227c33.csv,6.229950495049506,10,0.9090909090909092,0.9930069930069931,1.0,0.9702291586486097,6.0,5.86828589108911,True,False,e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,1.0,6.229950495049506
target__drop_submission_hybrid_0p567_foldsafe_stage2_q1,target,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.480507425742574,10,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,6.0,5.718842821782179,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.480507425742574
target__drop_submission_ordinal_q_constraints_ambnext_Q,target,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.460086633663366,10,0.9090909090909092,0.9790209790209792,1.0,0.9702291586486097,3.0,6.0508972772277225,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.460086633663366
target__drop_submission_mixmin_0c916bb4_csv,target,submission_mixmin_0c916bb4.csv,12,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.426918316831682,10,0.9300699300699302,0.9790209790209792,1.0,0.9842396880153765,6.0,6.065625000000001,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.426918316831682
target__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,target,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,60,187,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.324195544554455,10,0.9370629370629372,0.9720279720279721,1.0,0.9562186292818428,6.0,5.963025990099011,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.324195544554455
target__drop_submission_e95_hardtail_541e3973_csv,target,submission_e95_hardtail_541e3973.csv,12,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.438551980198019,10,0.9580419580419581,0.9930069930069931,1.0,0.9492133645984593,6.0,6.086850247524753,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.438551980198019
target__drop_submission_e101_q2s3tail_177569bc_csv,target,submission_e101_q2s3tail_177569bc.csv,12,60,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.444925742574257,10,0.9930069930069931,1.0,1.0,0.9702291586486097,6.0,6.082271039603961,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.444925742574257
target__drop_submission_e176_abl_q2_to0p75_91e49725_csv,target,submission_e176_abl_q2_to0p75_91e49725.csv,12,60,29,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.528960396039603,10,0.9160839160839163,0.9790209790209792,1.0,0.9842396880153765,5.0,6.159560643564356,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.528960396039603
target__drop_submission_e216_maskfam_jepa_s2_rank_e154_,target,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,60,188,e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_direct_validboost_baddamp_amp0_97_05227c33.csv,6.219430693069308,10,0.9580419580419581,0.9860139860139862,1.0,0.99124495269876,7.0,5.935117574257426,True,False,e367_direct_validboost_baddamp_amp0.97,diagnostic_direct_public_rowmask_gate,1.0,6.219430693069308
target__drop_submission_e247_featnn1_nn_smooth_sum_top3,target,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,60,36,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.515717821782178,10,0.9440559440559443,0.965034965034965,1.0,0.9492133645984593,6.0,6.126825495049506,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.515717821782178
target__drop_submission_e256_featnn1_top50_amp_then_smo,target,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,60,186,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.454950495049505,10,0.9300699300699302,0.9720279720279721,1.0,0.8861659824480081,6.0,6.108694306930694,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.454950495049505
target__drop_submission_e267_humansocial_tail_balanced_,target,submission_e267_humansocial_tail_balanced_2936100f.csv,12,60,186,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.360519801980198,10,0.9510489510489512,0.965034965034965,1.0,0.9842396880153765,7.0,6.061726485148515,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.360519801980198
target__drop_submission_e323_5508f966_uploadsafe_csv,target,submission_e323_5508f966_uploadsafe.csv,12,60,186,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,6.4796410891089105,10,0.9370629370629372,0.9790209790209792,1.0,0.9562186292818428,6.0,6.107951732673268,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,6.4796410891089105
anatomy__none,anatomy,none,13,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.791584158415841,10,0.8956043956043955,0.9285714285714285,1.0,0.9656130180306802,5.0,5.49637995049505,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.791584158415841
anatomy__drop_submission_hybrid_0p578_logit_after_subjec,anatomy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.743254950495049,10,0.9160839160839163,0.9160839160839163,1.0,0.9071817764981586,5.0,5.453929455445545,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.743254950495049
anatomy__drop_submission_hybrid_0p567_foldsafe_stage2_q1,anatomy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,18,188,e367_null_source_switch_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_source_switch_random_validity_9c61acf7.csv,5.775773514851485,10,0.9160839160839163,0.7972027972027973,1.0,0.9071817764981586,5.0,5.486045792079208,True,False,e367_null_source_switch_random_validity,null_public_rowmask_gate,1.0,5.775773514851485
anatomy__drop_submission_ordinal_q_constraints_ambnext_Q,anatomy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.784529702970296,10,0.9020979020979022,0.8881118881118882,1.0,0.9632238939652261,5.0,5.485674504950495,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.784529702970296
anatomy__drop_submission_mixmin_0c916bb4_csv,anatomy,submission_mixmin_0c916bb4.csv,12,18,188,e367_null_source_switch_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_source_switch_random_validity_9c61acf7.csv,5.729486386138614,10,0.9370629370629372,0.9440559440559443,1.0,0.9842396880153765,5.0,5.449350247524753,True,False,e367_null_source_switch_random_validity,null_public_rowmask_gate,1.0,5.729486386138614
anatomy__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,anatomy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.787623762376237,10,0.8881118881118882,0.8741258741258742,1.0,0.9071817764981586,5.0,5.482085396039604,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.787623762376237
anatomy__drop_submission_e95_hardtail_541e3973_csv,anatomy,submission_e95_hardtail_541e3973.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.583353960396039,10,0.9300699300699302,0.9300699300699302,1.0,0.9422080999150758,6.0,5.210736386138614,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.583353960396039
anatomy__drop_submission_e101_q2s3tail_177569bc_csv,anatomy,submission_e101_q2s3tail_177569bc.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.527970297029703,10,0.8951048951048951,0.9300699300699302,1.0,0.9632238939652261,6.0,5.173050742574258,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.527970297029703
anatomy__drop_submission_e176_abl_q2_to0p75_91e49725_csv,anatomy,submission_e176_abl_q2_to0p75_91e49725.csv,12,18,188,e367_null_source_switch_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_source_switch_random_validity_9c61acf7.csv,5.788768564356435,10,0.9090909090909092,0.9440559440559443,1.0,0.9842396880153765,5.0,5.49477103960396,True,False,e367_null_source_switch_random_validity,null_public_rowmask_gate,1.0,5.788768564356435
anatomy__drop_submission_e216_maskfam_jepa_s2_rank_e154_,anatomy,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.8545173267326724,10,0.8881118881118882,0.8951048951048951,1.0,0.9211923058649254,5.0,5.5228032178217825,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.8545173267326724
anatomy__drop_submission_e247_featnn1_nn_smooth_sum_top3,anatomy,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.845606435643564,10,0.9020979020979022,0.8881118881118882,1.0,0.9422080999150758,5.0,5.505847772277228,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.845606435643564
anatomy__drop_submission_e256_featnn1_top50_amp_then_smo,anatomy,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,18,188,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,e367_generated,analysis_outputs/submission_e367_publicrowmask_e367_null_validboost_baddamp_random_validity_f634f0b3.csv,5.841707920792079,10,0.8671328671328673,0.9090909090909092,1.0,0.9141870411815418,5.0,5.516491336633663,True,False,e367_null_validboost_baddamp_random_validity,null_public_rowmask_gate,1.0,5.841707920792079
