axis_id,target,feature,mode,c_value,weight,base_loss,candidate_loss,delta,corrected_loss,half_mean_delta,half_median_delta,half_p25_delta,half_p75_delta,half_win_rate,scan_target_rows,scan_exact_rank,scan_exact_percentile,scan_feature_best_rank,scan_feature_best_delta,geometry_delta_mean,geometry_win_rate,passes_e208_probe,global_perm_p_delta,subject_perm_p_delta,global_perm_p_half,subject_perm_p_half,pool_size,pool_rank_delta,pool_p_delta,pool_best_delta,pool_best_feature,axis_specificity_decision
q3_resid_self_pc10,Q3,e208_resid_self_pc10,subject_center,0.1,0.45,0.6303484889503163,0.6245731767600037,-0.005775312190312576,0.6249808366111685,-0.006112902655167484,-0.0063195110681250055,-0.008364072748407336,-0.0033654113091475812,0.95,54.0,3.0,0.9622641509433962,1.0,-0.006457572508821,-0.0001094485226691,0.625,1.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,15,1.0,0.0625,-0.0021997589479494373,e208_resid_self_pc04,specific
s4_pred_pc14,S4,e208_pred_pc14,subject_rank,0.2,0.45,0.6034040622125061,0.6002703073847276,-0.0031337548277784455,0.6023529959294311,-0.0027425357698410164,-0.0028696792879867594,-0.005237963550768804,8.164365001872564e-05,0.7333333333333333,54.0,1.0,1.0,1.0,-0.0031337548277784,-0.0004991769756131,0.875,1.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,15,1.0,0.0625,0.0013766893928277568,e208_pred_pc04,specific
