task,view,model,split,target_kind,tail_q,policy,tail_auc,tail_logloss,tail_brier,corr_benefit,prob_mean,target_delta,full_target_delta,loss_vs_full,overall_delta,full_subject_delta,full_subject_win,subject_delta,subject_win_rate,mean_amp,dropped_rows,kept_rows,dropped_mean_benefit,kept_mean_benefit,dropped_support_rate,beats_full,stress_promote
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top25,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.005132294268712978,-0.004262113094773756,-0.0008701811739392218,-0.0007331848955304254,-0.004705348675039944,0.6,-0.005435117566973857,0.7,0.9444444444444444,25,425,-0.015663261130907123,0.005434193931578458,0.36,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top25,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.005132294268712978,-0.004262113094773756,-0.0008701811739392218,-0.0007331848955304254,-0.004705348675039944,0.6,-0.005435117566973857,0.7,0.9444444444444444,25,425,-0.015663261130907123,0.005434193931578458,0.36,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p20,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004922648034843546,-0.004262113094773756,-0.0006605349400697902,-0.000703235433549078,-0.004705348675039944,0.6,-0.005137911521315208,0.6,0.8,90,360,-0.003302674700348925,0.006153310043554361,0.4444444444444444,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p20,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004922648034843546,-0.004262113094773756,-0.0006605349400697902,-0.000703235433549078,-0.004705348675039944,0.6,-0.005137911521315208,0.6,0.8,90,360,-0.003302674700348925,0.006153310043554361,0.4444444444444444,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p15,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.00488096406277605,-0.004262113094773756,-0.0006188509680022936,-0.0006972805803965786,-0.004705348675039944,0.6,-0.0051216346640935665,0.7,0.8488888888888889,68,382,-0.004095337288250527,0.005749826775521472,0.45588235294117646,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p15,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.00488096406277605,-0.004262113094773756,-0.0006188509680022936,-0.0006972805803965786,-0.004705348675039944,0.6,-0.0051216346640935665,0.7,0.8488888888888889,68,382,-0.004095337288250527,0.005749826775521472,0.45588235294117646,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top50,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.0048353104886256215,-0.004262113094773756,-0.0005731973938518653,-0.0006907586412322317,-0.004705348675039944,0.6,-0.005149787413720797,0.6,0.8888888888888888,50,400,-0.0051587765446661086,0.005439724299703681,0.44,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top50,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.0048353104886256215,-0.004262113094773756,-0.0005731973938518653,-0.0006907586412322317,-0.004705348675039944,0.6,-0.005149787413720797,0.6,0.8888888888888888,50,400,-0.0051587765446661086,0.005439724299703681,0.44,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p10,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004772458944849234,-0.004262113094773756,-0.0005103458500754776,-0.0006817798492641762,-0.004705348675039944,0.6,-0.005110514562402202,0.7,0.9,45,405,-0.005103458500754617,0.005302732160943516,0.4444444444444444,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p10,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004772458944849234,-0.004262113094773756,-0.0005103458500754776,-0.0006817798492641762,-0.004705348675039944,0.6,-0.005110514562402202,0.7,0.9,45,405,-0.005103458500754617,0.005302732160943516,0.4444444444444444,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p05,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004760930555700038,-0.004262113094773756,-0.0004988174609262819,-0.0006801329365285769,-0.004705348675039944,0.6,-0.005098518108741646,0.7,0.9511111111111111,22,428,-0.010203084428037756,0.005005651285198592,0.4090909090909091,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_p05,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.004760930555700038,-0.004262113094773756,-0.0004988174609262819,-0.0006801329365285769,-0.004705348675039944,0.6,-0.005098518108741646,0.7,0.9511111111111111,22,428,-0.010203084428037756,0.005005651285198592,0.4090909090909091,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top21,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.0047429991738504595,-0.004262113094773756,-0.00048088607907670333,-0.0006775713105500657,-0.004705348675039944,0.6,-0.005081707438257721,0.7,0.9533333333333334,21,429,-0.010304701694502098,0.004975173958584408,0.42857142857142855,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_lowpos_top21,0.5037028189202102,0.7463344566536727,0.27315327251532046,0.050013983996377485,0.4903099723836945,-0.0047429991738504595,-0.004262113094773756,-0.00048088607907670333,-0.0006775713105500657,-0.004705348675039944,0.6,-0.005081707438257721,0.7,0.9533333333333334,21,429,-0.010304701694502098,0.004975173958584408,0.42857142857142855,True,True
q3_e224,latent_no_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_p20,0.7639287493180902,0.49845167137053537,0.17412287591964865,0.0523925550608824,0.2939330272727794,-0.0046885554242891425,-0.004262113094773756,-0.0004264423295153863,-0.000669793632041306,-0.004705348675039944,0.6,-0.004854626036273069,0.7,0.8,90,360,-0.0021322116475770425,0.005860694280361391,0.4222222222222222,True,True
q3_e224,latent_with_targetid,hgb_shallow,subject5,risk,0.3,drop_risk_p20,0.7639287493180902,0.49845167137053537,0.17412287591964865,0.0523925550608824,0.2939330272727794,-0.0046885554242891425,-0.004262113094773756,-0.0004264423295153863,-0.000669793632041306,-0.004705348675039944,0.6,-0.004854626036273069,0.7,0.8,90,360,-0.0021322116475770425,0.005860694280361391,0.4222222222222222,True,True
