candidate,base,target,active_cells,l1_prob,mean_abs_prob,max_abs_prob,mean_signed_prob_delta,l1_logit,entropy_mean_delta,e95_confident_l1_share
e101_q2s3_rollback,e95_frontier_hardtail,Q1,0,9.71445146547012e-17,3.885780586188048e-19,9.71445146547012e-17,-3.885780586188048e-19,1.3322676295501878e-15,-8.881784197001253e-19,1.0
e101_q2s3_rollback,e95_frontier_hardtail,Q2,11,0.007539902291708367,3.015960916683347e-05,0.000807791506755251,3.3553869973206306e-06,0.034610099978815756,-1.851701754087176e-05,0.10232489561450205
e101_q2s3_rollback,e95_frontier_hardtail,Q3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e101_q2s3_rollback,e95_frontier_hardtail,S1,0,3.3306690738754696e-16,1.3322676295501879e-18,1.1102230246251565e-16,-1.3322676295501879e-18,2.3314683517128287e-15,-1.7763568394002505e-18,0.6666666666666666
e101_q2s3_rollback,e95_frontier_hardtail,S2,0,2.220446049250313e-16,8.881784197001253e-19,1.1102230246251565e-16,-8.881784197001253e-19,1.2385925618474403e-15,8.881784197001253e-19,0.0
e101_q2s3_rollback,e95_frontier_hardtail,S3,39,0.07208423267232374,0.00028833693068929493,0.004576725740788323,-3.161243931553043e-05,0.5050118677766348,-0.00015211720726641053,0.46913417574646016
e101_q2s3_rollback,e95_frontier_hardtail,S4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e108_win_amp050,e95_frontier_hardtail,Q1,0,9.71445146547012e-17,3.885780586188048e-19,9.71445146547012e-17,-3.885780586188048e-19,1.3322676295501878e-15,-8.881784197001253e-19,1.0
e108_win_amp050,e95_frontier_hardtail,Q2,11,0.015072071101251805,6.028828440500722e-05,0.0016147770795578165,6.703373659638911e-06,0.06922019995762314,-3.710149031805243e-05,0.10222220266951927
e108_win_amp050,e95_frontier_hardtail,Q3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e108_win_amp050,e95_frontier_hardtail,S1,0,3.3306690738754696e-16,1.3322676295501879e-18,1.1102230246251565e-16,-1.3322676295501879e-18,2.3314683517128287e-15,-1.7763568394002505e-18,0.6666666666666666
e108_win_amp050,e95_frontier_hardtail,S2,0,2.220446049250313e-16,8.881784197001253e-19,1.1102230246251565e-16,-8.881784197001253e-19,1.2385925618474403e-15,8.881784197001253e-19,0.0
