null,metric,actual,null_mean,null_q05,null_q50,null_q95,actual_percentile_low_is_smoother
all_rows,global_pair_abs_delta,-0.0008026485585289067,0.0004231243041021063,-0.0017203667935881794,0.00043643792641223644,0.002549311575849973,0.1754
all_rows,affected_pair_abs_delta,-0.006472972246201525,0.002203109355696605,-0.009084320152595134,0.0023317035730326396,0.013566664208219953,0.108
top50_e224_e154_amp,global_pair_abs_delta,-0.0008026485585289067,6.250265070165458e-05,-0.0028543636875707212,7.916132079341387e-05,0.002953062677429855,0.3132
top50_e224_e154_amp,affected_pair_abs_delta,-0.006472972246201525,0.0004338395426478419,-0.02013292985164957,0.0005370529684541325,0.02066634878890949,0.2896
