band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,all,grad_all_4of6,all,core_gain,0.095,0.08,-3.046832432906932e-06,5.307830585055129e-07,-6.098588111180803e-07,3.6300147316925546e-06,-4.9025857102869e-06,-5.9630267965543604e-05,-6.098588111789561e-07,False,3.1984656412298307e-07,-6.325167011267396e-07,2.657156905283564e-06,-3.7665423174848556e-06,-2.150502980380331e-05,-6.325167011511237e-07,False,1.9983191978933945e-07,2.2657890119681667e-08,9.729317564932671e-07,-1.2064636776276672e-06,-3.812523816171254e-05,2.2657889967708075e-08,False,3.3040318934141055e-06,4.64594933868856e-06,-1.2428468468828058e-06,1.1991748956940995e-05,0.0002018188568636281,2.2657889967708075e-08,False,3.2566908284570317e-06,3.990774747553161e-06,1.5415087573078523e-07,9.561971165972238e-06,0.0002184390652215651,-6.325167011511237e-07,False,3.4625574364399725e-06,4.01343263756182e-06,1.1285667813609734e-06,8.339761483955321e-06,0.0001803138270598248,-6.098588111789561e-07,False
low_slack_half,all,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.08,-2.015240272434937e-06,5.324206386880803e-07,-1.199089871839476e-07,2.164707673335542e-06,-2.4001744950430393e-06,-3.204909703596881e-05,-1.1990898718213106e-07,False,3.5990136060259914e-07,-1.3578287372251197e-07,1.526758556469332e-06,-1.65493534254324e-06,-9.078522490657548e-06,-1.357828737935457e-07,False,2.9615578089892125e-07,1.587388676060897e-08,8.229702025408514e-07,-7.454170222187528e-07,-2.2970574545366773e-05,1.5873886606954862e-08,False,2.342733440796607e-06,3.083525478508875e-06,-8.487532303647072e-07,8.378243685491782e-06,0.00012351876688940222,1.5873886606954862e-08,False,2.280116981334679e-06,2.9318687181367764e-06,-4.320739948049379e-07,7.5794473751722435e-06,0.00013741081894422247,-1.357828737935457e-07,False,2.520786070325798e-06,2.9477426046753408e-06,3.68612629975118e-07,6.8139998883332e-06,0.00011444024439874467,-1.1990898718213106e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.12,-2.0230787962649543e-06,5.369096902629877e-07,-1.6641737798916978e-07,2.2695379398030013e-06,-2.570144048807954e-06,-4.078519690522975e-05,-1.6641737789811318e-07,False,3.09282313870618e-07,-2.0618997853549814e-07,1.4726205027626449e-06,-1.7196370968308727e-06,-1.152893758427087e-05,-2.0618997840338832e-07,False,1.8584147631894865e-07,3.977260043530606e-08,7.970724001937768e-07,-9.322489344931739e-07,-2.925625932087561e-05,3.9772600500815516e-08,False,2.3952880968680645e-06,3.151778871557376e-06,-6.918883614925875e-07,8.59669960384668e-06,0.00014733407533565335,3.9772600500815516e-08,False,2.2752381061419413e-06,2.905816292808616e-06,-4.944528252392999e-07,7.9679232555252e-06,0.0001650613970721193,-2.0618997840338832e-07,False,2.592063683914958e-06,2.9455888931329e-06,5.493037689152658e-07,7.003876434485967e-06,0.00013580513775121594,-1.6641737789811318e-07,False
low_slack_half,all,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.12,-1.9855062038942606e-06,5.378365066643909e-07,-2.1001125949382526e-07,2.504880865950021e-06,-2.8704907293342075e-06,-3.861284175721291e-05,-2.1001125943696437e-07,False,3.826331576028963e-07,-2.290441815100408e-07,1.797925068935946e-06,-2.0285508519624074e-06,-1.2019650188876962e-05,-2.2904418150490114e-07,False,2.697134587892336e-07,1.9032922016215537e-08,8.411162515375992e-07,-8.419874295562124e-07,-2.659319156833595e-05,1.9032922063477364e-08,False,2.350732804523581e-06,3.383315152039046e-06,-1.3924715259738818e-06,9.37182287275018e-06,0.00014543149941370626,1.9032922063477364e-08,False,2.3025989291936e-06,3.1352380485127895e-06,-8.17524065999109e-07,8.362759272850795e-06,0.00016000504079310973,-2.2904418150490114e-07,False,2.5368922349500167e-06,3.154270970529005e-06,3.919718671863137e-08,7.488673722577666e-06,0.00013341184922474603,-2.1001125943696437e-07,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,core_gain,0.13,0.08,-6.868548951821651e-08,5.384783715589592e-07,6.308192179727001e-08,1.8664100224219382e-06,-1.7385600733499373e-06,-1.7896431647096422e-05,6.30819216935792e-08,False,1.8345111141293557e-07,-1.2615893107970066e-08,1.0961447149959724e-06,-1.3996726830889372e-06,-5.341223998561739e-06,-1.2615893140237787e-08,False,3.279993650018298e-07,7.569781490524008e-08,7.703149241811147e-07,-3.2884461931281805e-07,-1.2555207648562439e-05,7.569781482935744e-08,False,4.065786560758511e-07,6.856470319283048e-07,-6.631232157827682e-07,2.5830648793245814e-06,3.286092906465421e-05,7.569781482935744e-08,False,3.4236375012763887e-07,5.973333240261169e-07,-2.5627676836226243e-07,1.6231170294478403e-06,4.007491271457164e-05,-1.2615893140237787e-08,False,6.179675715589639e-07,6.730311388203347e-07,4.318641094736009e-07,1.277026529744596e-06,2.751970506603696e-05,6.30819216935792e-08,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.07,0.12,-3.225740259793497e-06,5.393542931164674e-07,-4.64059292326624e-07,3.4108317118475284e-06,-4.5074453398630254e-06,-5.390498904631058e-05,-4.6405929224553205e-07,False,3.280528300120267e-07,-4.7193572583204e-07,2.520561100727292e-06,-3.3933744471026372e-06,-1.6924605964974138e-05,-4.719357257348174e-07,False,1.6700813421088867e-07,7.876433505416003e-09,8.904512309726442e-07,-1.1650706130961197e-06,-3.698038308133644e-05,7.876433484825585e-09,False,3.480374317188506e-06,4.616174746452373e-06,-1.1968339529433436e-06,1.2546430312343482e-05,0.00020672889945411166,7.876433484825585e-09,False,3.5268611149330553e-06,4.136362587336961e-06,8.887059121942542e-08,1.055009128037021e-05,0.0002267846765704462,-4.719357257348174e-07,False,3.68379797299756e-06,4.144239020731355e-06,9.823776083717206e-07,9.369556797311773e-06,0.00018980429348916528,-4.6405929224553205e-07,False
all,raw_agree,grad_core_top50,all,core_gain,0.095,0.08,-3.141546680129892e-06,5.420852398074771e-07,-4.289098981535844e-07,3.386572700492252e-06,-4.512488358643374e-06,-5.904579074553218e-05,-4.2890989816285346e-07,False,3.682938161109206e-07,-4.336234180613019e-07,2.5476011829006495e-06,-3.504331950066053e-06,-2.1959732762755202e-05,-4.336234180545265e-07,False,1.5681153930913183e-07,4.713519796695209e-09,8.391198522694765e-07,-1.079798057412873e-06,-3.7086057982665954e-05,4.713519887213244e-09,False,3.349955933318327e-06,4.616971087556543e-06,-1.115490474212777e-06,1.1960588830906005e-05,0.0001993022821853152,4.713519887213244e-09,False,3.4199838609971778e-06,4.178634149698546e-06,3.134507440272216e-07,9.707862137497969e-06,0.0002144286074051982,-4.336234180545265e-07,False,3.581211137193563e-06,4.183347669606263e-06,1.154829575522598e-06,8.608380833385887e-06,0.00017734254942244898,-4.2890989816285346e-07,False
low_slack_half,all,grad_core_top50,all,core_gain,0.095,0.08,-2.9247303914292644e-06,5.451994730121257e-07,-5.055144229881847e-07,3.5547698408189277e-06,-4.69954242787729e-06,-6.0140804068131715e-05,-5.055144229323709e-07,False,3.833835593436419e-07,-5.174220707448995e-07,2.704019343546804e-06,-3.6797295083212944e-06,-2.3791985147153527e-05,-5.17422070695838e-07,False,1.732575354296273e-07,1.1907647756714823e-08,8.526267376574026e-07,-1.067150928180105e-06,-3.634881892097819e-05,1.19076477590076e-08,False,3.167183118435446e-06,4.53137572942186e-06,-1.6624850052160411e-06,1.2395449069946274e-05,0.00020345013888742325,1.19076477590076e-08,False,3.177353901984148e-06,4.002046011031268e-06,-1.2298661222764906e-07,9.831359170986431e-06,0.0002160069726612479,-5.17422070695838e-07,False,3.342748990275979e-06,4.013953658676961e-06,7.29850620606598e-07,8.75852914061781e-06,0.0001796581537402142,-5.055144229323709e-07,False
all,raw_agree,grad_all_4of6,all,core_gain,0.07,0.12,-3.3440805191631284e-06,5.454593362541615e-07,-6.815321562658738e-07,3.8978724348215366e-06,-5.2858791685928e-06,-6.452182454330657e-05,-6.815321562490072e-07,False,2.8433769627689287e-07,-7.263836965254455e-07,2.813191429695827e-06,-4.078506968152595e-06,-2.279912467376133e-05,-7.263836964617111e-07,False,2.3878961630252604e-07,4.485154025957172e-08,1.0848340681324231e-06,-1.2963225349826857e-06,-4.1722699869600754e-05,4.485154020824428e-08,False,3.6536979322043805e-06,5.060347179952629e-06,-1.3416900230822648e-06,1.3229605039910552e-05,0.00022102195085926812,4.485154020824428e-08,False,3.544334885585698e-06,4.289111943278634e-06,8.03471388310939e-08,1.0621723882886513e-05,0.00023994552605510755,-7.263836964617111e-07,False,3.7873182235914626e-06,4.333963483427183e-06,1.1690609347247971e-06,9.307096749400223e-06,0.00019822282618553455,-6.815321562490072e-07,False
low_slack_half,all,grad_all_4of6,all,core_gain,0.07,0.12,-3.2472546623862897e-06,5.487144034699298e-07,-7.1106062404791e-07,3.899065860069051e-06,-5.229326671907231e-06,-6.413846385844302e-05,-7.110606240423765e-07,False,3.4297044737563454e-07,-7.466879080597622e-07,2.9147838599419273e-06,-4.107740336767307e-06,-2.3464029528214025e-05,-7.466879080791711e-07,False,2.1801963334677765e-07,3.5627284122874414e-08,9.85007211129485e-07,-1.191634531827468e-06,-4.067443433017348e-05,3.562728403233478e-08,False,3.5416411545696747e-06,5.0749706015373874e-06,-1.8263997857426162e-06,1.372687739664702e-05,0.00022501703737048961,3.562728403233478e-08,False,3.4714754814091364e-06,4.2926554095767955e-06,-2.2222960049944618e-07,1.0905186376031217e-05,0.00024222744217242131,-7.466879080791711e-07,False,3.6853423547311692e-06,4.328282693588648e-06,7.653848257405116e-07,9.69916562165718e-06,0.00020155300784219232,-7.110606240423765e-07,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.07,0.12,-1.953564602308333e-06,5.499831301492009e-07,-1.1876927175080709e-07,2.3852564207116345e-06,-2.6039963207935557e-06,-3.89662582960526e-05,-1.1876927179222982e-07,False,4.180699361144846e-07,-1.270304642586595e-07,1.7106856939896886e-06,-1.7850688999176967e-06,-1.2557825233322495e-05,-1.2703046417198396e-07,False,2.561347270946257e-07,8.261192285807795e-09,8.343840887103937e-07,-8.041929616675603e-07,-2.640843306278562e-05,8.261192375294425e-09,False,2.3044833856733504e-06,3.3161840734541315e-06,-1.430949639447121e-06,9.385851079679597e-06,0.0001444437849930924,8.261192375294425e-09,False,2.300643181851747e-06,3.180892416909664e-06,-9.173896589054209e-07,8.548873780767074e-06,0.0001582943928224445,-1.2703046417198396e-07,False,2.5020572391731832e-06,3.1891536093064943e-06,-1.0742364675575544e-07,7.696667847389982e-06,0.0001318859597597699,-1.1876927179222982e-07,False
all,support60,grad_all_abs50,teacher_row_top50,core_gain,0.095,0.12,-1.6598067142936657e-08,5.677273335891186e-07,-2.1593756671656195e-08,1.9393171151182997e-06,-1.973580597058877e-06,-2.2458014828946604e-05,-2.1593756623014974e-08,False,6.358091275693312e-08,-1.261026708609947e-07,8.830289726091678e-07,-1.4591144743558715e-06,-5.591539774280063e-06,-1.261026708155162e-07,False,4.977046725862522e-07,1.045089140783162e-07,1.0563498994420328e-06,-5.142801877688896e-07,-1.6866475054722052e-05,1.0450891418804141e-07,False,5.169750827427322e-07,7.890175128810739e-07,-7.488550035628094e-07,3.1024702803472692e-06,3.4127224684987745e-05,1.0450891418804141e-07,False,5.1970715952975866e-08,5.58405927941763e-07,-9.168992016750366e-07,2.1378321393150657e-06,4.540215996537422e-05,-1.261026708155162e-07,False,5.572269097253724e-07,6.629148421311015e-07,1.5029989319792492e-07,1.61960962663521e-06,2.853568491070768e-05,-2.1593756623014974e-08,False
all,all,grad_all_4of6,teacher_row_top50,core_gain,0.07,0.12,-2.0033440171207673e-06,5.685334403260356e-07,-1.3309859236976251e-07,2.3607185364316052e-06,-2.616779270270264e-06,-4.1555402432252864e-05,-1.3309859241049916e-07,False,3.429029402646222e-07,-1.7501320148660682e-07,1.5700287364639465e-06,-1.8041517519939987e-06,-1.2213354306817026e-05,-1.7501320151087968e-07,False,1.798372056827091e-07,4.1914609116844304e-08,7.975125170256447e-07,-9.323006382455645e-07,-2.9342048125463593e-05,4.191460909592097e-08,False,2.3761588735515815e-06,3.1810051192016076e-06,-7.968137694103206e-07,8.694120062768818e-06,0.00014751505374302476,4.191460909592097e-08,False,2.286678258189845e-06,2.964077308487134e-06,-4.993598015090583e-07,7.994916990328171e-06,0.00016464374756169908,-1.7501320151087968e-07,False,2.6175257897831372e-06,3.0059919176039784e-06,5.417203777779989e-07,7.031831218085038e-06,0.000135301699436291,-1.3309859241049916e-07,False
low_slack_half,support60,grad_core_top50,teacher_row_top50,flat,0.095,0.08,6.562397221188121e-07,5.709073475079762e-07,9.87351913561696e-08,1.8414928574239653e-06,-1.5399130796067695e-06,-1.7914406509833558e-05,9.873519134764315e-08,False,2.5301935324684166e-07,1.844490393754228e-08,1.1652877174306298e-06,-1.2347913750376804e-06,-5.213561635908359e-06,1.8444903995938e-08,False,2.875664706358805e-07,8.029028741862732e-08,6.473954657915115e-07,-3.0221069879932116e-07,-1.270084487398071e-05,8.029028734724545e-08,False,-3.666162552429242e-07,2.0002209644154334e-07,-1.5848764211012778e-06,1.8469088948203094e-06,3.6085453806372625e-05,8.029028734724545e-08,True,-3.07751522266031e-07,1.381767130714806e-07,-1.0199592020976311e-06,1.0691654261929529e-06,4.357273704450049e-05,1.8444903995938e-08,True,-7.556877268388718e-08,2.1846700037908562e-07,-4.229410980327586e-07,7.38741147365829e-07,3.087189217054753e-05,9.873519134764315e-08,True
low_slack_half,support60,grad_all_4of6,teacher_row_top50,flat,0.095,0.08,5.130591416158126e-07,5.710606354458747e-07,-7.786194022862958e-09,2.1868447975803562e-06,-2.087159530428373e-06,-1.7938015723167888e-05,-7.786194071191622e-09,False,2.1767777824699408e-07,-1.0155097163178084e-07,1.4442538106562708e-06,-1.7480417784376812e-06,-5.615905523531639e-06,-1.0155097165329908e-07,False,3.24053108569089e-07,9.376477771994018e-08,7.425842106778546e-07,-3.2866286026056457e-07,-1.2322110199608494e-05,9.376477757764777e-08,False,-2.0527988164875666e-07,3.0332099609786667e-07,-1.2213979473374437e-06,1.7674359763519831e-06,3.6829897917783905e-05,9.376477757764777e-08,True,-1.2813856442583926e-07,1.0800524674614564e-07,-3.999880234806241e-07,6.021829550562074e-07,4.353610259391627e-05,-1.0155097165329908e-07,True,7.755370823314678e-08,2.0177002424404122e-07,2.212143341839834e-07,2.0733286765217684e-07,3.121399239422451e-05,-7.786194071191622e-09,False
low_slack_half,support60,grad_all_4of6,teacher_row_top50,core_gain,0.13,0.08,1.2186846509720795e-07,5.730040579798867e-07,3.6126326374841256e-08,2.0650647614139928e-06,-1.973670977428732e-06,-1.8874629002130217e-05,3.612632632467163e-08,False,2.3612993660382386e-07,-3.303322915204632e-08,1.3157514457962094e-06,-1.6102624635916385e-06,-5.870108345573666e-06,-3.3033229238382764e-08,False,3.339985356065611e-07,6.915955552688757e-08,7.887481688895193e-07,-3.922072132622745e-07,-1.3004520656584306e-05,6.915955555859473e-08,False,2.1478466827318243e-07,5.472939589301618e-07,-7.565935815634361e-07,2.1594706384187035e-06,3.416114523349667e-05,6.915955555859473e-08,False,2.0985245119398144e-07,4.4510117402918326e-07,-1.567332068574956e-07,1.083131768941925e-06,4.1295557544535066e-05,-3.3033229238382764e-08,False,4.521179488570226e-07,5.142607296670931e-07,5.166049370508574e-07,6.906142486773348e-07,2.8291036888034027e-05,3.612632632467163e-08,False
low_slack_half,all,grad_core_top50,teacher_row_top50,core_gain,0.095,0.08,-1.7382556642964175e-06,5.771178118729736e-07,-5.361839805484436e-08,2.294390242352229e-06,-2.4703757209865174e-06,-3.63749039797856e-05,-5.361839803070167e-08,False,4.2081925177850366e-07,-5.674127745436408e-08,1.6728939362664619e-06,-1.6992551187255955e-06,-1.2177570640314883e-05,-5.674127740935656e-08,False,2.1023525831331824e-07,3.1228792884974155e-09,7.270156321403931e-07,-7.712336812515375e-07,-2.419733333944296e-05,3.1228793741951976e-09,False,2.051401681635312e-06,3.03136690593675e-06,-1.383654170017401e-06,8.50211659653155e-06,0.00013141942768604697,3.1228793741951976e-09,False,2.088827824264783e-06,2.9715027489718437e-06,-8.102705372214913e-07,7.713501205541817e-06,0.0001434391903852028,-5.674127740935656e-08,False,2.2904424084035924e-06,2.9746256284823858e-06,-5.7124630581384395e-08,6.919140948746794e-06,0.00011924185704573209,-5.361839803070167e-08,False
low_slack_half,raw_agree,grad_all_abs50,teacher_row_top50,core_gain,0.07,0.12,-2.211729984935573e-06,5.823569397822581e-07,-1.1914508113441968e-07,2.357594144575259e-06,-2.55172674579196e-06,-3.484256002672659e-05,-1.1914508124456969e-07,False,3.9112634553362113e-07,-1.5037159850628257e-07,1.6384157509596875e-06,-1.7416023682104154e-06,-9.467870242058085e-06,-1.5037159855080262e-07,False,3.4163288198385544e-07,3.122651737186288e-08,9.396848960063764e-07,-8.103265926040493e-07,-2.537468978455748e-05,3.122651730177345e-08,False,,,,,,,,2.524576621976138e-06,3.1704179650482445e-06,-4.42917735488102e-07,8.358230259797317e-06,0.00015201779016274508,-1.5037159855080262e-07,False,2.7857862697766578e-06,3.201644482309085e-06,4.370243437135102e-07,7.525495603122323e-06,0.00012664310037807658,-1.1914508124456969e-07,False
all,support60,grad_all_abs50,all,core_gain,0.095,0.12,-4.534545527956624e-08,5.873407648016027e-07,-2.638154057432729e-07,2.7868987945156576e-06,-3.1139013889625033e-06,-2.7113680869661483e-05,-2.6381540580701366e-07,False,9.113693122397848e-08,-3.5572708023678956e-07,1.6792724042424823e-06,-2.489345085288086e-06,-8.455115881988995e-06,-3.5572708020955195e-07,False,4.833018542038658e-07,9.191167438249437e-08,1.1343486280290804e-06,-6.252115789529e-07,-1.8658564987644732e-05,9.191167439807873e-08,False,5.251103484260611e-07,8.817834682428582e-07,-9.37281661061995e-07,3.498943769386642e-06,4.8276277011261026e-05,9.191167439807873e-08,False,1.4034379247629403e-07,4.341447136235743e-07,-2.995348697965028e-07,1.4797575703662247e-06,5.847972611694452e-05,-3.5572708020955195e-07,False,5.380614710448484e-07,5.260563880060687e-07,7.165230310191006e-07,8.384424003970992e-07,3.9821161129244276e-05,-2.6381540580701366e-07,False
low_slack_half,support60,grad_all_abs50,teacher_row_top50,flat,0.07,0.12,1.2071766697374642e-07,5.890857153190154e-07,1.0166903263719718e-07,1.919930552873872e-06,-1.6614265431202924e-06,-1.7492292941095888e-05,1.0166903254389932e-07,False,2.2784651287910407e-07,-1.1095852125997396e-08,1.1557550967378205e-06,-1.364359852429331e-06,-5.0492954408731805e-06,-1.1095852069604413e-08,False,3.6368581057821814e-07,1.1276488465217227e-07,7.641651965650809e-07,-2.852724790836092e-07,-1.244299750033373e-05,1.1276488460904409e-07,False,2.218805852383099e-07,6.49243806383204e-07,-1.1678729620046013e-06,2.8924226331827896e-06,3.760934113739012e-05,1.1276488460904409e-07,False,1.9970830189564026e-07,5.253830696050343e-07,-6.928404939765542e-07,1.9749278628022893e-06,4.500304319690618e-05,-1.1095852069604413e-08,False,4.808274989276384e-07,6.381479542572066e-07,-1.089853274294228e-08,1.6651649492605003e-06,3.2560045696711226e-05,1.0166903254389932e-07,False
all,support60,grad_all_4of6,all,core_gain,0.13,0.08,1.06366020213855e-07,5.92087983086742e-07,-3.019752137234377e-07,2.82771952553329e-06,-3.0617032469315575e-06,-2.6360522954765875e-05,-3.0197521365829935e-07,False,1.617627444217007e-07,-3.678046167632232e-07,1.8128988926724432e-06,-2.450141261434169e-06,-8.824751849240142e-06,-3.678046167568097e-07,False,4.457986813033443e-07,6.582940303978546e-08,1.063208705298635e-06,-6.11182021326151e-07,-1.7535771105581244e-05,6.582940309405073e-08,False,3.292912584829111e-07,7.302855643542827e-07,-8.581569976851e-07,2.812714224531554e-06,4.657902819352189e-05,6.582940309405073e-08,False,4.863419189593543e-08,2.9665154444025177e-07,-4.695658362141586e-08,8.343103437002952e-07,5.5290047449946256e-05,-3.678046167568097e-07,False,4.210434521034756e-07,3.6248094759105953e-07,9.110412992896499e-07,1.944180580970567e-07,3.775427634436501e-05,-3.0197521365829935e-07,False
low_slack_half,support60,grad_core_top50,teacher_row_top50,core_gain,0.13,0.08,1.7860734047303595e-07,5.939590388415183e-07,8.605363821523326e-08,1.945349399012919e-06,-1.7331289289268526e-06,-1.9036566816954537e-05,8.605363816996839e-08,False,2.7080987652361443e-07,1.6566626293013087e-08,1.214265879512233e-06,-1.3649100185642027e-06,-5.71608044741545e-06,1.6566626326244307e-08,False,3.447972682923961e-07,6.948701181119787e-08,7.746244441442229e-07,-3.730752878849941e-07,-1.3320486369622353e-05,6.948701183926438e-08,False,1.5683348419948118e-07,4.867911387318458e-07,-8.734359751016996e-07,2.1595995067791307e-06,3.380062117069871e-05,6.948701183926438e-08,False,1.4675250492590663e-07,4.33870753213661e-07,-3.810572284379532e-07,1.2418662790336654e-06,4.140502709296112e-05,1.6566626326244307e-08,False,4.0419417191017715e-07,5.033577650248588e-07,2.935868954612175e-07,8.66526237874865e-07,2.8084540723366525e-05,8.605363816996839e-08,False
