candidate,component,n_cells,n_changed_cells,n_rollback_cells,n_amplify_cells,follow_abs,rollback_abs,amplify_abs,rollback_abs_share,component_rollback_fraction,expected_focus_delta,expected_visible_delta,metric_focus_delta,metric_visible_delta,mean_support_visible,swing_share,e72_active_rate
e144_tail_control,only_s,501,501,465,36,0.24169202441429696,0.14171030750697508,0.09998171690732188,0.5863259569710171,0.898266723927398,0.09404426691911122,0.07057696258477764,5.3739581096634985e-05,4.032969290558722e-05,0.3695049071697833,0.5960948333857595,0.2954091816367265
e144_tail_control,between_train_runs,741,741,691,50,0.46390322334127043,0.3006077845905658,0.16329543875070465,0.6479967576543948,0.9152121246999675,0.11517373296201605,0.08440944828514241,6.58135616925806e-05,4.8233970448652804e-05,0.4135833953825776,0.8147810813332548,0.26720647773279355
e144_tail_control,top33,33,33,31,2,0.02822915534654255,0.026044705680744018,0.0021844496657985324,0.9226172501804565,0.9550554869892632,0.025177480608633784,0.016147942479980137,1.4387131776362162e-05,9.227395702845794e-06,0.24421634141568535,0.15181503784463554,0.36363636363636365
e144_tail_control,top8,8,8,7,1,0.009032343456071096,0.007509285773772578,0.0015230576822985176,0.8313773507721528,0.8868789372632272,0.006543072949089512,0.004307667752223354,3.73889882805115e-06,2.4615244298419165e-06,0.263644828415049,0.04367118223371036,0.625
e144_tail_control,top33_low_visible,21,21,19,2,0.013508717563190636,0.011324267897392104,0.0021844496657985324,0.8382933349831184,0.9023377915225465,0.00850284169987292,0.003125809967518156,4.858766685641669e-06,1.7861771242960892e-06,0.1474042820016568,0.09534674313822904,0.23809523809523808
e144_tail_control,body_not_top33,871,871,806,65,0.5650259559933329,0.34845456639200467,0.21657138960132827,0.6167054144962436,0.9099256675645037,0.11701346636787519,0.08695780785539586,6.68648379245001e-05,4.9690175917369065e-05,0.41759786261645526,0.8481849621553645,0.26521239954075776
e144_tail_control,primary_s_not_top33,360,360,333,27,0.1654396837316251,0.09392743489482716,0.07151224883679794,0.5677442846614448,0.8950180616428705,0.0716035519426999,0.05990500510982516,4.091631539582852e-05,3.423143149132866e-05,0.36329405446261054,0.3771732545137299,0.2638888888888889
e144_tail_control,visible_low,291,291,268,23,0.1306166827279704,0.08280845937791496,0.04780822335005541,0.6339807262627891,0.8751205790628256,0.01945143989245096,-0.0006107288288419443,1.1115108509971978e-05,-3.4898790219539675e-07,0.19240566906121204,0.4170767511020166,0.23024054982817868
e144_tail_control,visible_high,299,299,279,20,0.23183215488124792,0.1527450225316619,0.07908713234958603,0.6588603837543715,0.9273294988779929,0.04517546503182057,0.04375070105106299,2.5814551446754614e-05,2.5000400600607423e-05,0.6524959154100634,0.3157321902241708,0.27759197324414714
e144_tail_control,id06_id07,181,181,163,18,0.15158831629922986,0.08719000572088721,0.06439831057834264,0.5751762922729301,0.878004551871064,0.04052569243287313,0.024269962355036034,2.315753853307036e-05,1.3868549917163449e-05,0.31940560383957745,0.313108026514496,0.3259668508287293
e95,full,904,904,904,0,0.25648828146160174,0.25648828146160174,0.0,1.0,1.0,0.1365734211185537,0.08894190773621302,7.804195492488783e-05,5.082394727783601e-05,0.41126866991775457,1.0,0.2688053097345133
e95,primary_s,379,379,379,0,0.09996795790658843,0.09996795790658843,0.0,1.0,1.0,0.07829602432786426,0.048274824921954396,4.4740585330208146e-05,2.75856142411168e-05,0.3546717713246807,0.4643694607846975,0.2638522427440633
e95,q2,165,165,165,0,0.05378598041016913,0.05378598041016913,0.0,1.0,1.0,0.012827190718040171,0.007919147505588087,7.3298232674515265e-06,4.525227146050335e-06,0.4372827592632478,0.16359963201209127,0.006060606060606061
e95,only_s,501,501,501,0,0.13333787833821753,0.13333787833821753,0.0,1.0,1.0,0.08807355424943303,0.051348111944866826,5.03277452853903e-05,2.9341778254209615e-05,0.3695049071697833,0.5960948333857595,0.2954091816367265
e95,between_train_runs,741,741,741,0,0.20934642213883015,0.20934642213883015,0.0,1.0,1.0,0.10577945598509886,0.0675306841306807,6.044540342005649e-05,3.858896236038897e-05,0.4135833953825776,0.8147810813332548,0.26720647773279355
e95,top33,33,33,33,0,0.027270358670832717,0.027270358670832717,0.0,1.0,1.0,0.030923497625869767,0.01832041452367128,1.767057007192558e-05,1.0468808299240732e-05,0.24421634141568535,0.15181503784463554,0.36363636363636365
e95,top8,8,8,8,0,0.008467092247049057,0.008467092247049057,0.0,1.0,1.0,0.009384571235055983,0.005158689847713616,5.3626121343177046e-06,2.947822770122066e-06,0.263644828415049,0.04367118223371036,0.625
e95,top33_low_visible,21,21,21,0,0.012549920887480803,0.012549920887480803,0.0,1.0,1.0,0.014248858717108903,0.005298282011209299,8.142204981205088e-06,3.0275897206910277e-06,0.1474042820016568,0.09534674313822904,0.23809523809523808
e95,body_not_top33,871,871,871,0,0.22921792279076897,0.22921792279076897,0.0,1.0,1.0,0.10564992349268393,0.07062149321254174,6.0371384852962245e-05,4.0355138978595284e-05,0.41759786261645526,0.8481849621553645,0.26521239954075776
e95,primary_s_not_top33,360,360,360,0,0.08819111003496845,0.08819111003496845,0.0,1.0,1.0,0.06013917599105639,0.03866624431897392,3.43652434234608e-05,2.2094996753699383e-05,0.36329405446261054,0.3771732545137299,0.2638888888888889
e95,visible_low,291,291,291,0,0.07262274390818796,0.07262274390818796,0.0,1.0,1.0,0.04723474075658557,0.009067158819531185,2.699128043233461e-05,5.181233611160677e-06,0.19240566906121204,0.4170767511020166,0.23024054982817868
e95,visible_high,299,299,299,0,0.10512429588711046,0.10512429588711046,0.0,1.0,1.0,0.05672144168416515,0.05803145612880617,3.2412252390951516e-05,3.316083207360353e-05,0.6524959154100634,0.3157321902241708,0.27759197324414714
e95,id06_id07,181,181,181,0,0.0639413948844255,0.0639413948844255,0.0,1.0,1.0,0.040166754415962236,0.01801659313867937,2.2952431094835563e-05,1.0295196079245355e-05,0.31940560383957745,0.313108026514496,0.3259668508287293
