candidate,component,n_cells,n_changed_cells,n_rollback_cells,n_amplify_cells,follow_abs,rollback_abs,amplify_abs,rollback_abs_share,component_rollback_fraction,expected_focus_delta,expected_visible_delta,metric_focus_delta,metric_visible_delta,mean_support_visible,swing_share,e72_active_rate
e172_safety,full,904,75,75,0,0.02302755945915988,0.02302755945915988,0.0,1.0,0.089780161993901,0.0031118958558559173,-0.0035515450228630896,1.7782262033462385e-06,-2.0294542987789084e-06,0.41126866991775457,1.0,0.2688053097345133
e172_safety,primary_s,379,34,34,0,0.010736512011298827,0.010736512011298827,0.0,1.0,0.10739953317173075,0.0017496211992832356,-0.0017431707650626405,9.997835424475633e-07,-9.960975800357945e-07,0.3546717713246807,0.4643694607846975,0.2638522427440633
e172_safety,q2,165,21,21,0,0.004461259851704091,0.004461259851704091,0.0,1.0,0.08294465988502492,0.0002938833298397059,-0.0006616321543328474,1.6793333133697478e-07,-3.780755167616271e-07,0.4372827592632478,0.16359963201209127,0.006060606060606061
e172_safety,only_s,501,45,45,0,0.016051788155447666,0.016051788155447666,0.0,1.0,0.12038430756136365,0.0024727109264351954,-0.002458366519021371,1.4129776722486831e-06,-1.404780868012212e-06,0.3695049071697833,0.5960948333857595,0.2954091816367265
e172_safety,between_train_runs,741,58,58,0,0.01932443285574839,0.01932443285574839,0.0,1.0,0.09230839800516487,0.0025792934709842896,-0.0028221531301788616,1.473881983419594e-06,-1.612658931530778e-06,0.4135833953825776,0.8147810813332548,0.26720647773279355
e172_safety,top33,33,3,3,0,0.0021933265647566813,0.0021933265647566813,0.0,1.0,0.08042895919453291,0.0005430574679786693,-6.600393913558378e-05,3.1031855313066815e-07,-3.7716536648905016e-08,0.24421634141568535,0.15181503784463554,0.36363636363636365
e172_safety,top8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263644828415049,0.04367118223371036,0.625
e172_safety,top33_low_visible,21,3,3,0,0.0021933265647566813,0.0021933265647566813,0.0,1.0,0.17476815865386358,0.0005430574679786693,-6.600393913558378e-05,3.1031855313066815e-07,-3.7716536648905016e-08,0.1474042820016568,0.09534674313822904,0.23809523809523808
e172_safety,body_not_top33,871,72,72,0,0.0208342328944032,0.0208342328944032,0.0,1.0,0.09089268692754349,0.002568838387877248,-0.003485541083727506,1.4679076502155703e-06,-1.9917377621300034e-06,0.41759786261645526,0.8481849621553645,0.26521239954075776
e172_safety,primary_s_not_top33,360,33,33,0,0.010122230486477368,0.010122230486477368,0.0,1.0,0.11477608664256325,0.0015666912501777208,-0.0017135444680480005,8.952521429586976e-07,-9.791682674560003e-07,0.36329405446261054,0.3771732545137299,0.2638888888888889
e172_safety,visible_low,291,54,54,0,0.017321554845586756,0.017321554845586756,0.0,1.0,0.23851418871593769,0.002746590733098575,-0.003027121949887135,1.5694804189134715e-06,-1.7297839713640771e-06,0.19240566906121204,0.4170767511020166,0.23024054982817868
e172_safety,visible_high,299,2,2,0,0.00043510425557946597,0.00043510425557946597,0.0,1.0,0.004138950486257812,1.04948171786301e-06,-2.3515733397649896e-05,5.997038387788629e-10,-1.3437561941514227e-08,0.6524959154100634,0.3157321902241708,0.27759197324414714
e172_safety,id06_id07,181,18,18,0,0.007095385829000961,0.007095385829000961,0.0,1.0,0.11096701662242305,0.0010194729987150764,-0.0011037428174566766,5.82555999265758e-07,-6.307101814038152e-07,0.31940560383957745,0.313108026514496,0.3259668508287293
e174_q2_reopen,full,904,21,0,21,0.002231522605001035,0.0,0.002231522605001035,0.0,0.0,-0.0001441101881073381,0.0003336475539786887,-8.234867891847892e-08,1.9065574513067928e-07,0.41126866991775457,1.0,0.2688053097345133
e174_q2_reopen,primary_s,379,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546717713246807,0.4643694607846975,0.2638522427440633
e174_q2_reopen,q2,165,21,0,21,0.002231522605001035,0.0,0.002231522605001035,0.0,0.0,-0.0001441101881073381,0.0003336475539786887,-8.234867891847892e-08,1.9065574513067928e-07,0.4372827592632478,0.16359963201209127,0.006060606060606061
e174_q2_reopen,only_s,501,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3695049071697833,0.5960948333857595,0.2954091816367265
e174_q2_reopen,between_train_runs,741,15,0,15,0.0014767922882354956,0.0,0.0014767922882354956,0.0,0.0,-5.110807718733401e-05,0.00021501128792744684,-2.9204615535619433e-08,1.228635931013982e-07,0.4135833953825776,0.8147810813332548,0.26720647773279355
e174_q2_reopen,top33,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24421634141568535,0.15181503784463554,0.36363636363636365
e174_q2_reopen,top8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263644828415049,0.04367118223371036,0.625
e174_q2_reopen,top33_low_visible,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474042820016568,0.09534674313822904,0.23809523809523808
e174_q2_reopen,body_not_top33,871,21,0,21,0.002231522605001035,0.0,0.002231522605001035,0.0,0.0,-0.0001441101881073381,0.0003336475539786887,-8.234867891847892e-08,1.9065574513067928e-07,0.41759786261645526,0.8481849621553645,0.26521239954075776
e174_q2_reopen,primary_s_not_top33,360,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36329405446261054,0.3771732545137299,0.2638888888888889
e174_q2_reopen,visible_low,291,12,0,12,0.0009044841057100905,0.0,0.0009044841057100905,0.0,0.0,-0.00011300094788546655,0.00020715590032738262,-6.45719702202666e-08,1.1837480018707579e-07,0.19240566906121204,0.4170767511020166,0.23024054982817868
e174_q2_reopen,visible_high,299,2,0,2,0.0002174724052880217,0.0,0.0002174724052880217,0.0,0.0,-2.2803573285212764e-07,1.2054571824959837e-05,-1.3030613305835865e-10,6.888326757119907e-09,0.6524959154100634,0.3157321902241708,0.27759197324414714
e174_q2_reopen,id06_id07,181,2,0,2,0.00042511643309733893,0.0,0.00042511643309733893,0.0,0.0,-1.4090761803475793e-05,4.0878761911056216e-05,-8.051863887700452e-09,2.3359292520603554e-08,0.31940560383957745,0.313108026514496,0.3259668508287293
e154_counterworld,full,904,904,817,87,0.6220700527268778,0.38994949882890295,0.23212055389797479,0.6268578548662457,0.8775761177039181,0.14353231469162037,0.10393774719704241,8.201846553806877e-05,5.9392998398309945e-05,0.41126866991775457,1.0,0.2688053097345133
e154_counterworld,primary_s,379,379,349,30,0.18154563810954585,0.10538920358250242,0.07615643452704343,0.5805107998183348,0.8801854322604877,0.08595011602193131,0.06768468032935537,4.911435201253218e-05,3.867696018820307e-05,0.3546717713246807,0.4643694607846975,0.2638522427440633
e154_counterworld,q2,165,165,165,0,0.05378598041016913,0.05378598041016913,0.0,1.0,1.0,0.012827190718040171,0.007919147505588087,7.3298232674515265e-06,4.525227146050335e-06,0.4372827592632478,0.16359963201209127,0.006060606060606061
e154_counterworld,only_s,501,501,461,40,0.2421036590950457,0.13907544303622105,0.10302821605882465,0.574445853301302,0.8618395788834802,0.09345551148649528,0.06958997625541596,5.340314942085444e-05,3.976570071738055e-05,0.3695049071697833,0.5960948333857595,0.2954091816367265
e154_counterworld,between_train_runs,741,741,674,67,0.4860301655080443,0.3113460838180463,0.174684081689998,0.6405900413456811,0.881866710677396,0.11709600488377947,0.08626060842785477,6.691200279073112e-05,4.929177624448844e-05,0.4135833953825776,0.8147810813332548,0.26720647773279355
e154_counterworld,top33,33,33,31,2,0.02865186855294738,0.02649805592555801,0.0021538126273893676,0.924828196687793,0.9550554869892632,0.0255187342885006,0.016404087773121412,1.45821338791432e-05,9.373764441783664e-06,0.24421634141568535,0.15181503784463554,0.36363636363636365
e154_counterworld,top8,8,8,7,1,0.009000213935115492,0.007509285773772578,0.0014909281613429137,0.8343452531138326,0.8868789372632272,0.006579300989768222,0.0043182968313468795,3.759600565581841e-06,2.467598189341074e-06,0.263644828415049,0.04367118223371036,0.625
e154_counterworld,top33_low_visible,21,21,19,2,0.013478080524781472,0.011324267897392104,0.0021538126273893676,0.8401988604067723,0.9023377915225465,0.008534461443046149,0.0031343505382934733,4.876835110312085e-06,1.7910574504534133e-06,0.1474042820016568,0.09534674313822904,0.23809523809523808
e154_counterworld,body_not_top33,871,871,786,85,0.5934181841739304,0.36345144290334497,0.22996674127058542,0.6124710239698647,0.8683582949251561,0.11801358040311977,0.087533659423921,6.743633165892558e-05,5.001923395652628e-05,0.41759786261645526,0.8481849621553645,0.26521239954075776
e154_counterworld,primary_s_not_top33,360,360,331,29,0.16923566854985944,0.09457016218415892,0.07466550636570052,0.5588075078646739,0.8750462355362834,0.07059853793041121,0.05891649274274163,4.034202167452069e-05,3.366656728156665e-05,0.36329405446261054,0.3771732545137299,0.2638888888888889
e154_counterworld,visible_low,291,291,265,26,0.13052084984619478,0.08231304613669684,0.048207803709497926,0.6306505530242423,0.8593587518050477,0.01939782085907088,-0.0003258134401731838,1.1084469062326218e-05,-1.8617910867039075e-07,0.19240566906121204,0.4170767511020166,0.23024054982817868
e154_counterworld,visible_high,299,299,269,30,0.24738314996484884,0.16093103363012928,0.08645211633471953,0.6505335292763322,0.8681889546161693,0.04666909302096778,0.04461473097846508,2.6668053154838732e-05,2.549413198769433e-05,0.6524959154100634,0.3157321902241708,0.27759197324414714
e154_counterworld,id06_id07,181,181,153,28,0.15336374781417972,0.08439932678046315,0.06896442103371656,0.5503212329078185,0.8034183321583281,0.04098794505990838,0.02507746017569179,2.3421682891376217e-05,1.4329977243252452e-05,0.31940560383957745,0.313108026514496,0.3259668508287293
e144_tail_control,full,904,904,837,67,0.5932551113398755,0.3744992720727487,0.2187558392671268,0.6312617707194068,0.9147239622680663,0.14219094697650897,0.103105750335376,8.125196970086226e-05,5.891757162021486e-05,0.41126866991775457,1.0,0.2688053097345133
e144_tail_control,primary_s,379,379,351,28,0.17778178281226711,0.10474647629317066,0.07303530651909645,0.5891856557866797,0.8978044529011925,0.0869189019935413,0.06866256361731538,4.9667943996309314e-05,3.923575063846593e-05,0.3546717713246807,0.4643694607846975,0.2638522427440633
e144_tail_control,q2,165,165,165,0,0.05378598041016913,0.05378598041016913,0.0,1.0,1.0,0.012827190718040171,0.007919147505588087,7.3298232674515265e-06,4.525227146050335e-06,0.4372827592632478,0.16359963201209127,0.006060606060606061
