pred_index,base_index,tag,strategy,prune_mode,prior_view,component_scope,target_scope,top_n,risk_positive_pool,reverted_cells,mean_reverted_risk,max_reverted_risk,changed_cells_vs_e95,changed_rows_vs_e95,changed_cells_vs_e154,changed_cells_vs_e144,l1_vs_e95,l1_vs_e154,cos_vs_e154_axis,cos_vs_e144_axis,target_share_Q1,target_share_Q2,target_share_Q3,target_share_S1,target_share_S2,target_share_S3,target_share_S4,expected_delta_global,expected_delta_subject,expected_delta_nearest_hard085,expected_delta_focus_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,e72_adverse_exposure_e101_plausible,e72_adverse_exposure_tail_equal,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,e101_active_delta95_l1,q2s3_delta95_l1,e101_plausible_delta95_l1,e95rel_rmse_tail_equal,transfer_shrinkage_risk_index,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_beat_e95_rate_broad,post101_beat_e95_rate_e101_order,post101_beat_e95_rate_e101_sensor,post101_beat_e95_rate_tight,post101_mean_vs_e95_broad,post101_mean_vs_e95_e101_order,post101_mean_vs_e95_e101_sensor,post101_mean_vs_e95_tight,post101_n_scenarios_broad,post101_n_scenarios_e101_order,post101_n_scenarios_e101_sensor,post101_n_scenarios_tight,post101_p95_vs_e95_broad,post101_p95_vs_e95_e101_order,post101_p95_vs_e95_e101_sensor,post101_p95_vs_e95_tight,tail_pass_tol1e12,all_sets_mean_beat,relaxed_structural_tol1e12,e72_plausible_gap_vs_e95,post101_ok,budget_ok,local_material,submit_relaxed,all_four_health,beats_e144_local,e155_submit,health_class,focus_expected_delta_vs_e154,local_delta_vs_e154,local_delta_vs_e155,public_free_safer_than_e154,local_not_worse_than_e155,beats_e154_local,beats_e154_readable,e161_control_grade,e161_submit,materialized_submission
2,0,e161_9f2e2e73,control_e154,control,,,,0,0,0,,,294,139,0,294,3.5308821585642316,0.0,0.9999999999999998,0.9835692989085755,0.23346807590198165,6.288643884261537e-17,0.35622148076186905,8.489669243753076e-16,0.13419763523506767,0.152444764857027,0.12366804324405373,-4.5924643621562983e-05,-1.9128475358954995e-05,-2.4459555058844042e-05,-2.9837558013120675e-05,-3.8365440887644375e-05,-1.2158049659705128e-05,0.0,-3.194861005806349e-05,-2.6710910494109896e-05,-1.4848756924257245e-05,-4.140481237602245e-05,-7.579686383651918e-06,0.0,-4.1742900228625146e-05,-2.183552101131525e-06,0.0,-4.1742900228625146e-05,-3.194861005806349e-05,3,3,2,-0.00017647887921072304,-1.5795832387643927e-06,-2.2789828699215642e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761261016e-05,0.0008951467365869032,0.05555555555555555,0.9166666666666666,True,0.007441211442541966,0.005390982444780252,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,0.000838631695689858,0.0026321930914416313,0.34818826937116043,0.0035634633961046315,1.5296839071175937e-05,0.0015544751999902093,0.001312431694102546,0.0020176469477509893,0.026844358892442632,0.9724001850977176,0.2408177373789427,0.0003914210200020858,0.0003914210200020781,0.0002715583507408169,0.0010765290008003929,0.0004146116933463038,0.002475813438117715,-0.9702748601461814,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.3630340576659594e-05,-1.7010484039949125e-05,-1.7010484039949125e-05,-3.5839725467676316e-05,3452.0,57.0,57.0,2790.0,-8.597713622440638e-06,-4.653086188939701e-06,-4.653086188939701e-06,-8.946955314154623e-06,True,True,True,-2.859820270722244e-06,True,True,True,False,True,True,False,all_four,0.0,0.0,-1.7955591461449316e-06,False,True,False,False,False,False,False
401,0,e161_cc63567b,risk_prune,to_e95,focus_mean,all,Q3,1,44,1,0.005611431427511116,0.005611431427511116,293,138,1,294,3.5120496596245583,0.018832498939882855,0.9972938119408109,0.9804381274416667,0.23471999080011777,1.3920008228121134e-15,0.35276937744442,1.2873916105927985e-14,0.1349172369116479,0.15326221225976347,0.12433118258403665,-4.878527282410412e-05,-2.033645669535315e-05,-3.0010541252781796e-05,-3.304409025741302e-05,-3.8411361428680735e-05,-1.2203970200741487e-05,1.1102230246251565e-16,-3.2472779428194265e-05,-2.7235079864240674e-05,-1.6937509551562258e-05,-4.1223669853485134e-05,-7.398543861114604e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-1.978286876869184e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-3.2472779428194265e-05,3,1,1251,-0.0001718825741884367,2.0166443380764676e-06,-2.512582953576037e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.0074304500145763895,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.003556298195715859,1.5274269019819608e-05,0.0015544751999902137,0.0013124316941025504,0.0020068855197854616,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037933359904640914,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.375189343427371e-05,-1.6795843248757263e-05,-1.6795843248757263e-05,-3.5926088269978716e-05,3452.0,57.0,57.0,2790.0,-8.574215777700105e-06,-4.368118503361636e-06,-4.368118503361636e-06,-8.972467518574291e-06,True,True,False,-2.859820270717907e-06,True,True,True,False,False,True,False,missing_relaxed,-3.2065322442923435e-06,-4.592054103635945e-08,-1.841479687181291e-06,True,True,True,False,False,False,False
401,0,e161_cc63567b,risk_prune,to_e95,focus_mean,inherited,Q3,1,23,1,0.005611431427511116,0.005611431427511116,293,138,1,294,3.5120496596245583,0.018832498939882855,0.9972938119408109,0.9804381274416667,0.23471999080011777,1.3920008228121134e-15,0.35276937744442,1.2873916105927985e-14,0.1349172369116479,0.15326221225976347,0.12433118258403665,-4.878527282410412e-05,-2.033645669535315e-05,-3.0010541252781796e-05,-3.304409025741302e-05,-3.8411361428680735e-05,-1.2203970200741487e-05,1.1102230246251565e-16,-3.2472779428194265e-05,-2.7235079864240674e-05,-1.6937509551562258e-05,-4.1223669853485134e-05,-7.398543861114604e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-1.978286876869184e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-3.2472779428194265e-05,3,1,1335,-0.0001718825741884367,2.0166443380764676e-06,-2.512582953576037e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.0074304500145763895,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.003556298195715859,1.5274269019819608e-05,0.0015544751999902137,0.0013124316941025504,0.0020068855197854616,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037933359904640914,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.375189343427371e-05,-1.6795843248757263e-05,-1.6795843248757263e-05,-3.5926088269978716e-05,3452.0,57.0,57.0,2790.0,-8.574215777700105e-06,-4.368118503361636e-06,-4.368118503361636e-06,-8.972467518574291e-06,True,True,False,-2.859820270717907e-06,True,True,True,False,False,True,False,missing_relaxed,-3.2065322442923435e-06,-4.592054103635945e-08,-1.841479687181291e-06,True,True,True,False,False,False,False
401,0,e161_cc63567b,risk_prune,to_e95,focus_mean,added,Q3,1,44,1,0.005611431427511116,0.005611431427511116,293,138,1,294,3.5120496596245583,0.018832498939882855,0.9972938119408109,0.9804381274416667,0.23471999080011777,1.3920008228121134e-15,0.35276937744442,1.2873916105927985e-14,0.1349172369116479,0.15326221225976347,0.12433118258403665,-4.878527282410412e-05,-2.033645669535315e-05,-3.0010541252781796e-05,-3.304409025741302e-05,-3.8411361428680735e-05,-1.2203970200741487e-05,1.1102230246251565e-16,-3.2472779428194265e-05,-2.7235079864240674e-05,-1.6937509551562258e-05,-4.1223669853485134e-05,-7.398543861114604e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-1.978286876869184e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-3.2472779428194265e-05,3,1,1417,-0.0001718825741884367,2.0166443380764676e-06,-2.512582953576037e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.0074304500145763895,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.003556298195715859,1.5274269019819608e-05,0.0015544751999902137,0.0013124316941025504,0.0020068855197854616,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037933359904640914,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.375189343427371e-05,-1.6795843248757263e-05,-1.6795843248757263e-05,-3.5926088269978716e-05,3452.0,57.0,57.0,2790.0,-8.574215777700105e-06,-4.368118503361636e-06,-4.368118503361636e-06,-8.972467518574291e-06,True,True,False,-2.859820270717907e-06,True,True,True,False,False,True,False,missing_relaxed,-3.2065322442923435e-06,-4.592054103635945e-08,-1.841479687181291e-06,True,True,True,False,False,False,False
401,0,e161_cc63567b,risk_prune,to_e95,focus_mean,adjustment,Q3,1,23,1,0.005611431427511116,0.005611431427511116,293,138,1,294,3.5120496596245583,0.018832498939882855,0.9972938119408109,0.9804381274416667,0.23471999080011777,1.3920008228121134e-15,0.35276937744442,1.2873916105927985e-14,0.1349172369116479,0.15326221225976347,0.12433118258403665,-4.878527282410412e-05,-2.033645669535315e-05,-3.0010541252781796e-05,-3.304409025741302e-05,-3.8411361428680735e-05,-1.2203970200741487e-05,1.1102230246251565e-16,-3.2472779428194265e-05,-2.7235079864240674e-05,-1.6937509551562258e-05,-4.1223669853485134e-05,-7.398543861114604e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-1.978286876869184e-06,1.1102230246251565e-16,-4.1537635004362805e-05,-3.2472779428194265e-05,3,1,1501,-0.0001718825741884367,2.0166443380764676e-06,-2.512582953576037e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.0074304500145763895,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.003556298195715859,1.5274269019819608e-05,0.0015544751999902137,0.0013124316941025504,0.0020068855197854616,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037933359904640914,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.375189343427371e-05,-1.6795843248757263e-05,-1.6795843248757263e-05,-3.5926088269978716e-05,3452.0,57.0,57.0,2790.0,-8.574215777700105e-06,-4.368118503361636e-06,-4.368118503361636e-06,-8.972467518574291e-06,True,True,False,-2.859820270717907e-06,True,True,True,False,False,True,False,missing_relaxed,-3.2065322442923435e-06,-4.592054103635945e-08,-1.841479687181291e-06,True,True,True,False,False,False,False
403,0,e161_3ff5dbfe,risk_prune,to_e95,focus_mean,all,Q3,2,44,2,0.005478145693408281,0.005611431427511116,292,137,2,294,3.4932171606847855,0.037664997879655646,0.9945802605475681,0.977297151999688,0.2359854042498273,1.399505324483184e-15,0.3492800524318643,1.2943321470743062e-14,0.13564459756637387,0.1540884736449341,0.1250014721069862,-5.084200112768252e-05,-2.0542974576778427e-05,-3.6909912140873183e-05,-3.609829594844471e-05,-3.8397459994454763e-05,-1.2190068766515516e-05,1.1102230246251565e-16,-3.239208559357998e-05,-2.7154386029626387e-05,-1.6937509551562258e-05,-4.123582906445655e-05,-7.410703072086022e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-2.005117197612094e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-3.239208559357998e-05,3,1,1253,-0.00017235588387841118,-6.496940744837865e-06,-2.6171329417207234e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.007419688586610806,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.0035477846106329305,1.5257493448723874e-05,0.0015544751999902137,0.0013124316941025504,0.0019961240918198774,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037380952546704283,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.369351390697547e-05,-1.673598434288594e-05,-1.673598434288594e-05,-3.587482587294084e-05,3452.0,57.0,57.0,2790.0,-8.564808435217703e-06,-4.364419855108244e-06,-4.364419855108244e-06,-8.959442588395397e-06,True,True,True,-2.859820270717907e-06,True,True,True,False,True,True,True,all_four,-6.260737935324037e-06,-3.201910681038811e-08,-1.8275782529553197e-06,True,True,True,False,True,False,False
403,0,e161_3ff5dbfe,risk_prune,to_e95,focus_mean,inherited,Q3,2,23,2,0.005478145693408281,0.005611431427511116,292,137,2,294,3.4932171606847855,0.037664997879655646,0.9945802605475681,0.977297151999688,0.2359854042498273,1.399505324483184e-15,0.3492800524318643,1.2943321470743062e-14,0.13564459756637387,0.1540884736449341,0.1250014721069862,-5.084200112768252e-05,-2.0542974576778427e-05,-3.6909912140873183e-05,-3.609829594844471e-05,-3.8397459994454763e-05,-1.2190068766515516e-05,1.1102230246251565e-16,-3.239208559357998e-05,-2.7154386029626387e-05,-1.6937509551562258e-05,-4.123582906445655e-05,-7.410703072086022e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-2.005117197612094e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-3.239208559357998e-05,3,1,1337,-0.00017235588387841118,-6.496940744837865e-06,-2.6171329417207234e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.007419688586610806,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.0035477846106329305,1.5257493448723874e-05,0.0015544751999902137,0.0013124316941025504,0.0019961240918198774,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037380952546704283,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.369351390697547e-05,-1.673598434288594e-05,-1.673598434288594e-05,-3.587482587294084e-05,3452.0,57.0,57.0,2790.0,-8.564808435217703e-06,-4.364419855108244e-06,-4.364419855108244e-06,-8.959442588395397e-06,True,True,True,-2.859820270717907e-06,True,True,True,False,True,True,True,all_four,-6.260737935324037e-06,-3.201910681038811e-08,-1.8275782529553197e-06,True,True,True,False,True,False,False
403,0,e161_3ff5dbfe,risk_prune,to_e95,focus_mean,added,Q3,2,44,2,0.005478145693408281,0.005611431427511116,292,137,2,294,3.4932171606847855,0.037664997879655646,0.9945802605475681,0.977297151999688,0.2359854042498273,1.399505324483184e-15,0.3492800524318643,1.2943321470743062e-14,0.13564459756637387,0.1540884736449341,0.1250014721069862,-5.084200112768252e-05,-2.0542974576778427e-05,-3.6909912140873183e-05,-3.609829594844471e-05,-3.8397459994454763e-05,-1.2190068766515516e-05,1.1102230246251565e-16,-3.239208559357998e-05,-2.7154386029626387e-05,-1.6937509551562258e-05,-4.123582906445655e-05,-7.410703072086022e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-2.005117197612094e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-3.239208559357998e-05,3,1,1419,-0.00017235588387841118,-6.496940744837865e-06,-2.6171329417207234e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.007419688586610806,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.0035477846106329305,1.5257493448723874e-05,0.0015544751999902137,0.0013124316941025504,0.0019961240918198774,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037380952546704283,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.369351390697547e-05,-1.673598434288594e-05,-1.673598434288594e-05,-3.587482587294084e-05,3452.0,57.0,57.0,2790.0,-8.564808435217703e-06,-4.364419855108244e-06,-4.364419855108244e-06,-8.959442588395397e-06,True,True,True,-2.859820270717907e-06,True,True,True,False,True,True,True,all_four,-6.260737935324037e-06,-3.201910681038811e-08,-1.8275782529553197e-06,True,True,True,False,True,False,False
403,0,e161_3ff5dbfe,risk_prune,to_e95,focus_mean,adjustment,Q3,2,23,2,0.005478145693408281,0.005611431427511116,292,137,2,294,3.4932171606847855,0.037664997879655646,0.9945802605475681,0.977297151999688,0.2359854042498273,1.399505324483184e-15,0.3492800524318643,1.2943321470743062e-14,0.13564459756637387,0.1540884736449341,0.1250014721069862,-5.084200112768252e-05,-2.0542974576778427e-05,-3.6909912140873183e-05,-3.609829594844471e-05,-3.8397459994454763e-05,-1.2190068766515516e-05,1.1102230246251565e-16,-3.239208559357998e-05,-2.7154386029626387e-05,-1.6937509551562258e-05,-4.123582906445655e-05,-7.410703072086022e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-2.005117197612094e-06,1.1102230246251565e-16,-4.1564465325105715e-05,-3.239208559357998e-05,3,1,1503,-0.00017235588387841118,-6.496940744837865e-06,-2.6171329417207234e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.007419688586610806,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008386316956898595,0.002632193091441634,0.36055289287662706,0.0035477846106329305,1.5257493448723874e-05,0.0015544751999902137,0.0013124316941025504,0.0019961240918198774,0.026844358892442632,0.9757325294133372,0.2252346376721089,0.0003506605191555799,0.00035066051915557615,0.00027155835074103575,0.001076529000800428,0.00037380952546704283,0.002315605772014625,-0.9736072044618006,True,True,True,True,True,True,0.9979721900347625,1.0,1.0,0.9985663082437276,-4.369351390697547e-05,-1.673598434288594e-05,-1.673598434288594e-05,-3.587482587294084e-05,3452.0,57.0,57.0,2790.0,-8.564808435217703e-06,-4.364419855108244e-06,-4.364419855108244e-06,-8.959442588395397e-06,True,True,True,-2.859820270717907e-06,True,True,True,False,True,True,True,all_four,-6.260737935324037e-06,-3.201910681038811e-08,-1.8275782529553197e-06,True,True,True,False,True,False,False
338,0,e161_4a15b1f7,risk_prune,to_e144,nearest_hard085,inherited,Q1,13,13,13,0.005525177127686326,0.012048275971795924,294,139,13,281,3.533230136924488,0.014513166430308908,0.9998518780147035,0.9837325740750527,0.23397746824281013,1.3836562653713351e-15,0.35598475677393937,1.27967414874413e-14,0.13410845532566726,0.15234345897115642,0.12358586068641272,-4.570942083095575e-05,-1.9115269012896786e-05,-2.4254688543187498e-05,-2.9693126129013346e-05,-3.8386530419431963e-05,-1.2179139191492716e-05,1.1102230246251565e-16,-3.1913383949921936e-05,-2.6675684385968346e-05,-1.4699146819507902e-05,-4.1442496368282455e-05,-7.617370375911925e-06,1.1102230246251565e-16,-4.1803710939980476e-05,-2.2443628124868553e-06,1.1102230246251565e-16,-4.1803710939980476e-05,-3.1913383949921936e-05,3,1,934,-0.00017790039426001102,-3.2343924203370733e-06,-2.2792415974970393e-05,0.0,7.926584947531845e-05,3.9632924737659225e-05,2.5089841761262923e-05,0.0008951467365868957,0.2222222222222222,0.9166666666666666,True,0.007442553144462063,0.005390982444780259,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,0.0008391801964007625,0.002633340655344924,0.36055289287662706,0.0035643365183323948,1.530039087776068e-05,0.0015544751999902137,0.0013124316941025504,0.0020189886496711357,0.026844358892442632,0.9720365227555133,0.24246705985573788,0.00039359058297646564,0.0003935905829764619,0.00027155835074103575,0.001076529000800428,0.0004181324753661223,0.002492769891559571,-0.9699111978039767,True,True,True,True,True,True,0.9976825028968713,1.0,1.0,0.9982078853046595,-4.3704384109700854e-05,-1.7061281416602137e-05,-1.7061281416602137e-05,-3.5899472908535936e-05,3452.0,57.0,57.0,2790.0,-8.574461251400658e-06,-4.66052480001415e-06,-4.66052480001415e-06,-8.96537767359788e-06,True,True,True,-2.859820270717907e-06,True,True,True,False,True,True,True,all_four,1.4443188410732827e-07,-2.10895317875881e-08,-1.8166486779325197e-06,False,True,True,False,False,False,False
