feature_block,task,heldout_experiment,n_valid,positive_rate,auc,average_precision,pred_mean,mae,spearman
human_signature,strict_health,e284,9,0.0,,,6.576524027065602e-07,,
human_signature,strict_health,e285,158,0.0,,,0.0010431865709779303,,
human_signature,strict_health,e286,533,0.0,,,0.006622998009419465,,
human_signature,strict_health,e287,3,0.0,,,0.0008656029383542,,
human_signature,strict_health,e289,28,0.0,,,3.138720713053039e-07,,
human_signature,strict_health,e290,48,0.0,,,6.317204273052204e-10,,
human_signature,strict_health,e291,40,0.0,,,1.1649123156211428e-07,,
human_signature,strict_health,e292,56,0.0,,,0.0984078399815861,,
human_signature,strict_health,e293,64,0.0,,,0.31339329200849253,,
human_signature,strict_health,e297,39,0.0,,,4.0535746220524003e-10,,
human_signature,strict_health,e299,71,0.0,,,0.03161732771767795,,
human_signature,strict_health,e301,1,0.0,,,0.9897689227158897,,
human_signature,strict_health,e303,12,0.0,,,0.0424453308815003,,
human_signature,strict_health,e305,14,0.0,,,1.2860477877213052e-09,,
human_signature,strict_health,e306,20,0.0,,,2.0251634316988507e-10,,
human_signature,strict_health,e307,22,0.0,,,1.336051284785217e-06,,
human_signature,strict_health,e310,42,0.0,,,7.4095825153517384e-06,,
human_signature,strict_health,e311,37,0.0,,,1.0235671035684065e-10,,
human_signature,strict_health,__global_oof__,1263,0.0,,,0.026170777015090543,,
human_signature,null_strict_rate,e279,66,,,,0.37601209241017775,0.5002744943763803,-0.24540090317722932
human_signature,null_strict_rate,e284,9,,,,0.10552532825450484,0.10552532825450484,
human_signature,null_strict_rate,e285,158,,,,0.027598937461679414,0.1871168157575021,
human_signature,null_strict_rate,e286,533,,,,-0.033661384343968946,0.25136637259087535,
human_signature,null_strict_rate,e287,3,,,,0.4018438260533923,0.38597081018037643,0.8660254037844387
human_signature,null_strict_rate,e289,28,,,,0.5519195081659086,0.4056134512607123,0.416547893830081
human_signature,null_strict_rate,e290,48,,,,0.6258680383014342,0.4140052438190682,-0.15640498881110582
human_signature,null_strict_rate,e291,40,,,,0.32421795628657024,0.24079463098423037,0.8283068970417302
human_signature,null_strict_rate,e292,56,,,,0.44203206241274284,0.37558752813525775,0.44343635218679767
human_signature,null_strict_rate,e293,64,,,,0.7097079944291139,0.36014915076323795,0.31107174532873977
human_signature,null_strict_rate,e297,39,,,,0.487599403355586,0.4503775251199934,0.008357530475656268
human_signature,null_strict_rate,e299,71,,,,0.6063841677185324,0.39058938005333743,0.3349702392812282
human_signature,null_strict_rate,e300,120,,,,0.4683118724336094,0.4431350906219022,0.16508856704127847
human_signature,null_strict_rate,e301,1,,,,0.3612752734089757,0.1972127734089757,
human_signature,null_strict_rate,e303,12,,,,0.561161291391196,0.1590169014730196,0.462099096239691
human_signature,null_strict_rate,e305,14,,,,0.7177055591421551,0.05926772800142215,-0.29138987073567474
human_signature,null_strict_rate,e306,20,,,,0.4782913922216331,0.2575444321988899,-0.04823975251755268
human_signature,null_strict_rate,e307,22,,,,0.6422624089805854,0.16639312044169718,
human_signature,null_strict_rate,e310,42,,,,0.5182161017166503,0.3332740054953207,-0.035314436388934244
human_signature,null_strict_rate,e311,37,,,,0.6189071124830723,0.19864452717671507,0.4135419615170778
human_signature,null_strict_rate,__global_oof__,1383,,,,0.25003674291921557,0.3002017270050166,0.6191978516557343
human_signature,readiness_distance,e279,66,,,,1.7555972293937017,0.9937172352804211,-0.34742392998356536
human_signature,readiness_distance,e284,9,,,,1.306409205532446,0.6157229510042872,0.65
human_signature,readiness_distance,e285,158,,,,1.2377928489267773,0.34816710075425655,0.6976893126051197
human_signature,readiness_distance,e286,533,,,,1.780760433991896,0.4711913188398603,0.7486252888056025
human_signature,readiness_distance,e287,3,,,,2.106530181857734,0.4040278055003877,0.5
human_signature,readiness_distance,e289,28,,,,1.5363022711927006,0.42318709996766557,0.39660599796616547
human_signature,readiness_distance,e290,48,,,,1.6843015961233387,0.5495763510558214,0.16025879436286436
human_signature,readiness_distance,e291,40,,,,1.5215764573238733,0.37752249708603003,0.4815388356741426
human_signature,readiness_distance,e292,56,,,,1.5603909086514516,0.5103792716513608,0.3361312956797157
human_signature,readiness_distance,e293,64,,,,0.9562683657610852,0.3147322578409436,0.17641471311261164
human_signature,readiness_distance,e297,39,,,,1.0418528127545679,0.3987394056399431,-0.033805668016194335
human_signature,readiness_distance,e299,71,,,,1.3711437937200466,0.4145833514545832,0.272764140772916
human_signature,readiness_distance,e300,120,,,,0.6899474378009244,0.444187497775636,-0.4241937811170625
human_signature,readiness_distance,e301,1,,,,0.773027436429479,0.20037118642947904,
human_signature,readiness_distance,e303,12,,,,0.9406870766092034,0.2833954099425368,-0.5804195804195805
human_signature,readiness_distance,e305,14,,,,1.6447847704581844,0.24461804836039613,-0.4366065779390413
human_signature,readiness_distance,e306,20,,,,1.7563015653876346,0.4444265653876345,0.39638964819005507
human_signature,readiness_distance,e307,22,,,,1.8090449605842105,0.13326240680307627,0.6158193073221866
human_signature,readiness_distance,e310,42,,,,1.141021048037248,0.4103278385208102,0.4210655020241307
human_signature,readiness_distance,e311,37,,,,1.0098558646478661,0.2945465018517791,-0.1375030784550096
human_signature,readiness_distance,__global_oof__,1383,,,,1.4664138314944901,0.4525054424767047,0.70016142193237
human_signature,actual_p90,e279,66,,,,-3.4456948635385427e-06,0.00043290784860933467,-0.37773393956942947
human_signature,actual_p90,e284,9,,,,-6.496679454935811e-07,0.00012098460752184593,-0.8166666666666667
human_signature,actual_p90,e285,158,,,,5.376337913491659e-06,0.00013498449315811717,0.03813289237692037
human_signature,actual_p90,e286,533,,,,8.11615555669359e-05,0.0001900743111285268,-0.11263261207990043
human_signature,actual_p90,e287,3,,,,4.984206322525522e-05,3.1368950439519075e-05,1.0
human_signature,actual_p90,e289,28,,,,8.126833947026149e-06,0.00023269399587656577,0.38697318007662834
human_signature,actual_p90,e290,48,,,,-1.6963379328942043e-05,0.0001090754870862974,0.2977637863656101
human_signature,actual_p90,e291,40,,,,0.00010193731293354718,0.0001126645357211271,0.8195121951219514
human_signature,actual_p90,e292,56,,,,3.233677480455689e-05,9.711890952445982e-05,0.6069621118861989
human_signature,actual_p90,e293,64,,,,-0.00011369239650299959,9.368480492800703e-05,-0.10604776843985435
human_signature,actual_p90,e297,39,,,,-8.129893054379354e-05,0.00014975262005423225,0.07935222672064778
human_signature,actual_p90,e299,71,,,,-6.351316037027201e-05,0.0001839696042434925,-0.04689923455650794
human_signature,actual_p90,e300,120,,,,-0.00010523567252639353,4.369366520756766e-05,0.3645366896262654
human_signature,actual_p90,e301,1,,,,-4.053050189499524e-05,1.0776948868338373e-05,
human_signature,actual_p90,e303,12,,,,-6.09768704274065e-05,1.6494669611039317e-05,0.4755244755244756
human_signature,actual_p90,e305,14,,,,-3.998258379805482e-05,4.1719814044776464e-05,-0.39780219780219783
human_signature,actual_p90,e306,20,,,,-3.855271454071494e-05,8.577264846906672e-05,0.19849624060150375
human_signature,actual_p90,e307,22,,,,2.340376383746167e-05,0.00016994815920535076,-0.29531338226990406
human_signature,actual_p90,e310,42,,,,-0.00015498725917315,0.0001204204803449429,0.3844408427876823
human_signature,actual_p90,e311,37,,,,-0.00012710234709688384,0.00022516834742200123,-0.09308668326811335
human_signature,actual_p90,__global_oof__,1383,,,,6.465203024226781e-06,0.0001618695538757422,0.3933212603291973
shape_signature,null_common,e279,66,0.24242424242424243,0.76,0.3875897666522185,0.5210229851454795,,
shape_signature,null_common,e284,9,0.0,,,0.5453840308513994,,
shape_signature,null_common,e285,158,0.0,,,0.0030757244738828893,,
shape_signature,null_common,e286,533,0.0,,,0.01317674187433704,,
shape_signature,null_common,e287,3,0.0,,,0.5264166547121879,,
shape_signature,null_common,e289,28,0.42857142857142855,0.9166666666666666,0.863826913826914,0.7919704201200004,,
shape_signature,null_common,e290,48,0.7083333333333334,0.9180672268907563,0.9679654939390812,0.7863256236311923,,
shape_signature,null_common,e291,40,0.45,0.9924242424242424,0.9907216297825173,0.675368989042666,,
shape_signature,null_common,e292,56,0.2857142857142857,0.7953125,0.6985768565651878,0.5129281658414045,,
shape_signature,null_common,e293,64,0.75,1.0,1.0,0.8373776736420513,,
shape_signature,null_common,e297,39,0.5128205128205128,0.9236842105263158,0.929147440406022,0.7964002842568121,,
shape_signature,null_common,e299,71,0.6619718309859155,0.9946808510638299,0.9971903325868986,0.9303469621856303,,
shape_signature,null_common,e300,120,0.7,0.9222883597883598,0.9732485053520042,0.8009000487942776,,
shape_signature,null_common,e301,1,0.0,,,0.7789355940320756,,
shape_signature,null_common,e303,12,0.9166666666666666,1.0,1.0,0.7847125146325024,,
shape_signature,null_common,e305,14,1.0,,,0.8581586458251139,,
shape_signature,null_common,e306,20,1.0,,,0.822726795950851,,
shape_signature,null_common,e307,22,1.0,,,0.9743324017214231,,
shape_signature,null_common,e310,42,0.5714285714285714,0.5393518518518519,0.5947020585812667,0.46700024567080545,,
shape_signature,null_common,e311,37,0.7567567567567568,0.4444444444444444,0.812596844339309,0.4362330302324336,,
shape_signature,null_common,__global_oof__,1383,0.2993492407809111,0.9456434493451588,0.8117230732583172,0.36638506150991645,,
shape_signature,null_rare,e279,66,0.696969696969697,0.7956521739130434,0.9241801218180625,0.4608833897554259,,
shape_signature,null_rare,e284,9,1.0,,,0.501328193170965,,
shape_signature,null_rare,e285,158,1.0,,,0.9970008551263932,,
shape_signature,null_rare,e286,533,1.0,,,0.984739385796235,,
shape_signature,null_rare,e287,3,1.0,,,0.49326918211392684,,
shape_signature,null_rare,e289,28,0.5357142857142857,0.8974358974358975,0.937094017094017,0.20274969991115413,,
shape_signature,null_rare,e290,48,0.25,0.9467592592592593,0.8884860509860509,0.2074281539237146,,
shape_signature,null_rare,e291,40,0.55,0.9924242424242424,0.9945454545454546,0.2981298758025576,,
shape_signature,null_rare,e292,56,0.6785714285714286,0.827485380116959,0.9158269866504305,0.45826952695644735,,
shape_signature,null_rare,e293,64,0.21875,1.0,0.9999999999999998,0.1390109263403057,,
shape_signature,null_rare,e297,39,0.4358974358974359,0.8823529411764706,0.8994531912381811,0.18856857726987425,,
shape_signature,null_rare,e299,71,0.29577464788732394,0.9942857142857142,0.9852340830005584,0.05884410632786377,,
shape_signature,null_rare,e300,120,0.25,0.8948148148148148,0.6465975585235568,0.15667306120882987,,
shape_signature,null_rare,e301,1,0.0,,,0.1869565985947595,,
shape_signature,null_rare,e303,12,0.0,,,0.17702967315321086,,
shape_signature,null_rare,e305,14,0.0,,,0.11272671737892935,,
shape_signature,null_rare,e306,20,0.0,,,0.1429985416471416,,
shape_signature,null_rare,e307,22,0.0,,,0.0198197363297523,,
shape_signature,null_rare,e310,42,0.21428571428571427,0.8619528619528619,0.7894378568291611,0.4578137061148482,,
shape_signature,null_rare,e311,37,0.08108108108108109,0.5343137254901961,0.10652337858220212,0.4680290037823448,,
shape_signature,null_rare,__global_oof__,1383,0.6724511930585684,0.9545526834247192,0.9807506813247099,0.618210005435983,,
shape_signature,visible_null_common,e279,66,0.19696969696969696,0.7822931785195937,0.35100740053256724,0.5154544586663733,,
shape_signature,visible_null_common,e284,9,0.0,,,0.5336666070866435,,
shape_signature,visible_null_common,e285,158,0.0,,,0.0029073690521636882,,
shape_signature,visible_null_common,e286,533,0.0,,,0.011796169145678125,,
shape_signature,visible_null_common,e287,3,0.0,,,0.5076165824880757,,
shape_signature,visible_null_common,e289,28,0.42857142857142855,0.9166666666666666,0.863826913826914,0.7806078724303556,,
shape_signature,visible_null_common,e290,48,0.6875,0.9010101010101009,0.9577013877738693,0.7637090361915821,,
shape_signature,visible_null_common,e291,40,0.45,0.9924242424242424,0.9907216297825173,0.6665719160254797,,
shape_signature,visible_null_common,e292,56,0.2857142857142857,0.7937500000000001,0.6963697913066519,0.49411148346822786,,
shape_signature,visible_null_common,e293,64,0.75,1.0,1.0,0.8363678665404415,,
shape_signature,visible_null_common,e297,39,0.5128205128205128,0.9236842105263158,0.9275888682592146,0.7999559778795119,,
shape_signature,visible_null_common,e299,71,0.6619718309859155,0.9937943262411348,0.9966837469739299,0.9293470436681718,,
shape_signature,visible_null_common,e300,120,0.6916666666666667,0.936177140996418,0.9770351999029868,0.8009270508599936,,
shape_signature,visible_null_common,e301,1,0.0,,,0.7764533320430778,,
shape_signature,visible_null_common,e303,12,0.9166666666666666,1.0,1.0,0.782937505701371,,
shape_signature,visible_null_common,e305,14,1.0,,,0.8577092228508192,,
shape_signature,visible_null_common,e306,20,1.0,,,0.8225412404093568,,
shape_signature,visible_null_common,e307,22,1.0,,,0.9751756116685328,,
shape_signature,visible_null_common,e310,42,0.5476190476190477,0.562929061784897,0.5856532228980232,0.4611931766174433,,
shape_signature,visible_null_common,e311,37,0.7567567567567568,0.4484126984126984,0.816565098307563,0.4283261445276831,,
shape_signature,visible_null_common,__global_oof__,1383,0.2950108459869848,0.9452589240824535,0.8069193743587515,0.36302527417125824,,
shape_signature,action_cliff,e279,66,0.19696969696969696,0.7793904208998548,0.3480642567198582,0.5115625223175221,,
shape_signature,action_cliff,e284,9,0.0,,,0.506391908480799,,
shape_signature,action_cliff,e285,158,0.0,,,0.002687658426715914,,
shape_signature,action_cliff,e286,533,0.0,,,0.010541395604994229,,
shape_signature,action_cliff,e287,3,0.0,,,0.4963686699852588,,
shape_signature,action_cliff,e289,28,0.42857142857142855,0.9166666666666666,0.863826913826914,0.7840482780313632,,
shape_signature,action_cliff,e290,48,0.6875,0.9030303030303031,0.9583695200209489,0.7649791821715607,,
shape_signature,action_cliff,e291,40,0.45,0.9924242424242424,0.9907216297825173,0.6773265441265026,,
shape_signature,action_cliff,e292,56,0.32142857142857145,0.8289473684210527,0.7624898177647538,0.5001335115347023,,
shape_signature,action_cliff,e293,64,0.75,1.0,1.0,0.8458230195150795,,
shape_signature,action_cliff,e297,39,0.5128205128205128,0.9210526315789473,0.9253012865598682,0.8066707426342771,,
shape_signature,action_cliff,e299,71,0.6901408450704225,0.9860853432282004,0.9938515907042733,0.9328675970751166,,
shape_signature,action_cliff,e300,120,0.7166666666666667,0.9316005471956226,0.9775104037961322,0.8148153631266344,,
shape_signature,action_cliff,e301,1,0.0,,,0.7918356223114449,,
shape_signature,action_cliff,e303,12,1.0,,,0.7963662192016768,,
shape_signature,action_cliff,e305,14,1.0,,,0.8686052661455844,,
shape_signature,action_cliff,e306,20,1.0,,,0.8352281748921712,,
shape_signature,action_cliff,e307,22,1.0,,,0.9771393241101701,,
shape_signature,action_cliff,e310,42,0.5476190476190477,0.5583524027459954,0.5822066589599659,0.4708007294927644,,
shape_signature,action_cliff,e311,37,0.7567567567567568,0.4444444444444444,0.812596844339309,0.4325972237855213,,
shape_signature,action_cliff,__global_oof__,1383,0.3007953723788865,0.9473440855938271,0.8143014933141326,0.3656689806169686,,
shape_signature,safe_invisible,e279,66,0.696969696969697,0.7945652173913044,0.9235601109678727,0.4609297036145465,,
shape_signature,safe_invisible,e284,9,1.0,,,0.502998414736971,,
shape_signature,safe_invisible,e285,158,1.0,,,0.9970646334617127,,
shape_signature,safe_invisible,e286,533,1.0,,,0.9851976060742045,,
shape_signature,safe_invisible,e287,3,1.0,,,0.49516944474490404,,
shape_signature,safe_invisible,e289,28,0.5357142857142857,0.8923076923076924,0.9355555555555555,0.20196205426758645,,
shape_signature,safe_invisible,e290,48,0.25,0.9467592592592593,0.8884860509860509,0.2073011817325873,,
shape_signature,safe_invisible,e291,40,0.55,0.9924242424242424,0.9945454545454546,0.29562463169852504,,
shape_signature,safe_invisible,e292,56,0.6785714285714286,0.827485380116959,0.9158269866504305,0.4559161027892586,,
shape_signature,safe_invisible,e293,64,0.21875,1.0,0.9999999999999998,0.13666757144976155,,
shape_signature,safe_invisible,e297,39,0.4358974358974359,0.8823529411764706,0.8994531912381811,0.1861065177259493,,
shape_signature,safe_invisible,e299,71,0.28169014084507044,0.9882352941176471,0.9689915743011721,0.058307532914200474,,
shape_signature,safe_invisible,e300,120,0.24166666666666667,0.8976885183781735,0.6451688546383793,0.15380424180903063,,
shape_signature,safe_invisible,e301,1,0.0,,,0.1829672747353007,,
shape_signature,safe_invisible,e303,12,0.0,,,0.1732700894881111,,
shape_signature,safe_invisible,e305,14,0.0,,,0.10998623150317346,,
shape_signature,safe_invisible,e306,20,0.0,,,0.13991847328432877,,
shape_signature,safe_invisible,e307,22,0.0,,,0.01930188063904006,,
shape_signature,safe_invisible,e310,42,0.21428571428571427,0.8619528619528619,0.7894378568291611,0.45564589445489095,,
shape_signature,safe_invisible,e311,37,0.08108108108108109,0.5245098039215687,0.10469187675070028,0.46645499683378655,,
shape_signature,safe_invisible,__global_oof__,1383,0.6710050614605929,0.955164124668435,0.980929760588832,0.6175446734592567,,
shape_signature,strict_health,e279,66,0.0,,,0.07710182974205693,,
shape_signature,strict_health,e284,9,0.0,,,0.0062423137979668916,,
shape_signature,strict_health,e285,158,0.0,,,0.00011448001318433085,,
shape_signature,strict_health,e286,533,0.0,,,0.0004517556245447177,,
shape_signature,strict_health,e287,3,0.0,,,0.007310007401161211,,
shape_signature,strict_health,e289,28,0.0,,,0.15915562740853637,,
shape_signature,strict_health,e290,48,0.0,,,0.004414367836291251,,
shape_signature,strict_health,e291,40,0.0,,,0.4838027448048809,,
shape_signature,strict_health,e292,56,0.0,,,0.4530362846953532,,
shape_signature,strict_health,e293,64,0.0,,,0.4675463222099798,,
shape_signature,strict_health,e297,39,0.0,,,0.6014145071355573,,
shape_signature,strict_health,e299,71,0.0,,,0.27426039958216186,,
shape_signature,strict_health,e301,1,0.0,,,0.8151316638508744,,
shape_signature,strict_health,e303,12,0.0,,,0.7852463214954337,,
shape_signature,strict_health,e305,14,0.0,,,0.6970496916898925,,
shape_signature,strict_health,e306,20,0.0,,,0.7360315175988171,,
shape_signature,strict_health,e307,22,0.0,,,0.37724870730152155,,
shape_signature,strict_health,e310,42,0.0,,,0.27631490793462704,,
shape_signature,strict_health,e311,37,0.0,,,0.22440256387992796,,
shape_signature,strict_health,__global_oof__,1263,0.0,,,0.15090397390576202,,
shape_signature,null_strict_rate,e279,66,,,,0.7788949645706125,0.7435980683953813,0.47896935537853524
shape_signature,null_strict_rate,e284,9,,,,0.23466010876453336,0.23466010876453336,
shape_signature,null_strict_rate,e285,158,,,,-0.051576312633084306,0.06408272560486812,
shape_signature,null_strict_rate,e286,533,,,,0.08705535411585971,0.10219513146348719,
