pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,move_rows,move_edge_cells,move_edge_rate,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,mean_gain_vs_e101,p95_gain_vs_e101,beat_gap_vs_e101,dominates_e101,beats_mean_p95_loses_beat,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate
20,0,e104_e95_q2s3_tail_graft_8e4b5d2c,e95_q2s3_tail_graft,e95,mixmin,active_all,Q2+S3,0.07,50.0,48.0,50.0,48.0,31.0,0.62,-2.603284536106809e-05,-2.603284536106809e-05,-3.19718896643062e-05,-4.378747100686198e-06,-4.378747100686198e-06,-1.1444734556498304e-05,-3.3916083049922996e-05,-3.3916083049922996e-05,-3.19718896643062e-05,-3.980370593226201e-05,-3.980370593226201e-05,-3.19718896643062e-05,-3.980370593226201e-05,-4.378747100686198e-06,3,3,21,-0.00012795667576759873,-5.3107947045494264e-05,-0.00017031026878586153,-5.6460114158080055e-05,-0.0004127180488944088,-0.00023458908152624441,-0.00038840329291088576,4.463731965312143e-05,0.75,0.9722222222222222,True,0.005461938908227872,0.004014787440100657,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007617868878163601,0.002410565887246656,0.3480563223557736,0.002674622775276556,1.0843968317438466e-05,8.633951484092288e-05,50,True,True,0.9855156431054461,1.0,0.9847068819031436,0.9849462365591398,-2.0069954629502544e-05,-2.3773534427752036e-05,-1.8721855485956623e-05,-1.9186883644190882e-05,-4.759254629454019e-06,-8.462834427703511e-06,-3.411155485908096e-06,-3.876183644142354e-06,-4.943877949359517e-07,-4.421661425935998e-06,-4.689210740766249e-07,-4.643307093652339e-07,True,1.1446037121142703e-05,1.0696909972852908e-06,0.002027809965237548,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
330,0,e104_e95_q2s3_tail_graft_6f223b24,e95_q2s3_tail_graft,e95,mixmin,active_edge,Q2+S3,0.125,31.0,29.0,31.0,29.0,31.0,1.0,-2.603258007205511e-05,-2.603258007205511e-05,-3.181805625973588e-05,-4.416739263213287e-06,-4.416739263213287e-06,-1.1943915446455122e-05,-3.393885483615744e-05,-3.393885483615744e-05,-3.181805625973588e-05,-3.974214611701665e-05,-3.974214611701665e-05,-3.181805625973588e-05,-3.974214611701665e-05,-4.416739263213287e-06,3,3,335,-0.00013052833868794632,-5.1657741595323436e-05,-0.000169136589059371,-5.781339048696599e-05,-0.0004031490144800476,-0.00023048120248350679,-0.00037211384187444264,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005452767750380175,0.003982688387633722,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007626785177844861,0.002422885012095422,0.3480563223557736,0.002675514405244682,1.0872204899616807e-05,9.551067268861993e-05,31,True,True,0.9012166859791425,0.9945652173913043,0.8802039082412915,0.8874551971326164,-1.9308605349548004e-05,-2.2985201719195107e-05,-1.82420374633972e-05,-1.8617281936934734e-05,-3.997905349499475e-06,-7.67450171914658e-06,-2.9313374633486763e-06,-3.306581936886208e-06,2.252365637965911e-07,-1.7644584771787426e-06,2.813779929922644e-07,2.5583390400973517e-07,False,1.2207386401097247e-05,1.7893153560178336e-06,-0.0822711471610661,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
431,0,e104_e95_q2s3_tail_graft_dfd1c76b,e95_q2s3_tail_graft,e95,mixmin,active_interior,Q2+S3,0.13,19.0,19.0,19.0,19.0,0.0,0.0,-2.603202976325658e-05,-2.603202976325658e-05,-3.2111350591335075e-05,-4.463765197137981e-06,-4.463765197137981e-06,-1.0980650941849746e-05,-3.384082445534453e-05,-3.384082445534453e-05,-3.2111350591335075e-05,-3.979149963739825e-05,-3.979149963739825e-05,-3.2111350591335075e-05,-3.979149963739825e-05,-4.463765197137981e-06,3,3,437,-0.00012614613926917317,-5.409836439340676e-05,-0.0001723617804897104,-5.581416134414763e-05,-0.0004277245836360327,-0.00024176937249009017,-0.0004103680730744354,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.00548726470938895,0.004103427744164432,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007658537862327162,0.002422091930719733,0.3480563223557736,0.002678689673692912,1.0959681406689098e-05,6.101371367985082e-05,19,True,True,0.8710892236384704,0.9864130434782609,0.846644010195412,0.8573476702508961,-1.9867574845992067e-05,-2.2847523014147633e-05,-1.8507392120991253e-05,-1.896931341518834e-05,-4.556874845943542e-06,-7.53682301409911e-06,-3.1966921209427265e-06,-3.658613415139815e-06,2.9162158782555764e-07,-8.826801249978784e-07,3.3540011581674294e-07,3.183261995525438e-07,False,1.164841690465318e-05,1.8557003800468002e-06,-0.11239860950173819,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
331,0,e104_e95_q2s3_tail_graft_d253c597,e95_q2s3_tail_graft,e95,mixmin,active_edge,Q2+S3,0.13,31.0,29.0,31.0,29.0,31.0,1.0,-2.6023990018941845e-05,-2.6023990018941845e-05,-3.1805558086017705e-05,-4.382350482168285e-06,-4.382350482168285e-06,-1.1946265477735807e-05,-3.394202984274841e-05,-3.394202984274841e-05,-3.1805558086017705e-05,-3.9747589731686794e-05,-3.9747589731686794e-05,-3.1805558086017705e-05,-3.9747589731686794e-05,-4.382350482168285e-06,3,3,336,-0.0001304300320856766,-5.170398305287538e-05,-0.00016889886755333539,-5.76994611566628e-05,-0.00040159889326830955,-0.00022964917721248618,-0.0003703299755918832,4.063849150935341e-05,0.7222222222222222,0.9444444444444444,True,0.005448947323472627,0.003969316893457305,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007616307214063726,0.0024181058531491427,0.3480563223557736,0.0026744666088665686,1.0850616571673915e-05,9.933109959616759e-05,31,True,True,0.9012166859791425,0.9945652173913043,0.8802039082412915,0.8874551971326164,-1.946256954575747e-05,-2.3282632934888357e-05,-1.8354976762471484e-05,-1.874468289785062e-05,-4.151869545708943e-06,-7.971932934839833e-06,-3.044276762422958e-06,-3.433982897802089e-06,2.3630447325738514e-07,-1.8274734215324196e-06,2.952046386229913e-07,2.6844022778804633e-07,False,1.2053422204887779e-05,1.8003832654786277e-06,-0.0822711471610661,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
432,0,e104_e95_q2s3_tail_graft_a145123d,e95_q2s3_tail_graft,e95,mixmin,active_interior,Q2+S3,0.135,19.0,19.0,19.0,19.0,0.0,0.0,-2.6023880769665553e-05,-2.6023880769665553e-05,-3.2112301610154326e-05,-4.432660138942168e-06,-4.432660138942168e-06,-1.0946143762513572e-05,-3.383993606709268e-05,-3.383993606709268e-05,-3.2112301610154326e-05,-3.9799046102739766e-05,-3.9799046102739766e-05,-3.2112301610154326e-05,-3.9799046102739766e-05,-4.432660138942168e-06,3,3,438,-0.0001258833231817358,-5.423688679140337e-05,-0.00017225743729334941,-5.562765501826439e-05,-0.00042718068758682004,-0.00024140417130254221,-0.0004101284287840093,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005484918028093574,0.0040952143596306185,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007649682260743619,0.0024174655743677657,0.3480563223557736,0.0026778041135345583,1.0942098529607045e-05,6.33603949752261e-05,19,True,True,0.8705098493626883,0.9864130434782609,0.8462192013593883,0.8569892473118279,-2.0037535793163168e-05,-2.312893224104346e-05,-1.862650672209792e-05,-1.91057026378306e-05,-4.726835793114641e-06,-7.81823224099493e-06,-3.315806722049392e-06,-3.7950026377820725e-06,3.064636098859722e-07,-9.085761130016521e-07,3.5098605654303614e-07,3.331187206158378e-07,False,1.1478455957482082e-05,1.8705424021072149e-06,-0.11297798377752033,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
120,0,e104_e95_q2s3_tail_graft_4c0f1eae,e95_q2s3_tail_graft,e95,mixmin,active_s3_all,S3,0.075,39.0,39.0,39.0,39.0,25.0,0.6410256410256411,-2.6021049436608656e-05,-2.6021049436608656e-05,-3.196507974634333e-05,-4.312997215150105e-06,-4.312997215150105e-06,-1.1407335076096814e-05,-3.39237936298753e-05,-3.39237936298753e-05,-3.196507974634333e-05,-3.9826357464800566e-05,-3.9826357464800566e-05,-3.196507974634333e-05,-3.9826357464800566e-05,-4.312997215150105e-06,3,3,123,-0.00013011294100335747,-5.567674785011967e-05,-0.00017061306155924383,-6.0655941758358534e-05,-0.000410641770707848,-0.00023564885623310328,-0.00038834899187050674,4.429813130986287e-05,0.75,0.9722222222222222,True,0.005461704960021316,0.004013968621377716,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007618970077223269,0.002407607740169376,0.3480563223557736,0.0026747328951825223,1.0818056016429283e-05,8.657346304747745e-05,39,True,True,0.9762456546929317,1.0,0.9745114698385726,0.975268817204301,-2.0253682991366023e-05,-2.388407398690806e-05,-1.881151214091688e-05,-1.9305321862700686e-05,-4.942982991317495e-06,-8.573373986859535e-06,-3.500812140868354e-06,-3.994621862652157e-06,-4.217270251646751e-07,-4.244039723983338e-06,-3.7912759296385587e-07,-3.7854575915822605e-07,True,1.1262308759279227e-05,1.1423517670565675e-06,-0.007242178447276926,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
220,0,e104_e95_q2s3_tail_graft_2647f9b4,e95_q2s3_tail_graft,e95,mixmin,active_topgap40,Q2+S3,0.075,40.0,40.0,40.0,40.0,25.0,0.625,-2.6020707148965982e-05,-2.6020707148965982e-05,-3.196507974634333e-05,-4.318135225167552e-06,-4.318135225167552e-06,-1.1417906983446358e-05,-3.392115265876683e-05,-3.392115265876683e-05,-3.196507974634333e-05,-3.9822833562963567e-05,-3.9822833562963567e-05,-3.196507974634333e-05,-3.9822833562963567e-05,-4.318135225167552e-06,3,3,224,-0.0001291900472693508,-5.499312286205704e-05,-0.00017059157308912942,-6.050552246775198e-05,-0.000410641770707848,-0.0002355736465878,-0.0003883015110338249,4.429813130986287e-05,0.75,0.9722222222222222,True,0.0054608571321642825,0.004011001223878096,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007617328048533609,0.002406783834703734,0.3480563223557736,0.0026745686923135567,1.0815549683952805e-05,8.742129090451207e-05,40,True,True,0.9768250289687138,1.0,0.9749362786745964,0.9756272401433692,-2.0264898311215833e-05,-2.392661127275561e-05,-1.8822311838477045e-05,-1.9316533389352305e-05,-4.954198311167307e-06,-8.615911272707086e-06,-3.5116118384285215e-06,-4.00583338930378e-06,-4.2470332486257e-07,-4.242939119889551e-06,-3.8032728074829887e-07,-3.78659208969134e-07,True,1.1251093439429416e-05,1.1393754673586726e-06,-0.006662804171494785,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
21,0,e104_e95_q2s3_tail_graft_7573f66c,e95_q2s3_tail_graft,e95,mixmin,active_all,Q2+S3,0.075,50.0,48.0,50.0,48.0,31.0,0.62,-2.601861085893553e-05,-2.601861085893553e-05,-3.1963237043908244e-05,-4.315754884354206e-06,-4.315754884354206e-06,-1.1414157051303775e-05,-3.3920798293674004e-05,-3.3920798293674004e-05,-3.1963237043908244e-05,-3.9819279398334295e-05,-3.9819279398334295e-05,-3.1963237043908244e-05,-3.9819279398334295e-05,-4.315754884354206e-06,3,3,22,-0.00012759905995402555,-5.3295308587331114e-05,-0.00016997080176953117,-5.616012323053643e-05,-0.000410641770707848,-0.00023340094696919222,-0.00038638883690066177,4.429813130986287e-05,0.75,0.9722222222222222,True,0.005455771800024948,0.003993202561390428,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007598509335937517,0.0024011453064377093,0.3480563223557736,0.0026726868210539476,1.0802199426273273e-05,9.25066230438457e-05,50,True,True,0.9855156431054461,1.0,0.9847068819031436,0.9849462365591398,-2.0403288276776708e-05,-2.4367438631721353e-05,-1.8960721344263142e-05,-1.9458355011725254e-05,-5.092588276728183e-06,-9.056738631672825e-06,-3.6500213442146146e-06,-4.147655011676726e-06,-5.278179667930958e-07,-4.73144710792409e-06,-5.002614028184702e-07,-4.963638875674383e-07,True,1.111270347386854e-05,1.0362608254281468e-06,0.002027809965237548,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
433,0,e104_e95_q2s3_tail_graft_e26db6e0,e95_q2s3_tail_graft,e95,mixmin,active_interior,Q2+S3,0.14,19.0,19.0,19.0,19.0,0.0,0.0,-2.6015626404252146e-05,-2.6015626404252146e-05,-3.211319368545684e-05,-4.401455990898917e-06,-4.401455990898917e-06,-1.091158089572275e-05,-3.3838937224972554e-05,-3.3838937224972554e-05,-3.211319368545684e-05,-3.980648599710701e-05,-3.980648599710701e-05,-3.211319368545684e-05,-3.980648599710701e-05,-4.401455990898917e-06,3,3,439,-0.0001256203696862468,-5.437530740592944e-05,-0.00017215299231324033,-5.5441127661592926e-05,-0.00042663610008289443,-0.00024103861387224368,-0.0004098885635539522,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.0054825713467981955,0.004087000975096789,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007640827676996664,0.0024128398300175915,0.3480563223557736,0.0026769186551598625,1.092461743618391e-05,6.570707627060604e-05,19,True,True,0.8696407879490151,0.9864130434782609,0.8449447748513169,0.8559139784946237,-2.020709906408358e-05,-2.3409706500844056e-05,-1.874533375102729e-05,-1.924176742947312e-05,-4.896399064035053e-06,-8.09900650079553e-06,-3.4346337509787634e-06,-3.931067429424592e-06,3.202484516094767e-07,-9.338679944890638e-07,3.6677353368723224e-07,3.4810251866132524e-07,False,1.1308892686561669e-05,1.8843272438307192e-06,-0.11384704519119349,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
332,0,e104_e95_q2s3_tail_graft_43f171c1,e95_q2s3_tail_graft,e95,mixmin,active_edge,Q2+S3,0.135,31.0,29.0,31.0,29.0,31.0,1.0,-2.6015270597090634e-05,-2.6015270597090634e-05,-3.179286157450889e-05,-4.347842518903633e-06,-4.347842518903633e-06,-1.1948532753436325e-05,-3.3945079424224645e-05,-3.3945079424224645e-05,-3.179286157450889e-05,-3.97528898480326e-05,-3.97528898480326e-05,-3.179286157450889e-05,-3.97528898480326e-05,-4.347842518903633e-06,3,3,337,-0.00013033155674406217,-5.1750099518410586e-05,-0.0001686610210552275,-5.758551434539849e-05,-0.0004000479145930269,-0.0002288167144692127,-0.00036854552783888774,4.031228642440944e-05,0.7222222222222222,0.9444444444444444,True,0.005445126896565089,0.003955945399280924,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007605830500203178,0.002413327395302501,0.3480563223557736,0.0026734189374805137,1.0829153235788642e-05,0.00010315152650370498,31,True,True,0.9006373117033604,0.9945652173913043,0.8793542905692439,0.8867383512544803,-1.961605272676529e-05,-2.3579292808365535e-05,-1.8467567438036752e-05,-1.88716909363973e-05,-4.3053527267167586e-06,-8.268592808317011e-06,-3.156867437988226e-06,-3.5609909363487705e-06,2.475390687048383e-07,-1.8898767107971873e-06,3.0923951762221106e-07,2.829336473192561e-07,False,1.1899939023879964e-05,1.811617860926081e-06,-0.08285052143684823,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
434,0,e104_e95_q2s3_tail_graft_40530eba,e95_q2s3_tail_graft,e95,mixmin,active_interior,Q2+S3,0.145,19.0,19.0,19.0,19.0,0.0,0.0,-2.6007266673899743e-05,-2.6007266673899743e-05,-3.211402683633846e-05,-4.370152757893209e-06,-4.370152757893209e-06,-1.0876962352135422e-05,-3.3837827937199805e-05,-3.3837827937199805e-05,-3.211402683633846e-05,-3.9813819326606215e-05,-3.9813819326606215e-05,-3.211402683633846e-05,-3.9813819326606215e-05,-4.370152757893209e-06,3,3,440,-0.00012535727878963953,-5.451362624175893e-05,-0.00017204844555457344,-5.525457927485489e-05,-0.0004260908211587283,-0.0002406727002167916,-0.0004096484773945465,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.00548022466550282,0.004078787590562978,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007631974111035802,0.00240821469763189,0.3480563223557736,0.002676033298563776,1.0907238121370304e-05,6.80537575659802e-05,19,True,True,0.8696407879490151,0.9864130434782609,0.8449447748513169,0.8559139784946237,-2.0376264683119155e-05,-2.3689845833007896e-05,-1.8863873225572084e-05,-1.9377507810114516e-05,-5.065564683070626e-06,-8.379145832959368e-06,-3.553173225523555e-06,-4.066807810065988e-06,3.353579202781126e-07,-9.585558099242456e-07,3.8276253408401513e-07,3.6327758119390026e-07,False,1.1139727067526097e-05,1.8994367124993553e-06,-0.11384704519119349,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
121,0,e104_e95_q2s3_tail_graft_f5aba183,e95_q2s3_tail_graft,e95,mixmin,active_s3_all,S3,0.08,39.0,39.0,39.0,39.0,25.0,0.6410256410256411,-2.600678983855076e-05,-2.600678983855076e-05,-3.195637423547559e-05,-4.249655020105436e-06,-4.249655020105436e-06,-1.1376211715763418e-05,-3.392851686256915e-05,-3.392851686256915e-05,-3.195637423547559e-05,-3.984219763275565e-05,-3.984219763275565e-05,-3.195637423547559e-05,-3.984219763275565e-05,-4.249655020105436e-06,3,3,124,-0.00012992267025266346,-5.60226890412574e-05,-0.00017031622889399078,-6.0655941758358534e-05,-0.0004085639420514098,-0.00023460994190488416,-0.00038646458511934446,4.39600258296578e-05,0.75,0.9722222222222222,True,0.005455933395818158,0.003993768146666663,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007600976414098529,0.002398619153363975,0.3480563223557736,0.002672933528870049,1.0777527199501918e-05,9.234502725063577e-05,39,True,True,0.9762456546929317,1.0,0.9745114698385726,0.975268817204301,-2.0576336120140626e-05,-2.4444626105556844e-05,-1.9039919740083266e-05,-1.9566014521130363e-05,-5.265636120092094e-06,-9.133926105508315e-06,-3.7292197400347375e-06,-4.255314521081835e-06,-4.4739711109484905e-07,-4.520753954989114e-06,-4.01961760429973e-07,-4.0124030310545565e-07,True,1.0939655630504627e-05,1.1166816811263936e-06,-0.007242178447276926,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
333,0,e104_e95_q2s3_tail_graft_5968c71c,e95_q2s3_tail_graft,e95,mixmin,active_edge,Q2+S3,0.14,31.0,29.0,31.0,29.0,31.0,1.0,-2.6006421823265846e-05,-2.6006421823265846e-05,-3.1779966786160685e-05,-4.313215382079072e-06,-4.313215382079072e-06,-1.195071727710939e-05,-3.3948003597239484e-05,-3.3948003597239484e-05,-3.1779966786160685e-05,-3.975804649036796e-05,-3.975804649036796e-05,-3.1779966786160685e-05,-3.975804649036796e-05,-4.313215382079072e-06,3,3,338,-0.00013023291268304815,-5.179609100669502e-05,-0.00016842304957989662,-5.747155005356164e-05,-0.0003984960785575198,-0.0002279838143055407,-0.00036676049871099453,3.998716218374281e-05,0.7222222222222222,0.9444444444444444,True,0.005441306469657545,0.003942573905104519,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007595355036115346,0.002408549638457273,0.3480563223557736,0.0026723713910717303,1.0807814877174967e-05,0.00010697195341124918,31,True,True,0.9003476245654692,0.9945652173913043,0.87892948173322,0.8863799283154122,-1.976905495344801e-05,-2.3875181437324154e-05,-1.8579809534363544e-05,-1.8998306102432413e-05,-4.458354953399483e-06,-8.56448143727563e-06,-3.269109534315016e-06,-3.687606102383885e-06,2.589403285387909e-07,-1.9516684253079753e-06,3.2371088205420106e-07,2.968261445260324e-07,False,1.174693679719724e-05,1.8230191207600334e-06,-0.08314020857473936,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
221,0,e104_e95_q2s3_tail_graft_5d27fff9,e95_q2s3_tail_graft,e95,mixmin,active_topgap40,Q2+S3,0.08,40.0,40.0,40.0,40.0,25.0,0.625,-2.6006416809831734e-05,-2.6006416809831734e-05,-3.195637423547559e-05,-4.2551222578790515e-06,-4.2551222578790515e-06,-1.1387461138046007e-05,-3.39256945912636e-05,-3.39256945912636e-05,-3.195637423547559e-05,-3.983843358035255e-05,-3.983843358035255e-05,-3.195637423547559e-05,-3.983843358035255e-05,-4.2551222578790515e-06,3,3,225,-0.00012893824084211358,-5.529348207056195e-05,-0.00017029330087578454,-6.049544563097031e-05,-0.0004085639420514098,-0.00023452969384119005,-0.0003864139234629628,4.39600258296578e-05,0.75,0.9722222222222222,True,0.005455029046103989,0.003990602922667069,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007599224986663989,0.0023977403559074643,0.3480563223557736,0.002672758386126595,1.0774860761636818e-05,9.324937696480563e-05,40,True,True,0.9768250289687138,1.0,0.9749362786745964,0.9756272401433692,-2.0588270248437893e-05,-2.448995225737246e-05,-1.9051418406247292e-05,-1.957794983576967e-05,-5.2775702483893655e-06,-9.17925225732393e-06,-3.740718406198766e-06,-4.267249835721142e-06,-4.5047838598900664e-07,-4.519554504924097e-06,-4.015051066497768e-07,-4.011203666540069e-07,True,1.0927721502207357e-05,1.113600406232236e-06,-0.006662804171494785,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
22,0,e104_e95_q2s3_tail_graft_25559785,e95_q2s3_tail_graft,e95,mixmin,active_all,Q2+S3,0.08,50.0,48.0,50.0,48.0,31.0,0.62,-2.60041408867151e-05,-2.60041408867151e-05,-3.195432624447658e-05,-4.252544275495929e-06,-4.252544275495929e-06,-1.1383440933432354e-05,-3.3925276115787106e-05,-3.3925276115787106e-05,-3.195432624447658e-05,-3.983460226864022e-05,-3.983460226864022e-05,-3.195432624447658e-05,-3.983460226864022e-05,-4.252544275495929e-06,3,3,23,-0.00012724113769208568,-5.3482443130303814e-05,-0.0001696311077543089,-5.586009378030776e-05,-0.0004085639420514098,-0.00023221201791585877,-0.00038437357730502857,4.39600258296578e-05,0.75,0.9722222222222222,True,0.005449604691822034,0.003971617682680225,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007579152063700805,0.002391726040258428,0.3480563223557736,0.0026707510938302763,1.0760657534042793e-05,9.86737312467609e-05,50,True,True,0.9855156431054461,1.0,0.9847068819031436,0.9849462365591398,-2.073574061538769e-05,-2.495993234739503e-05,-1.9198949108711225e-05,-1.9729106887204312e-05,-5.425040615339161e-06,-9.649232347346502e-06,-3.888249108662697e-06,-4.4184068871557855e-06,-5.609971678118549e-07,-5.040426903406174e-06,-5.313146819332524e-07,-5.282460374787606e-07,True,1.0780251135257562e-05,1.0030816244093876e-06,0.002027809965237548,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
435,0,e104_e95_q2s3_tail_graft_abc1739a,e95_q2s3_tail_graft,e95,mixmin,active_interior,Q2+S3,0.15,19.0,19.0,19.0,19.0,0.0,0.0,-2.599880158471457e-05,-2.599880158471457e-05,-3.211480108167297e-05,-4.3387504444769576e-06,-4.3387504444769576e-06,-1.084228814152155e-05,-3.383660821199008e-05,-3.383660821199008e-05,-3.211480108167297e-05,-3.982104609756565e-05,-3.982104609756565e-05,-3.211480108167297e-05,-3.982104609756565e-05,-4.3387504444769576e-06,3,3,441,-0.00012509405049883625,-5.465184330410988e-05,-0.00017194379702226148,-5.506800985860538e-05,-0.0004255448508491827,-0.00024030643035389404,-0.0004094081703160745,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005477877984207443,0.0040705742060291586,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007623121562810531,0.002403590177173333,0.3480563223557736,0.002675148043741249,1.088996058011579e-05,7.040043886135751e-05,19,True,True,0.8690614136732329,0.9864130434782609,0.8440951571792693,0.8551971326164874,-2.054503267185433e-05,-2.396935027257281e-05,-1.898212516151245e-05,-1.951292379748443e-05,-5.234332671805804e-06,-8.658650272524283e-06,-3.671425161463924e-06,-4.202223797435901e-06,3.506920661659827e-07,-9.82639595398819e-07,3.9895304605449476e-07,3.794138679597482e-07,False,1.0970959078790918e-05,1.914770858387225e-06,-0.11442641946697574,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
334,0,e104_e95_q2s3_tail_graft_95cfb439,e95_q2s3_tail_graft,e95,mixmin,active_edge,Q2+S3,0.145,31.0,29.0,31.0,29.0,31.0,1.0,-2.599744371378776e-05,-2.599744371378776e-05,-3.1766873781591265e-05,-4.278469080132297e-06,-4.278469080132297e-06,-1.1952819053195896e-05,-3.395080237822423e-05,-3.395080237822423e-05,-3.1766873781591265e-05,-3.9763059682673685e-05,-3.9763059682673685e-05,-3.1766873781591265e-05,-3.9763059682673685e-05,-4.278469080132297e-06,3,3,339,-0.00013013587290935935,-5.1841957532494654e-05,-0.00016818495314210868,-5.735756828131877e-05,-0.00039694338526494177,-0.00022715047677313027,-0.00036497488830376817,3.966311861890491e-05,0.7222222222222222,0.9444444444444444,True,0.005437486042750003,0.003929202410928121,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007584880821652385,0.0024037725825152506,0.3480563223557736,0.0026713239696254344,1.078660148104873e-05,0.00011079238031879144,31,True,True,0.9000579374275782,0.9945652173913043,0.8785046728971962,0.886021505376344,-1.9921576285092964e-05,-2.4170298916935648e-05,-1.8691703094572364e-05,-1.9124528444517076e-05,-4.610876285044436e-06,-8.85959891688712e-06,-3.381003094523838e-06,-3.813828444468549e-06,2.710199451260429e-07,-2.0128486433492575e-06,3.4032236170312005e-07,3.122816981340822e-07,False,1.1594415465552286e-05,1.8350987373472856e-06,-0.08342989571263038,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086
