group,n,benefit_mean,benefit_median,benefit_min,benefit_max,benefit_negative_rate,true_label_mean,base_prob_mean,full_prob_mean,abs_logit_step_mean,featnn1_dist_mean,featnn1_total_smooth_gain_mean,featnn1_full_pair_abs_logit_mean,p237_bad_mean,p250_bad_mean,pmax_bad_mean
shared,12,-0.028234084122701415,-0.06995468538647995,-0.16171728964244647,0.13272330951245853,0.5833333333333334,0.4166666666666667,0.5338182986030439,0.5562129815035232,0.2105749320445657,10.409809604324888,-0.08678365688493284,0.38504545708694843,0.4839224907847692,0.4790518839370732,0.5299625450138503
e237_only,13,0.0072701380951379815,0.05232705034288865,-0.0922996634056632,0.11099593155416276,0.46153846153846156,0.8461538461538461,0.5268505881673377,0.5254644921872167,0.16317020999705362,8.077835233754701,0.0585624622239413,0.4371623491693705,0.4238459292377235,0.2726349152447189,0.4238459292377235
e250_only,9,0.0191431246560884,0.03814676321213034,-0.10878409202808514,0.1858430153970385,0.4444444444444444,0.4444444444444444,0.49859932532274265,0.5065212037422132,0.18944716950257823,9.453903987145132,0.09072146997146359,0.40436667443586005,0.2605404359675954,0.46779808628595393,0.46779808628595393
union,34,-0.00211791448031846,-0.0013297720251731204,-0.16171728964244647,0.1858430153970385,0.5,0.5882352941176471,0.5218315046269588,0.5313025002987064,0.18685695411822614,9.26513850514753,0.01577651047162397,0.4100869439461159,0.40182149685929397,0.3971488024117591,0.472933246965594
none,416,0.004783557656199506,0.00035038052527797126,-0.12077574461572005,0.2682325409294469,0.49759615384615385,0.6009615384615384,0.6124483554446181,0.6102774454575762,0.06374069292595805,7.104939223408456,-0.011038265654746237,0.39668512107258036,0.05404558586224573,0.05361695906513705,0.06264153392985641
