basename,source_path,episode,pair,pair_family,interaction_story,view_id,split,rule,scale,source_delta_logloss,source_robust_gate,source_strict_dominance,source_min_mode_dominance,source_margin_to_null_q05,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum_a,signed_delta_sum_b,delta_corr,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e310_pair_cashflow_stress_Q1_S1_hybrid_context_subject5_joint_centered_s020_e13e653e.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_hybrid_context_subject5_joint_centered_s020_e13e653e.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,joint_centered,0.2,-0.0220719133625186,True,1.0,1.0,0.0161976414023862,250,0.026023554846160424,0.09000000000000001,-0.20906564276087966,0.5326897509411955,0.5035798511439048,promote_candidate,True,False,-0.0003595311374825378,-0.0005637494993115938,-0.00016516734937259257,0.9411764705882353,-0.0010017755204271284
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_same_sign_top64_s020_241c0731.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_same_sign_top64_s020_241c0731.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,same_sign_top64,0.2,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,64,0.013578908476076092,0.09000000000000001,-0.8053445799001985,-1.4967213731974551,0.8624685595958679,promote_candidate,True,False,-0.00028384106931478336,-0.00044124023987323523,-0.00016465372808699985,1.0,0.0006544389085125779
submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_joint_centered_s020_f62db7c9.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_joint_centered_s020_f62db7c9.csv,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,joint_centered,0.2,-0.0103977381724993,True,1.0,1.0,0.0062451600131293,250,0.026492881879715987,0.09000000000000001,0.9447199372277119,0.07654428570203275,-0.854242756614623,promote_candidate,True,False,-0.0004218758707609399,-0.0006405900715874134,-0.00016321599045431828,0.9411764705882353,-0.004090475602163829
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_joint_centered_s010_f7f441d4.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_joint_centered_s010_f7f441d4.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,joint_centered,0.1,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,250,0.013881909901872415,0.045000000000000005,-0.3733980072496258,-0.4304962006158566,0.47415597403840853,promote_candidate,True,False,-0.00020217966366715186,-0.0002925638115050308,-0.00015927551521966411,1.0,0.0010865911860424293
submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_opp_sign_top64_s020_684d3ede.csv,analysis_outputs/submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_opp_sign_top64_s020_684d3ede.csv,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,opp_sign_top64,0.2,-0.0120039770588011,True,1.0,1.0,0.0071347970681228,64,0.005715351931685274,0.06593874027148804,-0.9392374795963008,0.5370333362899156,-0.8546012004822675,promote_candidate,True,False,-0.0001975995866671028,-0.00023401679863212598,-0.00015337840956420844,1.0,0.0047150358628811895
submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_joint_centered_s014_615493fd.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_joint_centered_s014_615493fd.csv,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,joint_centered,0.14,-0.0186235433822938,True,1.0,1.0,0.0163047987145928,250,0.019800238284188865,0.06300000000000001,-0.5965305256556082,-0.006185845378211319,0.5900558633163497,promote_candidate,True,False,-0.00023182115250246395,-0.00037258418782489585,-0.00015230142211138779,1.0,-0.001388082400516799
submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_diff_top64_s020_16c07552.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_diff_top64_s020_16c07552.csv,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,diff_top64,0.2,-0.0186235433822938,True,1.0,1.0,0.0163047987145928,64,0.011358348684615922,0.09000000000000001,-0.8429189052688941,-0.08354921971368764,0.16716638733125627,promote_candidate,True,False,-0.00023345441672868253,-0.0003674563227793842,-0.0001504869003563215,1.0,-0.004585979480310393
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs32_s014_8756c44a.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs32_s014_8756c44a.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,topabs32,0.14,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,32,0.005663101766518097,0.06300000000000001,-0.3720455858386055,-0.128281543506288,0.5383337099627414,promote_candidate,True,False,-0.00019278425003143597,-0.0002573050280033724,-0.0001476703894733539,1.0,0.0036478545029291487
submission_e310_pair_cashflow_stress_S1_S3_hybrid_context_subject5_topabs64_s020_b51c0edc.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S3_hybrid_context_subject5_topabs64_s020_b51c0edc.csv,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,topabs64,0.2,-0.0103893171428093,True,1.0,1.0,0.0074844284753061,64,0.012247955391887526,0.09000000000000001,0.42353484120684726,-0.38161257042565694,-0.612204598691998,promote_candidate,True,False,-0.00031527567661843555,-0.0004261203807959172,-0.0001411364686330852,0.9411764705882353,-0.0035705802910934448
submission_e310_pair_cashflow_stress_S1_S3_hybrid_context_subject5_topabs96_s010_39ebc7b6.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S3_hybrid_context_subject5_topabs96_s010_39ebc7b6.csv,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,topabs96,0.1,-0.0103893171428093,True,1.0,1.0,0.0074844284753061,96,0.008120073853840936,0.045000000000000005,0.29455927207764804,-0.254929868213471,-0.6168631404178103,too_small_to_submit,False,True,-0.00012344195780574575,-0.00016016781314936028,-4.9994895805160474e-05,0.9411764705882353,-0.0026015818099210664
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_diff_top64_s007_3c930841.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_diff_top64_s007_3c930841.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,diff_top64,0.07,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,64,0.003953632624089016,0.03150000000000001,-0.054430196045935166,-0.001856366527893262,-0.1083263155833944,too_small_to_submit,False,True,-8.149041235133898e-05,-0.0001171496367585424,-4.856871123013865e-05,1.0,0.0006530313159451295
submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_topabs96_s020_ce269ae7.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_topabs96_s020_ce269ae7.csv,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,topabs96,0.2,-0.0103977381724993,True,1.0,1.0,0.0062451600131293,96,0.018563611603358617,0.09000000000000001,0.885934296248299,-0.4091056605913982,-0.8769807188343453,too_small_to_submit,False,True,-0.00028124004589298124,-0.000442778882532605,-4.788882922819793e-05,0.9117647058823529,-0.00468697880527133
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs96_s004_bc5bcc90.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs96_s004_bc5bcc90.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,topabs96,0.04,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,96,0.0038543074672846315,0.018000000000000002,-0.17611533353944858,-0.203779065284928,0.47671426248507115,too_small_to_submit,False,True,-6.264279039179223e-05,-8.440208849400754e-05,-4.635403317680061e-05,1.0,0.0007013862430331752
submission_e310_pair_cashflow_stress_Q1_S1_hybrid_context_subject5_joint_centered_s010_71d2b41a.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_hybrid_context_subject5_joint_centered_s010_71d2b41a.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,joint_centered,0.1,-0.0220719133625186,True,1.0,1.0,0.0161976414023862,250,0.013011777423080212,0.045000000000000005,-0.10453282138043983,0.26634487547059776,0.5035798511439048,too_small_to_submit,False,True,-0.00011532334674863442,-0.00017932209428808243,-4.587183542889907e-05,0.9411764705882353,-0.0005008877602135642
submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs64_s004_022cb388.csv,analysis_outputs/submission_e310_pair_cashflow_stress_Q1_S1_raw_human_context_subject5_topabs64_s004_022cb388.csv,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,topabs64,0.04,-0.0460231531664483,True,1.0,1.0,0.0297514671864098,64,0.0028911577213504513,0.018000000000000002,-0.14177711924320024,-0.08181316572559238,0.4854092260181553,too_small_to_submit,False,True,-5.6375731264245624e-05,-7.550046587802003e-05,-4.490131140304686e-05,1.0,0.00039451762571979243
submission_e310_pair_bedtime_arousal_S1_S2_raw_human_context_subject5_joint_centered_s020_eedc566d.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_S1_S2_raw_human_context_subject5_joint_centered_s020_eedc566d.csv,bedtime_arousal,S1_S2,SS,late screen/message arousal changing sleep-stage composition,raw_human_context,subject5,joint_centered,0.2,-0.0127551461939421,True,1.0,1.0,0.0088932874515997,250,0.013816585861141071,0.09000000000000001,0.9200170516045871,-0.2726526291439248,-0.5891558698698302,too_small_to_submit,False,True,-0.00025248533195829396,-0.00034926997354399643,-4.4225387420368624e-05,0.9411764705882353,-0.007205544930187768
submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_diff_top64_s007_4d8fa86b.csv,analysis_outputs/submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_diff_top64_s007_4d8fa86b.csv,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,diff_top64,0.07,-0.0120039770588011,True,1.0,1.0,0.0071347970681228,64,0.002079254227194515,0.023078559095020816,-0.30982546603178107,0.15455821180777607,-0.7504444372439752,too_small_to_submit,False,True,-5.888167093931935e-05,-7.214377507958075e-05,-4.395552376522449e-05,1.0,0.0016010418437107932
submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_topabs32_s010_4922eea0.csv,analysis_outputs/submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_topabs32_s010_4922eea0.csv,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,topabs32,0.1,-0.0120039770588011,True,1.0,1.0,0.0071347970681228,32,0.0018367993305466249,0.03296937013574402,-0.3291721951714638,0.13244409028149515,-0.547741385528131,too_small_to_submit,False,True,-5.858227814029214e-05,-7.61672626524959e-05,-4.3928153410325435e-05,1.0,0.0009858683727085593
submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_opp_sign_top64_s014_d9e0a872.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S2_raw_human_context_subject5_opp_sign_top64_s014_d9e0a872.csv,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,raw_human_context,subject5,opp_sign_top64,0.14,-0.0186235433822938,True,1.0,1.0,0.0163047987145928,64,0.0049429299221088385,0.06300000000000001,-0.15122322630123242,0.03005833660033482,-0.7575584111951028,too_small_to_submit,False,True,-6.645871118676256e-05,-0.0001037947418154009,-4.3087875079986456e-05,1.0,-0.0020939560292276282
submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_diff_top64_s020_29f1dd7c.csv,analysis_outputs/submission_e310_pair_home_recovery_Q1_S3_hybrid_context_dateblock5_diff_top64_s020_29f1dd7c.csv,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,diff_top64,0.2,-0.0120039770588011,True,1.0,1.0,0.0071347970681228,64,0.005940726363412899,0.06593874027148804,-0.8852156172336603,0.4415948908793601,-0.7504444372439705,promote_candidate,True,False,-0.00017042383029482885,-0.00020480608058991284,-0.00012775364599441815,1.0,0.0045744052677451075
submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_joint_centered_s014_600d3c43.csv,analysis_outputs/submission_e310_pair_cashflow_stress_S1_S4_hybrid_context_subject5_joint_centered_s014_600d3c43.csv,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,hybrid_context,subject5,joint_centered,0.14,-0.0103977381724993,True,1.0,1.0,0.0062451600131293,250,0.018545017315801195,0.06300000000000001,0.6613039560593983,0.053580999991422906,-0.8542427566146229,promote_candidate,True,False,-0.0002421419860267123,-0.00035692507280597437,-8.418092564668583e-05,0.9411764705882353,-0.002863332921514611
submission_e310_pair_bedtime_arousal_S1_S2_raw_human_context_subject5_topabs64_s020_1036355e.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_S1_S2_raw_human_context_subject5_topabs64_s020_1036355e.csv,bedtime_arousal,S1_S2,SS,late screen/message arousal changing sleep-stage composition,raw_human_context,subject5,topabs64,0.2,-0.0127551461939421,True,1.0,1.0,0.0088932874515997,64,0.007801261724762242,0.09000000000000001,0.7236130833118976,-0.3949544820433261,-0.682459135146685,too_small_to_submit,False,True,-0.00022912510083601846,-0.00031310365578416245,-3.971479721826933e-05,0.9411764705882353,-0.006129138038336701
submission_e310_pair_home_recovery_S3_S4_hybrid_context_dateblock5_topabs64_s020_62d65151.csv,analysis_outputs/submission_e310_pair_home_recovery_S3_S4_hybrid_context_dateblock5_topabs64_s020_62d65151.csv,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,topabs64,0.2,-0.0108239706356119,True,1.0,1.0,0.005466279610738,64,0.006816710556298892,0.06459821134658499,0.28607685765079965,0.5547981504749204,0.9739869148170782,too_small_to_submit,False,True,-9.164962486354181e-05,-0.00015939199409116224,-1.724679940135935e-05,0.9117647058823529,0.0007338093622042685
submission_e310_pair_home_recovery_S3_S4_hybrid_context_dateblock5_same_sign_top64_s020_62d65151.csv,analysis_outputs/submission_e310_pair_home_recovery_S3_S4_hybrid_context_dateblock5_same_sign_top64_s020_62d65151.csv,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,hybrid_context,dateblock5,same_sign_top64,0.2,-0.0108239706356119,True,1.0,1.0,0.005466279610738,64,0.006816710556298892,0.06459821134658499,0.28607685765079965,0.5547981504749204,0.9739869148170782,too_small_to_submit,False,True,-9.164962486354181e-05,-0.00015939199409116224,-1.724679940135935e-05,0.9117647058823529,0.0007338093622042685
submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s020_e16333df.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s020_e16333df.csv,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",raw_human_context,subject5,opp_sign_top64,0.2,-0.0165088540503681,True,1.0,1.0,0.0044253717053905,22,0.00031398514732181346,0.040325300703650285,0.00017997840606834986,-0.0997143513817083,-0.36468082393049067,too_small_to_submit,False,True,-6.840100272804418e-06,-1.194673398988913e-05,-2.7484463702836054e-06,1.0,0.00042519226916956643
submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s014_415aafad.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_Q1_S1_raw_human_context_subject5_opp_sign_top64_s014_415aafad.csv,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",raw_human_context,subject5,opp_sign_top64,0.14,-0.0165088540503681,True,1.0,1.0,0.0044253717053905,22,0.00021978960312526942,0.028227710492555198,0.00012598488424784334,-0.06980004596719583,-0.3646808239304932,too_small_to_submit,False,True,-4.729132708259451e-06,-8.272244646383079e-06,-1.8736343818810445e-06,1.0,0.00029763458841866597
submission_e310_pair_bedtime_arousal_Q1_S3_hybrid_context_subject5_same_sign_top64_s020_cece7a73.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_Q1_S3_hybrid_context_subject5_same_sign_top64_s020_cece7a73.csv,bedtime_arousal,Q1_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",hybrid_context,subject5,same_sign_top64,0.2,-0.0129935546815804,True,1.0,1.0,0.0060025449124461,24,0.00036122610478804123,0.034519247225571835,-0.0047811245550580615,-0.007392249409432701,0.6324936617000827,too_small_to_submit,False,True,-1.961446437282611e-06,-2.8767175878190676e-06,-7.564867219842343e-07,0.9705882352941176,5.009480059475768e-05
submission_e310_pair_bedtime_arousal_Q1_S3_hybrid_context_subject5_same_sign_top64_s014_64a62510.csv,analysis_outputs/submission_e310_pair_bedtime_arousal_Q1_S3_hybrid_context_subject5_same_sign_top64_s014_64a62510.csv,bedtime_arousal,Q1_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",hybrid_context,subject5,same_sign_top64,0.14,-0.0129935546815804,True,1.0,1.0,0.0060025449124461,24,0.0002528582733516288,0.024163473057900287,-0.003346787188540643,-0.005174574586602895,0.6324936617000857,too_small_to_submit,False,True,-1.3063629760484558e-06,-1.8660144139381166e-06,-5.383625085790915e-07,0.9705882352941176,3.506636041628042e-05
submission_e310_pair_badnight_aftereffect_Q3_S3_raw_human_context_subject5_opp_sign_top64_s020_b174238e.csv,analysis_outputs/submission_e310_pair_badnight_aftereffect_Q3_S3_raw_human_context_subject5_opp_sign_top64_s020_b174238e.csv,badnight_aftereffect,Q3_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,raw_human_context,subject5,opp_sign_top64,0.2,-0.0115922412362559,True,1.0,1.0,0.0021809472989517,16,5.965699354876691e-05,0.005759512610261908,0.001006939616390727,0.004941721322583099,-0.29520302373381396,too_small_to_submit,False,True,-1.631359601640612e-07,-2.9865969285887484e-07,-3.9411731260179483e-08,0.9411764705882353,3.6700658660487884e-05
submission_e310_pair_badnight_aftereffect_Q3_S3_raw_human_context_subject5_opp_sign_top64_s014_752762e6.csv,analysis_outputs/submission_e310_pair_badnight_aftereffect_Q3_S3_raw_human_context_subject5_opp_sign_top64_s014_752762e6.csv,badnight_aftereffect,Q3_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,raw_human_context,subject5,opp_sign_top64,0.14,-0.0115922412362559,True,1.0,1.0,0.0021809472989517,16,4.1759895484136846e-05,0.004031658827183335,0.0007048577314735094,0.0034592049258081693,-0.2952030237338195,too_small_to_submit,False,True,-1.1421986989793959e-07,-2.0902590849876497e-07,-2.7595542760498702e-08,0.9411764705882353,2.569046106232209e-05
