example_slice,audit_source,source_path,candidate_family,pair_delta_vs_a2c8_p90,pair_beats_a2c8_rate,selector_p90_delta_vs_a2c8_public,beats_a2c8_scenario_rate,q3s4_move_share,dominant_target,move_abs_a2c8_Q3,move_abs_a2c8_S4,bad_axis_abs_load,mean_abs_move_vs_a2c8,pair_probe_bool,old_majority
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_de1d6b6d.csv,directcons,0.0001019776351619,0.7621621621621621,0.0007581720580384,0.1428571428571428,0.9999999999921919,Q3,0.0818346695504563,0.0462378015940864,0.0811659291648433,0.0182960673063632,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_8a0ae0b0.csv,directcons,0.0001020752941034,0.7648648648648648,0.0007575017011026,0.1467181467181467,0.9999999999921401,Q3,0.0814511060432095,0.0457779836399515,0.0813290183865515,0.0181755842404515,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_8dfe42b9.csv,directcons,0.0001029245465608,0.7594594594594595,0.0007556173471003,0.1467181467181467,0.9999999999919658,Q3,0.0806868988557473,0.0437805216739927,0.0813619547075036,0.0177810600756771,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_84fe6be7.csv,directcons,0.0001065072613777,0.7621621621621621,0.0007613348276145,0.1853281853281853,0.9999999999923291,Q3,0.0792881640796081,0.051076602755185,0.0811118588530343,0.0186235381192561,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_1146c02b.csv,directcons,0.0001111350787404,0.7702702702702703,0.0007918722634139,0.1698841698841698,0.999999999993172,Q3,0.0869389309738439,0.0595184094586941,0.0949722014757164,0.0209224772046482,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_directcons_322ab76c.csv,directcons,0.0001112081011744,0.7648648648648648,0.0007947991560229,0.1698841698841698,0.9999999999931435,Q3,0.0879150185911261,0.0579315157624889,0.0948658217034505,0.0208352191933735,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_targetabl_c9b4082b.csv,targetwise,0.0001314679812066,0.6675675675675675,0.0007399657498931,0.1698841698841698,0.9999999999870214,Q3,0.0770505590584013,5.606626274357042e-18,0.0472189241923196,0.0110072227226287,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_targetabl_75aa4b39.csv,targetwise,0.0001314679812066,0.6675675675675675,0.0007399657498931,0.1698841698841698,0.9999999999870214,Q3,0.0770505590584013,5.606626274357042e-18,0.0472189241923196,0.0110072227226287,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_targetabl_2d2e7427.csv,targetwise,0.0001423080164826,0.6621621621621622,0.0007530456216804,0.1428571428571428,0.9999999999879784,Q3,0.0831843416639173,5.606626274357042e-18,0.0484900357821258,0.0118834773805596,False,False
q3s4_shape,pairwise_scored_universe,analysis_outputs/submission_targetabl_e27745fa.csv,targetwise,0.000145680741697,0.6648648648648648,0.0007687776842865,0.1428571428571428,0.9999999999878464,Q3,0.0822805097276133,5.606626274357042e-18,0.0526184573865663,0.0117543585325161,False,False
old_majority,pairwise_scored_universe,analysis_outputs/submission_publicgated_anchor578_stage2_full_prob_w1000.csv,other,0.0004952985737734,0.1324324324324324,0.0008151898632586,0.5019305019305019,0.3335917650619192,S3,0.0518744816119048,0.050894281796357,0.0,0.0440096352878893,False,True
old_majority,pairwise_scored_universe,analysis_outputs/submission_publicblend_anchor578_stage2567_prob_w100.csv,other,0.0004952985737734,0.1324324324324324,0.0008151898632586,0.5019305019305019,0.3335917650619192,S3,0.0518744816119048,0.050894281796357,0.0,0.0440096352878893,False,True
old_majority,pairwise_scored_universe,analysis_outputs/submission_hybrid_0p55_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,other,0.0004952985737734,0.1324324324324324,0.0008151898632586,0.5019305019305019,0.3335917650619192,S3,0.0518744816119048,0.050894281796357,0.0,0.0440096352878893,False,True
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_693b0ea9.csv,hiddenloc_bridge,-1.56227637401753e-06,0.9567567567567568,0.0005777526705563,0.3976833976833976,0.0,S3,0.0,0.0,0.0360586139021861,0.0002950362149081,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_b26a7e99.csv,hiddenloc_bridge,-1.5080780367025098e-06,0.9567567567567568,0.0005778223224326,0.3976833976833976,0.0,S3,0.0,0.0,0.0360869096035326,0.000289510114378,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_76ae5309.csv,hiddenloc_bridge,-1.5207938409921005e-06,0.954054054054054,0.000577962539917,0.3976833976833976,0.0,S3,0.0,0.0,0.0360838431345028,0.0002601079180451,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_705a17ba.csv,hiddenloc_bridge,-1.4957817889793888e-06,0.954054054054054,0.0005779752431246,0.3976833976833976,0.0,S3,0.0,0.0,0.0360929938695622,0.0002588419783721,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_7f1cb90b.csv,hiddenloc_bridge,-1.3069274282109212e-07,0.9054054054054054,0.0005782797022152,0.3706563706563706,0.19428337128230602,Q1,0.0006494568343446,0.0,0.0375391938564703,0.0004775475488375,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_6d34fe28.csv,hiddenloc_bridge,-1.305429152149723e-07,0.9054054054054054,0.0005782799168271,0.3706563706563706,0.19427946986172656,Q1,0.0006494514426401,0.0,0.0375389608139506,0.0004775531740862,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_4dec4139.csv,hiddenloc_bridge,-1.2063973459501358e-07,0.9054054054054054,0.0005782967721493,0.3667953667953668,0.19529735569428688,Q1,0.0006566104021351,0.0,0.0375710398532888,0.0004803008502492,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_4f9931b1.csv,hiddenloc_bridge,-1.204497523117964e-07,0.9054054054054054,0.0005782969891424,0.3667953667953668,0.19529222620225467,Q1,0.0006566064862979,0.0,0.0375708443341838,0.0004803106012471,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_575a8ccc.csv,hiddenloc_bridge,-4.465304461952005e-08,0.9027027027027028,0.0005783070412519,0.3667953667953668,0.19743345241772672,Q1,0.0006590587207892,0.0,0.0375354719368782,0.0004768758518167,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_d5019ea9.csv,hiddenloc_bridge,-4.4647112284872134e-08,0.9027027027027028,0.000578307253279,0.3667953667953668,0.19742818567401546,Q1,0.0006590550623671,0.0,0.0375352675887655,0.0004768859261187,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_18ea6b83.csv,hiddenloc_bridge,-2.5250541242542633e-07,0.9054054054054054,0.0005784708527396,0.3243243243243243,0.30575718599827445,Q1,0.0011309071554172,0.0,0.0371580953525602,0.0005283871399079,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_f1cd60b4.csv,hiddenloc_bridge,-1.8893950248385186e-07,0.9054054054054054,0.0005785245360543,0.3204633204633205,0.3041215940621612,Q1,0.0011309071554172,0.0,0.0371918045508146,0.0005312288511257,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_fe9e4575.csv,hiddenloc_bridge,-1.5118782406711116e-08,0.9,0.0005786321515989,0.3204633204633205,0.31012702192381086,Q1,0.001132091196995,0.0,0.0372306047869118,0.0005214873338314,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_6dc9bfcc.csv,hiddenloc_bridge,-1.137392785104696e-06,0.954054054054054,0.0005787023754897,0.3436293436293436,0.32085700470359907,S3,0.0008602049005179,0.0,0.0367216881237942,0.0003829943324048,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_a50b04d6.csv,hiddenloc_bridge,-1.114316900831945e-06,0.954054054054054,0.0005787329188041,0.3436293436293436,0.3208862332032134,S3,0.0008561331264218,0.0,0.036741456615311,0.0003811467107181,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_2c9c85cd.csv,hiddenloc_bridge,-5.928021675763912e-07,0.9351351351351352,0.0005788966672688,0.3667953667953668,0.0,S3,0.0,0.0,0.0369305816577387,0.0002889021041324,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_8ff484be.csv,hiddenloc_bridge,-1.0690223795673906e-06,0.9621621621621622,0.0005789132586729,0.3397683397683397,0.31582057245183087,S3,0.0009533311263939,0.0,0.0369712703605072,0.0004312263758216,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_7e5720ec.csv,hiddenloc_bridge,-5.557568027149419e-07,0.9324324324324323,0.0005789333023957,0.3552123552123552,0.0,S3,0.0,0.0,0.0369455600851557,0.0002880959065067,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_b6c14e5e.csv,hiddenloc_bridge,-6.292430941815641e-07,0.9351351351351352,0.0005789975228033,0.3513513513513513,0.0,S3,0.0,0.0,0.0370426721209002,0.0002998569460485,True,False
pair_positive,pairwise_scored_universe,analysis_outputs/submission_hiddenloc_bridge_120fe387.csv,hiddenloc_bridge,-6.288964306273056e-07,0.9351351351351352,0.0005789978411677,0.3513513513513513,0.0,S3,0.0,0.0,0.0370429345413739,0.0002998928322436,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_6b9335b1.csv,other,-6.521725264083708e-05,0.9675675675675676,0.0006755146983331,0.277992277992278,0.9999999999802507,S4,0.0057814818590309,0.0448530499325423,0.0172468270509914,0.0072335045416533,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_bcb4777d.csv,other,-6.508412680975492e-05,0.9675675675675676,0.000676128701728,0.277992277992278,0.9999999999804299,S4,0.0062452588949584,0.0448530499325423,0.0161134608850025,0.0072997584039286,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_c87aaa14.csv,other,-6.481793784314152e-05,0.9675675675675676,0.0006751136839074,0.277992277992278,0.9999999999801273,S4,0.0054672874641428,0.0448530499325423,0.0180147480089414,0.0071886196280978,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_f7699bdc.csv,other,-6.481770382402892e-05,0.9675675675675676,0.000675957854095,0.277992277992278,0.999999999980442,S4,0.0062768489630229,0.0448530499325423,0.0164911120849388,0.007304271270795,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_fe7cc64f.csv,other,-6.474178391788881e-05,0.9675675675675676,0.0006762534829878,0.277992277992278,0.9999999999805325,S4,0.006514446354868,0.0448530499325423,0.0159103556487786,0.0073382137553443,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_04d507ca.csv,other,-6.473554120261423e-05,0.9675675675675676,0.0006764528153635,0.277992277992278,0.9999999999805919,S4,0.0066715331865442,0.0448530499325423,0.0155264164657923,0.007360654731298,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_ab52c283.csv,other,-6.47253843013692e-05,0.9675675675675676,0.0006767549542255,0.277992277992278,0.9999999999806795,S4,0.0069052562132328,0.0448530499325423,0.0149552072355111,0.0073940437351107,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_70601867.csv,other,-6.471045403327445e-05,0.9675675675675676,0.000677163195515,0.277992277992278,0.9999999999807938,S4,0.0072134473856131,0.0448530499325423,0.0142020693371452,0.0074380710454507,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_8a5e8191.csv,other,-6.468536049779861e-05,0.9675675675675676,0.0006777856867965,0.2818532818532818,0.9999999999809603,S4,0.00766871825025,0.0448530499325423,0.0130896460237594,0.0075031097403989,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_bfe4ee38.csv,other,-6.451938856275297e-05,0.9675675675675676,0.0006748178271507,0.277992277992278,0.9999999999800327,S4,0.0052288766621023,0.0448530499325423,0.0185975025279904,0.007154560942092,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_87affbd1.csv,other,-6.432081545981267e-05,0.9675675675675676,0.0006746231047229,0.277992277992278,0.9999999999799686,S4,0.0050685725327426,0.0448530499325423,0.0189893662213445,0.0071316603521835,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_e3dbc41f.csv,other,-6.402366462956599e-05,0.9675675675675676,0.0006743350370881,0.277992277992278,0.9999999999798708,S4,0.0048260055668989,0.0448530499325423,0.0195823644559861,0.0070970079284916,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_68e4f54e.csv,other,-6.400181437263064e-05,0.9675675675675676,0.0006783373525086,0.2818532818532818,0.9999999999811787,S4,0.0082781527738427,0.0448530499325423,0.0126144921149593,0.0075901718151978,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_d317c71f.csv,other,-6.358437822762842e-05,0.9675675675675676,0.0006786864448891,0.2818532818532818,0.9999999999812602,S4,0.0085093513402029,0.0448530499325423,0.0126347188357012,0.0076232001818207,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_59aab609.csv,other,-6.316167774708811e-05,0.9675675675675676,0.0006838393166569,0.2702702702702703,0.9999999999821347,S4,0.0111214024868629,0.0448530499325423,0.0139122293777184,0.0079963503456293,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_56572a68.csv,other,-6.313073732393356e-05,0.9675675675675676,0.0006832499043403,0.2741312741312741,0.9999999999820638,S4,0.0108999605548596,0.0448530499325423,0.0138927353362039,0.0079647157839145,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_86a7b095.csv,other,-6.309706516417277e-05,0.9675675675675676,0.0006789206122537,0.2818532818532818,0.9999999999813138,S4,0.0086622932667325,0.0448530499325423,0.012648115318573,0.0076450490284678,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_64ea2921.csv,other,-6.297991884787449e-05,0.9675675675675676,0.0006828617903047,0.2741312741312741,0.9999999999820158,S4,0.010751295803323,0.0448530499325423,0.0138796621032256,0.0079434779622664,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_cfb4d55f.csv,other,-6.276394732773673e-05,0.9675675675675676,0.0006822874649267,0.2741312741312741,0.9999999999819429,S4,0.0105266964943342,0.0448530499325423,0.0138599331569276,0.0079113923466966,True,False
q3s4_shape,focused_s4q3_family,analysis_outputs/submission_label_flow_focused_bc6da6ae.csv,other,-6.249808574479462e-05,0.9675675675675676,0.0006847258519593,0.2664092664092664,0.9999999999822275,S4,0.0114138503552913,0.0448530499325423,0.0139380119376139,0.0080381286125476,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_03d4b704.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_b0ff3b32.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_87d6ac24.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_c7488bee.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_12a64adf.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_5e27a174.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_c2d07f77.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_a2d10343.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_a5fcc21a.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_45456c96.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_1774765e.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_e7cf1901.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_7b8d11ab.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_0d82a692.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_3d989321.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_535c228d.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_e4ca0c25.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_dbb46b67.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_6ad647a8.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
pair_positive,focused_s4q3_family,analysis_outputs/submission_label_flow_twampl_e08162c1.csv,other,-5.997068775564741e-06,0.9621621621621622,0.0005693965048818,0.277992277992278,0.999999999803987,S4,0.0,0.0051017052380554,0.0360801048399921,0.0007288150340079,True,False
old_majority,old_positive_rescore,analysis_outputs/submission_hiddenblock_seqmotif_cellgate_4b6b636a.csv,hiddenblock_seqmotif,6.776611787196631e-05,0.1783783783783784,0.0005721429109728,0.5019305019305019,0.4046075582978289,Q3,0.009023187583781,0.0076980167940479,0.0265305705501913,0.0059038528408578,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_hiddenblock_seqmotif_cellgate_0331e2e5.csv,hiddenblock_seqmotif,6.777451821563955e-05,0.1783783783783784,0.000572026880792,0.5019305019305019,0.4045169886705411,Q3,0.0090375151860694,0.0076984455067752,0.026548123338184,0.0059103859527607,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_hiddenblock_seqmotif_cellgate_b151e1b9.csv,hiddenblock_seqmotif,6.833254462745833e-05,0.1783783783783784,0.000572289436565,0.5019305019305019,0.4079399205020456,Q3,0.009119653776227,0.0077466225139881,0.0266950376709852,0.0059064286683091,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_hiddenblock_rawgate_s_all_s0.7_5ccfb1c6.csv,hiddenblock_seqmotif,0.000101194114201,0.1621621621621621,0.0005700192610723,0.5366795366795367,0.400775547992136,Q3,0.0124733814259208,0.0090033916362557,0.0247894219046095,0.0076554332038658,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_public6entropy_raw05_noq2_g030_1fcb614c.csv,public6entropy,0.0001012165765796,0.1432432432432432,0.0005549798352288,0.5328185328185329,0.4007407551923537,Q3,0.010977283296319,0.0094020611653939,0.0248541182129492,0.0072648835570696,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_public6entropy_raw05_ctx_g030_adcc5520.csv,public6entropy,0.0001048341699944,0.1648648648648648,0.0005529323576153,0.555984555984556,0.4328184181965315,Q3,0.0124733814259208,0.0113346809162299,0.023413404534902,0.007858149330323,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_public_repair_rawaxis_s1.125_45affdb6.csv,axis_repair,0.0001051670449578,0.1189189189189189,0.0005734619381665,0.833976833976834,0.3715024061695263,Q3,0.0116796883501924,0.0097781374079851,0.0278887613860965,0.0082513696513926,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_public6entropy_raw05_q1q3s34_g030_7ad3f3e6.csv,public6entropy,0.0001157336393678,0.1135135135135135,0.0005506090731244,0.5173745173745173,0.3896294063439182,Q3,0.010977283296319,0.0094020611653939,0.0265131293531064,0.0074720615940276,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_c0fc8aea.csv,cvjepa,0.0001218808102756,0.2135135135135135,0.0005591600672693,0.5019305019305019,0.3941453390348682,S4,0.012402333727047,0.0124673971644399,0.0193902540741981,0.0090139812573382,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_e06a4da9.csv,cvjepa,0.0001222549457257,0.1675675675675675,0.00054537677036,0.6138996138996139,0.3962783096806068,Q3,0.0119711133919776,0.0114031317495553,0.0228309146565854,0.0084263453127085,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_d865222a.csv,cvjepa,0.0001222813031134,0.1702702702702702,0.0005453695970146,0.6138996138996139,0.3959424851419777,Q3,0.0119480674955473,0.0114031317495553,0.0227901300976254,0.0084251772203493,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_7da3c5e5.csv,cvjepa,0.0001230506126863,0.1675675675675675,0.0005458357122957,0.5984555984555985,0.3950747345266542,Q3,0.0120018402862181,0.0113877833410308,0.0227607600691878,0.0084575765338161,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_a99b6518.csv,cvjepa,0.0001232143388493,0.1621621621621621,0.0005460092793725,0.5868725868725869,0.3934078381019626,Q3,0.0118599424965317,0.0113669934204098,0.023016627077844,0.0084343355190194,False,True
old_majority,old_positive_rescore,analysis_outputs/submission_raw05_cvjepa_surprise_graft_5ba5a755.csv,cvjepa,0.0001232581486917,0.1621621621621621,0.0005460589049711,0.5868725868725869,0.3936530291148618,Q3,0.0118888323748653,0.0113669934204098,0.0230279423130503,0.0084395662731477,False,True
