role,file,hidden_block_id,n_rows,mean_abs_logit_move,posterior_ce_delta_vs_mixmin,posterior_direction_agreement,posterior_mean_abs_shift,raw05_mean_abs_shift_vs_stage2,move_abs_Q1,posterior_ce_delta_Q1,move_abs_Q2,posterior_ce_delta_Q2,move_abs_Q3,posterior_ce_delta_Q3,move_abs_S1,posterior_ce_delta_S1,move_abs_S2,posterior_ce_delta_S2,move_abs_S3,posterior_ce_delta_S3,move_abs_S4,posterior_ce_delta_S4
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id03_b2,11,0.003373943225397974,-0.00016297194514164985,0.6857551785706609,0.0740440825026434,0.0069767550191783,0.0,0.0,0.0,0.0,2.220446049250313e-16,-1.0092936587501423e-17,0.014972155004279912,-0.0016735813728884724,0.00864544757350524,0.0005327777568969436,2.837061393892978e-16,-1.0092936587501423e-17,1.6148698540002277e-16,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id03_b4,10,0.005289336411724207,-0.0002088937595072853,0.40142067439098206,0.0715297756478173,0.0083441305661244,4.4408920985006264e-17,-1.1102230246251566e-17,3.3306690738754695e-17,-5.551115123125783e-18,3.3306690738754695e-17,-1.1102230246251566e-17,0.014120442175497535,-0.0017912061599122064,0.018413217072107753,0.00019600710388292252,0.004491695634463939,0.00013294273947830337,1.1102230246251565e-16,1.1102230246251566e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b2,1,0.005754328459231295,-0.00017943360290194134,0.5067986832699276,0.0877737762708789,0.0106237831622173,0.0,0.0,0.0,0.0,0.0,0.0,0.020414002603687642,-0.002575344107998867,0.019866296610931422,0.0013193088876852777,0.0,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b4,5,0.0017368007530420366,-7.903526968979779e-05,0.6255044894150684,0.1072704608830465,0.0091988457297533,8.881784197001253e-17,0.0,0.0,0.0,0.0,0.0,0.005928916529743566,-0.0007935784760741748,0.006228688741550514,0.0002403315882455681,8.743006318923108e-17,2.2204460492503132e-17,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b6,8,0.007124244406240452,-0.0002027619170502321,0.6132844962553048,0.0856085606008713,0.006836846595585,1.249000902703301e-16,2.7755575615628914e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0,0.0,0.01874462836115751,-0.001833635721332015,0.006752682511279022,0.0002786753373620193,0.024372399971246413,0.00013562696461834334,4.683753385137379e-17,-1.3877787807814457e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b8,6,0.00645079453885139,-0.0004422843349958622,0.8708418513572979,0.0946845647104709,0.0064104825851556,0.0,0.0,0.0,0.0,0.0,0.0,0.020845217889075892,-0.0025754034575199334,0.018478135123496203,-0.0010873416446066282,0.005832208759387498,0.0005667547571555446,1.4224732503009818e-16,-1.850371707708594e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b10,1,0.0036328656118542746,-0.00033589422061937525,0.9975108638674286,0.0839241936560549,0.006662886824269,0.0,0.0,0.0,0.0,0.0,0.0,0.025366760403565225,-0.00235409441476514,6.329887941469714e-05,2.8348704295133587e-06,0.0,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b12,3,0.007332198800199152,0.0004317218846446697,0.2256944362993179,0.0679891846728175,0.0084366106473485,0.0,0.0,0.0,0.0,0.0,0.0,0.014554203879668956,0.0005991388578352,0.017078958646435587,5.060451107326743e-05,0.019692229075289374,0.0023723098236042204,1.4802973661668753e-16,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id04_b14,3,0.004847020849150899,-0.00023066859160884393,0.2648754159484995,0.0875258865227083,0.0090869939321463,1.4802973661668753e-16,0.0,0.0,0.0,0.0,0.0,0.00896538708523061,-0.002208722647122574,0.014935533526457156,0.00015825250535065707,0.01002822533236838,0.00043579000051000943,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id05_b2,7,0.0020704938672013963,-0.00013640845948505658,0.9999999999999963,0.0921710030206654,0.0104481831156207,5.551115123125783e-17,0.0,3.568574007723718e-17,-1.586032892321652e-17,0.0,0.0,0.003975153561546882,-0.00028015701348379655,0.01051830350886215,-0.0006747022029115321,6.344131569286609e-16,-5.15460690004537e-17,1.586032892321652e-17,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id05_b4,5,0.006702227039680323,-0.0002769237053572341,0.31070317218389537,0.0943979060729235,0.0064008509942203,0.0,0.0,1.7763568394002506e-16,-2.2204460492503132e-17,0.0,0.0,0.014588831949826417,-0.004072439978693531,0.01876413796412988,0.0012323761681646062,0.013562619363805784,0.0009015978730283092,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id05_b6,2,0.010586935856463827,0.00028652873846066185,0.28135321032615973,0.0991531159782096,0.004615888383903,0.0,0.0,0.0,0.0,4.440892098500626e-16,-1.6653345369377348e-16,0.015119748199659694,-0.0018256987642884248,0.016476706916897566,0.0009971303134920784,0.04251209587868909,0.002834269620021146,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id05_b8,2,0.005031685392708659,-0.0005234657216922524,0.9970420464939466,0.0900759704264946,0.0089767911619437,0.0,0.0,0.0,0.0,2.220446049250313e-16,-5.551115123125783e-17,0.012826063284389844,-0.0009217290775732356,0.02239573446456966,-0.002742530974272489,8.881784197001252e-16,1.3877787807814457e-17,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id05_b10,5,0.0012847584369063284,-0.0002552222829051003,0.9675769706354888,0.0968049477399378,0.0087711034203175,0.0,0.0,0.0,0.0,0.0,0.0,0.007671127539549768,-0.0017284027858293749,0.0013221815187939522,-5.8153194506349595e-05,5.773159728050814e-16,2.2204460492503132e-17,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id06_b2,8,0.008590420862337597,-0.0001505401859047064,0.5111872602954087,0.0653751396716745,0.0033387560629875,8.326672684688674e-17,2.7755575615628914e-17,0.0,0.0,1.3877787807814457e-16,-2.0816681711721685e-17,0.02157666868722494,-0.0015232990079557147,0.018764534749951378,-5.192591211003808e-05,0.019791742599186313,0.0005214436187328184,3.3306690738754696e-16,-1.734723475976807e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id06_b4,5,0.0067257795959136816,-0.0002327002749319704,1.0,0.0468646619876852,0.0038818726734202,4.4408920985006264e-17,2.2204460492503132e-17,0.0,0.0,0.0,0.0,0.023829451755394793,-0.0008352123088777502,0.023251005416000937,-0.0007936896156460649,0.0,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id06_b6,1,0.01957824332894858,0.00026893370596350094,0.1916585363372302,0.0392688688548068,0.0036085952872445,0.0,0.0,0.0,0.0,0.0,0.0,0.025368498798716832,0.00029660934734465627,0.026266362223362982,-0.0005404944118232446,0.08541284228056023,0.002126421006223095,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id06_b8,4,0.012628647530980133,-0.00013397978514566807,0.3511890173749031,0.0586944132002457,0.0028909298262768,4.996003610813204e-16,0.0,0.0,0.0,0.0,0.0,0.02571832595049294,-0.0016453304566050736,0.024246942565775642,-0.0006245610761159912,0.038435264200591845,0.0013320330367013883,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id06_b10,6,0.00919425669772296,9.449585917344568e-05,0.374830627403845,0.0537043449841075,0.0042195347692011,1.4802973661668753e-16,0.0,0.0,0.0,0.0,0.0,0.019359645761455175,0.00031006136286957736,0.021787140440665098,-0.00021097059875493465,0.023213010681940077,0.0005623802500994678,2.220446049250313e-16,9.25185853854297e-18
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id07_b2,15,0.004727998293218449,2.060023095044896e-05,0.41753519360061103,0.0821446475779251,0.0087918701329071,7.031412489292658e-17,1.4802973661668754e-17,0.0,0.0,1.0732155904709847e-16,2.2204460492503132e-17,0.01872706539308021,0.0004696536687873768,0.01016160288215439,-0.0004337293447746286,0.004207319777294345,0.00010827729264036486,2.2204460492503132e-17,-7.401486830834377e-18
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id07_b4,15,0.0044474662312289385,-6.499369950292274e-05,0.4663483350528501,0.0818273182061079,0.0072053618397077,2.960594732333751e-17,0.0,9.251858538542972e-17,-1.4802973661668754e-17,0.0,0.0,0.01715949453443873,-0.0012417718771541816,0.009224254319109912,0.0007154991560911632,0.0047485147650537796,7.131682454258141e-05,2.2204460492503132e-17,-7.401486830834377e-18
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b2,2,0.003796432046491593,-5.996122918133784e-05,0.7839028075692668,0.0705607059555437,0.0071260883710044,0.0,0.0,0.0,0.0,0.0,0.0,0.006159921243806099,0.0005308517323178163,0.02041510308163505,-0.0009505803365871812,0.0,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b4,6,0.005556382651650524,-0.000569719524389503,0.618995194454226,0.1035214394608866,0.0099943397064749,3.700743415417188e-17,-1.850371707708594e-17,0.0,0.0,0.0,0.0,0.017384625290175922,-0.003860802965697463,0.016045429372353134,-0.0001488431830874807,0.005464623899024569,2.1609478058441194e-05,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b6,2,0.00600701024561726,-0.0006527170234856986,0.7513807910337681,0.082431078978696,0.0062063235807116,6.661338147750939e-16,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.023653098169208575,-0.0037876242092217682,0.018395973550111328,-0.0007813949551781496,2.498001805406602e-16,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b8,1,0.0036177847957276237,3.274732137943064e-05,0.6210615423194578,0.1116540682529143,0.0059023665082679,0.0,0.0,0.0,0.0,0.0,0.0,0.009596424534991987,0.0006012086530953198,0.015728069035101377,-0.0003719774034393053,0.0,0.0,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b10,4,0.004970408743007826,-0.0005197156847940706,0.8180406187390414,0.091933207406135,0.0082352660755119,1.1102230246251565e-16,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.016994177841323024,-0.0031500059342317033,0.010181219326182898,2.8369446910092577e-05,0.007617464033548668,-0.0005163733062368836,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b12,2,0.008854031323361152,-0.0014799053891431102,0.7502372705208659,0.1473808025188276,0.0102838228843672,0.0,0.0,0.0,0.0,0.0,0.0,0.02163244285457505,-0.006051417448231622,0.024865927197437993,-0.004692183710610587,0.015479849211514907,0.00038426343484049275,1.1102230246251565e-16,-5.551115123125783e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id08_b14,2,0.003945824299122538,-0.00026319356089765655,0.9999999999999905,0.0961669412102413,0.0064958271482754,1.942890293094024e-16,0.0,0.0,0.0,0.0,0.0,0.013735568487886748,-0.0014091391907788964,0.013885201605970756,-0.0004332157355048105,0.0,0.0,6.938893903907228e-17,1.1102230246251565e-16
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id09_b2,14,0.004882641753277507,-0.00016046814914783786,0.5653323894144621,0.088857066490264,0.0079635051228517,1.2688263138573217e-16,3.172065784643304e-17,0.0,0.0,2.973811673103098e-17,0.0,0.013992481731742277,-0.0012604745094893272,0.02018601054120003,0.0001371974654544385,8.723180907769087e-17,-7.93016446160826e-18,0.0,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id09_b4,13,0.006011250626684924,-0.0004092205176991596,0.8638035446341233,0.0858496010420479,0.0091073990335443,0.0,0.0,0.0,0.0,5.764619550938313e-17,8.540177112501205e-18,0.01770676437087389,-0.001343361145950282,0.01758783854058487,-0.0006823771039236976,0.00678415147533562,-0.0008388053740201462,3.416070845000482e-17,0.0
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id10_b2,11,0.004217015491490939,-0.00044785318000896754,0.8983286416045988,0.0859231228295801,0.0093759192958821,1.5139404881252134e-17,2.0185873175002847e-17,4.794144879063176e-17,1.0092936587501423e-17,0.0,0.0,0.014139915924330776,-0.003237858143986603,0.007396928042174011,0.0002029955027180528,0.007982264473931626,-0.00010010961879424286,1.0092936587501423e-16,-1.0092936587501423e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,id10_b4,11,0.006756589980169692,-0.00027320926480025107,0.6358707135542997,0.1072575836720002,0.0102612927997426,5.2987917084382473e-17,2.0185873175002847e-17,6.560408781875925e-17,-1.0092936587501423e-17,4.0371746350005693e-17,1.0092936587501423e-17,0.01066276902260836,-0.0014338945028061162,0.02543823045696605,-0.0006779451671522799,0.011195130381613273,0.0001993748163566183,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id01_b2,14,0.006472564180098679,-0.0006126696119257424,0.845523789923677,0.1017717135141591,0.0080049951218664,1.5860328923216522e-16,7.137148015447435e-17,0.002220919892139358,-0.0001195686383102206,3.172065784643304e-17,-7.93016446160826e-18,0.017235163353903474,-0.00405321196850159,0.013914456116476714,3.651201664064566e-05,0.011937409898170983,-0.00015241869330909604,3.172065784643304e-17,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id01_b4,13,0.006015236404908716,-0.0004497316123999783,0.6740707199741949,0.0939035425466894,0.0072914045049461,0.0,0.0,1.6439840941564819e-16,0.0,0.0,0.0,0.011736742791681888,-0.00299099004411034,0.019010019894019244,0.00011953326412306176,0.011359892148659716,-0.00027666450681256965,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id02_b2,16,0.00647946751250271,-0.000270283604659066,0.87824841846745,0.0567088343616631,0.0063470532987304,7.632783294297951e-17,1.3877787807814457e-17,6.938893903907228e-17,0.0,6.938893903907228e-17,0.0,0.019812323919586046,-0.0013386802304638824,0.015993540219266925,-0.00021515495856241906,0.009550408448665781,-0.0003381500435871744,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id02_b4,16,0.006827678473464347,-0.0002581331070137661,0.6844494534823049,0.0695193383059009,0.0048919516460677,0.0,0.0,1.3183898417423734e-16,6.938893903907228e-18,1.0408340855860843e-16,0.0,0.023033097723845476,-0.0010195281254279497,0.011368915794342155,-0.000248511382450781,0.01339173579606251,-0.0005388922412176457,5.551115123125783e-17,6.938893903907228e-18
balanced_e90,submission_e90_e72pareto_28925de5.csv,id03_b2,11,0.00360084016357128,-0.00015924589264910738,0.6408432184888804,0.0740440825026434,0.0069767550191783,0.0,0.0,0.0017984227270426095,1.2669254846553457e-05,1.8167285857502563e-16,0.0,0.01493251989345862,-0.00166005701396243,0.008474938524497105,0.0005326665105721349,2.837061393892978e-16,-1.0092936587501423e-17,1.6148698540002277e-16,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id03_b4,10,0.005229091581822321,-0.00021098091674337356,0.4060723758906993,0.0715297756478173,0.0083441305661244,4.4408920985006264e-17,-1.1102230246251566e-17,2.997602166487923e-16,-3.3306690738754695e-17,3.3306690738754695e-17,-1.1102230246251566e-17,0.014118687439259713,-0.0017912572445764052,0.0184149674144949,0.00019596647055749594,0.004069986219001143,0.0001184243568153387,1.1102230246251565e-16,1.1102230246251566e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b2,1,0.005753455140234097,-0.0001796216012877843,0.5069912208986107,0.0877737762708789,0.0106237831622173,0.0,0.0,0.0,0.0,0.0,0.0,0.020418658721528704,-0.0025759204522074475,0.019855527260109973,0.0013185692431929574,0.0,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b4,5,0.0017365032700972956,-7.903359285952317e-05,0.6255888479497196,0.1072704608830465,0.0091988457297533,8.881784197001253e-17,0.0,1.7763568394002506e-16,0.0,0.0,0.0,0.005928353870396874,-0.0007934605749789769,0.00622716902028384,0.0002402254249622926,8.743006318923108e-17,2.2204460492503132e-17,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b6,8,0.006797493735072879,-0.00020666373126957148,0.6201101461643487,0.0856085606008713,0.006836846595585,1.249000902703301e-16,2.7755575615628914e-17,1.0408340855860843e-16,0.0,0.0,0.0,0.018745456647989173,-0.001833476317941972,0.006752837951522428,0.0002785982192141656,0.02208416154599828,0.00010823197984079214,4.683753385137379e-17,-1.3877787807814457e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b8,6,0.0073193664691913254,-0.0005044252501744553,0.8968559577931696,0.0946845647104709,0.0064104825851556,0.0,0.0,0.006631823661385677,-0.00038014489230016785,0.0,0.0,0.020843809825205225,-0.0025750829709775733,0.01847528848956953,-0.0010871449590884041,0.005284643308178701,0.0005113960711449761,1.4224732503009818e-16,-1.850371707708594e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b10,1,0.003632777001106424,-0.0003358561350761323,0.9974496162601673,0.0839241936560549,0.006662886824269,0.0,0.0,0.0,0.0,0.0,0.0,0.02536458417998655,-0.002353897511044367,6.485482775842044e-05,2.9045655114412483e-06,0.0,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b12,3,0.007069612860481702,0.0003982345474680841,0.2340969879023528,0.0679891846728175,0.0084366106473485,0.0,0.0,0.0,0.0,0.0,0.0,0.014563137386697308,0.000599553049616286,0.01708075729552801,5.0621197567564856e-05,0.017843395341146446,0.0021374675850927374,1.4802973661668753e-16,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id04_b14,3,0.005220715197803367,-0.00020252045949992192,0.24596697870710815,0.0875258865227083,0.0090869939321463,1.4802973661668753e-16,0.0,0.0035541263614054706,0.00024085820633523713,0.0,0.0,0.008965922697952933,-0.002208362084369827,0.014938246598337387,0.00015819356429769282,0.009086710726927637,0.00039166709723744325,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id05_b2,7,0.002069195310978789,-0.0001362352314672851,0.9999999999999961,0.0921710030206654,0.0104481831156207,5.551115123125783e-17,0.0,3.568574007723718e-17,-1.586032892321652e-17,0.0,0.0,0.003975880954027957,-0.00027972537946087595,0.010508486222822697,-0.0006739212408100603,7.61295788314393e-16,-4.3615904538845435e-17,1.586032892321652e-17,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id05_b4,5,0.006519884573531715,-0.00028947667413359936,0.3193600963085496,0.0943979060729235,0.0064008509942203,0.0,0.0,2.1094237467877973e-16,-2.2204460492503132e-17,0.0,0.0,0.014587857580993038,-0.004071952574144255,0.01876206142940704,0.0012323797357553178,0.012289273004321722,0.0008132361194537641,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id05_b6,2,0.010015306273587503,0.0002463942252379166,0.2972676783312131,0.0991531159782096,0.004615888383903,0.0,0.0,0.0,0.0,4.440892098500626e-16,-1.6653345369377348e-16,0.015113859692695575,-0.0018239993507793428,0.016472498655481893,0.0009972588669908966,0.03852078556693461,0.002551500060454029,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id05_b8,2,0.00502934550735105,-0.0005231318438445222,0.9968977114542653,0.0900759704264946,0.0089767911619437,0.0,0.0,5.967448757360216e-16,0.0,2.220446049250313e-16,-5.551115123125783e-17,0.012819146550059002,-0.000920528088455691,0.0223862720013962,-0.0027413948184558945,1.3322676295501878e-15,-1.3877787807814457e-17,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id05_b10,5,0.0012830503035876446,-0.00025504576952462156,0.9673439969950883,0.0968049477399378,0.0087711034203175,0.0,0.0,1.3322676295501878e-16,2.2204460492503132e-17,0.0,0.0,0.007668723526009785,-0.0017280293847373508,0.001312628599102883,-5.729100193502257e-05,7.105427357601002e-16,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id06_b2,8,0.007921702376109242,-0.0001633514922380817,0.53916082150336,0.0653751396716745,0.0033387560629875,8.326672684688674e-17,2.7755575615628914e-17,0.0017565876713025869,-4.797197782030471e-05,6.938893903907228e-17,0.0,0.019769178480243406,-0.0015047699690571084,0.017332200354390037,-2.2059632962808523e-05,0.016593950126828183,0.00043134113417363923,3.3306690738754696e-16,-1.734723475976807e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,id06_b4,5,0.006736019146197588,-0.00021240472021588828,0.9585435049504238,0.0468646619876852,0.0038818726734202,4.4408920985006264e-17,2.2204460492503132e-17,0.0019547622107173313,7.119436220790477e-05,0.0,0.0,0.022900654596310945,-0.0007828201703553278,0.0222967172163548,-0.0007752072333638172,0.0,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id06_b6,1,0.01631932913684553,0.00022288025865919596,0.18862947180750148,0.0392688688548068,0.0036085952872445,0.0,0.0,0.0,0.0,0.0,0.0,0.021074644858749547,0.00024347701114424414,0.021548145047351586,-0.000446205022740509,0.07161251405181757,0.0017628898222106365,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id06_b8,4,0.011702180984982016,-8.576233128764776e-05,0.39115808193416507,0.0586944132002457,0.0028909298262768,6.106226635438361e-16,-2.7755575615628914e-17,0.004660800407115695,4.666337268477427e-06,0.0,0.0,0.023004191902847526,-0.0011531877220838926,0.02202507490580985,-0.0005588721585728026,0.032225199679100425,0.0011070572243747114,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id06_b10,6,0.009159948201306263,0.00013802775055637786,0.330724602711628,0.0537043449841075,0.0042195347692011,2.9605947323337506e-16,0.0,0.006427039493256552,0.00031571047904299654,0.0,0.0,0.017652361138499512,0.0003564172352263824,0.020577799873752262,-0.00017254166022591388,0.01946243690363499,0.00046660819985117064,2.220446049250313e-16,9.25185853854297e-18
balanced_e90,submission_e90_e72pareto_28925de5.csv,id07_b2,15,0.0045793489537666035,1.7057460240420593e-05,0.430994513141715,0.0821446475779251,0.0087918701329071,9.992007221626409e-17,1.4802973661668754e-17,1.3322676295501878e-16,0.0,1.4432899320127036e-16,2.960594732333751e-17,0.018370351806670106,0.0004647951563306255,0.01015755638392929,-0.00043368613356186504,0.003527534485766437,8.829319891414666e-05,2.2204460492503132e-17,-7.401486830834377e-18
balanced_e90,submission_e90_e72pareto_28925de5.csv,id07_b4,15,0.005510788785700457,-5.804521872846783e-06,0.4232475643516849,0.0818273182061079,0.0072053618397077,2.960594732333751e-17,0.0,0.008296179860705775,0.000529392382086032,0.0,0.0,0.01697756814090336,-0.0013134492180772932,0.008999079988474564,0.0006811656290317843,0.004302693509819474,6.225955384954925e-05,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b2,2,0.0037971521708155564,-5.9886724614290265e-05,0.783754942378361,0.0705607059555437,0.0071260883710044,0.0,0.0,0.0,0.0,0.0,0.0,0.00616617987882398,0.0005312644062311911,0.020413885316884914,-0.0009504714785312229,0.0,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b4,6,0.005555514250727549,-0.0005746562008368513,0.6598352753166126,0.1035214394608866,0.0099943397064749,3.700743415417188e-17,-1.850371707708594e-17,0.0023270625520111312,-0.00011692804829090593,0.0,0.0,0.016643895785224908,-0.0037671252958262533,0.01533594801780122,-0.00015378888815300215,0.004581693400055542,1.5248826412221176e-05,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b6,2,0.006991545886448827,-0.0006466187182297035,0.6455241368842659,0.082431078978696,0.0062063235807116,1.3322676295501878e-15,2.7755575615628914e-17,0.006888770601786498,4.111320990096701e-05,0.0,0.0,0.023654950054288526,-0.0037859977878979406,0.018397100549065182,-0.0007814464496109785,2.498001805406602e-16,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b8,1,0.0036208714624639577,3.286600845676351e-05,0.6207812486303873,0.1116540682529143,0.0059023665082679,0.0,0.0,0.0,0.0,0.0,0.0,0.00961171648405812,0.0006021765941492396,0.015734383753189585,-0.00037211453495189506,0.0,0.0,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b10,4,0.004868886790680564,-0.0005130817808829084,0.8142142829185082,0.091933207406135,0.0082352660755119,1.1102230246251565e-16,0.0,2.7755575615628914e-16,-2.7755575615628914e-17,8.326672684688674e-17,0.0,0.01699359603312619,-0.0031495529223391494,0.01018632422233013,2.8252930304867307e-05,0.006902287279307154,-0.00047027247414604956,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b12,2,0.008645424373788266,-0.001485604089608699,0.7682258545651073,0.1473808025188276,0.0102838228843672,0.0,0.0,0.0,0.0,0.0,0.0,0.021632495257236317,-0.006052050413708765,0.024858974436184178,-0.004690880374034145,0.014026500923097263,0.00034370216048207336,1.1102230246251565e-16,-5.551115123125783e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,id08_b14,2,0.003946802786000904,-0.00026324163714780413,0.9999999999999825,0.0961669412102413,0.0064958271482754,1.942890293094024e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.01373668560890581,-0.001409286129266163,0.013890933893100036,-0.000433405330768577,0.0,0.0,6.938893903907228e-17,1.1102230246251565e-16
balanced_e90,submission_e90_e72pareto_28925de5.csv,id09_b2,14,0.004882180146012468,-0.00016041422223710388,0.5653123383465727,0.088857066490264,0.0079635051228517,1.7446361815538174e-16,3.9650822308041306e-17,1.030921380009074e-16,7.93016446160826e-18,2.973811673103098e-17,0.0,0.013988671685592471,-0.0012601888163206257,0.020186589336494372,0.00013728926066085872,1.189524669241239e-16,-7.93016446160826e-18,0.0,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id09_b4,13,0.006062098264379439,-0.0003968823537099412,0.8650235336080335,0.0858496010420479,0.0091073990335443,0.0,0.0,0.0011954019159968444,-6.149217093661588e-05,5.764619550938313e-17,8.540177112501205e-18,0.017516791888885656,-0.0012700808564792916,0.017575282556113455,-0.0006813361816390653,0.006147211489660029,-0.000765267266914624,3.416070845000482e-17,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id10_b2,11,0.0042445117020588905,-0.0004201356800167115,0.8276130362804555,0.0859231228295801,0.0093759192958821,1.5139404881252134e-17,2.0185873175002847e-17,0.0023789962611575743,8.254534576187825e-05,0.0,0.0,0.01350697380208184,-0.003099417767276695,0.00713305823110783,0.00017167045934135034,0.006692553620064923,-9.574779794353405e-05,5.0464682937507114e-17,0.0
balanced_e90,submission_e90_e72pareto_28925de5.csv,id10_b4,11,0.006396788394961969,-0.00025651606813716576,0.6499150597724284,0.1072575836720002,0.0102612927997426,5.2987917084382473e-17,2.0185873175002847e-17,0.0010414621963211795,-2.747051362811897e-05,4.0371746350005693e-17,1.0092936587501423e-17,0.009599871879249251,-0.0012538680353629816,0.02424424302032365,-0.0006872804322465287,0.009891941668839605,0.00017300650427743878,0.0,0.0
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,id01_b2,14,0.005830121737225635,-0.0005618624317965925,0.8358634240631849,0.1017717135141591,0.0080049951218664,1.5860328923216522e-16,7.137148015447435e-17,0.0,0.0,3.172065784643304e-17,-7.93016446160826e-18,0.016136392235924116,-0.003827136823599745,0.013279930552848814,3.73575854141455e-05,0.011394529371806295,-0.0001432577843906118,3.172065784643304e-17,0.0
