preset,method,blocks,weighted_logloss,delta_vs_subject_mean,rate_rmse_weighted,rate_mae_weighted,count_mae_mean,rate_r2_weighted
rt,rt:strict:ridge_zctx_a12:blend0p1,369,0.5960935154333722,-0.01690825814319774,0.23633009341082648,0.17879455298373134,0.8241992808274446,0.3703238332547367
rt_bc_nb_sg,rt_bc_nb_sg:same:ridge_zctx_a12:blend0p2,369,0.5968426191162857,-0.016159154460284264,0.2263354199123586,0.1627794648172646,0.7503736304990978,0.42245710037688267
rt_bc,rt_bc:same:ridge_zctx_a12:blend0p2,369,0.5975026202878418,-0.015499153288728085,0.22765381224764583,0.16280388410663466,0.7504861974671694,0.41570918816258196
rt,rt:strict:ridge_zctx_a12:blend0p05,369,0.5979446309889989,-0.01505714258757107,0.23795868611440654,0.18045342398640712,0.8318462715470967,0.36161551008550596
rt,rt:same:knn_full_k8:blend0p35,369,0.5986473618511166,-0.014354411725453375,0.23295351872029485,0.17550902453533088,0.8090537960287201,0.3881883367983171
rt_bc,rt_bc:strict:ridge_zctx_a12:blend0p1,369,0.599198378494124,-0.01380339508244588,0.23785084835907075,0.18121017822428032,0.8353347240094873,0.3621939832037788
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_full_k8:blend0p35,369,0.5999575909624679,-0.013044182614102007,0.23207370120115234,0.17506477670367512,0.8070059218779172,0.3928009834008662
rt_bc,rt_bc:strict:ridge_zctx_a12:blend0p05,369,0.6001026851367818,-0.012899088439788153,0.23969284119039092,0.18239386954502204,0.8407912522929066,0.35227698468240143
rt,rt:same:knn_full_k8:blend0p5,369,0.6006000468851912,-0.012401726691378734,0.2301423869908794,0.17343831848084587,0.7995083461678018,0.4028651356016977
rt,rt:same:knn_full_k8:blend0p2,369,0.6007743614256005,-0.012227412150969452,0.23865226581672108,0.18105686883103586,0.8346280050991656,0.35788867998104124
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_full_k8:blend0p2,369,0.6010903853271566,-0.01191138824941329,0.23806922585114013,0.1809687830562685,0.8342219511618231,0.36102227060406755
rt_bc_nb_sg,rt_bc_nb_sg:strict:ridge_zctx_a12:blend0p05,369,0.6013255026118718,-0.011676270964698143,0.24155939934629847,0.18347694846403653,0.8457839819439731,0.3421496889452025
rt,rt:strict:ridge_full_a24:blend0p05,369,0.6020693840862553,-0.010932389490314609,0.24173334969247748,0.18434290158460054,0.8497758146216954,0.3412018931469988
rt_bc,rt_bc:local:ridge_zctx_a12:blend0p35,369,0.6024700531702544,-0.010531720406315559,0.20884635569182397,0.14945656795496218,0.6889583254509232,0.5082628667657347
rt,rt:strict:ridge_full_a24:blend0p1,369,0.6027970452706739,-0.010204728305896027,0.24222305518316445,0.1841316764867075,0.8488021184387246,0.33852999180791665
rt_bc,rt_bc:strict:ridge_full_a24:blend0p05,369,0.6028354226226267,-0.010166350953943248,0.24261327647252853,0.18425341347447444,0.8493632962603823,0.33639701900191443
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_full_k8:blend0p5,369,0.6031759710554203,-0.009825802521149618,0.22905022654665919,0.17214706871679447,0.7935559996944915,0.40851919724460195
rt_bc_nb_sg,rt_bc_nb_sg:strict:ridge_zctx_a12:blend0p1,369,0.6033776435847418,-0.009624129991828156,0.24253060714526756,0.18473226950692007,0.8515707057758022,0.3368491811113278
rt_bc,rt_bc:same:knn_full_k8:blend0p2,369,0.6040488123449789,-0.008952961231591061,0.24001713966343832,0.1825730140315105,0.8416170646818412,0.3505230926280444
rt_bc_nb_sg,rt_bc_nb_sg:strict:ridge_full_a24:blend0p05,369,0.6043832070961384,-0.008618566480431578,0.24465128887655105,0.1853588824872923,0.8544592387828838,0.3252013292465574
rt_bc_nb_sg,rt_bc_nb_sg:local:ridge_zctx_a12:blend0p35,369,0.6045680674381237,-0.008433706138446184,0.20848623143922146,0.15006536335258316,0.6917647237472736,0.50995725867844
rt_bc,rt_bc:strict:ridge_full_a24:blend0p1,369,0.6047048880817807,-0.008296885494789241,0.2440066259146258,0.1852258673537514,0.8538460714599762,0.3287528704617617
rt,rt:local:ridge_full_a24:blend0p35,369,0.6048589605618523,-0.008142813014717643,0.21722738080343215,0.157504196137182,0.7260559285348147,0.46800404050047584
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_full_k8:blend0p1,369,0.6050773516607771,-0.00792442191579279,0.24368661659768281,0.18648801406919738,0.8596642599775196,0.3305123675933257
rt,rt:same:knn_full_k8:blend0p1,369,0.6051330339455661,-0.007868739631003874,0.24404565871651693,0.18660247616783768,0.8601919023346665,0.32853809963955016
rt_bc,rt_bc:same:knn_full_k8:blend0p35,369,0.6055348296776935,-0.007466943898876477,0.23487797110821262,0.17771867263429095,0.8192397348263653,0.37803810818243355
rt_bc,rt_bc:same:knn_full_k8:blend0p1,369,0.6064212890572579,-0.006580484519312035,0.24473808316720871,0.18743323172749599,0.8640214828413838,0.3247224512372878
rt,rt:local:knn_full_k8:blend0p2,369,0.6068814883408684,-0.006120285235701517,0.24375094353922816,0.18609521495196293,0.8578535518517314,0.3301588662270075
rt_bc_nb_sg,rt_bc_nb_sg:strict:ridge_full_a24:blend0p1,369,0.6082900176642667,-0.004711755912303217,0.24825688603810844,0.18714308383878445,0.8626839718422014,0.3051648031448204
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_full_k8:blend0p2,369,0.6084009131274134,-0.00460086044915653,0.24386134293172226,0.18622255709069038,0.8584405680522066,0.3295519614918039
rt,rt:local:knn_full_k8:blend0p1,369,0.6084357962490701,-0.004565977327499859,0.24658151157645666,0.18902715888096452,0.8713690982561537,0.3145114209723352
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_full_k8:blend0p05,369,0.6084398095151073,-0.004561964061462587,0.2471451777321816,0.18969169594107343,0.8744324520210456,0.3113738918474166
rt_bc,rt_bc:local:knn_full_k8:blend0p2,369,0.6085295517082742,-0.004472221868295767,0.24403405280510695,0.1863879323820488,0.8592029078099321,0.3286019626237986
rt,rt:same:knn_full_k8:blend0p05,369,0.6085334704867,-0.004468303089869896,0.24735147901632581,0.18974746010457144,0.8746895112137564,0.31022376830501064
rt_bc,rt_bc:local:knn_full_k8:blend0p1,369,0.6088065758640492,-0.0041951977125207485,0.2465708862643643,0.18892690037715784,0.8709069310068985,0.3145704957433184
rt,rt:local:knn_full_k8:blend0p35,369,0.6088569278004866,-0.004144845776083317,0.24229410929233172,0.18505617142783654,0.8530638146307592,0.33814186148985204
rt,rt:strict:knn_full_k8:blend0p1,369,0.608882142490079,-0.004119631086490938,0.24809281251697457,0.19033126452774277,0.8773807072132531,0.30608293586136703
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_full_k8:blend0p1,369,0.6089287540522118,-0.0040730195243581235,0.2466094870474644,0.18906031911586538,0.8715219588511846,0.31435587035067725
rt,rt:strict:knn_full_k8:blend0p2,369,0.6089962987807876,-0.004005474795782282,0.2478726209747806,0.19005254687620937,0.8760958868195997,0.3073141433397272
rt_bc,rt_bc:same:knn_full_k8:blend0p05,369,0.6090658088011202,-0.003935964775449774,0.2476589734478105,0.19022370605399155,0.8768848888830343,0.30850771479007666
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k16:blend0p2,369,0.6091866420242241,-0.0038151315523458074,0.2478623245360601,0.19245801001148963,0.8871844851749159,0.3073716894237968
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k8:blend0p2,369,0.6094598395164765,-0.003541934060093399,0.24672888698444423,0.19113002312105415,0.8810627895092498,0.3136917784279628
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_full_k8:blend0p1,369,0.6095192334696511,-0.003482540106918841,0.24835909506183287,0.19097874430875933,0.8803654310818416,0.30459254875433983
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k8:blend0p1,369,0.6100179060159081,-0.0029838675606618237,0.24818094284383624,0.1916604395884905,0.8835078800542612,0.3055898462053972
rt_bc,rt_bc:strict:knn_full_k8:blend0p1,369,0.6102524718241522,-0.002749301752417721,0.24911408478656846,0.19152538392181256,0.8828853063712824,0.3003581679226628
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k16:blend0p1,369,0.6102711058484859,-0.0027306677280840574,0.24896940754778754,0.192420319660779,0.887010741850908,0.30117058971099087
rt,rt:local:knn_full_k8:blend0p05,369,0.6102854693477721,-0.0027163042287978723,0.24865864778486677,0.1910387764036006,0.8806421643970855,0.30291403707742415
rt_bc,rt_bc:local:knn_full_k8:blend0p05,369,0.6103197561039521,-0.0026820174726178703,0.24856889044380015,0.19083572202469723,0.8797061332357992,0.3034171950453102
rt,rt:strict:knn_full_k8:blend0p05,369,0.6103874160500392,-0.0026143575265307195,0.24927154071948074,0.19152312060812998,0.8828748730472332,0.29947345221178356
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_full_k8:blend0p05,369,0.6103924746066781,-0.0026092989698918156,0.2492330788870303,0.19139359273415227,0.8822777811403606,0.29968961371965597
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_full_k8:blend0p05,369,0.6104392709201029,-0.0025625026564670694,0.24864018357748102,0.19101604591039062,0.8805373823674101,0.3030175578037291
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k16:blend0p35,369,0.610758292132426,-0.00224348144414388,0.24880266336637985,0.19496147910255537,0.8987248670825113,0.3021063409607019
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k8:blend0p1,369,0.61092482689339,-0.0020769466831799255,0.24854985079692668,0.19125642130378215,0.8816454543028005,0.3035239033518822
rt_bc,rt_bc:strict:knn_full_k8:blend0p05,369,0.6109339385191607,-0.002067835057409262,0.24971549569645393,0.19206921626886148,0.8853922408491421,0.2969759413008358
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_z_k16:blend0p1,369,0.6110700062982083,-0.0019317672783616402,0.2501792890742738,0.19357365490381723,0.8923273360200357,0.2943620811273874
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k8:blend0p05,369,0.611187841375071,-0.0018139322014989467,0.24952331526713484,0.192335184847254,0.8866182911251465,0.29805761607524095
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k8:blend0p2,369,0.6112252760440443,-0.0017764975325256227,0.2473616273382845,0.19015646713109208,0.876574933848205,0.31016716694644364
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k16:blend0p2,369,0.6112262586627966,-0.0017755149137733683,0.24888713199579499,0.19217192104351796,0.8858656848103634,0.3016323900241915
rt_bc,rt_bc:strict:knn_z_k16:blend0p1,369,0.6112882346333334,-0.0017135389432365589,0.2502800955729641,0.19309454274183738,0.8901187458099331,0.2937933112724157
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k16:blend0p05,369,0.6114331008378514,-0.001568672738718524,0.2499868497051004,0.192742752852923,0.8884970802244501,0.29544722522766065
rt_bc,rt_bc:same:knn_full_k8:blend0p5,369,0.6114419402330894,-0.0015598333434805323,0.2323935837167435,0.17571374392579586,0.8099975024872053,0.39112594474264706
rt,rt:strict:knn_z_k16:blend0p1,369,0.6115188872027687,-0.0014828863738012288,0.25044577609548796,0.1931771987615236,0.890499769900682,0.2928580118005324
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k16:blend0p1,369,0.6115227404433125,-0.001479033133257479,0.2496918277625138,0.1924842609215281,0.8873054954675321,0.29710919965877947
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k8:blend0p05,369,0.6116252926816248,-0.0013764808949451313,0.24970176026819235,0.19215936373047063,0.8858077986599742,0.29705327787882796
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_z_k16:blend0p05,369,0.6116905807955939,-0.0013111927809760227,0.2504868476439309,0.19321827281269785,0.8906891112585341,0.29262605901341054
rt_bc,rt_bc:strict:knn_z_k16:blend0p05,369,0.611734006950705,-0.001267766625864919,0.25049003316835594,0.19297859582066004,0.8895842587830425,0.29260806708037135
rt,rt:local:knn_z_k16:blend0p1,369,0.6118034239421412,-0.0011983496344287747,0.25052163732499166,0.1925920258497646,0.8878022655025734,0.2924295535042276
rt,rt:strict:knn_z_k16:blend0p05,369,0.611901648596358,-0.0011001249802119473,0.2506105065170781,0.19305159974434158,0.8899207890653793,0.2919274622060093
rt,rt:local:knn_z_k16:blend0p2,369,0.6119444474506792,-0.0010573261258907118,0.2507127864115227,0.1929712336265569,0.8895503208638837,0.29134938298749613
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_z_k16:blend0p2,369,0.6120150532534117,-0.0009867203231582744,0.2512099227225582,0.19592359160612513,0.9031599710623822,0.2885362417754448
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_z_k8:blend0p05,369,0.6120225350410499,-0.0009792385355200661,0.2507479815215946,0.1934128534993481,0.8915860807652876,0.2911504079975157
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k16:blend0p05,369,0.6121058936922545,-0.000895879884315387,0.2503917216800505,0.19282722999986449,0.888886499267668,0.293163227742975
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_full_k8:blend0p2,369,0.6121290777214953,-0.0008726958550746566,0.24892011626929242,0.19158566870479646,0.8831632045172323,0.301447272581964
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_z_k8:blend0p1,369,0.6121825296292821,-0.0008192439472878288,0.25103741413319475,0.1941012364962719,0.8947593584828145,0.2895130460889995
rt_bc,rt_bc:local:knn_z_k16:blend0p1,369,0.6121884921619813,-0.0008132814145885847,0.25050252979254267,0.19274844590877477,0.8885233238233763,0.2925374835802219
rt,rt:strict:knn_z_k8:blend0p05,369,0.6121982940846296,-0.0008034794919403732,0.2508464747073455,0.1933660333860885,0.8913702514627008,0.2905934299029801
rt_bc,rt_bc:strict:knn_resid_k8:blend0p05,369,0.6121994681453556,-0.0008023054312142897,0.25104034237716133,0.19367707189154496,0.8928040631098046,0.28949647094001385
rt,rt:local:knn_z_k16:blend0p05,369,0.6122372956863081,-0.0007644778902617944,0.2507912629994148,0.19288623144849065,0.8891584815552371,0.29090567856406413
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_full_k8:blend0p35,369,0.6122550862914932,-0.0007466872850767636,0.24230715400141584,0.18456939291323188,0.850819884404898,0.3380705929038328
rt,rt:strict:knn_z_k8:blend0p1,369,0.6123777335295724,-0.0006240400469975649,0.2511186364899962,0.19399708711589778,0.8942792552415771,0.28905322012561063
rt_bc,rt_bc:local:knn_z_k16:blend0p05,369,0.6123889279044917,-0.0006128456720781994,0.25075518955456677,0.19296294239787554,0.8895121003219142,0.29110965405295075
rt_bc,rt_bc:local:knn_resid_k8:blend0p05,369,0.6124239933707555,-0.0005777802058144488,0.25111392879150074,0.1932639321119947,0.8908995894918778,0.28907987598644613
rt,rt:local:knn_z_k8:blend0p05,369,0.6125648103797802,-0.0004369631967897636,0.2508658146832674,0.19293300251056925,0.8893740847438436,0.2904840368178666
rt_bc,rt_bc:strict:knn_full_k8:blend0p2,369,0.6125727323182527,-0.00042904125831721984,0.2501239507367569,0.19222314552229752,0.8861018171637618,0.2946742133647623
rt,rt:local:knn_z_k8:blend0p1,369,0.612599679278717,-0.000402094297852984,0.25072672449986544,0.19273430273801612,0.888458127255733,0.2912705875690236
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_z_k8:blend0p35,369,0.6127662059672365,-0.00023556760933340914,0.2477275099973398,0.19335356196094564,0.8913127612346027,0.30812493800442486
rt,rt:same:knn_z_k16:blend0p1,369,0.6127909543541771,-0.0002108192223928551,0.25096273481174663,0.1925603089003008,0.8876560581013868,0.2899356985591517
rt,rt:local:knn_resid_k8:blend0p05,369,0.6127981204970129,-0.00020365307955705347,0.25138631163078357,0.19359855997773132,0.8924421423363715,0.2875367719091573
rt,rt:same:knn_z_k16:blend0p05,369,0.612799557460176,-0.00020221611639392734,0.2510637612181822,0.19292830607687117,0.8893524353299669,0.2893639030416064
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k16:blend0p35,369,0.6128382169600329,-0.00016355661653699727,0.24925913380064474,0.19319107009005979,0.8905637133419829,0.2995431846786276
rt_bc,rt_bc:same:knn_z_k16:blend0p05,369,0.6128720293830392,-0.0001297441935307342,0.250907210520484,0.19295284183633768,0.8894655391967761,0.29024986038666223
rt_bc,rt_bc:strict:knn_z_k8:blend0p05,369,0.6129286912868702,-7.308228969971076e-05,0.25131318499792066,0.19365122727021467,0.8926849257090387,0.28795121340194274
rt_bc,rt_bc:local:knn_resid_k8:blend0p1,369,0.6129427917420629,-5.898183450703254e-05,0.2517575778955681,0.19381997296475517,0.8934628022033838,0.2854307790524968
rt_bc,rt_bc:strict:knn_z_k16:blend0p2,369,0.6129904938187837,-1.1279757786253342e-05,0.2518138185103483,0.1953665528973841,0.9005921584781855,0.2851114853776705
rt_bc,rt_bc:same:knn_z_k16:blend0p1,369,0.6129956628682509,-6.1107083190181655e-06,0.25067029953037395,0.19259528218817992,0.8878172764284392,0.2915895446786917
rt,subject_mean,369,0.6130017735765699,0.0,0.25128450237657485,0.19332880935431287,0.8911986577552465,0.28811373778563554
rt_bc,subject_mean,369,0.6130017735765699,0.0,0.25128450237657485,0.19332880935431287,0.8911986577552465,0.28811373778563554
rt_bc_nb_sg,subject_mean,369,0.6130017735765699,0.0,0.25128450237657485,0.19332880935431287,0.8911986577552465,0.28811373778563554
rt,rt:same:knn_z_k8:blend0p05,369,0.6130074461899384,5.67261336847924e-06,0.25108544387907006,0.19284485644288263,0.8889677528708494,0.289241152177102
rt_bc,rt_bc:local:knn_z_k16:blend0p2,369,0.6130230539429391,2.1280366369169634e-05,0.2508981077590186,0.19325395352215952,0.8908535906265403,0.29030135806193946
rt,rt:strict:knn_z_k16:blend0p2,369,0.613040236982131,3.8463405561017794e-05,0.2518454648676151,0.1956424790416161,0.9018641107040349,0.28493178881399817
rt_bc,rt_bc:strict:knn_resid_k8:blend0p1,369,0.6130505919378518,4.8818361281899314e-05,0.2520011256995162,0.1953338742867161,0.900441518053399,0.28404757585921436
rt,rt:strict:knn_resid_k8:blend0p05,369,0.6131065986584621,0.0001048250818921348,0.2518615906897112,0.19496638216712872,0.8987474690143251,0.2848402133557162
rt_bc,rt_bc:local:knn_full_k8:blend0p35,369,0.6131415708836473,0.0001397973070773606,0.242892365418624,0.18578461739968583,0.8564217728912351,0.33486939624628265
rt_bc,rt_bc:same:knn_z_k8:blend0p05,369,0.613183982461025,0.00018220888445508177,0.2510226859793265,0.19295131793340595,0.8894585143759446,0.2895964109870406
rt_bc,rt_bc:local:knn_z_k8:blend0p05,369,0.6132057792290105,0.00020400565244060864,0.250990428159574,0.19316106605132524,0.8904254020414747,0.28977898092819776
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_resid_k8:blend0p05,369,0.6132777542830349,0.0002759807064649511,0.2517449036881812,0.19395703620104227,0.8940946302926093,0.28550272421980094
rt,rt:same:knn_z_k16:blend0p2,369,0.6133279216350608,0.0003261480584908494,0.2511313353658608,0.19227089979523523,0.8863219527146208,0.28898131424633955
rt,rt:same:knn_z_k8:blend0p1,369,0.6133861494816912,0.0003843759051213036,0.2510546776034294,0.19244970215190918,0.8871461879685575,0.28941532446322193
rt,rt:local:knn_resid_k8:blend0p1,369,0.6135378577683128,0.0005360841917428916,0.2522294434603962,0.19434205238775934,0.895869461006988,0.28274965542375174
rt_bc,rt_bc:same:knn_z_k8:blend0p1,369,0.6138714146073759,0.000869641030806001,0.250984923238868,0.19267499468529037,0.888184731598046,0.289810134845476
rt_bc,rt_bc:same:knn_z_k16:blend0p2,369,0.61395651910468,0.0009547455281100348,0.25064350482147,0.19234292555605784,0.8866539739047543,0.29174098374007895
rt,rt:local:knn_z_k8:blend0p2,369,0.61402139902535,0.0010196254487800926,0.2513134050434815,0.19333371330394994,0.891221263766989,0.2879499664857239
rt_bc_nb_sg,rt_bc_nb_sg:strict:knn_resid_k8:blend0p05,369,0.6140786664032369,0.0010768928266670086,0.25258476064988683,0.19534251352625098,0.9004813428405226,0.280727442009975
rt_bc,rt_bc:local:knn_z_k8:blend0p1,369,0.614135520819557,0.0011337472429870932,0.2510420774636458,0.19315019654327095,0.8903752962604444,0.289486649496026
rt_bc_nb_sg,rt_bc_nb_sg:local:knn_resid_k8:blend0p1,369,0.6144349546749883,0.0014331810984183901,0.25284977335581943,0.19496825967277434,0.8987561238574231,0.27921732426539037
rt,rt:local:ridge_zctx_a12:blend0p5,369,0.6145971660898985,0.0015953925133285196,0.20178835513020227,0.14368356242877364,0.6623461780253223,0.5409379383911195
rt_bc,rt_bc:strict:knn_z_k8:blend0p1,369,0.6147628057689148,0.0017610321923449135,0.252530682343584,0.19498759388151823,0.8988452498440722,0.28103540103081837
rt,rt:local:knn_z_k16:blend0p35,369,0.6147652516694334,0.0017634780928634797,0.25303024080748593,0.19578454862216207,0.9025190168192347,0.27818806304486654
rt,rt:same:knn_z_k8:blend0p2,369,0.615090877551278,0.002089103974708073,0.2514426965954895,0.19214472869330265,0.8857403347081508,0.2872171306451231
rt_bc_nb_sg,rt_bc_nb_sg:same:knn_z_k8:blend0p35,369,0.6151773381068162,0.0021755645302462545,0.24804706475942112,0.19101351559538476,0.8805257182323832,0.3063388257634022
rt,rt:local:knn_full_k8:blend0p5,369,0.615210103361124,0.0022083297845540972,0.24395278095554504,0.18716201647886896,0.8627712466952742,0.3290490860765479
rt,rt:strict:knn_resid_k8:blend0p1,369,0.6153640571989546,0.0023622836223846644,0.2540161754045696,0.1976460335703667,0.9111000084097389,0.2725520105912902
