name,file,combo_weighted_mean_score,combo_p50_score,combo_p90_score,combo_worst_score,combo_weighted_delta_vs_a2c8,combo_weighted_win_vs_a2c8,combo_p50_delta_vs_a2c8,combo_p90_delta_vs_a2c8,combo_worst_delta_vs_a2c8,combo_weighted_delta_vs_b01_ladder,combo_weighted_win_vs_b01_ladder,combo_p50_delta_vs_b01_ladder,combo_p90_delta_vs_b01_ladder,combo_worst_delta_vs_b01_ladder,combo_weighted_delta_vs_898_ladder,combo_weighted_win_vs_898_ladder,combo_p50_delta_vs_898_ladder,combo_p90_delta_vs_898_ladder,combo_worst_delta_vs_898_ladder,combo_weighted_delta_vs_blockorth_3a28,combo_weighted_win_vs_blockorth_3a28,combo_p50_delta_vs_blockorth_3a28,combo_p90_delta_vs_blockorth_3a28,combo_worst_delta_vs_blockorth_3a28,combo_weighted_delta_vs_direns_c4af,combo_weighted_win_vs_direns_c4af,combo_p50_delta_vs_direns_c4af,combo_p90_delta_vs_direns_c4af,combo_worst_delta_vs_direns_c4af,is_generated
mixmin_caff74ac1e,submission_mixmin_0c916bb4.csv,0.5776007350054972,0.5779453029002727,0.5780161572786114,0.5780704877005213,-0.00018342547086510935,0.4652483607335006,0.00027582235947788225,0.00031347585307634797,0.0003512323281156249,-1.2877154548616498e-05,0.9786586562921837,-1.304830546500213e-05,-8.451625034895346e-06,1.0138798799630422e-05,-1.0980089575228345e-05,0.5423111143676362,-5.1771739315586984e-05,5.072471575379613e-05,7.693357568872017e-05,-1.844953378487702e-05,0.5624663372422793,-2.9097224409694177e-06,8.564475231919519e-06,2.150976141512828e-05,-1.6361847979230392e-06,0.4616060594602336,9.11248120244109e-06,1.2512600354148964e-05,1.732282457223011e-05,True
mixmin_3034ed2e87,submission_mixmin_76733e45.csv,0.5776028841507608,0.577943469169453,0.5780112831580807,0.5780629146767764,-0.00018127632560145692,0.4652483607335006,0.0002742626761707001,0.00030900295214441817,0.0003466864009540327,-1.0728009284964056e-05,0.9334480758639274,-1.4316068035589716e-05,-1.6325586410987266e-06,1.7600184770927285e-05,-8.830944311575904e-06,0.5423111143676362,-5.464965164436777e-05,6.184949975388107e-05,9.172607533747268e-05,-1.6300388521224578e-05,0.730453754032524,-5.906345069028873e-06,4.051487193276996e-06,1.6422448064989936e-05,5.129604657294017e-07,0.44563867858433426,6.141999276362792e-06,7.828316311186967e-06,1.0419769253422473e-05,True
mixmin_28dc2393c2,submission_mixmin_f0357fc0.csv,0.5776036827688796,0.57794238376043,0.5780109489941687,0.5780653628507955,-0.0001804777074827298,0.4652483607335006,0.0002744461312694355,0.00030753955063958933,0.00034405411430560306,-9.929391166236993e-06,0.88220358289335,-1.3984674526179575e-05,6.251099922673189e-07,1.9819494474493382e-05,-8.032326192848842e-06,0.5423111143676362,-5.478773274604174e-05,6.326103409895513e-05,0.00010009620414330733,-1.5501770402497513e-05,0.7708809936774109,-5.515200348602906e-06,2.8045183091407466e-06,1.2494828284470572e-05,1.3115785844564645e-06,0.37705431001474,5.260128427646037e-06,8.392934612253475e-06,1.3904808773057553e-05,True
mixmin_2a43a35278,submission_mixmin_74781e82.csv,0.5776016608249563,0.5779461262798989,0.578015398063189,0.5780681943634327,-0.00018249965140591383,0.4652483607335006,0.0002761161893989339,0.00031291477599737277,0.0003515319092399771,-1.1951335089421012e-05,0.9754720262592236,-1.2151447880565444e-05,-6.750359178868233e-06,1.3422118242623071e-05,-1.0054270116032859e-05,0.5423111143676362,-5.173086885523759e-05,5.369539101301442e-05,8.281582255564857e-05,-1.7523714325681534e-05,0.5768582442077871,-3.0822372749650384e-06,7.497081443249032e-06,2.0871471409833475e-05,-7.103653387275533e-07,0.4615516300640882,9.277265244467259e-06,1.1722783673705536e-05,1.454277851253849e-05,True
mixmin_59a8070719,submission_mixmin_a7d7e8ba.csv,0.5776038809949104,0.5779408360264925,0.5780101085031458,0.5780629422443594,-0.00018027948145176787,0.4652483607335006,0.0002741750566436046,0.0003072456753177022,0.0003430676923401599,-9.731165135275e-06,0.7474170595406815,-1.5815034917432413e-05,2.1547533293670152e-06,1.853144626107195e-05,-7.834100161886848e-06,0.5423111143676362,-5.5534316631982935e-05,6.610392465077256e-05,9.676537375513661e-05,-1.530354437153552e-05,0.820847689963272,-6.744445604445204e-06,2.272686273074961e-06,1.286023876789777e-05,1.509804615418458e-06,0.38705009750102776,3.846694607734236e-06,7.163904229690059e-06,1.233841985892603e-05,True
mixmin_d7177142de,submission_mixmin_54c6c193.csv,0.5776027859264313,0.577943884848792,0.578014482402681,0.5780699763053864,-0.00018137454993088692,0.4652483607335006,0.00027702735128786794,0.00031157173787124193,0.00034786709642764535,-1.0826233614394066e-05,0.9634280664796709,-1.2013609666345718e-05,-4.33700972469691e-06,1.4461951870714529e-05,-8.929168641005915e-06,0.5423111143676362,-5.2173959242611866e-05,5.724031999730764e-05,8.967868308307203e-05,-1.6398612850654588e-05,0.5956794202923723,-3.2426708955757277e-06,6.3693788713073625e-06,1.6664613536665485e-05,4.147361362993923e-07,0.4383440508979597,7.334950030668309e-06,1.1332530547969455e-05,1.7925218086078942e-05,True
mixmin_b614fd04d9,submission_mixmin_de92cf18.csv,0.577602221839949,0.5779468331531105,0.5780152428808423,0.5780681592756409,-0.00018193863641333065,0.4652483607335006,0.00027641950117907044,0.00031307524045147926,0.00035170279087770595,-1.1390320096837817e-05,0.9754720262592236,-1.1594954759528337e-05,-5.978484142209052e-06,1.3395078708899888e-05,-9.493255123449665e-06,0.5423111143676362,-5.118878081589173e-05,5.504586495897068e-05,8.3764007744902e-05,-1.696269933309834e-05,0.5620130461726551,-2.3867175721311408e-06,7.860170433637848e-06,2.1079232994658526e-05,-1.493503461443595e-07,0.4615516300640882,9.72271231423188e-06,1.179010648450863e-05,1.424650415260409e-05,True
mixmin_ff056d4d36,submission_mixmin_aad473d4.csv,0.5776025229048879,0.5779464360010512,0.5780157066280305,0.5780685013658908,-0.00018163757147440093,0.4652483607335006,0.0002768743945412164,0.00031340311143806496,0.0003508863757843983,-1.1089255157908096e-05,0.9754720262592236,-1.1516484657278736e-05,-6.280238887157452e-06,1.272959294151832e-05,-9.192190184519943e-06,0.5423111143676362,-5.114313101135895e-05,5.4995605174050694e-05,8.516155631088651e-05,-1.6661634394168615e-05,0.554418878235893,-2.126004688605259e-06,7.823760637570842e-06,1.9919309001137364e-05,1.5171459278536139e-07,0.45790932879082114,9.522710425058931e-06,1.2197565524796595e-05,1.6469426073806304e-05,True
mixmin_0df49e452e,submission_mixmin_eb9db0cd.csv,0.5776033266697038,0.5779445209215687,0.578014761887806,0.5780697111107937,-0.0001808338066585413,0.4652483607335006,0.00027737704169562957,0.00031144024995768044,0.00034781808825457006,-1.0285490342048463e-05,0.9500469817568056,-1.1585094907761102e-05,-3.275756277791958e-06,1.4637635662229087e-05,-8.388425368660314e-06,0.5423111143676362,-5.187285545691901e-05,5.806891945420061e-05,9.15542077490894e-05,-1.5857869578308985e-05,0.5708953505235559,-2.783139344075618e-06,6.504373597851088e-06,1.640373297373543e-05,9.55479408644995e-07,0.4307697305349297,7.582957454399519e-06,1.1690534869490676e-05,1.819321167340071e-05,True
mixmin_8a094c4df7,submission_mixmin_88e767f6.csv,0.5776014042445115,0.57794926622726,0.5780173969273882,0.5780722753882992,-0.00018275623185085973,0.4652483607335006,0.0002774520548634268,0.00031624251211438714,0.0003557211210432065,-1.2207915534366876e-05,0.9747553481512468,-1.1586478642496972e-05,-6.443673380730901e-06,1.3570866164158701e-05,-1.0310850560978725e-05,0.5423111143676362,-4.990469576826584e-05,4.958073060647897e-05,7.994085625728786e-05,-1.7780294770627394e-05,0.5145700426813058,-1.1681958802444147e-06,1.0733743486701641e-05,2.4597446523833e-05,-9.669457836734178e-07,0.4615516300640882,1.1243525784632169e-05,1.457442753520314e-05,1.689759092959875e-05,True
mixmin_1527798a15,submission_mixmin_2972d325.csv,0.5776018696539906,0.5779484604854402,0.578017834808829,0.5780711298649586,-0.0001822908223717281,0.4652483607335006,0.00027788476328627354,0.0003154498073912989,0.000354264865129128,-1.174250605523526e-05,0.9747553481512468,-1.1489996331270902e-05,-7.020394177981041e-06,1.0855644440255219e-05,-9.845441081847108e-06,0.5423111143676362,-4.962460115942591e-05,5.086973245215678e-05,7.941982060133412e-05,-1.731488529149578e-05,0.52255825114252,-9.86921558780603e-07,1.0136762861545634e-05,2.339217337121724e-05,-5.015363045418017e-07,0.4615516300640882,1.1432437949654428e-05,1.4222019925344263e-05,1.6996731238005935e-05,True
mixmin_d97e1684bb,submission_mixmin_63dca831.csv,0.5776065071706552,0.5779394712932957,0.5780078996305608,0.5780663147973997,-0.00017765330570710785,0.4652483607335006,0.00027407820925194945,0.0003051483475385337,0.0003379251009107964,-7.104989390615016e-06,0.5841602402179491,-1.567847372648102e-05,1.0622110523605954e-05,3.456365862186672e-05,-5.207924417226862e-06,0.5423111143676362,-5.561492350284701e-05,7.34374027510559e-05,0.00011808643082344972,-1.2677368626875536e-05,0.9298897313949882,-6.609660578609411e-06,-4.4507860774700703e-07,5.481324426570566e-06,4.135980360078443e-06,0.19570828836117352,3.7371539444200244e-06,1.0695047340080925e-05,3.2940844966411476e-05,True
mixmin_45edc36de2,submission_mixmin_f0d12643.csv,0.5776010643560664,0.5779485171438454,0.5780199340554011,0.5780766108621778,-0.00018309612029586536,0.4652483607335006,0.0002783770984919414,0.0003190959462084985,0.0003620341979424513,-1.2547803979372537e-05,0.9487188994083352,-1.0946383593936034e-05,-3.9229331095420535e-06,2.084563727722255e-05,-1.0650739005984386e-05,0.5497681447736298,-4.8479666113489035e-05,4.674445106583594e-05,8.483016851679182e-05,-1.8120183215633057e-05,0.4994146057901715,-1.405625843926479e-07,1.3322506068122926e-05,2.6069651936744265e-05,-1.3068342286790775e-06,0.45790932879082114,1.1109102622551605e-05,1.7816082622079676e-05,2.224968622566159e-05,True
mixmin_eaee411b49,submission_mixmin_a7bd5ec5.csv,0.5776014508057619,0.5779519064986584,0.5780210166021826,0.578076090113375,-0.00018270967060041133,0.4652483607335006,0.00028015147204521837,0.000319682073869843,0.00035928179306310426,-1.2161354283918496e-05,0.9736603261441166,-1.031828438219219e-05,-3.634029026144958e-06,8.377915510004996e-06,-1.0264289310530345e-05,0.5423111143676362,-4.7041207666520535e-05,4.50922033045813e-05,7.30413495486637e-05,-1.773373352017902e-05,0.4891771756452856,1.1660868097784771e-06,1.4075520403140348e-05,2.810521913243491e-05,-9.203845332250386e-07,0.4615516300640882,1.4031045329376823e-05,1.8098535476966786e-05,2.0712316005422338e-05,True
mixmin_2873edfaf8,submission_mixmin_bb1d6235.csv,0.5776054428647396,0.5779432633888263,0.5780131071017407,0.5780674675055693,-0.0001787176116227025,0.4652483607335006,0.000277763580092611,0.0003097261827125567,0.0003443972741008494,-8.169295306209669e-06,0.783522976814705,-1.2636127412646303e-05,1.9288571531060504e-06,1.6892024583992082e-05,-6.272230332821516e-06,0.5423111143676362,-5.298345480365361e-05,6.509507941136477e-05,9.971633471139718e-05,-1.3741674542470189e-05,0.6320417572842594,-3.633209285647254e-06,4.3473423110285125e-06,1.3166900754812971e-05,3.0716744444837894e-06,0.3594315049748082,6.4254668937065405e-06,1.0570535019981216e-05,1.9753222858298614e-05,True
mixmin_b50021cbc0,submission_mixmin_4688c8f2.csv,0.5776055518691144,0.5779426321028575,0.5780114896369056,0.578061753147397,-0.00017860860724790582,0.4652483607335006,0.00027534203797162154,0.000308963615822222,0.0003443606344601946,-8.060290931412983e-06,0.6245260945999657,-1.4786740196059966e-05,3.8057130878386744e-06,1.5580262272774092e-05,-6.163225958024832e-06,0.5423111143676362,-5.4090812140026066e-05,6.80453337636403e-05,9.463310630763999e-05,-1.3632670167673503e-05,0.7406180995350002,-5.194559082877248e-06,3.952565351923168e-06,1.4958946344068025e-05,3.180678819280474e-06,0.3642848279029211,5.2441121534130275e-06,8.813600252732812e-06,1.6557830335717227e-05,True
mixmin_aa50fa9af2,submission_mixmin_5a4c25e0.csv,0.5776012384769984,0.5779525152965547,0.5780210785990884,0.5780771720602769,-0.0001829219993638714,0.4652483607335006,0.0002804034013444697,0.0003204900074416095,0.0003603496437469822,-1.237368304737855e-05,0.9660512626926809,-1.0145238479086771e-05,-2.871243704571924e-06,9.435411717717557e-06,-1.0476618073990395e-05,0.5423111143676362,-4.641980034714166e-05,4.386958646368449e-05,7.284285907926957e-05,-1.794606228363907e-05,0.4891771756452856,1.591102782860787e-06,1.4624458487959439e-05,2.9000937497691837e-05,-1.13271329668509e-06,0.4615516300640882,1.4391974824778941e-05,1.870510219851022e-05,2.1794262907270934e-05,True
mixmin_7d385fba13,submission_mixmin_8ff898b8.csv,0.5776048752212419,0.5779444909319041,0.5780136373431145,0.5780642389929989,-0.0001792852551204184,0.4652483607335006,0.00027711626891303365,0.0003112727728071807,0.000347209080646671,-8.736938803925521e-06,0.9110618619165148,-1.2550019851786942e-05,-3.5809638266889283e-07,1.2774835011608587e-05,-6.839873830537369e-06,0.5423111143676362,-5.2009434905197e-05,6.362627881676441e-05,8.94697622184637e-05,-1.4309318040186043e-05,0.6140296531324031,-3.3928148648520568e-06,5.657278382590925e-06,1.755045185891646e-05,2.504030946767938e-06,0.4132558918932422,7.235286107628485e-06,1.0851304953876252e-05,1.5464330790804226e-05,True
mixmin_1d1f3235eb,submission_mixmin_eea6cc75.csv,0.5776065400094008,0.5779418938873541,0.57800961453289,0.5780656654028917,-0.00017762046696144225,0.4652483607335006,0.0002758361304688474,0.00030832893132703987,0.00034626921482927564,-7.072150644949414e-06,0.6454209472605124,-1.307765017675666e-05,7.879990878315861e-06,4.1393962855407196e-05,-5.175085671561261e-06,0.5386143836982238,-5.366323997608826e-05,7.126631415044764e-05,0.00012699898706669543,-1.2644529881209934e-05,0.8108488678492236,-4.440550029655541e-06,1.907413652621841e-06,9.743966732367326e-06,4.168819105744045e-06,0.25248219554644913,4.998782664181615e-06,9.467361871750536e-06,3.674690649679846e-05,True
mixmin_121b94e214,submission_mixmin_7b064b06.csv,0.5776037285546516,0.5779472026386948,0.5780176043004766,0.5780698753486924,-0.00018043192171062703,0.4652483607335006,0.0002801078942689672,0.00031542352157543085,0.0003520034461816923,-9.883605394134163e-06,0.9747553481512468,-1.021902087705584e-05,-5.981729331194785e-06,7.902763023759363e-06,-7.986540420746012e-06,0.5423111143676362,-4.9219191832663054e-05,5.5812618789036606e-05,8.020867120772657e-05,-1.5455984630394685e-05,0.5102132288768864,-3.81801250047019e-07,1.0078767111787457e-05,2.1954000845259003e-05,1.3573643565592948e-06,0.44563867858433426,1.0869890019366546e-05,1.4407673247784913e-05,1.999033384891824e-05,True
mixmin_cdb69d38a9,submission_mixmin_25fa39a2.csv,0.5776056995734173,0.5779433983884911,0.5780097226243373,0.5780632840231223,-0.0001784609029449679,0.4652483607335006,0.0002744629015289984,0.0003077982486030528,0.0003492675862353245,-7.912586628475e-06,0.6359950274310261,-1.4946353782629984e-05,6.461848319640952e-06,3.3447028505495524e-05,-6.015521655086846e-06,0.5384483699359119,-5.497070108054465e-05,7.086358309598585e-05,0.00011462918231508468,-1.348496586473552e-05,0.7964909237540732,-6.101556745630177e-06,2.795243342568199e-06,1.5662455796316976e-05,3.328383122218459e-06,0.2966498577328206,4.981367734080422e-06,7.850774303763686e-06,1.952889762657506e-05,True
mixmin_9e7a38f4c6,submission_mixmin_ef4b1c19.csv,0.5776018946570545,0.5779528842464955,0.5780230776673645,0.5780772874032325,-0.00018226581930784092,0.4652483607335006,0.00028178479682416935,0.00032100033315747735,0.00036032362654125905,-1.1717502991348035e-05,0.9697035891057886,-8.962907841099508e-06,-2.481014659938552e-06,6.052361795960692e-06,-9.820438017959882e-06,0.5423111143676362,-4.5451026029263986e-05,4.400288140824378e-05,6.939814450546145e-05,-1.7289882227608557e-05,0.48434531810268733,2.7443899912604763e-06,1.5655982933046607e-05,2.9325451471162722e-05,-4.765332406545757e-07,0.4615516300640882,1.5895129324704963e-05,1.9741735485245826e-05,2.2624622875389022e-05,True
mixmin_a30737c57f,submission_mixmin_67890e95.csv,0.5776014385134755,0.5779539139459474,0.578023489954789,0.578079081556764,-0.00018272196288686914,0.4652483607335006,0.0002821063365428715,0.0003222688409616481,0.00036209379946994247,-1.2173646570376268e-05,0.9463038054474413,-8.91188439176342e-06,-1.1939968875829265e-06,7.053751705066169e-06,-1.0276581596988114e-05,0.5423111143676362,-4.474906343121532e-05,4.1696434368910146e-05,6.825116195807723e-05,-1.774602580663679e-05,0.480482573670963,3.517971391975294e-06,1.6580582798891897e-05,3.08244155331483e-05,-9.32676819682809e-07,0.4615516300640882,1.609668710766954e-05,2.0743696939536577e-05,2.3703759394422264e-05,True
mixmin_bddaea3152,submission_mixmin_070dbfb3.csv,0.5776037214495828,0.577949496413542,0.5780193609357354,0.5780715557490896,-0.00018043902677952414,0.4652483607335006,0.00028131589908228814,0.0003173781394720798,0.0003546688081852434,-9.890710463031358e-06,0.9823109827052912,-9.626992087063968e-06,-6.170006232657695e-06,5.484303831515547e-06,-7.993645489643205e-06,0.5423111143676362,-4.759996489532089e-05,5.3048241443224827e-05,7.662138942032826e-05,-1.5463089699291876e-05,0.5018837564289754,-7.183514272313118e-08,1.1968135405604485e-05,2.4465375953353075e-05,1.3502592876621013e-06,0.4615516300640882,1.3032589903069413e-05,1.632681666348569e-05,2.140741536327262e-05,True
mixmin_acd49f6b56,submission_mixmin_563a2086.csv,0.5776052440517954,0.5779470490836267,0.5780174715715183,0.5780740967873579,-0.00017891642456693518,0.4652483607335006,0.00028122101544818663,0.00031416125298702437,0.0003488873984478502,-8.368108250442364e-06,0.9223570659634137,-9.184511022797102e-06,-9.916820646954061e-07,1.609947007841228e-05,-6.471043277054212e-06,0.5423111143676362,-4.8667135721016165e-05,5.899658048420895e-05,9.447351961933137e-05,-1.3940487486702883e-05,0.5019388677879312,-1.222086192242955e-07,8.897359458314754e-06,1.6769503334179703e-05,2.872861500251096e-06,0.3898715673981378,1.0065407091982309e-05,1.5211411952265053e-05,2.4003497683056096e-05,True
mixmin_06e2c51f33,submission_mixmin_f6c04249.csv,0.5776021591892986,0.5779532986246793,0.5780238499759156,0.5780777828827783,-0.00018200128706376669,0.4652483607335006,0.00028286840016455983,0.00032154485800385654,0.00036074759105364507,-1.145297074727383e-05,0.9652530486475183,-8.227826969162463e-06,-1.9733233712924898e-06,6.866661805271512e-06,-9.555905773885677e-06,0.5423111143676362,-4.471393791938283e-05,4.3631417643303895e-05,6.801503148823329e-05,-1.7025349983534348e-05,0.48434531810268733,3.4342244057405935e-06,1.631381208302132e-05,2.983810451451241e-05,-2.1200099658037158e-07,0.4615516300640882,1.6605888270290426e-05,2.0405203887907675e-05,2.3941907526081607e-05,True
mixmin_a3d1eafa8a,submission_mixmin_c2342173.csv,0.5776048807613594,0.5779475162283904,0.5780178644274429,0.5780687146465788,-0.0001792797150028071,0.4652483607335006,0.00028085297017474685,0.00031539645789457893,0.0003514276356870738,-8.731398686314279e-06,0.9793284843044003,-9.490402955059096e-06,-4.0970651915514495e-06,7.602832286401906e-06,-6.834333712926125e-06,0.5423111143676362,-4.866998304876689e-05,5.8522774519183285e-05,8.203001047557557e-05,-1.4303777922574799e-05,0.5003398776618408,-1.4221589554762414e-07,9.89582590632388e-06,2.1649497511599947e-05,2.5095710643791816e-06,0.44563867858433426,1.075632790516919e-05,1.4526881279230963e-05,2.019818638232529e-05,True
mixmin_5298106703,submission_mixmin_a044848d.csv,0.5776055979789885,0.5779452675260667,0.5780132741784355,0.5780680130471072,-0.0001785624973737571,0.4652483607335006,0.00027620259969052263,0.00031116761375793445,0.0003524432648172038,-8.014181057264254e-06,0.8040341076178483,-1.123284850575736e-05,2.331306685039663e-06,3.084395360586356e-05,-6.117116083876099e-06,0.5384483699359119,-5.2029293907462915e-05,6.54538243257785e-05,0.00011071977080856499,-1.3586560293524774e-05,0.6108548430786271,-3.7579686493760533e-06,5.909157224477429e-06,1.6649750842923083e-05,3.2267886934292057e-06,0.41784178429912455,8.042944177186197e-06,1.0756250869553133e-05,2.153578296582026e-05,True
