candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,e222_tail_survival_score,e222_decision
e209_e95_raw_control,e209_q3s4_raw,control,actual_vs_e95,submission_e209_jepa_q3_center_c010_s4_rank_e95_s0p25_08289063.csv,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-9.728533938240201e-05,-0.0001478949847443305,-0.00010711100481364221,-3.685002858923336e-05,0.0002185841099905517,-0.0023237820748310016,0.001765121302317831,0.004088903377148833,7.867079073356964e-05,0.0003568206710317373,0.0006474254308893473,0.001246996463652972,0.47716046097981735,0.4554782712911348,0.006296848103315404,0.02862232364004184,0.1376738837837468,1.773672175877715,1,1,2,0.8086602897517406,3.66777433575241,0.019240070864287896,0.08726561577019856,False,0.08920778784559415,expected_good_but_low_support
e209_e95_raw_control,e209_q3s4_raw,control,actual_vs_e95,submission_e209_jepa_q3_center_c010_s4_rank_e95_s0p25_08289063.csv,submission_e95_hardtail_541e3973.csv,S4,250,250,S4,-9.238202492500925e-05,-0.0001170117085104597,-7.581782731320065e-05,-8.431653895136742e-05,1.1558342144307237e-05,-0.002006980639436525,0.001777794968609926,0.003784775608046451,4.2254431482583345e-05,0.00020278972368512022,0.00038058550074887446,0.0008332520115195924,0.49564803133374563,0.49413153835565055,0.005424432779975913,0.026493429256325158,0.07394525509452099,1.7864072379038378,1,1,3,0.4573880202007178,2.1951210081153123,0.011164316159919817,0.05358038221710907,False,0.099060572192125,expected_good_but_low_support
e210_e95_dependency_gate,e210_q3s4_dependency,control,actual_vs_e95,submission_e210_jepa_depgate_q3_center_c010_s4_rank_closer_sh0p75_e95_s1p0_49d77d44.csv,submission_e95_hardtail_541e3973.csv,Q3,138,138,Q3,-0.0006363191601977609,-0.0007461941644003073,-0.0005745366591521834,-0.0005882266570407914,-0.00014997858336534149,-0.004066637142046896,0.0022259506142157754,0.006292587756262671,0.00023601237220070888,0.0009768113666081587,0.0015809030551735058,0.002923912903979994,0.4553205194427816,0.454863703976933,0.01714251519636869,0.07979730850333097,0.41302165135124047,2.236733908388086,1,1,4,0.3709025076776863,1.5350965800001632,0.03750640934102486,0.1552320610286271,False,0.6368738508395938,expected_good_but_low_support
e210_e95_dependency_gate,e210_q3s4_dependency,control,actual_vs_e95,submission_e210_jepa_depgate_q3_center_c010_s4_rank_closer_sh0p75_e95_s1p0_49d77d44.csv,submission_e95_hardtail_541e3973.csv,S4,103,103,S4,-0.0007327411733848871,-0.0008734588741808896,-0.0006266512037338172,-0.0006981134422399545,-0.0005300462896877674,-0.003412749747832122,0.0017378049549168488,0.005150554702748971,0.00012676329444775186,0.0006083691710553631,0.0011177132216338738,0.002349403745998458,0.4838989858962119,0.4796660303371107,0.016772262153389235,0.08750942456126888,0.22183576528356586,1.7462234984026257,1,1,7,0.17299873277513622,0.8302647553501199,0.024611581036134873,0.11811721380818697,False,0.7386743794523093,expected_good_but_low_support
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726905e-05,-8.8200367579688e-06,-7.047573884249142e-06,-3.67766743569628e-05,-4.8300741848292806e-05,-0.0002454152589143233,0.00022564089182660447,0.0004710561507409278,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.0002941977214174471,0.5151859422401982,0.5162632659478441,0.0023724585504678827,0.011776403768523203,0.023459001777274335,0.22673397632647152,1,2,2,0.7639087817188632,3.5959327863382184,0.02845763472495413,0.13395806433700627,False,0.022522572554918463,expected_good_tail_unclear
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00014576456084127028,-0.0002541782287218173,-0.0001732924257476595,-9.823028054334115e-06,0.0005072146398291955,-0.004753756306283188,0.0036851783322872284,0.008438934638570417,0.00015734158146713927,0.0006977528088083814,0.0012891033560510385,0.0025152923051681123,0.48078268320203954,0.4539604887587414,0.013073746060936491,0.05907254246999292,0.2753477675674938,3.703030643017167,1,1,1,1.0794227386893838,4.786848084207494,0.018644720951860986,0.08268257057227107,False,0.13196820381923088,expected_good_but_low_support
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186275e-06,1.3988457607493186e-05,1.4436563932626822e-07,-9.994317426763566e-06,1.4177816437921459e-05,-0.00011522897039603191,0.0001555344787314014,0.0002707634491274333,1.220505737296808e-05,5.789785659192058e-05,0.00011407912004707749,0.00025975999591317005,0.5233263033263034,0.5693345142712767,0.001885202959710145,0.012149641948025872,0.02135885040269403,0.15628794290414028,1,2,1,8.847437628687405,41.97011610664265,0.04507645848174965,0.21383187715514468,False,-0.1474613516595114,expected_bad_or_neutral
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.057870320816319e-05,-4.048977145283035e-06,2.2142166223862295e-06,3.357087014738635e-05,6.209661922152907e-05,-0.00018677906828281127,0.00012080064623158461,0.0003075797145143959,1.2575867360216352e-05,6.145567636423979e-05,0.00011965928672656227,0.00025284930663455063,0.4271043065494596,0.35835244595840415,0.0017005999180347198,0.009611866078574878,0.02200776788037867,0.12138584740190766,1,2,1,1.1887910184030899,5.809377118815163,0.04088653043999023,0.1998040620502736,False,-0.04568403438454416,expected_bad_or_neutral
e211_e154_closer,e211_q3s4,live_primary,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e154_a0p5_c20eee9c.csv,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.000533760361767509,-0.0006402965859643863,-0.00043501573100234993,-0.0005259687683357904,-0.0004377238188324837,-0.0024662813247333256,0.0012396727099376684,0.0037059540346709935,9.673998182827695e-05,0.00042022968017634547,0.0007611160528463036,0.001610163868448981,0.4814267005503499,0.47853617587100444,0.010325064306481035,0.05449932403927931,0.16929496819948486,1.245678124174297,1,1,7,0.18124234910949452,0.7873002760729275,0.02610393462067462,0.1133931171959753,False,0.5394675969417099,expected_good_but_low_support
e211_e95_closer,e211_q3s4,live_clean_sensor,actual_vs_e95,submission_e211_jepa_q3rawcloser_q3s1p0_s4s1p0_e95_a0p5_8e3dc02d.csv,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00014729230571973467,-0.00024851159644359203,-0.0001669436365822159,-2.6421684133396225e-05,0.00048444659302617095,-0.004600285776616928,0.0035775209776807266,0.008177806754297655,0.00015734158146713927,0.0007136413420634749,0.0012948508617786937,0.0024939929273059425,0.47716046097981735,0.4554782712911347,0.012639127760184632,0.057244647280083584,0.2753477675674938,3.594851758006028,1,1,1,1.0682267529067417,4.8450687126955545,0.01924007086428792,0.0872656157701987,False,0.13402342491982677,expected_good_but_low_support
