base_loss,candidate_loss,delta,corrected_loss,half_mean_delta,half_median_delta,half_p25_delta,half_p75_delta,half_win_rate,axis_id,target,axis_feature,pool_feature
0.6303484889503163,0.6340250335762986,0.0036765446259823253,0.639371956407325,0.003567559857882176,0.0034821293248739615,0.0029750703446884963,0.004250421719035891,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc00
0.6303484889503163,0.6323195840714757,0.0019710951211594496,0.6375969010037666,0.0019193031638426773,0.002019033402961945,0.0008584734125234306,0.0029877643321856995,0.10833333333333334,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc01
0.6303484889503163,0.6334717865423543,0.003123297592037999,0.6387697689272045,0.0030210726553956033,0.002917916861265857,0.0021432956531721448,0.0038165965791233103,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc02
0.6303484889503163,0.6339759472887345,0.0036274583384182657,0.6400865753813294,0.0035675454382332566,0.0034178159341744507,0.002789875204127046,0.004389807917991817,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc03
0.6303484889503163,0.6281487300023668,-0.0021997589479494373,0.6301541892465401,-0.002398293659810999,-0.002354931419219941,-0.004234784897420463,-0.00026183904404014635,0.775,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc04
0.6303484889503163,0.6346376365572299,0.004289147606913679,0.6411930128902416,0.004246637995965609,0.004318428887414738,0.0031673055899980596,0.005315185004029943,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc05
0.6303484889503163,0.6366427670813962,0.006294278131079967,0.6456613417850481,0.006294571585866013,0.00633793383586817,0.005123442024196678,0.007667675972100607,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc06
0.6303484889503163,0.6308150106229922,0.0004665216726759125,0.6343098478133948,0.00021068940484508247,0.0002869287899757156,-0.0013665174404380587,0.001600069431588469,0.44166666666666665,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc07
0.6303484889503163,0.6343437232916493,0.003995234341333087,0.640085415478203,0.003918636033495026,0.004025734274422654,0.0031552907234146943,0.0047627191989376705,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc08
0.6303484889503163,0.6334564168437766,0.0031079278934603716,0.6382061502089446,0.00305158554194379,0.0029589875002528077,0.0022684518859091563,0.003998458269748206,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc09
0.6303484889503163,0.6345145136336303,0.004166024683314062,0.6408107688163985,0.004236577976520754,0.004319289628223699,0.0030919156689256655,0.005405723094857429,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc11
