base_loss,candidate_loss,delta,corrected_loss,half_mean_delta,half_median_delta,half_p25_delta,half_p75_delta,half_win_rate,axis_id,target,axis_feature,pool_feature
0.6303484889503163,0.636133932966292,0.005785444015975694,0.6454405913162092,0.005876895250796664,0.005993008424328039,0.004377627044640314,0.007812641888473082,0.008333333333333333,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc12
0.6303484889503163,0.6330476659739958,0.0026991770236795,0.6373939133153083,0.002653744175883696,0.0026286307919424212,0.002135198325700527,0.0032002730506006383,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc13
0.6303484889503163,0.63364338502543,0.0032948960751137957,0.6384065481117237,0.003290437190101819,0.0032292615291800164,0.0026475920472458503,0.0039029439821249845,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc14
0.6303484889503163,0.6339831536360263,0.003634664685710054,0.6391912065764196,0.003679954629288537,0.0036862688900486384,0.0030999339884550947,0.0042155931462773966,0.0,q3_resid_self_pc10,Q3,e208_resid_self_pc10,e208_resid_self_pc15
0.6034040622125061,0.6111590946866385,0.0077550324741324506,0.6222381609415594,0.007752805155465392,0.007707735316253017,0.006677987967955601,0.008782462762388588,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc00
0.6034040622125061,0.6053347003833082,0.0019306381708020792,0.6106289989393267,0.0021882503662379415,0.002325417632615956,0.0009733254371042666,0.0033079626672388174,0.10833333333333334,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc01
0.6034040622125061,0.6079630216219181,0.004558959409411978,0.6161065015498886,0.004664137931652613,0.004445240912569148,0.003242303200744312,0.005999035376442974,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc02
0.6034040622125061,0.607298939608544,0.003894877396037888,0.613127200657198,0.003942004561349923,0.0038896569617509757,0.003036028446763095,0.004737979715512652,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc03
0.6034040622125061,0.6047807516053338,0.0013766893928277568,0.6098998980272115,0.0017061971028263826,0.0017785147077279406,0.0004616533013980795,0.0028555396416353185,0.15,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc04
0.6034040622125061,0.6060681279677703,0.0026640657552642333,0.611420030351536,0.002635680212208926,0.0026337036307980677,0.0013545206259637788,0.003987627408186811,0.09166666666666666,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc05
0.6034040622125061,0.6079214691967837,0.0045174069842776055,0.614714908025313,0.00467081154140552,0.00464709844718203,0.0037360931361133665,0.0055646694404231645,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc06
0.6034040622125061,0.6071753938294675,0.0037713316169614153,0.6128317564211835,0.0036932755992436766,0.0036794748913652753,0.0022318848708106076,0.004997681568113782,0.016666666666666666,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc07
0.6034040622125061,0.607755727333062,0.004351665120555959,0.6138485965248252,0.004198816840419548,0.004242866899033637,0.003325300073718035,0.005140802983438025,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc08
0.6034040622125061,0.6053341799619645,0.0019301177494583932,0.6094950391047387,0.0022064312217236065,0.002038749084655067,0.000571879282173976,0.0036593145049112763,0.075,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc09
0.6034040622125061,0.6077727431840626,0.004368680971556516,0.6138981940184987,0.004189468445131484,0.0040806685716795466,0.003381393127728116,0.004923753245579809,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc10
0.6034040622125061,0.6090130394425094,0.005608977230003309,0.6169058878353018,0.005747564134566716,0.005788934947734303,0.00462261562447619,0.006913487176540195,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc11
0.6034040622125061,0.6049339264770583,0.0015298642645522609,0.6095757254156019,0.001169981955103283,0.0010206069881780744,-0.00016925102534517955,0.0024358390236558225,0.2833333333333333,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc12
0.6034040622125061,0.6085619137712602,0.005157851558754145,0.6167441596435699,0.0050013802431970655,0.00506350422684787,0.003684124101588998,0.006203801155836464,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc13
0.6034040622125061,0.606933686824888,0.003529624612381932,0.6128369270144677,0.0035790236735912706,0.0033598116337449913,0.0022209393476275707,0.004785394881471228,0.0,s4_pred_pc14,S4,e208_pred_pc14,e208_pred_pc15
